Batch	m_SP	11	N1a_L	N3	N4	N5	N6	N7a	N7c	N7b	Flvln	Nphln	Azln																			
1.914513e-09	0.989857059	0.1	1.914513e-09	2.76927e-06	0.1	1.914513e-09	3.080437e-09	0.1	1.914513e-09	7.699468e-05	0.1	1.914513e-09	6.029844e-09	0.1	1.914513e-09	0.0007351731	0.1	1.914513e-09	0.00813102	0.1	1.914513e-09	0.001052892	0.1	1.914513e-09	5.53124e-05	0.1	1.914513e-09	1.672695e-05	0.1	1.914513e-09	5.262518e-09	0.1
2.113875e-09	0.9888641339	0.1	2.113875e-09	2.739814e-06	0.1	2.113875e-09	3.047672e-09	0.1	2.113875e-09	8.289768e-05	0.1	2.113875e-09	5.965892e-09	0.1	2.113875e-09	0.00072717	0.1	2.113875e-09	0.008886219	0.1	2.113875e-09	0.001275459	0.1	2.113875e-09	6.071765e-05	0.1	2.113875e-09	1.996708e-05	0.1	2.113875e-09	5.907997e-09	0.1
2.343914e-09	0.9877310166000001	0.1	2.343914e-09	2.707274e-06	0.1	2.343914e-09	3.011475e-09	0.1	2.343914e-09	8.930629e-05	0.1	2.343914e-09	5.895239e-09	0.1	2.343914e-09	0.0007183235	0.1	2.343914e-09	0.009721714	0.1	2.343914e-09	0.001555185	0.1	2.343914e-09	6.688398e-05	0.1	2.343914e-09	2.398462e-05	0.1	2.343914e-09	6.674137e-09	0.1
2.626035e-09	0.9863588719999999	0.1	2.626035e-09	2.669379e-06	0.1	2.626035e-09	2.969322e-09	0.1	2.626035e-09	9.6612e-05	0.1	2.626035e-09	5.812958e-09	0.1	2.626035e-09	0.00070802	0.1	2.626035e-09	0.01069625	0.1	2.626035e-09	0.001930232	0.1	2.626035e-09	7.434781e-05	0.1	2.626035e-09	2.929297e-05	0.1	2.626035e-09	7.644904e-09	0.1
2.998879e-09	0.9845735445999999	0.1	2.998879e-09	2.622492e-06	0.1	2.998879e-09	2.917166e-09	0.1	2.998879e-09	0.0001054003	0.1	2.998879e-09	5.711144e-09	0.1	2.998879e-09	0.0006952726	0.1	2.998879e-09	0.01190427	0.1	2.998879e-09	0.00247691	0.1	2.998879e-09	8.405463e-05	0.1	2.998879e-09	3.690049e-05	0.1	2.998879e-09	8.980432e-09	0.1
3.479462e-09	0.9823160084	0.1	3.479462e-09	2.567005e-06	0.1	3.479462e-09	2.855444e-09	0.1	3.479462e-09	0.0001154092	0.1	3.479462e-09	5.590644e-09	0.1	3.479462e-09	0.0006801896	0.1	3.479462e-09	0.01333684	0.1	3.479462e-09	0.003261132	0.1	3.479462e-09	9.632113e-05	0.1	3.479462e-09	4.759786e-05	0.1	3.479462e-09	1.079e-08	0.1
4.08763e-09	0.9795230142	0.1	4.08763e-09	2.503985e-06	0.1	4.08763e-09	2.785343e-09	0.1	4.08763e-09	0.0001262016	0.1	4.08763e-09	5.45377e-09	0.1	4.08763e-09	0.0006630637	0.1	4.08763e-09	0.01496707	0.1	4.08763e-09	0.004370338	0.1	4.08763e-09	0.0001114838	0.1	4.08763e-09	6.238375e-05	0.1	4.08763e-09	1.322183e-08	0.1
4.695798e-09	0.9767941442	0.1	4.695798e-09	2.44809e-06	0.1	4.695798e-09	2.723167e-09	0.1	4.695798e-09	0.0001351915	0.1	4.695798e-09	5.332355e-09	0.1	4.695798e-09	0.0006478791	0.1	4.695798e-09	0.01641473	0.1	4.695798e-09	0.005596337	0.1	4.695798e-09	0.0001262853	0.1	4.695798e-09	7.834853e-05	0.1	4.695798e-09	1.581166e-08	0.1
5.353826e-09	0.9739053154	0.1	5.353826e-09	2.394632e-06	0.1	5.353826e-09	2.663703e-09	0.1	5.353826e-09	0.0001432002	0.1	5.353826e-09	5.216218e-09	0.1	5.353826e-09	0.0006333623	0.1	5.353826e-09	0.01779913	0.1	5.353826e-09	0.007039227	0.1	5.353826e-09	0.0001419385	0.1	5.353826e-09	9.672017e-05	0.1	5.353826e-09	1.879115e-08	0.1
6.086644e-09	0.9707570222999999	0.1	6.086644e-09	2.342545e-06	0.1	6.086644e-09	2.605764e-09	0.1	6.086644e-09	0.0001503619	0.1	6.086644e-09	5.103041e-09	0.1	6.086644e-09	0.0006192244	0.1	6.086644e-09	0.01914546	0.1	6.086644e-09	0.008771056	0.1	6.086644e-09	0.0001589793	0.1	6.086644e-09	0.0001182713	0.1	6.086644e-09	2.232545e-08	0.1
6.819462e-09	0.9676721166	0.1	6.819462e-09	2.297202e-06	0.1	6.819462e-09	2.555325e-09	0.1	6.819462e-09	0.000155996	0.1	6.819462e-09	5.0045e-09	0.1	6.819462e-09	0.000606924	0.1	6.819462e-09	0.02031232	0.1	6.819462e-09	0.01061747	0.1	6.819462e-09	0.000175657	0.1	6.819462e-09	0.0001407381	0.1	6.819462e-09	2.608669e-08	0.1
7.55228e-09	0.9646427192	0.1	7.55228e-09	2.257622e-06	0.1	7.55228e-09	2.511299e-09	0.1	7.55228e-09	0.0001603819	0.1	7.55228e-09	4.918471e-09	0.1	7.55228e-09	0.000596194	0.1	7.55228e-09	0.02132345	0.1	7.55228e-09	0.01256308	0.1	7.55228e-09	0.0001920151	0.1	7.55228e-09	0.000163921	0.1	7.55228e-09	3.007403e-08	0.1
8.285098e-09	0.9616617545	0.1	8.285098e-09	2.222969e-06	0.1	8.285098e-09	2.472752e-09	0.1	8.285098e-09	0.0001637502	0.1	8.285098e-09	4.843136e-09	0.1	8.285098e-09	0.0005868063	0.1	8.285098e-09	0.02219935	0.1	8.285098e-09	0.01459451	0.1	8.285098e-09	0.0002080907	0.1	8.285098e-09	0.0001876572	0.1	8.285098e-09	3.428659e-08	0.1
9.017916e-09	0.9587235212999999	0.1	9.017916e-09	2.192528e-06	0.1	9.017916e-09	2.438891e-09	0.1	9.017916e-09	0.0001662916	0.1	9.017916e-09	4.776946e-09	0.1	9.017916e-09	0.0005785659	0.1	9.017916e-09	0.02295771	0.1	9.017916e-09	0.01670017	0.1	9.017916e-09	0.0002239153	0.1	9.017916e-09	0.0002118143	0.1	9.017916e-09	3.872355e-08	0.1
9.870254e-09	0.9553530833	0.1	9.870254e-09	2.161613e-06	0.1	9.870254e-09	2.404503e-09	0.1	9.870254e-09	0.000168414	0.1	9.870254e-09	4.709715e-09	0.1	9.870254e-09	0.0005702055	0.1	9.870254e-09	0.02371211	0.1	9.870254e-09	0.0192293	0.1	9.870254e-09	0.0002420407	0.1	9.870254e-09	0.0002402991	0.1	9.870254e-09	4.416533e-08	0.1
1.075247e-08	0.9519108128	0.1	1.075247e-08	2.133885e-06	0.1	1.075247e-08	2.373659e-09	0.1	1.075247e-08	0.0001698681	0.1	1.075247e-08	4.6494e-09	0.1	1.075247e-08	0.0005627151	0.1	1.075247e-08	0.02436915	0.1	1.075247e-08	0.02192395	0.1	1.075247e-08	0.0002605196	0.1	1.075247e-08	0.0002700866	0.1	1.075247e-08	5.011497e-08	0.1
