Batch	m_SP	7	W1_L	R	W3	P1	P2_L	P3	P4											
1.380259e-09	0.9797968099999999	0.1	1.380259e-09	0.001146479	0.1	1.380259e-09	1.313372e-05	0.1	1.380259e-09	0.002517901	0.1	1.380259e-09	0.0051439197	0.1	1.380259e-09	0.001284347	0.1	1.380259e-09	2.401802e-06	0.1
2.917732e-09	0.95820553	0.1	2.917732e-09	0.002371725	0.1	2.917732e-09	2.716977e-05	0.1	2.917732e-09	0.005208789	0.1	2.917732e-09	0.0106412376	0.1	2.917732e-09	0.002656933	0.1	2.917732e-09	4.968615e-06	0.1
4.962112e-09	0.9308938	0.1	4.962112e-09	0.00392159	0.1	4.962112e-09	4.492454e-05	0.1	4.962112e-09	0.008612606	0.1	4.962112e-09	0.017595036	0.1	4.962112e-09	0.004393174	0.1	4.962112e-09	8.215483e-06	0.1
7.649417e-09	0.89723701	0.1	7.649417e-09	0.005831528	0.1	7.649417e-09	6.680421e-05	0.1	7.649417e-09	0.01280722	0.1	7.649417e-09	0.026164371999999998	0.1	7.649417e-09	0.006532788	0.1	7.649417e-09	1.221668e-05	0.1
1.1649e-08	0.85138831	0.1	1.1649e-08	0.008433318	0.1	1.1649e-08	9.660953e-05	0.1	1.1649e-08	0.01852127	0.1	1.1649e-08	0.037837841	0.1	1.1649e-08	0.009447451	0.1	1.1649e-08	1.766727e-05	0.1
1.710081e-08	0.7959882699999999	0.1	1.710081e-08	0.01157712	0.1	1.710081e-08	0.0001326239	0.1	1.710081e-08	0.02542569	0.1	1.710081e-08	0.051943144000000004	0.1	1.710081e-08	0.0129693	0.1	1.710081e-08	2.425333e-05	0.1
2.418126e-08	0.73421275	0.1	2.418126e-08	0.01508272	0.1	2.418126e-08	0.000172783	0.1	2.418126e-08	0.0331247	0.1	2.418126e-08	0.06767176400000001	0.1	2.418126e-08	0.01689646	0.1	2.418126e-08	3.159735e-05	0.1
3.166886e-08	0.67902672	0.1	3.166886e-08	0.01821437	0.1	3.166886e-08	0.0002086583	0.1	3.166886e-08	0.04000245	0.1	3.166886e-08	0.081722588	0.1	3.166886e-08	0.02040471	0.1	3.166886e-08	3.815798e-05	0.1
3.915647e-08	0.6322286500000001	0.1	3.915647e-08	0.02087004	0.1	3.915647e-08	0.0002390808	0.1	3.915647e-08	0.04583484	0.1	3.915647e-08	0.093637794	0.1	3.915647e-08	0.02337973	0.1	3.915647e-08	4.372144e-05	0.1
4.664407e-08	0.59224347	0.1	4.664407e-08	0.0231391	0.1	4.664407e-08	0.0002650744	0.1	4.664407e-08	0.05081814	0.1	4.664407e-08	0.103818384	0.1	4.664407e-08	0.02592165	0.1	4.664407e-08	4.847497e-05	0.1
5.413168e-08	0.55785889	0.1	5.413168e-08	0.02509033	0.1	5.413168e-08	0.0002874271	0.1	5.413168e-08	0.05510344	0.1	5.413168e-08	0.11257300099999999	0.1	5.413168e-08	0.02810752	0.1	5.413168e-08	5.256268e-05	0.1
6.222704e-08	0.5258934	0.1	6.222704e-08	0.02690429	0.1	6.222704e-08	0.0003082073	0.1	6.222704e-08	0.05908726	0.1	6.222704e-08	0.120711745	0.1	6.222704e-08	0.03013962	0.1	6.222704e-08	5.636282e-05	0.1
7.123402e-08	0.49557938999999995	0.1	7.123402e-08	0.02862453	0.1	7.123402e-08	0.0003279139	0.1	7.123402e-08	0.06286525	0.1	7.123402e-08	0.128429935	0.1	7.123402e-08	0.03206672	0.1	7.123402e-08	5.996662e-05	0.1
8.024101e-08	0.46982165	0.1	8.024101e-08	0.03008621	0.1	8.024101e-08	0.0003446584	0.1	8.024101e-08	0.06607539	0.1	8.024101e-08	0.134988057	0.1	8.024101e-08	0.03370417	0.1	8.024101e-08	6.302874e-05	0.1
8.924799e-08	0.44782611	0.1	8.924799e-08	0.03133439	0.1	8.924799e-08	0.0003589573	0.1	8.924799e-08	0.06881667	0.1	8.924799e-08	0.140588264	0.1	8.924799e-08	0.03510245	0.1	8.924799e-08	6.564362e-05	0.1
9.825498e-08	0.42896314999999996	0.1	9.825498e-08	0.03240482	0.1	9.825498e-08	0.0003712197	0.1	9.825498e-08	0.07116754	0.1	9.825498e-08	0.14539093	0.1	9.825498e-08	0.0363016	0.1	9.825498e-08	6.788609e-05	0.1
1.07262e-07	0.41272749999999997	0.1	1.07262e-07	0.03332615	0.1	1.07262e-07	0.0003817742	0.1	1.07262e-07	0.07319097	0.1	1.07262e-07	0.149524758	0.1	1.07262e-07	0.03733373	0.1	1.07262e-07	6.981623e-05	0.1
1.16269e-07	0.39870918999999994	0.1	1.16269e-07	0.03412165	0.1	1.16269e-07	0.0003908872	0.1	1.16269e-07	0.07493804	0.1	1.16269e-07	0.15309391600000002	0.1	1.16269e-07	0.03822489	0.1	1.16269e-07	7.148275e-05	0.1
1.252759e-07	0.38657268000000006	0.1	1.252759e-07	0.03481036	0.1	1.252759e-07	0.0003987769	0.1	1.252759e-07	0.0764506	0.1	1.252759e-07	0.15618395699999998	0.1	1.252759e-07	0.03899642	0.1	1.252759e-07	7.292557e-05	0.1
1.342829e-07	0.37604059	0.1	1.342829e-07	0.03540803	0.1	1.342829e-07	0.0004056236	0.1	1.342829e-07	0.0777632	0.1	1.342829e-07	0.158865552	0.1	1.342829e-07	0.03966596	0.1	1.342829e-07	7.417764e-05	0.1
1.432899e-07	0.36688221	0.1	1.432899e-07	0.03592774	0.1	1.432899e-07	0.0004115773	0.1	1.432899e-07	0.07890459	0.1	1.432899e-07	0.161197274	0.1	1.432899e-07	0.04024817	0.1	1.432899e-07	7.52664e-05	0.1
1.522969e-07	0.35890434	0.1	1.522969e-07	0.03638047	0.1	1.522969e-07	0.0004167635	0.1	1.522969e-07	0.07989887	0.1	1.522969e-07	0.16322853199999998	0.1	1.522969e-07	0.04075534	0.1	1.522969e-07	7.621483e-05	0.1
1.613039e-07	0.35194399	0.1	1.613039e-07	0.03677545	0.1	1.613039e-07	0.0004212883	0.1	1.613039e-07	0.08076632	0.1	1.613039e-07	0.165000677	0.1	1.613039e-07	0.04119781	0.1	1.613039e-07	7.704229e-05	0.1
1.703109e-07	0.34586335	0.1	1.703109e-07	0.03712051	0.1	1.703109e-07	0.0004252412	0.1	1.703109e-07	0.08152415	0.1	1.703109e-07	0.166548884	0.1	1.703109e-07	0.04158437	0.1	1.703109e-07	7.776518e-05	0.1
1.793179e-07	0.34054482999999997	0.1	1.793179e-07	0.03742232	0.1	1.793179e-07	0.0004286987	0.1	1.793179e-07	0.08218699	0.1	1.793179e-07	0.167903021	0.1	1.793179e-07	0.04192248	0.1	1.793179e-07	7.839745e-05	0.1
1.883248e-07	0.33588819	0.1	1.883248e-07	0.03768657	0.1	1.883248e-07	0.0004317259	0.1	1.883248e-07	0.08276733	0.1	1.883248e-07	0.169088697	0.1	1.883248e-07	0.0422185	0.1	1.883248e-07	7.895104e-05	0.1
1.973318e-07	0.33180747999999993	0.1	1.973318e-07	0.03791814	0.1	1.973318e-07	0.0004343787	0.1	1.973318e-07	0.08327591	0.1	1.973318e-07	0.17012760999999998	0.1	1.973318e-07	0.04247792	0.1	1.973318e-07	7.943617e-05	0.1
2.063388e-07	0.32822855	0.1	2.063388e-07	0.03812124	0.1	2.063388e-07	0.0004367053	0.1	2.063388e-07	0.08372195	0.1	2.063388e-07	0.17103887	0.1	2.063388e-07	0.04270544	0.1	2.063388e-07	7.986164e-05	0.1
2.153458e-07	0.32508757	0.1	2.153458e-07	0.03829948	0.1	2.153458e-07	0.0004387472	0.1	2.153458e-07	0.08411341	0.1	2.153458e-07	0.17183864	0.1	2.153458e-07	0.04290512	0.1	2.153458e-07	8.023505e-05	0.1
2.243528e-07	0.32232921000000003	0.1	2.243528e-07	0.03845601	0.1	2.243528e-07	0.0004405403	0.1	2.243528e-07	0.08445718	0.1	2.243528e-07	0.17254094	0.1	2.243528e-07	0.04308047	0.1	2.243528e-07	8.056297e-05	0.1
2.333598e-07	0.31990569	0.1	2.333598e-07	0.03859354	0.1	2.333598e-07	0.0004421158	0.1	2.333598e-07	0.08475922	0.1	2.333598e-07	0.17315802	0.1	2.333598e-07	0.04323454	0.1	2.333598e-07	8.085109e-05	0.1
2.423667e-07	0.31777517	0.1	2.423667e-07	0.03871444	0.1	2.423667e-07	0.0004435008	0.1	2.423667e-07	0.08502474	0.1	2.423667e-07	0.17370038	0.1	2.423667e-07	0.04336997	0.1	2.423667e-07	8.110436e-05	0.1
2.513737e-07	0.31590168	0.1	2.513737e-07	0.03882075	0.1	2.513737e-07	0.0004447187	0.1	2.513737e-07	0.08525823	0.1	2.513737e-07	0.17417737	0.1	2.513737e-07	0.04348907	0.1	2.513737e-07	8.132708e-05	0.1
2.603807e-07	0.31425351399999996	0.1	2.603807e-07	0.03891428	0.1	2.603807e-07	0.0004457902	0.1	2.603807e-07	0.08546364	0.1	2.603807e-07	0.17459707	0.1	2.603807e-07	0.04359385	0.1	2.603807e-07	8.152302e-05	0.1
2.701083e-07	0.31269485399999997	0.1	2.701083e-07	0.03900273	0.1	2.701083e-07	0.0004468034	0.1	2.701083e-07	0.08565789	0.1	2.701083e-07	0.17499393000000002	0.1	2.701083e-07	0.04369294	0.1	2.701083e-07	8.170832e-05	0.1
2.809168e-07	0.311197055	0.1	2.809168e-07	0.03908773	0.1	2.809168e-07	0.0004477771	0.1	2.809168e-07	0.08584456	0.1	2.809168e-07	0.17537527	0.1	2.809168e-07	0.04378815	0.1	2.809168e-07	8.188638e-05	0.1
2.917254e-07	0.309911377	0.1	2.917254e-07	0.03916069	0.1	2.917254e-07	0.0004486129	0.1	2.917254e-07	0.0860048	0.1	2.917254e-07	0.17570262	0.1	2.917254e-07	0.04386989	0.1	2.917254e-07	8.203923e-05	0.1
3.025339e-07	0.308807393	0.1	3.025339e-07	0.03922334	0.1	3.025339e-07	0.0004493306	0.1	3.025339e-07	0.08614239	0.1	3.025339e-07	0.17598373	0.1	3.025339e-07	0.04394007	0.1	3.025339e-07	8.217047e-05	0.1
3.133424e-07	0.307859203	0.1	3.133424e-07	0.03927714	0.1	3.133424e-07	0.000449947	0.1	3.133424e-07	0.08626056	0.1	3.133424e-07	0.1762251	0.1	3.133424e-07	0.04400035	0.1	3.133424e-07	8.22832e-05	0.1
3.241509e-07	0.30704464699999995	0.1	3.241509e-07	0.03932337	0.1	3.241509e-07	0.0004504765	0.1	3.241509e-07	0.08636207	0.1	3.241509e-07	0.17643245999999999	0.1	3.241509e-07	0.04405213	0.1	3.241509e-07	8.238003e-05	0.1
3.349594e-07	0.306344765	0.1	3.349594e-07	0.03936308	0.1	3.349594e-07	0.0004509315	0.1	3.349594e-07	0.0864493	0.1	3.349594e-07	0.17661069	0.1	3.349594e-07	0.04409662	0.1	3.349594e-07	8.246323e-05	0.1
3.45768e-07	0.305743311	0.1	3.45768e-07	0.03939721	0.1	3.45768e-07	0.0004513225	0.1	3.45768e-07	0.08652426	0.1	3.45768e-07	0.17676384	0.1	3.45768e-07	0.04413486	0.1	3.45768e-07	8.253474e-05	0.1
3.565765e-07	0.305226363	0.1	3.565765e-07	0.03942655	0.1	3.565765e-07	0.0004516585	0.1	3.565765e-07	0.08658868	0.1	3.565765e-07	0.17689542	0.1	3.565765e-07	0.04416772	0.1	3.565765e-07	8.259619e-05	0.1
3.67385e-07	0.30478200899999996	0.1	3.67385e-07	0.03945177	0.1	3.67385e-07	0.0004519474	0.1	3.67385e-07	0.08664406	0.1	3.67385e-07	0.17700861	0.1	3.67385e-07	0.04419597	0.1	3.67385e-07	8.264902e-05	0.1
3.781935e-07	0.304400018	0.1	3.781935e-07	0.03947344	0.1	3.781935e-07	0.0004521957	0.1	3.781935e-07	0.08669167	0.1	3.781935e-07	0.17710586	0.1	3.781935e-07	0.04422025	0.1	3.781935e-07	8.269443e-05	0.1
3.890021e-07	0.304071626	0.1	3.890021e-07	0.03949208	0.1	3.890021e-07	0.0004524092	0.1	3.890021e-07	0.0867326	0.1	3.890021e-07	0.1771895	0.1	3.890021e-07	0.04424113	0.1	3.890021e-07	8.273347e-05	0.1
4.011348e-07	0.303757456	0.1	4.011348e-07	0.03950991	0.1	4.011348e-07	0.0004526135	0.1	4.011348e-07	0.08677175	0.1	4.011348e-07	0.17726942999999998	0.1	4.011348e-07	0.0442611	0.1	4.011348e-07	8.277082e-05	0.1
4.141505e-07	0.303474705	0.1	4.141505e-07	0.03952595	0.1	4.141505e-07	0.0004527973	0.1	4.141505e-07	0.08680699	0.1	4.141505e-07	0.17734148	0.1	4.141505e-07	0.04427908	0.1	4.141505e-07	8.280444e-05	0.1
4.271661e-07	0.30323883090000003	0.1	4.271661e-07	0.03953933	0.1	4.271661e-07	0.0004529506	0.1	4.271661e-07	0.08683638	0.1	4.271661e-07	0.17740143	0.1	4.271661e-07	0.04429407	0.1	4.271661e-07	8.283247e-05	0.1
4.401817e-07	0.3030422551	0.1	4.401817e-07	0.03955049	0.1	4.401817e-07	0.0004530784	0.1	4.401817e-07	0.08686088	0.1	4.401817e-07	0.17745149	0.1	4.401817e-07	0.04430657	0.1	4.401817e-07	8.285584e-05	0.1
4.531973e-07	0.3028782931	0.1	4.531973e-07	0.0395598	0.1	4.531973e-07	0.000453185	0.1	4.531973e-07	0.08688132	0.1	4.531973e-07	0.17749325999999999	0.1	4.531973e-07	0.04431699	0.1	4.531973e-07	8.287534e-05	0.1
4.662129e-07	0.3027415347	0.1	4.662129e-07	0.03956756	0.1	4.662129e-07	0.0004532739	0.1	4.662129e-07	0.08689836	0.1	4.662129e-07	0.17752811999999998	0.1	4.662129e-07	0.04432568	0.1	4.662129e-07	8.289159e-05	0.1
4.792286e-07	0.30262743449999996	0.1	4.792286e-07	0.03957403	0.1	4.792286e-07	0.000453348	0.1	4.792286e-07	0.08691258	0.1	4.792286e-07	0.17755713	0.1	4.792286e-07	0.04433293	0.1	4.792286e-07	8.290515e-05	0.1
