Batch	m_SP	7	W3	R	W4_L	P1	P2_L	P3	P4											
1.171788e-09	0.9877443	0.1	1.171788e-09	4.574398e-06	0.1	1.171788e-09	3.192791e-06	0.1	1.171788e-09	0.001753132	0.1	1.171788e-09	3.176536e-05	0.1	1.171788e-09	6.211429e-06	0.1	1.171788e-09	0.004330585	0.1
2.843184e-09	0.9706484	0.1	2.843184e-09	1.095536e-05	0.1	2.843184e-09	7.646507e-06	0.1	2.843184e-09	0.004198627	0.1	2.843184e-09	7.6075795e-05	0.1	2.843184e-09	1.487593e-05	0.1	2.843184e-09	0.01037144	0.1
6.185974e-09	0.9377543	0.1	6.185974e-09	2.323295e-05	0.1	6.185974e-09	1.621589e-05	0.1	6.185974e-09	0.008903998	0.1	6.185974e-09	0.00016133339500000002	0.1	6.185974e-09	3.154728e-05	0.1	6.185974e-09	0.02199464	0.1
1.086009e-08	0.8944626	0.1	1.086009e-08	3.939138e-05	0.1	1.086009e-08	2.749399e-05	0.1	1.086009e-08	0.0150967	0.1	1.086009e-08	0.00027354013	0.1	1.086009e-08	5.34883e-05	0.1	1.086009e-08	0.03729184	0.1
1.738234e-08	0.8388054	0.1	1.738234e-08	6.016518e-05	0.1	1.738234e-08	4.199346e-05	0.1	1.738234e-08	0.02305823	0.1	1.738234e-08	0.00041779678	0.1	1.738234e-08	8.169637e-05	0.1	1.738234e-08	0.05695841	0.1
2.738489e-08	0.7627663	0.1	2.738489e-08	8.854645e-05	0.1	2.738489e-08	6.180272e-05	0.1	2.738489e-08	0.03393531	0.1	2.738489e-08	0.00061488096	0.1	2.738489e-08	0.0001202344	0.1	2.738489e-08	0.08382697	0.1
4.109259e-08	0.6736622	0.1	4.109259e-08	0.0001218042	0.1	4.109259e-08	8.50156e-05	0.1	4.109259e-08	0.04668129	0.1	4.109259e-08	0.00084582788	0.1	4.109259e-08	0.000165394	0.1	4.109259e-08	0.1153121	0.1
5.976019e-08	0.5741549	0.1	5.976019e-08	0.0001589449	0.1	5.976019e-08	0.0001109387	0.1	5.976019e-08	0.06091541	0.1	5.976019e-08	0.0011037392199999998	0.1	5.976019e-08	0.0002158262	0.1	5.976019e-08	0.1504732	0.1
7.966776e-08	0.4888848	0.1	7.966776e-08	0.0001907715	0.1	7.966776e-08	0.0001331527	0.1	7.966776e-08	0.07311294	0.1	7.966776e-08	0.00132474808	0.1	7.966776e-08	0.0002590426	0.1	7.966776e-08	0.1806035	0.1
9.957533e-08	0.4196535	0.1	9.957533e-08	0.0002166118	0.1	9.957533e-08	0.0001511884	0.1	9.957533e-08	0.0830162	0.1	9.957533e-08	0.00150418757	0.1	9.957533e-08	0.0002941303	0.1	9.957533e-08	0.2050665	0.1
1.194829e-07	0.362613	0.1	1.194829e-07	0.000237902	0.1	1.194829e-07	0.0001660483	0.1	1.194829e-07	0.09117562	0.1	1.194829e-07	0.00165202946	0.1	1.194829e-07	0.0003230395	0.1	1.194829e-07	0.2252219	0.1
1.393905e-07	0.3150455	0.1	1.393905e-07	0.0002556564	0.1	1.393905e-07	0.0001784403	0.1	1.393905e-07	0.09797996	0.1	1.393905e-07	0.00177531888	0.1	1.393905e-07	0.0003471477	0.1	1.393905e-07	0.24203	0.1
1.633285e-07	0.2676387	0.1	1.633285e-07	0.0002733508	0.1	1.633285e-07	0.0001907904	0.1	1.633285e-07	0.1047613	0.1	1.633285e-07	0.0018981916	0.1	1.633285e-07	0.0003711743	0.1	1.633285e-07	0.2587812	0.1
1.872665e-07	0.2286051	0.1	1.872665e-07	0.0002879199	0.1	1.872665e-07	0.0002009592	0.1	1.872665e-07	0.1103449	0.1	1.872665e-07	0.00199936254	0.1	1.872665e-07	0.0003909573	0.1	1.872665e-07	0.2725738	0.1
2.112046e-07	0.1961449	0.1	2.112046e-07	0.0003000356	0.1	2.112046e-07	0.0002094156	0.1	2.112046e-07	0.1149882	0.1	2.112046e-07	0.0020834956	0.1	2.112046e-07	0.0004074088	0.1	2.112046e-07	0.2840437	0.1
2.351426e-07	0.1689272	0.1	2.351426e-07	0.0003101945	0.1	2.351426e-07	0.0002165062	0.1	2.351426e-07	0.1188816	0.1	2.351426e-07	0.0021540402	0.1	2.351426e-07	0.0004212033	0.1	2.351426e-07	0.2936611	0.1
2.590806e-07	0.145947	0.1	2.590806e-07	0.0003187718	0.1	2.590806e-07	0.0002224929	0.1	2.590806e-07	0.1221688	0.1	2.590806e-07	0.0022136019	0.1	2.590806e-07	0.0004328502	0.1	2.590806e-07	0.3017812	0.1
2.830186e-07	0.1264309	0.1	2.830186e-07	0.0003260562	0.1	2.830186e-07	0.0002275771	0.1	2.830186e-07	0.1249605	0.1	2.830186e-07	0.0022641853	0.1	2.830186e-07	0.0004427414	0.1	2.830186e-07	0.3086773	0.1
3.069567e-07	0.1097743	0.1	3.069567e-07	0.0003322732	0.1	3.069567e-07	0.0002319163	0.1	3.069567e-07	0.1273432	0.1	3.069567e-07	0.0023073573	0.1	3.069567e-07	0.0004511833	0.1	3.069567e-07	0.3145629	0.1
