Batch	m_SP	5	T1a_L	C5H5	T4a_L	N1a_L	N7a_L							
5.298561e-07	0.9890356	0.1	5.298561e-07	0.0007809363	0.1	5.298561e-07	0.008891378058	0.1	5.298561e-07	5.131790200000001e-06	0.1	5.298561e-07	0.00018996422	0.1
5.889594e-07	0.9878244	0.1	5.889594e-07	0.0008724556	0.1	5.889594e-07	0.009965599882	0.1	5.889594e-07	5.7369439e-06	0.1	5.889594e-07	0.00021264131	0.1
6.619464e-07	0.9863307600000001	0.1	6.619464e-07	0.0009853101	0.1	6.619464e-07	0.01129024938	0.1	6.619464e-07	6.4831724e-06	0.1	6.619464e-07	0.00024060492	0.1
7.585726e-07	0.9843573400000001	0.1	7.585726e-07	0.001134439	0.1	7.585726e-07	0.013040674961999999	0.1	7.585726e-07	7.469256499999999e-06	0.1	7.585726e-07	0.00027755678	0.1
8.88601e-07	0.98170786	0.1	8.88601e-07	0.001334622	0.1	8.88601e-07	0.015390362762999998	0.1	8.88601e-07	8.7929295e-06	0.1	8.88601e-07	0.0003271592	0.1
1.094122e-06	0.9775357600000001	0.1	1.094122e-06	0.001649869	0.1	1.094122e-06	0.019090626539	0.1	1.094122e-06	1.08774372e-05	0.1	1.094122e-06	0.00040527255	0.1
1.476833e-06	0.9698164499999999	0.1	1.476833e-06	0.002233144	0.1	1.476833e-06	0.025936912088999998	0.1	1.476833e-06	1.473423e-05	0.1	1.476833e-06	0.0005497991200000001	0.1
2.128934e-06	0.9568114400000001	0.1	2.128934e-06	0.003215817	0.1	2.128934e-06	0.037471209362999996	0.1	2.128934e-06	2.12319538e-05	0.1	2.128934e-06	0.00079329052	0.1
3.215769e-06	0.9355433000000001	0.1	3.215769e-06	0.00482285	0.1	3.215769e-06	0.056334031289999996	0.1	3.215769e-06	3.18581339e-05	0.1	3.215769e-06	0.00119148862	0.1
4.773479e-06	0.9059248700000001	0.1	4.773479e-06	0.007060834	0.1	4.773479e-06	0.08260275415	0.1	4.773479e-06	4.66563643e-05	0.1	4.773479e-06	0.0017460273000000001	0.1
6.824491e-06	0.86842305	0.1	6.824491e-06	0.009894502	0.1	6.824491e-06	0.11586342294999999	0.1	6.824491e-06	6.5393428e-05	0.1	6.824491e-06	0.0024481672	0.1
1.004546e-05	0.8127823399999999	0.1	1.004546e-05	0.01409875	0.1	1.004546e-05	0.16521154299	0.1	1.004546e-05	9.31932e-05	0.1	1.004546e-05	0.0034899156	0.1
1.396418e-05	0.75007864	0.1	1.396418e-05	0.01883667	0.1	1.396418e-05	0.22082373205	0.1	1.396418e-05	0.000124521759	0.1	1.396418e-05	0.004663900699999999	0.1
1.9334e-05	0.672237498	0.1	1.9334e-05	0.02471842	0.1	1.9334e-05	0.28986174263	0.1	1.9334e-05	0.000163413612	0.1	1.9334e-05	0.006121307	0.1
2.470382e-05	0.6027557870000001	0.1	2.470382e-05	0.02996849	0.1	2.470382e-05	0.35148532748999994	0.1	2.470382e-05	0.000198128717	0.1	2.470382e-05	0.0074221948	0.1
3.007365e-05	0.540681314	0.1	3.007365e-05	0.03465888	0.1	3.007365e-05	0.406539679	0.1	3.007365e-05	0.000229142947	0.1	3.007365e-05	0.0085844033	0.1
3.544347e-05	0.485180391	0.1	3.544347e-05	0.03885257	0.1	3.544347e-05	0.4557637559	0.1	3.544347e-05	0.000256872836	0.1	3.544347e-05	0.009623534199999999	0.1
4.08133e-05	0.43552189700000005	0.1	4.08133e-05	0.0426048	0.1	4.08133e-05	0.49980621100000006	0.1	4.08133e-05	0.000281683713	0.1	4.08133e-05	0.0105532798	0.1
4.618312e-05	0.39106268499999997	0.1	4.618312e-05	0.04596417	0.1	4.618312e-05	0.5392372661	0.1	4.618312e-05	0.00030389691600000003	0.1	4.618312e-05	0.0113856791	0.1
5.155295e-05	0.351235915	0.1	5.155295e-05	0.04897351	0.1	5.155295e-05	0.5745600021999999	0.1	5.155295e-05	0.000323795592	0.1	5.155295e-05	0.012131348	0.1
5.692277e-05	0.315540712	0.1	5.692277e-05	0.05167066	0.1	5.692277e-05	0.6062183026	0.1	5.692277e-05	0.000341629957	0.1	5.692277e-05	0.0127996617	0.1
6.22926e-05	0.283534028	0.1	6.22926e-05	0.05408911	0.1	6.22926e-05	0.6346052234	0.1	6.22926e-05	0.000357621367	0.1	6.22926e-05	0.0133989147	0.1
6.766242e-05	0.25482297899999995	0.1	6.766242e-05	0.05625853	0.1	6.766242e-05	0.6600691538	0.1	6.766242e-05	0.00037196634599999997	0.1	6.766242e-05	0.0139364702	0.1
7.368138e-05	0.22612874	0.1	7.368138e-05	0.05842669	0.1	7.368138e-05	0.6855183951999999	0.1	7.368138e-05	0.00038630280599999997	0.1	7.368138e-05	0.014473703099999999	0.1
8.01331e-05	0.19899176699999999	0.1	8.01331e-05	0.06047718	0.1	8.01331e-05	0.7095863472	0.1	8.01331e-05	0.000399861273	0.1	8.01331e-05	0.014981782800000001	0.1
