Batch	m_SP	4	Pr1	W1	Pr2	Pr3					
4.496643e-07	9.8883521266348e-06	0.1	4.496643e-07	2.098525e-08	0.1	4.496643e-07	2.281393e-08	0.1	4.496643e-07	6.751144e-08	0.1
5.666564e-07	9.8612933999307e-06	0.1	5.666564e-07	2.121063e-08	0.1	5.666564e-07	2.98969e-08	0.1	5.666564e-07	8.726265e-08	0.1
7.031359e-07	9.8298937170707e-06	0.1	7.031359e-07	2.125575e-08	0.1	7.031359e-07	3.81851e-08	0.1	7.031359e-07	1.103301e-07	0.1
8.589015e-07	9.7942090980482e-06	0.1	8.589015e-07	2.121674e-08	0.1	8.589015e-07	4.763371e-08	0.1	8.589015e-07	1.366051e-07	0.1
1.041035e-06	9.7526625218276e-06	0.1	1.041035e-06	2.113918e-08	0.1	1.041035e-06	5.864705e-08	0.1	1.041035e-06	1.672174e-07	0.1
1.277209e-06	9.699057098682898e-06	0.1	1.277209e-06	2.102896e-08	0.1	1.277209e-06	7.286386e-08	0.1	1.277209e-06	2.067163e-07	0.1
1.598216e-06	9.6266818814672e-06	0.1	1.598216e-06	2.087871e-08	0.1	1.598216e-06	9.20689e-08	0.1	1.598216e-06	2.600388e-07	0.1
2.077317e-06	9.5196930421735e-06	0.1	2.077317e-06	2.0659e-08	0.1	2.077317e-06	1.204832e-07	0.1	2.077317e-06	3.388361e-07	0.1
2.898633e-06	9.3391430040348e-06	0.1	2.898633e-06	2.02959e-08	0.1	2.898633e-06	1.685235e-07	0.1	2.898633e-06	4.717137e-07	0.1
4.267493e-06	9.0461933954172e-06	0.1	4.267493e-06	1.972734e-08	0.1	4.267493e-06	2.468205e-07	0.1	4.267493e-06	6.869425e-07	0.1
7.005213e-06	8.4896873674725e-06	0.1	7.005213e-06	1.871641e-08	0.1	7.005213e-06	3.974811e-07	0.1	7.005213e-06	1.093812e-06	0.1
1.193311e-05	7.5831019683696e-06	0.1	1.193311e-05	1.725581e-08	0.1	1.193311e-05	6.524897e-07	0.1	1.193311e-05	1.746874e-06	0.1
1.777826e-05	6.6552464840445005e-06	0.1	1.777826e-05	1.597593e-08	0.1	1.777826e-05	9.353148e-07	0.1	1.777826e-05	2.39321e-06	0.1
2.510226e-05	5.692179600667699e-06	0.1	2.510226e-05	1.482359e-08	0.1	2.510226e-05	1.269696e-06	0.1	2.510226e-05	3.023075e-06	0.1
3.242626e-05	4.9161117655914e-06	0.1	3.242626e-05	1.395917e-08	0.1	3.242626e-05	1.588929e-06	0.1	3.242626e-05	3.480798e-06	0.1
3.975026e-05	4.2913286250828e-06	0.1	3.975026e-05	1.324191e-08	0.1	3.975026e-05	1.896422e-06	0.1	3.975026e-05	3.798826e-06	0.1
4.707426e-05	3.7864646582788e-06	0.1	4.707426e-05	1.259676e-08	0.1	4.707426e-05	2.193178e-06	0.1	4.707426e-05	4.007597e-06	0.1
5.439826e-05	3.3754719662351997e-06	0.1	5.439826e-05	1.198845e-08	0.1	5.439826e-05	2.479151e-06	0.1	5.439826e-05	4.133239e-06	0.1
6.172226e-05	3.037513361395e-06	0.1	6.172226e-05	1.140321e-08	0.1	6.172226e-05	2.753984e-06	0.1	6.172226e-05	4.196961e-06	0.1
