Batch	m_SP	2	P2_L	W4_L	
2.761824e-11	9.764428754554799e-06	0.1	2.761824e-11	2.428184e-08	0.1
5.840035e-11	9.5096070000596e-06	0.1	5.840035e-11	5.080715e-08	0.1
1.325041e-10	8.9270413136784e-06	0.1	1.325041e-10	1.124095e-07	0.1
2.449132e-10	8.1201092259438e-06	0.1	2.449132e-10	2.000834e-07	0.1
3.146191e-10	7.6619417322564e-06	0.1	3.146191e-10	2.511635e-07	0.1
4.137642e-10	7.0604292549908e-06	0.1	4.137642e-10	3.197612e-07	0.1
5.591236e-10	6.273546959868e-06	0.1	5.591236e-10	4.123351e-07	0.1
7.303861e-10	5.471436418222501e-06	0.1	7.303861e-10	5.103238e-07	0.1
9.313325e-10	4.674211881335e-06	0.1	9.313325e-10	6.117277e-07	0.1
1.176805e-09	3.8714045996250995e-06	0.1	1.176805e-09	7.183288e-07	0.1
1.422277e-09	3.2185027260876e-06	0.1	1.422277e-09	8.086848e-07	0.1
1.66775e-09	2.6842315081662e-06	0.1	1.66775e-09	8.852748e-07	0.1
1.913222e-09	2.24466083938936e-06	0.1	1.913222e-09	9.501879e-07	0.1
2.158695e-09	1.88129436809918e-06	0.1	2.158695e-09	1.005189e-06	0.1
2.424281e-09	1.5573597501514002e-06	0.1	2.424281e-09	1.055258e-06	0.1
2.720038e-09	1.2644623792346302e-06	0.1	2.720038e-09	1.101352e-06	0.1
3.015795e-09	1.0284630136373599e-06	0.1	3.015795e-09	1.139023e-06	0.1
3.347273e-09	8.172427800191e-07	0.1	3.347273e-09	1.17308e-06	0.1
3.702565e-09	6.397248872016e-07	0.1	3.702565e-09	1.201871e-06	0.1
4.057858e-09	5.013694111236501e-07	0.1	4.057858e-09	1.224327e-06	0.1
4.48781e-09	3.7379052142887e-07	0.1	4.48781e-09	1.244921e-06	0.1
4.917761e-09	2.78990236452256e-07	0.1	4.917761e-09	1.260012e-06	0.1
5.400653e-09	2.01110478188015e-07	0.1	5.400653e-09	1.272095e-06	0.1
5.918838e-09	1.41755929840855e-07	0.1	5.918838e-09	1.2809e-06	0.1
6.437023e-09	1.0010678686400999e-07	0.1	6.437023e-09	1.286641e-06	0.1
