Batch	m_SP	5	W2	W1	Pr1	Pr2	Pr3							
1.47817e-09	0.9776334	0.1	1.47817e-09	0.005151345	0.1	1.47817e-09	0.008047658	0.1	1.47817e-09	0.0004177593	0.1	1.47817e-09	0.0001422027	0.1
3.207163e-09	0.9523373	0.1	3.207163e-09	0.01097666	0.1	3.207163e-09	0.01714947	0.1	3.207163e-09	0.0008904817	0.1	3.207163e-09	0.000303087	0.1
5.576292e-09	0.9191118	0.1	5.576292e-09	0.01862667	0.1	5.576292e-09	0.02910447	0.1	5.576292e-09	0.001511808	0.1	5.576292e-09	0.0005144933	0.1
8.901556e-09	0.8750882	0.1	8.901556e-09	0.02876043	0.1	8.901556e-09	0.04494504	0.1	8.901556e-09	0.002335877	0.1	8.901556e-09	0.0007947658	0.1
1.400813e-08	0.812859	0.1	1.400813e-08	0.04307946	0.1	1.400813e-08	0.06733695	0.1	1.400813e-08	0.003502539	0.1	1.400813e-08	0.001191256	0.1
2.099056e-08	0.7369734	0.1	2.099056e-08	0.06053066	0.1	2.099056e-08	0.09464406	0.1	2.099056e-08	0.004928664	0.1	2.099056e-08	0.001675247	0.1
3.057353e-08	0.6472632	0.1	3.057353e-08	0.0811428	0.1	3.057353e-08	0.1269281	0.1	3.057353e-08	0.006620812	0.1	3.057353e-08	0.00224806	0.1
4.080664e-08	0.566396	0.1	4.080664e-08	0.09970085	0.1	4.080664e-08	0.1560328	0.1	4.080664e-08	0.00815386	0.1	4.080664e-08	0.002764914	0.1
5.103975e-08	0.4978674	0.1	5.103975e-08	0.1154052	0.1	5.103975e-08	0.1806998	0.1	5.103975e-08	0.009460786	0.1	5.103975e-08	0.003203136	0.1
6.127286e-08	0.4393092	0.1	6.127286e-08	0.1288031	0.1	6.127286e-08	0.2017811	0.1	6.127286e-08	0.0105852	0.1	6.127286e-08	0.003577596	0.1
7.150597e-08	0.388914	0.1	7.150597e-08	0.1403124	0.1	7.150597e-08	0.2199268	0.1	7.150597e-08	0.01156038	0.1	7.150597e-08	0.003899672	0.1
8.383687e-08	0.3370623	0.1	8.383687e-08	0.1521275	0.1	8.383687e-08	0.2386011	0.1	8.383687e-08	0.01257346	0.1	8.383687e-08	0.004230614	0.1
9.616777e-08	0.2931421	0.1	9.616777e-08	0.1621067	0.1	9.616777e-08	0.2544234	0.1	9.616777e-08	0.01344196	0.1	9.616777e-08	0.004510279	0.1
1.084987e-07	0.2557003	0.1	1.084987e-07	0.170586	0.1	1.084987e-07	0.2679164	0.1	1.084987e-07	0.01419258	0.1	1.084987e-07	0.004747899	0.1
1.208296e-07	0.2236061	0.1	1.208296e-07	0.1778269	0.1	1.208296e-07	0.2794867	0.1	1.208296e-07	0.01484609	0.1	1.208296e-07	0.004950685	0.1
1.331605e-07	0.1959663	0.1	1.331605e-07	0.1840358	0.1	1.331605e-07	0.2894558	0.1	1.331605e-07	0.01541884	0.1	1.331605e-07	0.005124354	0.1
1.454914e-07	0.1720663	0.1	1.454914e-07	0.1893781	0.1	1.454914e-07	0.2980804	0.1	1.454914e-07	0.01592392	0.1	1.454914e-07	0.005273499	0.1
1.578223e-07	0.1513278	0.1	1.578223e-07	0.1939875	0.1	1.578223e-07	0.3055686	0.1	1.578223e-07	0.01637192	0.1	1.578223e-07	0.00540185	0.1
1.701532e-07	0.133278	0.1	1.701532e-07	0.1979734	0.1	1.701532e-07	0.3120904	0.1	1.701532e-07	0.01677146	0.1	1.701532e-07	0.005512468	0.1
1.824841e-07	0.1175268	0.1	1.824841e-07	0.2014261	0.1	1.824841e-07	0.317786	0.1	1.824841e-07	0.01712966	0.1	1.824841e-07	0.005607888	0.1
1.94815e-07	0.1037499	0.1	1.94815e-07	0.2044206	0.1	1.94815e-07	0.3227721	0.1	1.94815e-07	0.01745241	0.1	1.94815e-07	0.005690227	0.1
2.071459e-07	0.09167554	0.1	2.071459e-07	0.2070198	0.1	2.071459e-07	0.3271464	0.1	2.071459e-07	0.01774467	0.1	2.071459e-07	0.005761263	0.1
2.194768e-07	0.08107462	0.1	2.194768e-07	0.2092769	0.1	2.194768e-07	0.3309911	0.1	2.194768e-07	0.01801059	0.1	2.194768e-07	0.005822501	0.1
