Batch	m_SP	7	W4_L	W3	R	P1	P2_L	P3	P4											
861491.6	0.989197507	0.1	861491.6	9.699626e-05	0.1	861491.6	9.27523e-11	0.1	861491.6	0.004662743	0.1	861491.6	8.676961462e-10	0.1	861491.6	4.606116e-12	0.1	861491.6	3.786034e-14	0.1
961390.3	0.988100228	0.1	961390.3	0.0001069604	0.1	961390.3	9.267551e-11	0.1	961390.3	0.005206766	0.1	961390.3	8.669777321e-10	0.1	961390.3	4.602302e-12	0.1	961390.3	3.955182e-14	0.1
1074289.0	0.986862172	0.1	1074289.0	0.0001179265	0.1	1074289.0	9.258884e-11	0.1	1074289.0	0.005820759	0.1	1074289.0	8.661670521e-10	0.1	1074289.0	4.597999e-12	0.1	1074289.0	4.102518e-14	0.1
1151160.0	0.9860204140000001	0.1	1151160.0	0.0001252183	0.1	1151160.0	9.252991e-11	0.1	1151160.0	0.006238314	0.1	1151160.0	8.656156575999999e-10	0.1	1151160.0	4.595072e-12	0.1	1151160.0	4.181304e-14	0.1
1241357.0	0.9850338739999999	0.1	1241357.0	0.0001335974	0.1	1241357.0	9.246083e-11	0.1	1241357.0	0.006727728	0.1	1241357.0	8.649694952e-10	0.1	1241357.0	4.591642e-12	0.1	1241357.0	4.255868e-14	0.1
1297729.0	0.9844179	0.1	1297729.0	0.0001387392	0.1	1297729.0	9.24177e-11	0.1	1297729.0	0.007033324	0.1	1297729.0	8.645660064999999e-10	0.1	1297729.0	4.5895e-12	0.1	1297729.0	4.294303e-14	0.1
1367546.0	0.983655843	0.1	1367546.0	0.0001450073	0.1	1367546.0	9.236433e-11	0.1	1367546.0	0.007411488	0.1	1367546.0	8.640667493e-10	0.1	1367546.0	4.586849e-12	0.1	1367546.0	4.334641e-14	0.1
1498689.0	0.982226547	0.1	1498689.0	0.0001564888	0.1	1498689.0	9.226422e-11	0.1	1498689.0	0.008120909	0.1	1498689.0	8.631301792e-10	0.1	1498689.0	4.581877e-12	0.1	1498689.0	4.392925e-14	0.1
1666357.0	0.980403255	0.1	1666357.0	0.000170628	0.1	1666357.0	9.213647e-11	0.1	1666357.0	0.00902615	0.1	1666357.0	8.619350241e-10	0.1	1666357.0	4.575533e-12	0.1	1666357.0	4.443215e-14	0.1
1754757.0	0.979443749	0.1	1754757.0	0.0001778459	0.1	1754757.0	9.206923e-11	0.1	1754757.0	0.009502619	0.1	1754757.0	8.613060739999999e-10	0.1	1754757.0	4.572194e-12	0.1	1754757.0	4.462008e-14	0.1
1899245.0	0.9778781820000001	0.1	1899245.0	0.0001893025	0.1	1899245.0	9.195951e-11	0.1	1899245.0	0.0102802	0.1	1899245.0	8.602795396e-10	0.1	1899245.0	4.566745e-12	0.1	1899245.0	4.48473e-14	0.1
1978500.0	0.977021005	0.1	1978500.0	0.0001954114	0.1	1978500.0	9.189941e-11	0.1	1978500.0	0.01070608	0.1	1978500.0	8.597173373e-10	0.1	1978500.0	4.563761e-12	0.1	1978500.0	4.494021e-14	0.1
2074332.0	0.9759857040000001	0.1	2074332.0	0.0002026363	0.1	2074332.0	9.182683e-11	0.1	2074332.0	0.01122045	0.1	2074332.0	8.590383515e-10	0.1	2074332.0	4.560157e-12	0.1	2074332.0	4.503012e-14	0.1
2166362.0	0.974993056	0.1	2166362.0	0.0002094114	0.1	2166362.0	9.175722e-11	0.1	2166362.0	0.01171378	0.1	2166362.0	8.583871855999999e-10	0.1	2166362.0	4.5567e-12	0.1	2166362.0	4.509825e-14	0.1
2250060.0	0.9740914230000001	0.1	2250060.0	0.0002154373	0.1	2250060.0	9.169399e-11	0.1	2250060.0	0.01216192	0.1	2250060.0	8.577956623e-10	0.1	2250060.0	4.553559e-12	0.1	2250060.0	4.514807e-14	0.1
2389557.0	0.972591138	0.1	2389557.0	0.0002251999	0.1	2389557.0	9.158876e-11	0.1	2389557.0	0.01290769	0.1	2389557.0	8.56811258e-10	0.1	2389557.0	4.548334e-12	0.1	2389557.0	4.521152e-14	0.1
2502458.0	0.971379215	0.1	2502458.0	0.0002328511	0.1	2502458.0	9.150374e-11	0.1	2502458.0	0.01351024	0.1	2502458.0	8.560158889e-10	0.1	2502458.0	4.544111e-12	0.1	2502458.0	4.524942e-14	0.1
2612544.0	0.970199532	0.1	2612544.0	0.0002401022	0.1	2612544.0	9.142097e-11	0.1	2612544.0	0.01409688	0.1	2612544.0	8.552415348e-10	0.1	2612544.0	4.540001e-12	0.1	2612544.0	4.527784e-14	0.1
2697036.0	0.969295396	0.1	2697036.0	0.0002455307	0.1	2697036.0	9.135752e-11	0.1	2697036.0	0.01454653	0.1	2697036.0	8.546480101e-10	0.1	2697036.0	4.53685e-12	0.1	2697036.0	4.529519e-14	0.1
2789167.0	0.9683109590000001	0.1	2789167.0	0.0002513176	0.1	2789167.0	9.128843e-11	0.1	2789167.0	0.01503623	0.1	2789167.0	8.540015477e-10	0.1	2789167.0	4.533419e-12	0.1	2789167.0	4.531056e-14	0.1
2923790.0	0.9668748540000001	0.1	2923790.0	0.0002595311	0.1	2923790.0	9.118762e-11	0.1	2923790.0	0.01575067	0.1	2923790.0	8.530585729e-10	0.1	2923790.0	4.528413e-12	0.1	2923790.0	4.532768e-14	0.1
3064574.0	0.9653762709999999	0.1	3064574.0	0.0002678215	0.1	3064574.0	9.10824e-11	0.1	3064574.0	0.01649638	0.1	3064574.0	8.520741685999999e-10	0.1	3064574.0	4.523187e-12	0.1	3064574.0	4.53403e-14	0.1
3176482.0	0.964187277	0.1	3176482.0	0.0002742	0.1	3176482.0	9.099891e-11	0.1	3176482.0	0.01708809	0.1	3176482.0	8.512931097000001e-10	0.1	3176482.0	4.519041e-12	0.1	3176482.0	4.534728e-14	0.1
3338257.0	0.9624720210000001	0.1	3338257.0	0.0002831003	0.1	3338257.0	9.087844e-11	0.1	3338257.0	0.01794184	0.1	3338257.0	8.501662034e-10	0.1	3338257.0	4.513059e-12	0.1	3338257.0	4.535353e-14	0.1
