Batch	m_SP	4	Pr2	W1	Pr1	Pr3					
0.05509693	9.80675093151e-06	0.1	0.05509693	1.781389e-07	0.1	0.05509693	5.183824e-09	0.1	0.05509693	9.830319e-09	0.1
0.1262182	9.562931369730001e-06	0.1	0.1262182	4.030098e-07	0.1	0.1262182	1.172755e-08	0.1	0.1262182	2.223947e-08	0.1
0.2583671	9.125877827703e-06	0.1	0.2583671	8.060976e-07	0.1	0.2583671	2.345736e-08	0.1	0.2583671	4.448325e-08	0.1
0.4864513	8.4180079772607e-06	0.1	0.4864513	1.458956e-06	0.1	0.4864513	4.245549e-08	0.1	0.4864513	8.051025e-08	0.1
0.8088829	7.5099853973676e-06	0.1	0.8088829	2.296411e-06	0.1	0.8088829	6.682535e-08	0.1	0.8088829	1.267239e-07	0.1
1.312434	6.2838222759639e-06	0.1	1.312434	3.427284e-06	0.1	1.312434	9.973363e-08	0.1	1.312434	1.891294e-07	0.1
1.815985	5.2578563177256005e-06	0.1	1.815985	4.373518e-06	0.1	1.815985	1.272689e-07	0.1	1.815985	2.413458e-07	0.1
2.530959	4.0821561369105e-06	0.1	2.530959	5.457849e-06	0.1	2.530959	1.588229e-07	0.1	2.530959	3.01183e-07	0.1
3.298789	3.110603338322e-06	0.1	3.298789	6.353899e-06	0.1	3.298789	1.848979e-07	0.1	3.298789	3.506301e-07	0.1
4.066619	2.370279874767e-06	0.1	4.066619	7.036689e-06	0.1	4.066619	2.04767e-07	0.1	4.066619	3.883088e-07	0.1
4.834449	1.8061538545662e-06	0.1	4.834449	7.556975e-06	0.1	4.834449	2.199073e-07	0.1	4.834449	4.1702e-07	0.1
5.602279	1.3762892735472e-06	0.1	5.602279	7.953433e-06	0.1	5.602279	2.314441e-07	0.1	5.602279	4.388979e-07	0.1
6.370109	1.0487327784391998e-06	0.1	6.370109	8.255535e-06	0.1	6.370109	2.402353e-07	0.1	6.370109	4.555689e-07	0.1
7.137938	7.9913434917097e-07	0.1	7.137938	8.485736e-06	0.1	7.137938	2.469341e-07	0.1	7.137938	4.682722e-07	0.1
7.905768	6.089404842671e-07	0.1	7.905768	8.661149e-06	0.1	7.905768	2.520386e-07	0.1	7.905768	4.779521e-07	0.1
8.673598	4.6401273501061e-07	0.1	8.673598	8.794814e-06	0.1	8.673598	2.559282e-07	0.1	8.673598	4.853282e-07	0.1
9.567266	3.381728476938e-07	0.1	9.567266	8.910874e-06	0.1	9.567266	2.593056e-07	0.1	9.567266	4.917328e-07	0.1
10.49239	2.4373126767388e-07	0.1	10.49239	8.997976e-06	0.1	10.49239	2.618402e-07	0.1	10.49239	4.965394e-07	0.1
11.41752	1.7566430280504e-07	0.1	11.41752	9.060754e-06	0.1	11.41752	2.636671e-07	0.1	11.41752	5.000037e-07	0.1
12.38146	1.2487885129384e-07	0.1	12.38146	9.107592e-06	0.1	12.38146	2.650301e-07	0.1	12.38146	5.025884e-07	0.1
