Batch	m_SP	2	P2_L	W4_L	
2.970647e-11	9.7748315444142e-06	0.1	2.970647e-11	1.062488e-08	0.1
6.277057e-11	9.531586504866e-06	0.1	6.277057e-11	2.223325e-08	0.1
1.425416e-10	8.9741803331664e-06	0.1	1.425416e-10	4.932533e-08	0.1
2.627303e-10	8.2067153725326e-06	0.1	2.627303e-10	8.782031e-08	0.1
3.371834e-10	7.7708593686924e-06	0.1	3.371834e-10	1.103444e-07	0.1
4.433344e-10	7.196522233659601e-06	0.1	4.433344e-10	1.408149e-07	0.1
5.989385e-10	6.4437160799236e-06	0.1	5.989385e-10	1.822228e-07	0.1
7.822285e-10	5.6738956603185e-06	0.1	7.822285e-10	2.264569e-07	0.1
9.974245e-10	4.9045323074458e-06	0.1	9.974245e-10	2.727768e-07	0.1
1.26048e-09	4.123819314342199e-06	0.1	1.26048e-09	3.221618e-07	0.1
1.523535e-09	3.48301118095e-06	0.1	1.523535e-09	3.646466e-07	0.1
1.78659e-09	2.9529860203672e-06	0.1	1.78659e-09	4.011951e-07	0.1
2.049645e-09	2.5116058406813997e-06	0.1	2.049645e-09	4.326279e-07	0.1
2.3127e-09	2.1418683821906e-06	0.1	2.3127e-09	4.596465e-07	0.1
2.597065e-09	1.80757925173922e-06	0.1	2.597065e-09	4.845819e-07	0.1
2.913392e-09	1.50027149136396e-06	0.1	2.913392e-09	5.07874e-07	0.1
3.229719e-09	1.24773358726164e-06	0.1	3.229719e-09	5.272109e-07	0.1
3.584646e-09	1.01653333461061e-06	0.1	3.584646e-09	5.449807e-07	0.1
3.965307e-09	8.1734468675164e-07	0.1	3.965307e-09	5.602343e-07	0.1
4.361331e-09	6.523517422065601e-07	0.1	4.361331e-09	5.727095e-07	0.1
4.818809e-09	5.034537001158399e-07	0.1	4.818809e-09	5.836869e-07	0.1
5.276287e-09	3.8899565770059e-07	0.1	5.276287e-09	5.917741e-07	0.1
5.828914e-09	2.8524133776131e-07	0.1	5.828914e-09	5.986042e-07	0.1
6.38154e-09	2.0946032452717802e-07	0.1	6.38154e-09	6.030267e-07	0.1
7.0035e-09	1.48256330788728e-07	0.1	7.0035e-09	6.059165e-07	0.1
7.671681e-09	1.0257960458808001e-07	0.1	7.671681e-09	6.072744e-07	0.1
