Batch	m_SP	11	W4_L	W2	W3	W6	R	P1	P2	P3	P4	P5	P6																			
0.08870735	0.989451025	0.1	0.08870735	1.31148e-09	0.1	0.08870735	1.348784e-06	0.1	0.08870735	0.0005754096	0.1	0.08870735	2.501282e-07	0.1	0.08870735	0.004985223	0.1	0.08870735	5.95118e-07	0.1	0.08870735	2.537012e-08	0.1	0.08870735	2.948041e-12	0.1	0.08870735	6.166693e-09	0.1	0.08870735	4.717318e-17	0.1
0.09684102	0.9884398950000001	0.1	0.09684102	1.313987e-09	0.1	0.09684102	1.470523e-06	0.1	0.09684102	0.0005748883	0.1	0.09684102	2.499368e-07	0.1	0.09684102	0.005490986	0.1	0.09684102	5.946627e-07	0.1	0.09684102	2.535071e-08	0.1	0.09684102	3.25394e-12	0.1	0.09684102	6.161974e-09	0.1	0.09684102	4.713709e-17	0.1
0.1063808	0.987255873	0.1	0.1063808	1.316914e-09	0.1	0.1063808	1.612797e-06	0.1	0.1063808	0.0005742347	0.1	0.1063808	2.497127e-07	0.1	0.1063808	0.00608324	0.1	0.1063808	5.941294e-07	0.1	0.1063808	2.532797e-08	0.1	0.1063808	3.620053e-12	0.1	0.1063808	6.156449e-09	0.1	0.1063808	4.709482e-17	0.1
0.1175975	0.9858664770000001	0.1	0.1175975	1.320338e-09	0.1	0.1175975	1.779381e-06	0.1	0.1175975	0.0005734434	0.1	0.1175975	2.494497e-07	0.1	0.1175975	0.00677827	0.1	0.1175975	5.935036e-07	0.1	0.1175975	2.530129e-08	0.1	0.1175975	4.060534e-12	0.1	0.1175975	6.149964e-09	0.1	0.1175975	4.704521e-17	0.1
0.1304568	0.9842771549999999	0.1	0.1304568	1.324239e-09	0.1	0.1304568	1.96943e-06	0.1	0.1304568	0.0005725273	0.1	0.1304568	2.491488e-07	0.1	0.1304568	0.007573292	0.1	0.1304568	5.927876e-07	0.1	0.1304568	2.527077e-08	0.1	0.1304568	4.578652e-12	0.1	0.1304568	6.142545e-09	0.1	0.1304568	4.698846e-17	0.1
0.1451512	0.9824657149999999	0.1	0.1451512	1.328664e-09	0.1	0.1451512	2.18539e-06	0.1	0.1451512	0.000571479	0.1	0.1451512	2.488057e-07	0.1	0.1451512	0.008479423	0.1	0.1451512	5.919714e-07	0.1	0.1451512	2.523598e-08	0.1	0.1451512	5.187606e-12	0.1	0.1451512	6.134088e-09	0.1	0.1451512	4.692377e-17	0.1
0.1648935	0.98003987	0.1	0.1648935	1.334557e-09	0.1	0.1648935	2.473521e-06	0.1	0.1648935	0.0005700739	0.1	0.1648935	2.483463e-07	0.1	0.1648935	0.009692921	0.1	0.1648935	5.908782e-07	0.1	0.1648935	2.518937e-08	0.1	0.1648935	6.033539e-12	0.1	0.1648935	6.12276e-09	0.1	0.1648935	4.683711e-17	0.1
0.1900046	0.976967241	0.1	0.1900046	1.341965e-09	0.1	0.1900046	2.83669e-06	0.1	0.1900046	0.0005682946	0.1	0.1900046	2.477641e-07	0.1	0.1900046	0.01122996	0.1	0.1900046	5.894932e-07	0.1	0.1900046	2.513033e-08	0.1	0.1900046	7.154253e-12	0.1	0.1900046	6.108408e-09	0.1	0.1900046	4.672733e-17	0.1
0.223876	0.972845354	0.1	0.223876	1.351804e-09	0.1	0.223876	3.320726e-06	0.1	0.223876	0.0005659096	0.1	0.223876	2.46983e-07	0.1	0.223876	0.01329184	0.1	0.223876	5.876347e-07	0.1	0.223876	2.50511e-08	0.1	0.223876	8.742071e-12	0.1	0.223876	6.08915e-09	0.1	0.223876	4.658001e-17	0.1
0.2784716	0.9662560620000001	0.1	0.2784716	1.3673e-09	0.1	0.2784716	4.087026e-06	0.1	0.2784716	0.0005621011	0.1	0.2784716	2.457337e-07	0.1	0.2784716	0.01658804	0.1	0.2784716	5.846622e-07	0.1	0.2784716	2.492438e-08	0.1	0.2784716	1.147334e-11	0.1	0.2784716	6.058348e-09	0.1	0.2784716	4.634439e-17	0.1
0.3876627	0.953275388	0.1	0.3876627	1.396976e-09	0.1	0.3876627	5.569431e-06	0.1	0.3876627	0.0005546144	0.1	0.3876627	2.432704e-07	0.1	0.3876627	0.02308136	0.1	0.3876627	5.788014e-07	0.1	0.3876627	2.467453e-08	0.1	0.3876627	1.748555e-11	0.1	0.3876627	5.997618e-09	0.1	0.3876627	4.587982e-17	0.1
0.5486267	0.934608116	0.1	0.5486267	1.437658e-09	0.1	0.5486267	7.637461e-06	0.1	0.5486267	0.000543885	0.1	0.5486267	2.397227e-07	0.1	0.5486267	0.03241938	0.1	0.5486267	5.703606e-07	0.1	0.5486267	2.43147e-08	0.1	0.5486267	2.729156e-11	0.1	0.5486267	5.910153e-09	0.1	0.5486267	4.521074e-17	0.1
0.8366887	0.902526931	0.1	0.8366887	1.501987e-09	0.1	0.8366887	1.101272e-05	0.1	0.8366887	0.0005255524	0.1	0.8366887	2.336108e-07	0.1	0.8366887	0.04846741	0.1	0.8366887	5.558187e-07	0.1	0.8366887	2.369477e-08	0.1	0.8366887	4.550465e-11	0.1	0.8366887	5.759468e-09	0.1	0.8366887	4.405805e-17	0.1
1.249506	0.85930889	0.1	1.249506	1.577205e-09	0.1	1.249506	1.51936e-05	0.1	1.249506	0.000501079	0.1	1.249506	2.253444e-07	0.1	1.249506	0.07008664	0.1	1.249506	5.36151e-07	0.1	1.249506	2.285633e-08	0.1	1.249506	6.740541e-11	0.1	1.249506	5.555668e-09	0.1	1.249506	4.249905e-17	0.1
1.829601	0.8035157789999999	0.1	1.829601	1.65424e-09	0.1	1.829601	1.994875e-05	0.1	1.829601	0.0004698915	0.1	1.829601	2.146112e-07	0.1	1.829601	0.0979964	0.1	1.829601	5.106138e-07	0.1	1.829601	2.176767e-08	0.1	1.829601	8.566571e-11	0.1	1.829601	5.291049e-09	0.1	1.829601	4.047481e-17	0.1
2.500421	0.745299545	0.1	2.500421	1.709578e-09	0.1	2.500421	2.410916e-05	0.1	2.500421	0.0004378825	0.1	2.500421	2.033266e-07	0.1	2.500421	0.1271185	0.1	2.500421	4.837649e-07	0.1	2.500421	2.062309e-08	0.1	2.500421	9.561812e-11	0.1	2.500421	5.012837e-09	0.1	2.500421	3.834657e-17	0.1
3.171242	0.692922022	0.1	3.171242	1.736677e-09	0.1	3.171242	2.71263e-05	0.1	3.171242	0.0004095948	0.1	3.171242	1.93087e-07	0.1	3.171242	0.15332	0.1	3.171242	4.594022e-07	0.1	3.171242	1.95845e-08	0.1	3.171242	1.005708e-10	0.1	3.171242	4.760387e-09	0.1	3.171242	3.641542e-17	0.1
3.842062	0.645587037	0.1	3.842062	1.742067e-09	0.1	3.842062	2.924181e-05	0.1	3.842062	0.0003844869	0.1	3.842062	1.837507e-07	0.1	3.842062	0.176999	0.1	3.842062	4.371887e-07	0.1	3.842062	1.863752e-08	0.1	3.842062	1.03122e-10	0.1	3.842062	4.530207e-09	0.1	3.842062	3.465462e-17	0.1
