Batch	m_SP	5	Pr2	W1	W2	Pr1	Pr3							
0.09305454	9.8913380964762e-06	0.1	0.09305454	1.074376e-12	0.1	0.09305454	1.390091e-15	0.1	0.09305454	5.468872e-08	0.1	0.09305454	5.387187e-08	0.1
0.1378248	9.841143619311201e-06	0.1	0.1378248	1.086714e-12	0.1	0.1378248	1.407548e-15	0.1	0.1378248	8.337954e-08	0.1	0.1378248	7.537584e-08	0.1
0.1878298	9.7871041705192e-06	0.1	0.1878298	1.101967e-12	0.1	0.1878298	1.429059e-15	0.1	0.1878298	1.180157e-07	0.1	0.1878298	9.477927e-08	0.1
0.2500044	9.7227888542433e-06	0.1	0.2500044	1.118265e-12	0.1	0.2500044	1.452105e-15	0.1	0.2500044	1.647666e-07	0.1	0.2500044	1.123437e-07	0.1
0.3112921	9.6620124802464e-06	0.1	0.3112921	1.128991e-12	0.1	0.3112921	1.467441e-15	0.1	0.3112921	2.140947e-07	0.1	0.3112921	1.237917e-07	0.1
0.360145	9.615010002856e-06	0.1	0.360145	1.133707e-12	0.1	0.360145	1.474371e-15	0.1	0.360145	2.550703e-07	0.1	0.360145	1.298191e-07	0.1
0.4400106	9.540153827333e-06	0.1	0.4400106	1.135687e-12	0.1	0.4400106	1.47779e-15	0.1	0.4400106	3.240292e-07	0.1	0.4400106	1.357153e-07	0.1
0.5269505	9.460600662650001e-06	0.1	0.5269505	1.132537e-12	0.1	0.5269505	1.474185e-15	0.1	0.5269505	4.005281e-07	0.1	0.5269505	1.387703e-07	0.1
0.6245018	9.3729316458714e-06	0.1	0.6245018	1.125486e-12	0.1	0.6245018	1.465283e-15	0.1	0.6245018	4.869004e-07	0.1	0.6245018	1.400674e-07	0.1
0.7220532	9.2864786336154e-06	0.1	0.7220532	1.116676e-12	0.1	0.7220532	1.453949e-15	0.1	0.7220532	5.731222e-07	0.1	0.7220532	1.402986e-07	0.1
0.8357982	9.1869047803568e-06	0.1	0.8357982	1.105491e-12	0.1	0.8357982	1.439468e-15	0.1	0.8357982	6.73012e-07	0.1	0.8357982	1.399833e-07	0.1
