Batch	m_SP	16	T4a_L	C5H5	N1a	N1b	N1c	T1a	T1b	T1c	T1d	T1e	T1f	T2	T3	N7a	N7c	N7b																													
0.0	0.9999999499999999	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
4.447553e-13	0.9999999899999998	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1
1.360137e-10	0.99999992	0.1	1.360137e-10	0.0	0.1	1.360137e-10	0.0	0.1	1.360137e-10	0.0	0.1	1.360137e-10	0.0	0.1	1.360137e-10	0.0	0.1	1.360137e-10	0.0	0.1	1.360137e-10	0.0	0.1	1.360137e-10	0.0	0.1	1.360137e-10	0.0	0.1	1.360137e-10	0.0	0.1	1.360137e-10	0.0	0.1	1.360137e-10	0.0	0.1	1.360137e-10	0.0	0.1	1.360137e-10	0.0	0.1	1.360137e-10	0.0	0.1
5.23916e-09	0.9999999900000001	0.1	5.23916e-09	0.0	0.1	5.23916e-09	0.0	0.1	5.23916e-09	0.0	0.1	5.23916e-09	0.0	0.1	5.23916e-09	0.0	0.1	5.23916e-09	0.0	0.1	5.23916e-09	0.0	0.1	5.23916e-09	0.0	0.1	5.23916e-09	0.0	0.1	5.23916e-09	0.0	0.1	5.23916e-09	0.0	0.1	5.23916e-09	0.0	0.1	5.23916e-09	0.0	0.1	5.23916e-09	0.0	0.1	5.23916e-09	0.0	0.1
1.530188e-08	0.9999999200000002	0.1	1.530188e-08	0.0	0.1	1.530188e-08	0.0	0.1	1.530188e-08	0.0	0.1	1.530188e-08	0.0	0.1	1.530188e-08	0.0	0.1	1.530188e-08	0.0	0.1	1.530188e-08	0.0	0.1	1.530188e-08	0.0	0.1	1.530188e-08	0.0	0.1	1.530188e-08	0.0	0.1	1.530188e-08	0.0	0.1	1.530188e-08	0.0	0.1	1.530188e-08	0.0	0.1	1.530188e-08	0.0	0.1	1.530188e-08	0.0	0.1
3.271756e-08	0.99999997	0.1	3.271756e-08	0.0	0.1	3.271756e-08	0.0	0.1	3.271756e-08	0.0	0.1	3.271756e-08	0.0	0.1	3.271756e-08	0.0	0.1	3.271756e-08	0.0	0.1	3.271756e-08	0.0	0.1	3.271756e-08	0.0	0.1	3.271756e-08	0.0	0.1	3.271756e-08	0.0	0.1	3.271756e-08	0.0	0.1	3.271756e-08	0.0	0.1	3.271756e-08	0.0	0.1	3.271756e-08	0.0	0.1	3.271756e-08	0.0	0.1
6.088528e-08	0.9999999700000002	0.1	6.088528e-08	0.0	0.1	6.088528e-08	0.0	0.1	6.088528e-08	0.0	0.1	6.088528e-08	0.0	0.1	6.088528e-08	0.0	0.1	6.088528e-08	0.0	0.1	6.088528e-08	0.0	0.1	6.088528e-08	0.0	0.1	6.088528e-08	0.0	0.1	6.088528e-08	0.0	0.1	6.088528e-08	0.0	0.1	6.088528e-08	0.0	0.1	6.088528e-08	0.0	0.1	6.088528e-08	0.0	0.1	6.088528e-08	0.0	0.1
8.9053e-08	0.9999999500000001	0.1	8.9053e-08	0.0	0.1	8.9053e-08	0.0	0.1	8.9053e-08	0.0	0.1	8.9053e-08	0.0	0.1	8.9053e-08	0.0	0.1	8.9053e-08	0.0	0.1	8.9053e-08	0.0	0.1	8.9053e-08	0.0	0.1	8.9053e-08	0.0	0.1	8.9053e-08	0.0	0.1	8.9053e-08	0.0	0.1	8.9053e-08	0.0	0.1	8.9053e-08	0.0	0.1	8.9053e-08	0.0	0.1	8.9053e-08	0.0	0.1
1.397549e-07	1.0000000599999999	0.1	1.397549e-07	0.0	0.1	1.397549e-07	0.0	0.1	1.397549e-07	0.0	0.1	1.397549e-07	0.0	0.1	1.397549e-07	0.0	0.1	1.397549e-07	0.0	0.1	1.397549e-07	0.0	0.1	1.397549e-07	0.0	0.1	1.397549e-07	0.0	0.1	1.397549e-07	0.0	0.1	1.397549e-07	0.0	0.1	1.397549e-07	0.0	0.1	1.397549e-07	0.0	0.1	1.397549e-07	0.0	0.1	1.397549e-07	0.0	0.1
2.298916e-07	1.0	0.1	2.298916e-07	0.0	0.1	2.298916e-07	0.0	0.1	2.298916e-07	0.0	0.1	2.298916e-07	0.0	0.1	2.298916e-07	0.0	0.1	2.298916e-07	0.0	0.1	2.298916e-07	0.0	0.1	2.298916e-07	0.0	0.1	2.298916e-07	0.0	0.1	2.298916e-07	0.0	0.1	2.298916e-07	0.0	0.1	2.298916e-07	0.0	0.1	2.298916e-07	0.0	0.1	2.298916e-07	0.0	0.1	2.298916e-07	0.0	0.1
