Batch	m_SP	4	Pr3	W1	Pr1	Pr2					
7.5225e-10	9.8137258989748e-06	0.1	7.5225e-10	7.840038e-09	0.1	7.5225e-10	1.118712e-07	0.1	7.5225e-10	6.646255e-08	0.1
2.032152e-09	9.504898197521001e-06	0.1	2.032152e-09	2.083065e-08	0.1	2.032152e-09	2.974536e-07	0.1	2.032152e-09	1.767184e-07	0.1
5.381147e-09	8.7420390880656e-06	0.1	5.381147e-09	5.28345e-08	0.1	5.381147e-09	7.559223e-07	0.1	5.381147e-09	4.491067e-07	0.1
9.955052e-09	7.7981236415622e-06	0.1	9.955052e-09	9.223929e-08	0.1	9.955052e-09	1.323314e-06	0.1	9.955052e-09	7.862293e-07	0.1
1.320847e-08	7.1894366929944004e-06	0.1	1.320847e-08	1.175125e-07	0.1	1.320847e-08	1.689276e-06	0.1	1.320847e-08	1.003685e-06	0.1
1.779597e-08	6.4110420908848e-06	0.1	1.779597e-08	1.496402e-07	0.1	1.779597e-08	2.157381e-06	0.1	1.779597e-08	1.281852e-06	0.1
2.484432e-08	5.3761535822736e-06	0.1	2.484432e-08	1.919305e-07	0.1	2.484432e-08	2.779973e-06	0.1	2.484432e-08	1.651868e-06	0.1
3.250789e-08	4.439656072222799e-06	0.1	3.250789e-08	2.296298e-07	0.1	3.250789e-08	3.343694e-06	0.1	3.250789e-08	1.986955e-06	0.1
4.215492e-08	3.489218473745e-06	0.1	4.215492e-08	2.670679e-07	0.1	4.215492e-08	3.91627e-06	0.1	4.215492e-08	2.32739e-06	0.1
5.312425e-08	2.6533318925909996e-06	0.1	5.312425e-08	2.98912e-07	0.1	5.312425e-08	4.420446e-06	0.1	5.312425e-08	2.627268e-06	0.1
6.409358e-08	2.0178492834355e-06	0.1	6.409358e-08	3.219895e-07	0.1	6.409358e-08	4.804382e-06	0.1	6.409358e-08	2.855747e-06	0.1
7.506291e-08	1.5347222210249999e-06	0.1	7.506291e-08	3.384156e-07	0.1	7.506291e-08	5.0969e-06	0.1	7.506291e-08	3.029938e-06	0.1
8.603224e-08	1.1674204023229999e-06	0.1	8.603224e-08	3.497983e-07	0.1	8.603224e-08	5.31991e-06	0.1	8.603224e-08	3.162852e-06	0.1
9.700157e-08	8.88175801981e-07	0.1	9.700157e-08	3.573598e-07	0.1	9.700157e-08	5.490071e-06	0.1	9.700157e-08	3.26438e-06	0.1
1.079709e-07	6.758745581394e-07	0.1	1.079709e-07	3.620291e-07	0.1	1.079709e-07	5.620046e-06	0.1	1.079709e-07	3.342041e-06	0.1
1.189402e-07	5.1446677349694e-07	0.1	1.189402e-07	3.645125e-07	0.1	1.189402e-07	5.719462e-06	0.1	1.189402e-07	3.401552e-06	0.1
1.312704e-07	3.7873949018676e-07	0.1	1.312704e-07	3.653564e-07	0.1	1.312704e-07	5.803761e-06	0.1	1.312704e-07	3.45214e-06	0.1
1.445078e-07	2.7279860760434005e-07	0.1	1.445078e-07	3.645866e-07	0.1	1.445078e-07	5.870362e-06	0.1	1.445078e-07	3.492251e-06	0.1
1.577452e-07	1.9668548422758e-07	0.1	1.577452e-07	3.625806e-07	0.1	1.577452e-07	5.919029e-06	0.1	1.577452e-07	3.521704e-06	0.1
1.709826e-07	1.4199933095905e-07	0.1	1.709826e-07	3.597072e-07	0.1	1.709826e-07	5.954801e-06	0.1	1.709826e-07	3.543494e-06	0.1
