Batch	m_SP	7	P2_L	R	W4_L	W3	P1	P3	P4											
9.75568e-11	9.88115637292e-06	0.1	9.75568e-11	9.350971e-09	0.1	9.75568e-11	1.6072479000000002e-118	0.1	9.75568e-11	1.723325e-11	0.1	9.75568e-11	3.880122e-08	0.1	9.75568e-11	1.714135e-08	0.1	9.75568e-11	2.32749e-10	0.1
3.878122e-10	9.6886862534919e-06	0.1	3.878122e-10	3.680962e-08	0.1	3.878122e-10	6.326847000000001e-118	0.1	3.878122e-10	6.783766e-11	0.1	3.878122e-10	1.527386e-07	0.1	3.878122e-10	6.747608e-08	0.1	3.878122e-10	9.162032e-10	0.1
8.690812e-10	9.3777806893712e-06	0.1	8.690812e-10	8.116499e-08	0.1	8.690812e-10	1.3950645e-117	0.1	8.690812e-10	1.495811e-10	0.1	8.690812e-10	3.367863e-07	0.1	8.690812e-10	1.487844e-07	0.1	8.690812e-10	2.020218e-09	0.1
2.016797e-09	8.676017667440901e-06	0.1	2.016797e-09	1.812831e-07	0.1	2.016797e-09	3.1158900000000002e-117	0.1	2.016797e-09	3.340888e-10	0.1	2.016797e-09	7.522092e-07	0.1	2.016797e-09	3.323123e-07	0.1	2.016797e-09	4.512163e-09	0.1
4.082684e-09	7.5425443232364e-06	0.1	4.082684e-09	3.429957e-07	0.1	4.082684e-09	5.895381e-117	0.1	4.082684e-09	6.321023e-10	0.1	4.082684e-09	1.423189e-06	0.1	4.082684e-09	6.287504e-07	0.1	4.082684e-09	8.537142e-09	0.1
6.052163e-09	6.6001481533696005e-06	0.1	6.052163e-09	4.774511e-07	0.1	6.052163e-09	8.206362e-117	0.1	6.052163e-09	8.798778e-10	0.1	6.052163e-09	1.981054e-06	0.1	6.052163e-09	8.752234e-07	0.1	6.052163e-09	1.188364e-08	0.1
7.532713e-09	5.9700742821681e-06	0.1	7.532713e-09	5.673481e-07	0.1	7.532713e-09	9.751478999999999e-117	0.1	7.532713e-09	1.045537e-09	0.1	7.532713e-09	2.354032e-06	0.1	7.532713e-09	1.040016e-06	0.1	7.532713e-09	1.412108e-08	0.1
9.543392e-09	5.2096000925052e-06	0.1	9.543392e-09	6.758527e-07	0.1	9.543392e-09	1.1616408e-116	0.1	9.543392e-09	1.245482e-09	0.1	9.543392e-09	2.804201e-06	0.1	9.543392e-09	1.238919e-06	0.1	9.543392e-09	1.682162e-08	0.1
1.244999e-08	4.2782178924639005e-06	0.1	1.244999e-08	8.087463e-07	0.1	1.244999e-08	1.3900503e-116	0.1	1.244999e-08	1.490361e-09	0.1	1.244999e-08	3.355535e-06	0.1	1.244999e-08	1.482531e-06	0.1	1.244999e-08	2.01291e-08	0.1
1.650167e-08	3.2510530467633997e-06	0.1	1.650167e-08	9.553123e-07	0.1	1.650167e-08	1.6419570000000002e-116	0.1	1.650167e-08	1.760425e-09	0.1	1.650167e-08	3.963564e-06	0.1	1.650167e-08	1.751207e-06	0.1	1.650167e-08	2.377679e-08	0.1
