Batch	m_SP	5	Azln	N1a_L	N7a_L	Nphln	Flvln							
3.915603e-11	9.81646583436e-06	0.1	3.915603e-11	3.210704202e-11	0.1	3.915603e-11	1.8321201e-07	0.1	3.915603e-11	8.496625e-12	0.1	3.915603e-11	3.47002e-13	0.1
7.918024e-11	9.63244167462e-06	0.1	7.918024e-11	6.43173898e-11	0.1	7.918024e-11	3.6705361e-07	0.1	7.918024e-11	3.200514e-11	0.1	7.918024e-11	6.952018e-13	0.1
1.592286e-10	9.274678252290001e-06	0.1	1.592286e-10	1.2693790819999998e-10	0.1	1.592286e-10	7.2447467e-07	0.1	1.592286e-10	1.152251e-10	0.1	1.592286e-10	1.37217e-12	0.1
3.193255e-10	8.59852201392e-06	0.1	3.193255e-10	2.452879485e-10	0.1	3.193255e-10	1.40002017e-06	0.1	3.193255e-10	3.799085e-10	0.1	3.193255e-10	2.65169e-12	0.1
5.268207e-10	7.794992049300001e-06	0.1	5.268207e-10	3.85932366e-10	0.1	5.268207e-10	2.2028647e-06	0.1	5.268207e-10	8.210037e-10	0.1	5.268207e-10	4.172339e-12	0.1
7.721111e-10	6.941391585390001e-06	0.1	7.721111e-10	5.35341177e-10	0.1	7.721111e-10	3.0557688e-06	0.1	7.721111e-10	1.379985e-09	0.1	7.721111e-10	5.787814e-12	0.1
1.121184e-09	5.88526714674e-06	0.1	1.121184e-09	7.201981739999999e-10	0.1	1.121184e-09	4.1110517e-06	0.1	1.121184e-09	2.138488e-09	0.1	1.121184e-09	7.786624e-12	0.1
1.470257e-09	4.98983110119e-06	0.1	1.470257e-09	8.769293269999999e-10	0.1	1.470257e-09	5.0057846000000005e-06	0.1	1.470257e-09	2.808148e-09	0.1	1.470257e-09	9.481338e-12	0.1
2.022878e-09	3.84244757514e-06	0.1	2.022878e-09	1.0777598589999999e-09	0.1	2.022878e-09	6.1522704e-06	0.1	2.022878e-09	3.679248e-09	0.1	2.022878e-09	1.16529e-11	0.1
2.575499e-09	2.95889841072e-06	0.1	2.575499e-09	1.232410673e-09	0.1	2.575499e-09	7.0351301e-06	0.1	2.575499e-09	4.353169e-09	0.1	2.575499e-09	1.332513e-11	0.1
3.12812e-09	2.27851621461e-06	0.1	3.12812e-09	1.351500232e-09	0.1	3.12812e-09	7.714981500000001e-06	0.1	3.12812e-09	4.872576e-09	0.1	3.12812e-09	1.461283e-11	0.1
3.680741e-09	1.7545844539800001e-06	0.1	3.680741e-09	1.4432057430000001e-09	0.1	3.680741e-09	8.2385038e-06	0.1	3.680741e-09	5.272612e-09	0.1	3.680741e-09	1.560444e-11	0.1
4.233362e-09	1.35112748859e-06	0.1	4.233362e-09	1.5138242939999997e-09	0.1	4.233362e-09	8.641646699999999e-06	0.1	4.233362e-09	5.580672e-09	0.1	4.233362e-09	1.636803e-11	0.1
4.785983e-09	1.0404435954600002e-06	0.1	4.785983e-09	1.56820439e-09	0.1	4.785983e-09	8.9520875e-06	0.1	4.785983e-09	5.817897e-09	0.1	4.785983e-09	1.695604e-11	0.1
5.338604e-09	8.01199087929e-07	0.1	5.338604e-09	1.610080087e-09	0.1	5.338604e-09	9.1911441e-06	0.1	5.338604e-09	6.000573e-09	0.1	5.338604e-09	1.740884e-11	0.1
5.891225e-09	6.1696783026e-07	0.1	5.891225e-09	1.642326684e-09	0.1	5.891225e-09	9.3752325e-06	0.1	5.891225e-09	6.141244e-09	0.1	5.891225e-09	1.775752e-11	0.1
6.443845e-09	4.75099548957e-07	0.1	6.443845e-09	1.6671584339999999e-09	0.1	6.443845e-09	9.5169905e-06	0.1	6.443845e-09	6.249569e-09	0.1	6.443845e-09	1.802602e-11	0.1
7.063708e-09	3.5440425592200005e-07	0.1	7.063708e-09	1.6882842130000003e-09	0.1	7.063708e-09	9.6375907e-06	0.1	7.063708e-09	6.341726e-09	0.1	7.063708e-09	1.825445e-11	0.1
7.728398e-09	2.58826211712e-07	0.1	7.728398e-09	1.705013188e-09	0.1	7.728398e-09	9.7330942e-06	0.1	7.728398e-09	6.414706e-09	0.1	7.728398e-09	1.843535e-11	0.1
8.393089e-09	1.89024209739e-07	0.1	8.393089e-09	1.717231299e-09	0.1	8.393089e-09	9.8028425e-06	0.1	8.393089e-09	6.468003e-09	0.1	8.393089e-09	1.856746e-11	0.1
9.057779e-09	1.38046919517e-07	0.1	9.057779e-09	1.7261538130000001e-09	0.1	9.057779e-09	9.8537788e-06	0.1	9.057779e-09	6.506927e-09	0.1	9.057779e-09	1.866394e-11	0.1
