Batch	m_SP	7	P2_L	R	W4_L	W3	P1	P3	P4											
2.566568e-13	9.77555848492e-06	0.1	2.566568e-13	1.496558e-08	0.1	2.566568e-13	7.501066e-08	0.1	2.566568e-13	3.055235e-10	0.1	2.566568e-13	6.403634e-08	0.1	2.566568e-13	3.189127e-08	0.1	2.566568e-13	1.57488e-10	0.1
6.337898e-13	9.504413006979e-06	0.1	6.337898e-13	3.644345e-08	0.1	6.337898e-13	1.826591e-07	0.1	6.337898e-13	7.439592e-10	0.1	6.337898e-13	1.559237e-07	0.1	6.337898e-13	7.76604e-08	0.1	6.337898e-13	3.834895e-10	0.1
1.45196e-12	8.9417985835876e-06	0.1	1.45196e-12	8.101519e-08	0.1	1.45196e-12	4.060433e-07	0.1	1.45196e-12	1.65368e-09	0.1	1.45196e-12	3.465568e-07	0.1	1.45196e-12	1.726437e-07	0.1	1.45196e-12	8.524292e-10	0.1
2.943874e-12	8.000349589267199e-06	0.1	2.943874e-12	1.556178e-07	0.1	2.943874e-12	7.798975e-07	0.1	2.943874e-12	3.175911e-09	0.1	2.943874e-12	6.654592e-07	0.1	2.943874e-12	3.316275e-07	0.1	2.943874e-12	1.637112e-09	0.1
5.075179e-12	6.8249756249227e-06	0.1	5.075179e-12	2.487923e-07	0.1	5.075179e-12	1.246748e-06	0.1	5.075179e-12	5.07632e-09	0.1	5.075179e-12	1.06343e-06	0.1	5.075179e-12	5.30197e-07	0.1	5.075179e-12	2.616738e-09	0.1
6.438541e-12	6.165475822845601e-06	0.1	6.438541e-12	3.010907e-07	0.1	6.438541e-12	1.50875e-06	0.1	6.438541e-12	6.14263e-09	0.1	6.438541e-12	1.286643e-06	0.1	6.438541e-12	6.416572e-07	0.1	6.438541e-12	3.166388e-09	0.1
8.043433e-12	5.470434741922801e-06	0.1	8.043433e-12	3.562232e-07	0.1	8.043433e-12	1.784918e-06	0.1	8.043433e-12	7.266429e-09	0.1	8.043433e-12	1.521817e-06	0.1	8.043433e-12	7.59161e-07	0.1	8.043433e-12	3.74565e-09	0.1
1.001062e-11	4.7245731121484e-06	0.1	1.001062e-11	4.154061e-07	0.1	1.001062e-11	2.081336e-06	0.1	1.001062e-11	8.472458e-09	0.1	1.001062e-11	1.774104e-06	0.1	1.001062e-11	8.853016e-07	0.1	1.001062e-11	4.367253e-09	0.1
1.376786e-11	3.571164289863e-06	0.1	1.376786e-11	5.069712e-07	0.1	1.376786e-11	2.539848e-06	0.1	1.376786e-11	1.033776e-08	0.1	1.376786e-11	2.164078e-06	0.1	1.376786e-11	1.08047e-06	0.1	1.376786e-11	5.328482e-09	0.1
1.75251e-11	2.699588908027e-06	0.1	1.75251e-11	5.762034e-07	0.1	1.75251e-11	2.886443e-06	0.1	1.75251e-11	1.174778e-08	0.1	1.75251e-11	2.458637e-06	0.1	1.75251e-11	1.228046e-06	0.1	1.75251e-11	6.054822e-09	0.1
2.128234e-11	2.0409006459069397e-06	0.1	2.128234e-11	6.285533e-07	0.1	2.128234e-11	3.148461e-06	0.1	2.128234e-11	1.281399e-08	0.1	2.128234e-11	2.681198e-06	0.1	2.128234e-11	1.33964e-06	0.1	2.128234e-11	6.603747e-09	0.1
2.503959e-11	1.543045737573e-06	0.1	2.503959e-11	6.681399e-07	0.1	2.503959e-11	3.346557e-06	0.1	2.503959e-11	1.362054e-08	0.1	2.503959e-11	2.849416e-06	0.1	2.503959e-11	1.424032e-06	0.1	2.503959e-11	7.018645e-09	0.1
2.879683e-11	1.1667168648321599e-06	0.1	2.879683e-11	6.980766e-07	0.1	2.879683e-11	3.496336e-06	0.1	2.879683e-11	1.423094e-08	0.1	2.879683e-11	2.976607e-06	0.1	2.879683e-11	1.487854e-06	0.1	2.879683e-11	7.332278e-09	0.1
3.255407e-11	8.8222370257614e-07	0.1	3.255407e-11	7.207168e-07	0.1	3.255407e-11	3.609591e-06	0.1	3.255407e-11	1.469313e-08	0.1	3.255407e-11	3.072817e-06	0.1	3.255407e-11	1.536122e-06	0.1	3.255407e-11	7.56939e-09	0.1
