Batch	m_SP	5	T1a_L	C5H5	T4a_L	N1a_L	N7a_L							
0.02003766	0.983450209	0.1	0.02003766	3.422439e-05	0.1	0.02003766	0.01649204805647	0.1	0.02003766	1.247400358e-08	0.1	0.02003766	4.6499969999999997e-07	0.1
0.03540883	0.970941519	0.1	0.03540883	6.010527e-05	0.1	0.03540883	0.0289743920351	0.1	0.03540883	2.190733964e-08	0.1	0.03540883	8.169114800000001e-07	0.1
0.0577976	0.953006442	0.1	0.0577976	9.72135e-05	0.1	0.0577976	0.046871687617300005	0.1	0.0577976	3.54329446e-08	0.1	0.0577976	1.32148607e-06	0.1
0.08859667	0.9288747380000001	0.1	0.08859667	0.0001471428	0.1	0.08859667	0.07095258327699999	0.1	0.08859667	5.36317087e-08	0.1	0.08859667	2.0003923599999998e-06	0.1
0.1280298	0.898868829	0.1	0.1280298	0.0002092262	0.1	0.1280298	0.1008953916121	0.1	0.1280298	7.62605107e-08	0.1	0.1280298	2.8445634e-06	0.1
0.1748985	0.864464403	0.1	0.1748985	0.0002804104	0.1	0.1748985	0.1352275298737	0.1	0.1748985	1.0220649549999999e-07	0.1	0.1748985	3.8124806000000003e-06	0.1
0.223626	0.830091987	0.1	0.223626	0.000351528	0.1	0.223626	0.16952753732120002	0.1	0.223626	1.281281235e-07	0.1	0.223626	4.7794925e-06	0.1
0.2805303	0.791679437	0.1	0.2805303	0.0004310053	0.1	0.2805303	0.20785937334239998	0.1	0.2805303	1.570968701e-07	0.1	0.2805303	5.8601748e-06	0.1
0.3496846	0.747384049	0.1	0.3496846	0.0005226539	0.1	0.3496846	0.2520615486945	0.1	0.3496846	1.905019674e-07	0.1	0.3496846	7.106354600000001e-06	0.1
0.4266687	0.700984596	0.1	0.4266687	0.0006186561	0.1	0.4266687	0.298363338062	0.1	0.4266687	2.254938486e-07	0.1	0.4266687	8.4117323e-06	0.1
0.4816574	0.669617706	0.1	0.4816574	0.0006835555	0.1	0.4816574	0.32966436832400003	0.1	0.4816574	2.491490766e-07	0.1	0.4816574	9.2941924e-06	0.1
0.556896	0.62896251	0.1	0.556896	0.0007676723	0.1	0.556896	0.37023387341800007	0.1	0.556896	2.798088493e-07	0.1	0.556896	1.04379595e-05	0.1
0.6362571	0.588753506	0.1	0.6362571	0.0008508663	0.1	0.6362571	0.41035824236199997	0.1	0.6362571	3.101322844e-07	0.1	0.6362571	1.1569178299999999e-05	0.1
0.7321083	0.5436034479999999	0.1	0.7321083	0.0009442835	0.1	0.7321083	0.455413319729	0.1	0.7321083	3.44181983e-07	0.1	0.7321083	1.28394093e-05	0.1
0.8427732	0.495766888	0.1	0.8427732	0.001043259	0.1	0.8427732	0.503149337103	0.1	0.8427732	3.8025770099999996e-07	0.1	0.8427732	1.4185211699999999e-05	0.1
0.9633141	0.448440562	0.1	0.9633141	0.001141179	0.1	0.9633141	0.550376058825	0.1	0.9633141	4.1594855600000007e-07	0.1	0.9633141	1.55166648e-05	0.1
1.120704	0.393382846	0.1	1.120704	0.001255095	0.1	1.120704	0.6053179057229999	0.1	1.120704	4.57469999e-07	0.1	1.120704	1.7065628900000002e-05	0.1
1.278094	0.3450874869	0.1	1.278094	0.00135502	0.1	1.278094	0.65351182995	0.1	1.278094	4.93891734e-07	0.1	1.278094	1.84243474e-05	0.1
1.435483	0.30272308340000004	0.1	1.435483	0.001442674	0.1	1.435483	0.695786928747	0.1	1.435483	5.25840579e-07	0.1	1.435483	1.96162056e-05	0.1
1.592873	0.2655610718	0.1	1.592873	0.001519563	0.1	1.592873	0.732870818052	0.1	1.592873	5.53866129e-07	0.1	1.592873	2.06616964e-05	0.1
1.750263	0.23296214399999998	0.1	1.750263	0.001587012	0.1	1.750263	0.765401089636	0.1	1.750263	5.784504110000001e-07	0.1	1.750263	2.15788209e-05	0.1
1.907653	0.2043657696	0.1	1.907653	0.001646179	0.1	1.907653	0.7939373523169999	0.1	1.907653	6.00016259e-07	0.1	1.907653	2.23833318e-05	0.1
2.065042	0.1792802883	0.1	2.065042	0.001698082	0.1	2.065042	0.8189700661100001	0.1	2.065042	6.189342949999999e-07	0.1	2.065042	2.3089079e-05	0.1
2.231991	0.1560286418	0.1	2.231991	0.00174619	0.1	2.231991	0.8421728647700001	0.1	2.231991	6.36469438e-07	0.1	2.231991	2.3743221e-05	0.1
2.334582	0.1432625841	0.1	2.334582	0.001772604	0.1	2.334582	0.8549120563070001	0.1	2.334582	6.46096851e-07	0.1	2.334582	2.410238e-05	0.1
2.437174	0.13154116389999998	0.1	2.437174	0.001796856	0.1	2.437174	0.8666087406030001	0.1	2.437174	6.54936543e-07	0.1	2.437174	2.4432135999999998e-05	0.1
2.56723	0.1180502499	0.1	2.56723	0.001824769	0.1	2.56723	0.8800712803390001	0.1	2.56723	6.65110604e-07	0.1	2.56723	2.4811688e-05	0.1
2.724011	0.1036133957	0.1	2.724011	0.001854639	0.1	2.724011	0.894477819966	0.1	2.724011	6.75998111e-07	0.1	2.724011	2.5217842e-05	0.1
2.920882	0.087959029	0.1	2.920882	0.001887029	0.1	2.920882	0.9100992431669999	0.1	2.920882	6.878037689999999e-07	0.1	2.920882	2.5658253e-05	0.1
3.117753	0.0746699882	0.1	3.117753	0.001914524	0.1	3.117753	0.923360381144	0.1	3.117753	6.97825603e-07	0.1	3.117753	2.6032127999999998e-05	0.1
3.314624	0.0633888089	0.1	3.314624	0.001937865	0.1	3.314624	0.934617772017	0.1	3.314624	7.063332310000001e-07	0.1	3.314624	2.6349507e-05	0.1
3.511494	0.053812094299999995	0.1	3.511494	0.00195768	0.1	3.511494	0.9441743994839998	0.1	3.511494	7.13555468e-07	0.1	3.511494	2.6618933e-05	0.1
3.708365	0.045682298499999996	0.1	3.708365	0.001974501	0.1	3.708365	0.9522870996480001	0.1	3.708365	7.196865659999999e-07	0.1	3.708365	2.6847648e-05	0.1
3.905236	0.0387807768	0.1	3.905236	0.00198878	0.1	3.905236	0.9591740733360001	0.1	3.905236	7.24891219e-07	0.1	3.905236	2.7041809999999996e-05	0.1
4.102106	0.03292195698	0.1	4.102106	0.002000902	0.1	4.102106	0.965020547553	0.1	4.102106	7.29309706e-07	0.1	4.102106	2.7206638000000002e-05	0.1
4.298977	0.027948283000000004	0.1	4.298977	0.002011193	0.1	4.298977	0.9699837679509999	0.1	4.298977	7.33060583e-07	0.1	4.298977	2.7346566e-05	0.1
4.495848	0.02372602017	0.1	4.495848	0.002019929	0.1	4.495848	0.974197150914	0.1	4.495848	7.362447119999999e-07	0.1	4.495848	2.7465351000000002e-05	0.1
4.692718	0.02014164699	0.1	4.692718	0.002027345	0.1	4.692718	0.9777739966519999	0.1	4.692718	7.389479e-07	0.1	4.692718	2.7566193e-05	0.1
4.889589	0.017098789229999998	0.1	4.889589	0.002033641	0.1	4.889589	0.980810390429	0.1	4.889589	7.41242645e-07	0.1	4.889589	2.7651801e-05	0.1
5.08646	0.014515630750000003	0.1	5.08646	0.002038986	0.1	5.08646	0.9833881229189999	0.1	5.08646	7.431907109999999e-07	0.1	5.08646	2.772447e-05	0.1
5.283331	0.012322722199999999	0.1	5.283331	0.002043523	0.1	5.283331	0.985576465028	0.1	5.283331	7.44844446e-07	0.1	5.283331	2.7786165e-05	0.1
5.480201	0.01046110562	0.1	5.480201	0.002047375	0.1	5.480201	0.9874341517529999	0.1	5.480201	7.46248352e-07	0.1	5.480201	2.7838538e-05	0.1
