Batch	m_SP	21	N7a_L	C5H5	N1a	N1b	N1c	T1a	T1b	T1c	T1d	T1e	T1f	T2	T3	T4a	T4b	T4c	T4d	T4e	T4f	T4g	T4h																																							
1.592048e-11	9.752474146615998e-06	0.1	1.592048e-11	1.075966e-11	0.1	1.592048e-11	4.216724e-21	0.1	1.592048e-11	3.009506e-19	0.1	1.592048e-11	7.806479e-20	0.1	1.592048e-11	1.416143e-13	0.1	1.592048e-11	1.37375e-12	0.1	1.592048e-11	1.59284e-12	0.1	1.592048e-11	1.216235e-12	0.1	1.592048e-11	1.097052e-12	0.1	1.592048e-11	1.02562e-12	0.1	1.592048e-11	8.755096e-12	0.1	1.592048e-11	1.125292e-09	0.1	1.592048e-11	3.72655e-08	0.1	1.592048e-11	4.251645e-08	0.1	1.592048e-11	1.384403e-08	0.1	1.592048e-11	1.572089e-08	0.1	1.592048e-11	4.379321e-08	0.1	1.592048e-11	2.62416e-08	0.1	1.592048e-11	5.816317e-08	0.1	1.592048e-11	8.642007e-09	0.1
3.364192e-11	9.485013095944e-06	0.1	3.364192e-11	2.243537e-11	0.1	3.364192e-11	1.842534e-20	0.1	3.364192e-11	1.315803e-18	0.1	3.364192e-11	3.413773e-19	0.1	3.364192e-11	2.949927e-13	0.1	3.364192e-11	2.851533e-12	0.1	3.364192e-11	3.333051e-12	0.1	3.364192e-11	2.543719e-12	0.1	3.364192e-11	2.288337e-12	0.1	3.364192e-11	2.131456e-12	0.1	3.364192e-11	1.826123e-11	0.1	3.364192e-11	2.34631e-09	0.1	3.364192e-11	7.757513e-08	0.1	3.364192e-11	8.862282e-08	0.1	3.364192e-11	2.860169e-08	0.1	3.364192e-11	3.251961e-08	0.1	3.364192e-11	9.137406e-08	0.1	3.364192e-11	5.46726e-08	0.1	3.364192e-11	1.211521e-07	0.1	3.364192e-11	1.789495e-08	0.1
7.63578e-11	8.872656243326e-06	0.1	7.63578e-11	4.93271e-11	0.1	7.63578e-11	9.011615e-20	0.1	7.63578e-11	6.444423e-18	0.1	7.63578e-11	1.67274e-18	0.1	7.63578e-11	6.469714e-13	0.1	7.63578e-11	6.20108e-12	0.1	7.63578e-11	7.390479e-12	0.1	7.63578e-11	5.633539e-12	0.1	7.63578e-11	5.035736e-12	0.1	7.63578e-11	4.648642e-12	0.1	7.63578e-11	4.018008e-11	0.1	7.63578e-11	5.15829e-09	0.1	7.63578e-11	1.698732e-07	0.1	7.63578e-11	1.947239e-07	0.1	7.63578e-11	6.153775e-08	0.1	7.63578e-11	7.017462e-08	0.1	7.63578e-11	2.012499e-07	0.1	7.63578e-11	1.199814e-07	0.1	7.63578e-11	2.656934e-07	0.1	7.63578e-11	3.869072e-08	0.1
1.429647e-10	8.00195245775e-06	0.1	1.429647e-10	8.79607e-11	0.1	1.429647e-10	2.915666e-19	0.1	1.429647e-10	2.089465e-17	0.1	1.429647e-10	5.427365e-18	0.1	1.429647e-10	1.148917e-12	0.1	1.429647e-10	1.086832e-11	0.1	1.429647e-10	1.335193e-11	0.1	1.429647e-10	1.015936e-11	0.1	1.429647e-10	8.99295e-12	0.1	1.429647e-10	8.184897e-12	0.1	1.429647e-10	7.173624e-11	0.1	1.429647e-10	9.197403e-09	0.1	1.429647e-10	3.009903e-07	0.1	1.429647e-10	3.470428e-07	0.1	1.429647e-10	1.062642e-07	0.1	1.429647e-10	1.217268e-07	0.1	1.429647e-10	3.600311e-07	0.1	1.429647e-10	2.133958e-07	0.1	1.429647e-10	4.718754e-07	0.1	1.429647e-10	6.721478e-08	0.1
2.258784e-10	7.045102195138e-06	0.1	2.258784e-10	1.309799e-10	0.1	2.258784e-10	6.596392e-19	0.1	2.258784e-10	4.739086e-17	0.1	2.258784e-10	1.232047e-17	0.1	2.258784e-10	1.701236e-12	0.1	2.258784e-10	1.583453e-11	0.1	2.258784e-10	2.020197e-11	0.1	2.258784e-10	1.533819e-11	0.1	2.258784e-10	1.341697e-11	0.1	2.258784e-10	1.19944e-11	0.1	2.258784e-10	1.069864e-10	0.1	2.258784e-10	1.36942e-08	0.1	2.258784e-10	4.44567e-07	0.1	2.258784e-10	5.167801e-07	0.1	2.258784e-10	1.524414e-07	0.1	2.258784e-10	1.755748e-07	0.1	2.258784e-10	5.386805e-07	0.1	2.258784e-10	3.168832e-07	0.1	2.258784e-10	6.99028e-07	0.1	2.258784e-10	9.688591e-08	0.1
3.242935e-10	6.066352470523999e-06	0.1	3.242935e-10	1.756291e-10	0.1	3.242935e-10	1.212291e-18	0.1	3.242935e-10	8.734126e-17	0.1	3.242935e-10	2.272963e-17	0.1	3.242935e-10	2.264505e-12	0.1	3.242935e-10	2.068176e-11	0.1	3.242935e-10	2.759475e-11	0.1	3.242935e-10	2.089969e-11	0.1	3.242935e-10	1.803439e-11	0.1	3.242935e-10	1.577667e-11	0.1	3.242935e-10	1.437309e-10	0.1	3.242935e-10	1.836065e-08	0.1	3.242935e-10	5.902468e-07	0.1	3.242935e-10	6.935788e-07	0.1	3.242935e-10	1.962936e-07	0.1	3.242935e-10	2.274769e-07	0.1	3.242935e-10	7.271111e-07	0.1	3.242935e-10	4.237735e-07	0.1	3.242935e-10	9.313897e-07	0.1	3.242935e-10	1.249974e-07	0.1
4.316071e-10	5.162356350808e-06	0.1	4.316071e-10	2.174832e-10	0.1	4.316071e-10	1.899626e-18	0.1	4.316071e-10	1.372556e-16	0.1	4.316071e-10	3.575779e-17	0.1	4.316071e-10	2.779591e-12	0.1	4.316071e-10	2.487701e-11	0.1	4.316071e-10	3.484767e-11	0.1	4.316071e-10	2.632598e-11	0.1	4.316071e-10	2.239518e-11	0.1	4.316071e-10	1.912618e-11	0.1	4.316071e-10	1.78369e-10	0.1	4.316071e-10	2.273461e-08	0.1	4.316071e-10	7.228683e-07	0.1	4.316071e-10	8.605524e-07	0.1	4.316071e-10	2.336112e-07	0.1	4.316071e-10	2.724362e-07	0.1	4.316071e-10	9.078177e-07	0.1	4.316071e-10	5.236021e-07	0.1	4.316071e-10	1.145132e-06	0.1	4.316071e-10	1.484172e-07	0.1
5.745144e-10	4.174183414661999e-06	0.1	5.745144e-10	2.639542e-10	0.1	5.745144e-10	2.870531e-18	0.1	5.745144e-10	2.08138e-16	0.1	5.745144e-10	5.429936e-17	0.1	5.745144e-10	3.329952e-12	0.1	5.745144e-10	2.903095e-11	0.1	5.745144e-10	4.33702e-11	0.1	5.745144e-10	3.266083e-11	0.1	5.745144e-10	2.728975e-11	0.1	5.745144e-10	2.25596e-11	0.1	5.745144e-10	2.17135e-10	0.1	5.745144e-10	2.759116e-08	0.1	5.745144e-10	8.641471e-07	0.1	5.745144e-10	1.048521e-06	0.1	5.745144e-10	2.707474e-07	0.1	5.745144e-10	3.181909e-07	0.1	5.745144e-10	1.115341e-06	0.1	5.745144e-10	6.342343e-07	0.1	5.745144e-10	1.376161e-06	0.1	5.745144e-10	1.703513e-07	0.1
7.174217e-10	3.382962539396e-06	0.1	7.174217e-10	3.017405e-10	0.1	7.174217e-10	3.835226e-18	0.1	7.174217e-10	2.789692e-16	0.1	7.174217e-10	7.287499e-17	0.1	7.174217e-10	3.75216e-12	0.1	7.174217e-10	3.189517e-11	0.1	7.174217e-10	5.078076e-11	0.1	7.174217e-10	3.81295e-11	0.1	7.174217e-10	3.133033e-11	0.1	7.174217e-10	2.505826e-11	0.1	7.174217e-10	2.490017e-10	0.1	7.174217e-10	3.154083e-08	0.1	7.174217e-10	9.726089e-07	0.1	7.174217e-10	1.204731e-06	0.1	7.174217e-10	2.976362e-07	0.1	7.174217e-10	3.522222e-07	0.1	7.174217e-10	1.292085e-06	0.1	7.174217e-10	7.243004e-07	0.1	7.174217e-10	1.55712e-06	0.1	7.174217e-10	1.842102e-07	0.1
8.60329e-10	2.7469138506241997e-06	0.1	8.60329e-10	3.325135e-10	0.1	8.60329e-10	4.747384e-18	0.1	8.60329e-10	3.46299e-16	0.1	8.60329e-10	9.057905e-17	0.1	8.60329e-10	4.070117e-12	0.1	8.60329e-10	3.377017e-11	0.1	8.60329e-10	5.724662e-11	0.1	8.60329e-10	4.286801e-11	0.1	8.60329e-10	3.468235e-11	0.1	8.60329e-10	2.682984e-11	0.1	8.60329e-10	2.752976e-10	0.1	8.60329e-10	3.475859e-08	0.1	8.60329e-10	1.054884e-06	0.1	8.60329e-10	1.335555e-06	0.1	8.60329e-10	3.173872e-07	0.1	8.60329e-10	3.779123e-07	0.1	8.60329e-10	1.444009e-06	0.1	8.60329e-10	7.980181e-07	0.1	8.60329e-10	1.697845e-06	0.1	8.60329e-10	1.920931e-07	0.1
