Batch	m_SP	13	R	W1	W2	W3	W4	W5	W6	P1	P2	P3	P4	P5	P6																							
1.129735e-09	9.8443805862938e-06	0.1	1.129735e-09	5.691728e-118	0.1	1.129735e-09	5.691728e-118	0.1	1.129735e-09	5.691728e-118	0.1	1.129735e-09	5.691728e-118	0.1	1.129735e-09	5.691728e-118	0.1	1.129735e-09	5.691728e-118	0.1	1.129735e-09	1.764436e-08	0.1	1.129735e-09	7.285412e-08	0.1	1.129735e-09	5.139631e-08	0.1	1.129735e-09	4.536307e-10	0.1	1.129735e-09	1.314789e-08	0.1	1.129735e-09	2.242541e-11	0.1
3.620711e-09	9.5099671442965e-06	0.1	3.620711e-09	1.793073e-117	0.1	3.620711e-09	1.793073e-117	0.1	3.620711e-09	1.793073e-117	0.1	3.620711e-09	1.793073e-117	0.1	3.620711e-09	1.793073e-117	0.1	3.620711e-09	1.793073e-117	0.1	3.620711e-09	5.558528e-08	0.1	3.620711e-09	2.295134e-07	0.1	3.620711e-09	1.619145e-07	0.1	3.620711e-09	1.42908e-09	0.1	3.620711e-09	4.141999e-08	0.1	3.620711e-09	7.064709e-11	0.1
7.299349e-09	9.036772594408e-06	0.1	7.299349e-09	3.524889e-117	0.1	7.299349e-09	3.524889e-117	0.1	7.299349e-09	3.524889e-117	0.1	7.299349e-09	3.524889e-117	0.1	7.299349e-09	3.524889e-117	0.1	7.299349e-09	3.524889e-117	0.1	7.299349e-09	1.092716e-07	0.1	7.299349e-09	4.511857e-07	0.1	7.299349e-09	3.182974e-07	0.1	7.299349e-09	2.809337e-09	0.1	7.299349e-09	8.142493e-08	0.1	7.299349e-09	1.388806e-10	0.1
1.309059e-08	8.339082431594e-06	0.1	1.309059e-08	6.078329e-117	0.1	1.309059e-08	6.078329e-117	0.1	1.309059e-08	6.078329e-117	0.1	1.309059e-08	6.078329e-117	0.1	1.309059e-08	6.078329e-117	0.1	1.309059e-08	6.078329e-117	0.1	1.309059e-08	1.884285e-07	0.1	1.309059e-08	7.780258e-07	0.1	1.309059e-08	5.488728e-07	0.1	1.309059e-08	4.844431e-09	0.1	1.309059e-08	1.404094e-07	0.1	1.309059e-08	2.394861e-10	0.1
2.247481e-08	7.321057021395e-06	0.1	2.247481e-08	9.804153e-117	0.1	2.247481e-08	9.804153e-117	0.1	2.247481e-08	9.804153e-117	0.1	2.247481e-08	9.804153e-117	0.1	2.247481e-08	9.804153e-117	0.1	2.247481e-08	9.804153e-117	0.1	2.247481e-08	3.039302e-07	0.1	2.247481e-08	1.25493e-06	0.1	2.247481e-08	8.853136e-07	0.1	2.247481e-08	7.813922e-09	0.1	2.247481e-08	2.264759e-07	0.1	2.247481e-08	3.862834e-10	0.1
3.513589e-08	6.1416476299113e-06	0.1	3.513589e-08	1.412063e-116	0.1	3.513589e-08	1.412063e-116	0.1	3.513589e-08	1.412063e-116	0.1	3.513589e-08	1.412063e-116	0.1	3.513589e-08	1.412063e-116	0.1	3.513589e-08	1.412063e-116	0.1	3.513589e-08	4.377446e-07	0.1	3.513589e-08	1.807437e-06	0.1	3.513589e-08	1.275089e-06	0.1	3.513589e-08	1.125419e-08	0.1	3.513589e-08	3.261865e-07	0.1	3.513589e-08	5.563523e-10	0.1
5.040487e-08	4.969154461565e-06	0.1	5.040487e-08	1.841183e-116	0.1	5.040487e-08	1.841183e-116	0.1	5.040487e-08	1.841183e-116	0.1	5.040487e-08	1.841183e-116	0.1	5.040487e-08	1.841183e-116	0.1	5.040487e-08	1.841183e-116	0.1	5.040487e-08	5.707792e-07	0.1	5.040487e-08	2.356703e-06	0.1	5.040487e-08	1.662576e-06	0.1	5.040487e-08	1.467433e-08	0.1	5.040487e-08	4.253127e-07	0.1	5.040487e-08	7.254241e-10	0.1
6.632583e-08	3.984300250176e-06	0.1	6.632583e-08	2.201631e-116	0.1	6.632583e-08	2.201631e-116	0.1	6.632583e-08	2.201631e-116	0.1	6.632583e-08	2.201631e-116	0.1	6.632583e-08	2.201631e-116	0.1	6.632583e-08	2.201631e-116	0.1	6.632583e-08	6.825303e-07	0.1	6.632583e-08	2.818066e-06	0.1	6.632583e-08	1.98805e-06	0.1	6.632583e-08	1.754721e-08	0.1	6.632583e-08	5.085757e-07	0.1	6.632583e-08	8.674387e-10	0.1
8.224679e-08	3.194641329124e-06	0.1	8.224679e-08	2.490642e-116	0.1	8.224679e-08	2.490642e-116	0.1	8.224679e-08	2.490642e-116	0.1	8.224679e-08	2.490642e-116	0.1	8.224679e-08	2.490642e-116	0.1	8.224679e-08	2.490642e-116	0.1	8.224679e-08	7.721401e-07	0.1	8.224679e-08	3.187986e-06	0.1	8.224679e-08	2.249011e-06	0.1	8.224679e-08	1.985076e-08	0.1	8.224679e-08	5.753365e-07	0.1	8.224679e-08	9.813065e-10	0.1
9.816775e-08	2.561490429291e-06	0.1	9.816775e-08	2.722374e-116	0.1	9.816775e-08	2.722374e-116	0.1	9.816775e-08	2.722374e-116	0.1	9.816775e-08	2.722374e-116	0.1	9.816775e-08	2.722374e-116	0.1	9.816775e-08	2.722374e-116	0.1	9.816775e-08	8.439973e-07	0.1	9.816775e-08	3.484585e-06	0.1	9.816775e-08	2.458246e-06	0.1	9.816775e-08	2.169784e-08	0.1	9.816775e-08	6.288658e-07	0.1	9.816775e-08	1.072606e-09	0.1
