Batch	m_SP	4	N1a_L	T1a_L	T4a_L	N7a_L					
1.795e-11	9.74127839636858e-06	0.1	1.795e-11	1.09535589e-07	0.1	1.795e-11	3.0697313640000007e-11	0.1	1.795e-11	4.3580297000000005e-14	0.1
3.838839e-11	9.455058158422971e-06	0.1	3.838839e-11	2.30269994e-07	0.1	3.838839e-11	6.52515973e-11	0.1	3.838839e-11	1.9606019e-13	0.1
8.582153e-11	8.82284816326244e-06	0.1	8.582153e-11	4.94799185e-07	0.1	8.582153e-11	1.438852054e-10	0.1	8.582153e-11	9.4325713e-13	0.1
1.690467e-10	7.81419045419803e-06	0.1	1.690467e-10	9.0984144e-07	0.1	1.690467e-10	2.770075076e-10	0.1	1.690467e-10	3.4255401999999997e-12	0.1
2.732345e-10	6.712708788457979e-06	0.1	2.732345e-10	1.3510041300000002e-06	0.1	2.732345e-10	4.3601459820000003e-10	0.1	2.732345e-10	8.2491269e-12	0.1
3.954443e-10	5.61729124634868e-06	0.1	3.954443e-10	1.77330811e-06	0.1	3.954443e-10	6.133927199999999e-10	0.1	3.954443e-10	1.5733599e-11	0.1
5.304378e-10	4.61428074620304e-06	0.1	5.304378e-10	2.14018965e-06	0.1	5.304378e-10	7.99928711e-10	0.1	5.304378e-10	2.5587085e-11	0.1
7.165666e-10	3.5188900446119997e-06	0.1	7.165666e-10	2.50884248e-06	0.1	7.165666e-10	1.0444008670000002e-09	0.1	7.165666e-10	4.0784769e-11	0.1
9.026955e-10	2.684241276040174e-06	0.1	9.026955e-10	2.75450265e-06	0.1	9.026955e-10	1.277612813e-09	0.1	9.026955e-10	5.6799537000000004e-11	0.1
1.088824e-09	2.0482222531634997e-06	0.1	1.088824e-09	2.90792227e-06	0.1	1.088824e-09	1.502391646e-09	0.1	1.088824e-09	7.2858973e-11	0.1
1.274953e-09	1.5635211955528858e-06	0.1	1.274953e-09	2.9924438800000003e-06	0.1	1.274953e-09	1.7207502449999994e-09	0.1	1.274953e-09	8.848381300000001e-11	0.1
1.461082e-09	1.194101561384854e-06	0.1	1.461082e-09	3.0257803100000003e-06	0.1	1.461082e-09	1.9341060800000004e-09	0.1	1.461082e-09	1.03395641e-10	0.1
1.647211e-09	9.125137827686399e-07	0.1	1.647211e-09	3.02136592e-06	0.1	1.647211e-09	2.1434439849999997e-09	0.1	1.647211e-09	1.17451303e-10	0.1
1.83334e-09	6.97846566152604e-07	0.1	1.83334e-09	2.9893816399999996e-06	0.1	1.83334e-09	2.349435787e-09	0.1	1.83334e-09	1.30596845e-10	0.1
2.019468e-09	5.341705631049465e-07	0.1	2.019468e-09	2.9375351e-06	0.1	2.019468e-09	2.5525274769999996e-09	0.1	2.019468e-09	1.4283516e-10	0.1
2.236345e-09	3.917926058581111e-07	0.1	2.236345e-09	2.8597387999999996e-06	0.1	2.236345e-09	2.7858847050000005e-09	0.1	2.236345e-09	1.5600193999999999e-10	0.1
2.460908e-09	2.848216370918569e-07	0.1	2.460908e-09	2.76628819e-06	0.1	2.460908e-09	3.0240468900000005e-09	0.1	2.460908e-09	1.684895e-10	0.1
2.685471e-09	2.0762671016366732e-07	0.1	2.685471e-09	2.6650373699999997e-06	0.1	2.685471e-09	3.2588201899999995e-09	0.1	2.685471e-09	1.7992808e-10	0.1
2.919496e-09	1.4991567919022441e-07	0.1	2.919496e-09	2.55531655e-06	0.1	2.919496e-09	3.49991941e-09	0.1	2.919496e-09	1.9086227e-10	0.1
3.191367e-09	1.03341620027295e-07	0.1	3.191367e-09	2.42631146e-06	0.1	3.191367e-09	3.77540613e-09	0.1	3.191367e-09	2.024689e-10	0.1
