Batch	m_SP	2	P2_L	W4_L	
2.277893e-10	9.7527449905716e-06	0.1	2.277893e-10	3.835561e-08	0.1
4.885195e-10	9.4780796432308e-06	0.1	4.885195e-10	8.122203e-08	0.1
1.115047e-09	8.851812993241801e-06	0.1	1.115047e-09	1.798759e-07	0.1
2.080874e-09	7.9725575863265e-06	0.1	2.080874e-09	3.206423e-07	0.1
2.681247e-09	7.473921317538501e-06	0.1	2.681247e-09	4.017204e-07	0.1
3.529837e-09	6.825640102236801e-06	0.1	3.529837e-09	5.085722e-07	0.1
4.7751e-09	5.9813548275117e-06	0.1	4.7751e-09	6.503464e-07	0.1
6.243444e-09	5.1269789749962e-06	0.1	6.243444e-09	7.970959e-07	0.1
7.964373e-09	4.287965371092e-06	0.1	7.964373e-09	9.447537e-07	0.1
1.006418e-08	3.4564882399675e-06	0.1	1.006418e-08	1.094944e-06	0.1
1.216399e-08	2.7927930233746397e-06	0.1	1.216399e-08	1.217902e-06	0.1
1.426379e-08	2.261005760097e-06	0.1	1.426379e-08	1.318605e-06	0.1
1.63636e-08	1.8335096107076999e-06	0.1	1.63636e-08	1.401101e-06	0.1
1.846341e-08	1.48888289686896e-06	0.1	1.846341e-08	1.46869e-06	0.1
2.073593e-08	1.19000734992684e-06	0.1	2.073593e-08	1.528145e-06	0.1
2.326754e-08	9.282881570414501e-07	0.1	2.326754e-08	1.58089e-06	0.1
2.579914e-08	7.2486596563775e-07	0.1	2.579914e-08	1.622349e-06	0.1
2.853996e-08	5.550483247355101e-07	0.1	2.853996e-08	1.657279e-06	0.1
3.159461e-08	4.1253943108498e-07	0.1	3.159461e-08	1.686817e-06	0.1
3.464926e-08	3.06793160232012e-07	0.1	3.464926e-08	1.70886e-06	0.1
3.807378e-08	2.202133838526e-07	0.1	3.807378e-08	1.726972e-06	0.1
4.174486e-08	1.54387771581709e-07	0.1	4.174486e-08	1.740758e-06	0.1
4.541595e-08	1.08261017779914e-07	0.1	4.541595e-08	1.750399e-06	0.1
