Batch	m_SP	5	Azln	N1a_L	N7a_L	Nphln	Flvln							
2.117882e-11	9.89158708314e-06	0.1	2.117882e-11	8.943235999999999e-12	0.1	2.117882e-11	1.08202837e-07	0.1	2.117882e-11	1.709443e-12	0.1	2.117882e-11	5.027597e-14	0.1
3.981642e-11	9.797241026610001e-06	0.1	3.981642e-11	1.6733223149999998e-11	0.1	3.981642e-11	2.0248025e-07	0.1	3.981642e-11	5.681488e-12	0.1	3.981642e-11	9.407764e-14	0.1
7.70916e-11	9.611240886630001e-06	0.1	7.70916e-11	3.2090998899999994e-11	0.1	7.70916e-11	3.8834757000000003e-07	0.1	7.70916e-11	2.001574e-11	0.1	7.70916e-11	1.804322e-13	0.1
1.392169e-10	9.30905390853e-06	0.1	1.392169e-10	5.70421118e-11	0.1	1.392169e-10	6.9032195e-07	0.1	1.392169e-10	6.067399e-11	0.1	1.392169e-10	3.207304e-13	0.1
2.634675e-10	8.732884670279999e-06	0.1	2.634675e-10	1.046155477e-10	0.1	2.634675e-10	1.2660983e-06	0.1	2.634675e-10	1.916837e-10	0.1	2.634675e-10	5.882371e-13	0.1
4.490189e-10	7.93816561755e-06	0.1	4.490189e-10	1.70234363e-10	0.1	4.490189e-10	2.0602978e-06	0.1	4.490189e-10	4.687658e-10	0.1	4.490189e-10	9.572226e-13	0.1
7.219887e-10	6.8985880134300004e-06	0.1	7.219887e-10	2.5607079199999997e-10	0.1	7.219887e-10	3.0992252000000003e-06	0.1	7.219887e-10	9.591114e-10	0.1	7.219887e-10	1.439907e-12	0.1
1.043021e-09	5.8488015114e-06	0.1	1.043021e-09	3.42750154e-10	0.1	1.043021e-09	4.148376e-06	0.1	1.043021e-09	1.555711e-09	0.1	1.043021e-09	1.927341e-12	0.1
1.437147e-09	4.7758442410800005e-06	0.1	1.437147e-09	4.3134260100000003e-10	0.1	1.437147e-09	5.2207008e-06	0.1	1.437147e-09	2.231114e-09	0.1	1.437147e-09	2.42554e-12	0.1
1.940914e-09	3.68594014023e-06	0.1	1.940914e-09	5.21334476e-10	0.1	1.940914e-09	6.3099702e-06	0.1	1.940914e-09	2.955407e-09	0.1	1.940914e-09	2.931612e-12	0.1
2.444681e-09	2.84476455207e-06	0.1	2.444681e-09	5.907890700000001e-10	0.1	2.444681e-09	7.1506585e-06	0.1	2.444681e-09	3.527858e-09	0.1	2.444681e-09	3.322193e-12	0.1
2.948448e-09	2.1955560442200003e-06	0.1	2.948448e-09	6.44393403e-10	0.1	2.948448e-09	7.7994929e-06	0.1	2.948448e-09	3.973472e-09	0.1	2.948448e-09	3.623639e-12	0.1
3.452214e-09	1.69450405479e-06	0.1	3.452214e-09	6.85764566e-10	0.1	3.452214e-09	8.3002562e-06	0.1	3.452214e-09	4.318467e-09	0.1	3.452214e-09	3.856292e-12	0.1
3.955981e-09	1.3077979218900001e-06	0.1	3.955981e-09	7.17694111e-10	0.1	3.955981e-09	8.6867385e-06	0.1	3.955981e-09	4.585033e-09	0.1	3.955981e-09	4.035851e-12	0.1
4.459748e-09	1.00934290647e-06	0.1	4.459748e-09	7.423372259999999e-10	0.1	4.459748e-09	8.9850215e-06	0.1	4.459748e-09	4.790852e-09	0.1	4.459748e-09	4.174432e-12	0.1
4.963515e-09	7.789991099310001e-07	0.1	4.963515e-09	7.61356403e-10	0.1	4.963515e-09	9.215231899999999e-06	0.1	4.963515e-09	4.949724e-09	0.1	4.963515e-09	4.281387e-12	0.1
5.467282e-09	6.012222877170001e-07	0.1	5.467282e-09	7.76035205e-10	0.1	5.467282e-09	9.3929068e-06	0.1	5.467282e-09	5.072347e-09	0.1	5.467282e-09	4.363934e-12	0.1
5.971049e-09	4.64016259791e-07	0.1	5.971049e-09	7.87364043e-10	0.1	5.971049e-09	9.5300339e-06	0.1	5.971049e-09	5.166988e-09	0.1	5.971049e-09	4.427643e-12	0.1
6.558357e-09	3.43063769328e-07	0.1	6.558357e-09	7.973509299999999e-10	0.1	6.558357e-09	9.6509162e-06	0.1	6.558357e-09	5.250418e-09	0.1	6.558357e-09	4.483805e-12	0.1
7.16655e-09	2.50929890676e-07	0.1	7.16655e-09	8.049583e-10	0.1	7.16655e-09	9.7429974e-06	0.1	7.16655e-09	5.31397e-09	0.1	7.16655e-09	4.526585e-12	0.1
7.774743e-09	1.83539664585e-07	0.1	7.774743e-09	8.10522644e-10	0.1	7.774743e-09	9.8103495e-06	0.1	7.774743e-09	5.360454e-09	0.1	7.774743e-09	4.557876e-12	0.1
8.382936e-09	1.3424785750800003e-07	0.1	8.382936e-09	8.14592643e-10	0.1	8.382936e-09	9.859612099999999e-06	0.1	8.382936e-09	5.394455e-09	0.1	8.382936e-09	4.580764e-12	0.1
