Batch	m_SP	11	N1a_L	N3	N4	N5	N6	N7a	N7c	N7b	Flvln	Nphln	Azln																			
0.0	1.000000042	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
5.092891e-14	0.9999999279999998	0.1	5.092891e-14	0.0	0.1	5.092891e-14	0.0	0.1	5.092891e-14	0.0	0.1	5.092891e-14	0.0	0.1	5.092891e-14	0.0	0.1	5.092891e-14	0.0	0.1	5.092891e-14	0.0	0.1	5.092891e-14	0.0	0.1	5.092891e-14	0.0	0.1	5.092891e-14	0.0	0.1
2.843478e-13	1.000000024	0.1	2.843478e-13	0.0	0.1	2.843478e-13	0.0	0.1	2.843478e-13	0.0	0.1	2.843478e-13	0.0	0.1	2.843478e-13	0.0	0.1	2.843478e-13	0.0	0.1	2.843478e-13	0.0	0.1	2.843478e-13	0.0	0.1	2.843478e-13	0.0	0.1	2.843478e-13	0.0	0.1
7.246269e-13	0.9999999660000001	0.1	7.246269e-13	0.0	0.1	7.246269e-13	0.0	0.1	7.246269e-13	0.0	0.1	7.246269e-13	0.0	0.1	7.246269e-13	0.0	0.1	7.246269e-13	0.0	0.1	7.246269e-13	0.0	0.1	7.246269e-13	0.0	0.1	7.246269e-13	0.0	0.1	7.246269e-13	0.0	0.1
1.446166e-12	1.000000011	0.1	1.446166e-12	0.0	0.1	1.446166e-12	0.0	0.1	1.446166e-12	0.0	0.1	1.446166e-12	0.0	0.1	1.446166e-12	0.0	0.1	1.446166e-12	0.0	0.1	1.446166e-12	0.0	0.1	1.446166e-12	0.0	0.1	1.446166e-12	0.0	0.1	1.446166e-12	0.0	0.1
2.295202e-12	1.000000042	0.1	2.295202e-12	0.0	0.1	2.295202e-12	0.0	0.1	2.295202e-12	0.0	0.1	2.295202e-12	0.0	0.1	2.295202e-12	0.0	0.1	2.295202e-12	0.0	0.1	2.295202e-12	0.0	0.1	2.295202e-12	0.0	0.1	2.295202e-12	0.0	0.1	2.295202e-12	0.0	0.1
3.311144e-12	0.9999999549999999	0.1	3.311144e-12	0.0	0.1	3.311144e-12	0.0	0.1	3.311144e-12	0.0	0.1	3.311144e-12	0.0	0.1	3.311144e-12	0.0	0.1	3.311144e-12	0.0	0.1	3.311144e-12	0.0	0.1	3.311144e-12	0.0	0.1	3.311144e-12	0.0	0.1	3.311144e-12	0.0	0.1
4.994703e-12	1.000000014	0.1	4.994703e-12	0.0	0.1	4.994703e-12	0.0	0.1	4.994703e-12	0.0	0.1	4.994703e-12	0.0	0.1	4.994703e-12	0.0	0.1	4.994703e-12	0.0	0.1	4.994703e-12	0.0	0.1	4.994703e-12	0.0	0.1	4.994703e-12	0.0	0.1	4.994703e-12	0.0	0.1
8.361821e-12	0.999999999	0.1	8.361821e-12	0.0	0.1	8.361821e-12	0.0	0.1	8.361821e-12	0.0	0.1	8.361821e-12	0.0	0.1	8.361821e-12	0.0	0.1	8.361821e-12	0.0	0.1	8.361821e-12	0.0	0.1	8.361821e-12	0.0	0.1	8.361821e-12	0.0	0.1	8.361821e-12	0.0	0.1
1.232144e-11	0.999999948	0.1	1.232144e-11	0.0	0.1	1.232144e-11	0.0	0.1	1.232144e-11	0.0	0.1	1.232144e-11	0.0	0.1	1.232144e-11	0.0	0.1	1.232144e-11	0.0	0.1	1.232144e-11	0.0	0.1	1.232144e-11	0.0	0.1	1.232144e-11	0.0	0.1	1.232144e-11	0.0	0.1
1.716979e-11	1.000000013	0.1	1.716979e-11	0.0	0.1	1.716979e-11	0.0	0.1	1.716979e-11	0.0	0.1	1.716979e-11	0.0	0.1	1.716979e-11	0.0	0.1	1.716979e-11	0.0	0.1	1.716979e-11	0.0	0.1	1.716979e-11	0.0	0.1	1.716979e-11	0.0	0.1	1.716979e-11	0.0	0.1
2.201815e-11	0.9999999799999999	0.1	2.201815e-11	0.0	0.1	2.201815e-11	0.0	0.1	2.201815e-11	0.0	0.1	2.201815e-11	0.0	0.1	2.201815e-11	0.0	0.1	2.201815e-11	0.0	0.1	2.201815e-11	0.0	0.1	2.201815e-11	0.0	0.1	2.201815e-11	0.0	0.1	2.201815e-11	0.0	0.1
2.686651e-11	0.9999999740000001	0.1	2.686651e-11	0.0	0.1	2.686651e-11	0.0	0.1	2.686651e-11	0.0	0.1	2.686651e-11	0.0	0.1	2.686651e-11	0.0	0.1	2.686651e-11	0.0	0.1	2.686651e-11	0.0	0.1	2.686651e-11	0.0	0.1	2.686651e-11	0.0	0.1	2.686651e-11	0.0	0.1
3.171487e-11	0.999999997	0.1	3.171487e-11	0.0	0.1	3.171487e-11	0.0	0.1	3.171487e-11	0.0	0.1	3.171487e-11	0.0	0.1	3.171487e-11	0.0	0.1	3.171487e-11	0.0	0.1	3.171487e-11	0.0	0.1	3.171487e-11	0.0	0.1	3.171487e-11	0.0	0.1	3.171487e-11	0.0	0.1
3.656323e-11	0.9999999900000001	0.1	3.656323e-11	0.0	0.1	3.656323e-11	0.0	0.1	3.656323e-11	0.0	0.1	3.656323e-11	0.0	0.1	3.656323e-11	0.0	0.1	3.656323e-11	0.0	0.1	3.656323e-11	0.0	0.1	3.656323e-11	0.0	0.1	3.656323e-11	0.0	0.1	3.656323e-11	0.0	0.1
4.141159e-11	0.999999946	0.1	4.141159e-11	0.0	0.1	4.141159e-11	0.0	0.1	4.141159e-11	0.0	0.1	4.141159e-11	0.0	0.1	4.141159e-11	0.0	0.1	4.141159e-11	0.0	0.1	4.141159e-11	0.0	0.1	4.141159e-11	0.0	0.1	4.141159e-11	0.0	0.1	4.141159e-11	0.0	0.1
4.625995e-11	1.000000005	0.1	4.625995e-11	0.0	0.1	4.625995e-11	0.0	0.1	4.625995e-11	0.0	0.1	4.625995e-11	0.0	0.1	4.625995e-11	0.0	0.1	4.625995e-11	0.0	0.1	4.625995e-11	0.0	0.1	4.625995e-11	0.0	0.1	4.625995e-11	0.0	0.1	4.625995e-11	0.0	0.1
5.13064e-11	0.999999979	0.1	5.13064e-11	0.0	0.1	5.13064e-11	0.0	0.1	5.13064e-11	0.0	0.1	5.13064e-11	0.0	0.1	5.13064e-11	0.0	0.1	5.13064e-11	0.0	0.1	5.13064e-11	0.0	0.1	5.13064e-11	0.0	0.1	5.13064e-11	0.0	0.1	5.13064e-11	0.0	0.1
5.714524e-11	1.0000000722	0.1	5.714524e-11	0.0	0.1	5.714524e-11	0.0	0.1	5.714524e-11	0.0	0.1	5.714524e-11	0.0	0.1	5.714524e-11	0.0	0.1	5.714524e-11	0.0	0.1	5.714524e-11	0.0	0.1	5.714524e-11	0.0	0.1	5.714524e-11	0.0	0.1	5.714524e-11	0.0	0.1
6.298408e-11	1.0000000214	0.1	6.298408e-11	0.0	0.1	6.298408e-11	0.0	0.1	6.298408e-11	0.0	0.1	6.298408e-11	0.0	0.1	6.298408e-11	0.0	0.1	6.298408e-11	0.0	0.1	6.298408e-11	0.0	0.1	6.298408e-11	0.0	0.1	6.298408e-11	0.0	0.1	6.298408e-11	0.0	0.1
6.882292e-11	0.9999999237	0.1	6.882292e-11	0.0	0.1	6.882292e-11	0.0	0.1	6.882292e-11	0.0	0.1	6.882292e-11	0.0	0.1	6.882292e-11	0.0	0.1	6.882292e-11	0.0	0.1	6.882292e-11	0.0	0.1	6.882292e-11	0.0	0.1	6.882292e-11	0.0	0.1	6.882292e-11	0.0	0.1
7.466176e-11	1.0000000505	0.1	7.466176e-11	0.0	0.1	7.466176e-11	0.0	0.1	7.466176e-11	0.0	0.1	7.466176e-11	0.0	0.1	7.466176e-11	0.0	0.1	7.466176e-11	0.0	0.1	7.466176e-11	0.0	0.1	7.466176e-11	0.0	0.1	7.466176e-11	0.0	0.1	7.466176e-11	0.0	0.1
8.074098e-11	0.9999999918	0.1	8.074098e-11	0.0	0.1	8.074098e-11	0.0	0.1	8.074098e-11	0.0	0.1	8.074098e-11	0.0	0.1	8.074098e-11	0.0	0.1	8.074098e-11	0.0	0.1	8.074098e-11	0.0	0.1	8.074098e-11	0.0	0.1	8.074098e-11	0.0	0.1	8.074098e-11	0.0	0.1
8.778173e-11	0.9999999864	0.1	8.778173e-11	0.0	0.1	8.778173e-11	0.0	0.1	8.778173e-11	0.0	0.1	8.778173e-11	0.0	0.1	8.778173e-11	0.0	0.1	8.778173e-11	0.0	0.1	8.778173e-11	0.0	0.1	8.778173e-11	0.0	0.1	8.778173e-11	0.0	0.1	8.778173e-11	0.0	0.1
9.482248e-11	1.0000000437	0.1	9.482248e-11	0.0	0.1	9.482248e-11	0.0	0.1	9.482248e-11	0.0	0.1	9.482248e-11	0.0	0.1	9.482248e-11	0.0	0.1	9.482248e-11	0.0	0.1	9.482248e-11	0.0	0.1	9.482248e-11	0.0	0.1	9.482248e-11	0.0	0.1	9.482248e-11	0.0	0.1
1.018632e-10	1.0000000127	0.1	1.018632e-10	0.0	0.1	1.018632e-10	0.0	0.1	1.018632e-10	0.0	0.1	1.018632e-10	0.0	0.1	1.018632e-10	0.0	0.1	1.018632e-10	0.0	0.1	1.018632e-10	0.0	0.1	1.018632e-10	0.0	0.1	1.018632e-10	0.0	0.1	1.018632e-10	0.0	0.1
1.08904e-10	1.0000000247999998	0.1	1.08904e-10	0.0	0.1	1.08904e-10	0.0	0.1	1.08904e-10	0.0	0.1	1.08904e-10	0.0	0.1	1.08904e-10	0.0	0.1	1.08904e-10	0.0	0.1	1.08904e-10	0.0	0.1	1.08904e-10	0.0	0.1	1.08904e-10	0.0	0.1	1.08904e-10	0.0	0.1
1.170875e-10	0.9999999589	0.1	1.170875e-10	0.0	0.1	1.170875e-10	0.0	0.1	1.170875e-10	0.0	0.1	1.170875e-10	0.0	0.1	1.170875e-10	0.0	0.1	1.170875e-10	0.0	0.1	1.170875e-10	0.0	0.1	1.170875e-10	0.0	0.1	1.170875e-10	0.0	0.1	1.170875e-10	0.0	0.1
1.255567e-10	0.9999999471000001	0.1	1.255567e-10	0.0	0.1	1.255567e-10	0.0	0.1	1.255567e-10	0.0	0.1	1.255567e-10	0.0	0.1	1.255567e-10	0.0	0.1	1.255567e-10	0.0	0.1	1.255567e-10	0.0	0.1	1.255567e-10	0.0	0.1	1.255567e-10	0.0	0.1	1.255567e-10	0.0	0.1
1.340258e-10	1.0000000228	0.1	1.340258e-10	0.0	0.1	1.340258e-10	0.0	0.1	1.340258e-10	0.0	0.1	1.340258e-10	0.0	0.1	1.340258e-10	0.0	0.1	1.340258e-10	0.0	0.1	1.340258e-10	0.0	0.1	1.340258e-10	0.0	0.1	1.340258e-10	0.0	0.1	1.340258e-10	0.0	0.1
1.42495e-10	1.0000000360999999	0.1	1.42495e-10	0.0	0.1	1.42495e-10	0.0	0.1	1.42495e-10	0.0	0.1	1.42495e-10	0.0	0.1	1.42495e-10	0.0	0.1	1.42495e-10	0.0	0.1	1.42495e-10	0.0	0.1	1.42495e-10	0.0	0.1	1.42495e-10	0.0	0.1	1.42495e-10	0.0	0.1
1.509642e-10	0.9999999889	0.1	1.509642e-10	0.0	0.1	1.509642e-10	0.0	0.1	1.509642e-10	0.0	0.1	1.509642e-10	0.0	0.1	1.509642e-10	0.0	0.1	1.509642e-10	0.0	0.1	1.509642e-10	0.0	0.1	1.509642e-10	0.0	0.1	1.509642e-10	0.0	0.1	1.509642e-10	0.0	0.1
1.608246e-10	1.0000000446	0.1	1.608246e-10	0.0	0.1	1.608246e-10	0.0	0.1	1.608246e-10	0.0	0.1	1.608246e-10	0.0	0.1	1.608246e-10	0.0	0.1	1.608246e-10	0.0	0.1	1.608246e-10	0.0	0.1	1.608246e-10	0.0	0.1	1.608246e-10	0.0	0.1	1.608246e-10	0.0	0.1
1.710327e-10	0.9999999772	0.1	1.710327e-10	0.0	0.1	1.710327e-10	0.0	0.1	1.710327e-10	0.0	0.1	1.710327e-10	0.0	0.1	1.710327e-10	0.0	0.1	1.710327e-10	0.0	0.1	1.710327e-10	0.0	0.1	1.710327e-10	0.0	0.1	1.710327e-10	0.0	0.1	1.710327e-10	0.0	0.1
1.812409e-10	1.0000000136	0.1	1.812409e-10	0.0	0.1	1.812409e-10	0.0	0.1	1.812409e-10	0.0	0.1	1.812409e-10	0.0	0.1	1.812409e-10	0.0	0.1	1.812409e-10	0.0	0.1	1.812409e-10	0.0	0.1	1.812409e-10	0.0	0.1	1.812409e-10	0.0	0.1	1.812409e-10	0.0	0.1
1.914491e-10	0.9999999015	0.1	1.914491e-10	0.0	0.1	1.914491e-10	0.0	0.1	1.914491e-10	0.0	0.1	1.914491e-10	0.0	0.1	1.914491e-10	0.0	0.1	1.914491e-10	0.0	0.1	1.914491e-10	0.0	0.1	1.914491e-10	0.0	0.1	1.914491e-10	0.0	0.1	1.914491e-10	0.0	0.1
2.016572e-10	0.9999999238999999	0.1	2.016572e-10	0.0	0.1	2.016572e-10	0.0	0.1	2.016572e-10	0.0	0.1	2.016572e-10	0.0	0.1	2.016572e-10	0.0	0.1	2.016572e-10	0.0	0.1	2.016572e-10	0.0	0.1	2.016572e-10	0.0	0.1	2.016572e-10	0.0	0.1	2.016572e-10	0.0	0.1
2.118654e-10	0.9999999847999999	0.1	2.118654e-10	0.0	0.1	2.118654e-10	0.0	0.1	2.118654e-10	0.0	0.1	2.118654e-10	0.0	0.1	2.118654e-10	0.0	0.1	2.118654e-10	0.0	0.1	2.118654e-10	0.0	0.1	2.118654e-10	0.0	0.1	2.118654e-10	0.0	0.1	2.118654e-10	0.0	0.1
2.233191e-10	0.9999999720999999	0.1	2.233191e-10	0.0	0.1	2.233191e-10	0.0	0.1	2.233191e-10	0.0	0.1	2.233191e-10	0.0	0.1	2.233191e-10	0.0	0.1	2.233191e-10	0.0	0.1	2.233191e-10	0.0	0.1	2.233191e-10	0.0	0.1	2.233191e-10	0.0	0.1	2.233191e-10	0.0	0.1
2.356032e-10	0.9999999407	0.1	2.356032e-10	0.0	0.1	2.356032e-10	0.0	0.1	2.356032e-10	0.0	0.1	2.356032e-10	0.0	0.1	2.356032e-10	0.0	0.1	2.356032e-10	0.0	0.1	2.356032e-10	0.0	0.1	2.356032e-10	0.0	0.1	2.356032e-10	0.0	0.1	2.356032e-10	0.0	0.1
2.478872e-10	1.0000000673	0.1	2.478872e-10	0.0	0.1	2.478872e-10	0.0	0.1	2.478872e-10	0.0	0.1	2.478872e-10	0.0	0.1	2.478872e-10	0.0	0.1	2.478872e-10	0.0	0.1	2.478872e-10	0.0	0.1	2.478872e-10	0.0	0.1	2.478872e-10	0.0	0.1	2.478872e-10	0.0	0.1
2.601713e-10	0.9999999879	0.1	2.601713e-10	0.0	0.1	2.601713e-10	0.0	0.1	2.601713e-10	0.0	0.1	2.601713e-10	0.0	0.1	2.601713e-10	0.0	0.1	2.601713e-10	0.0	0.1	2.601713e-10	0.0	0.1	2.601713e-10	0.0	0.1	2.601713e-10	0.0	0.1	2.601713e-10	0.0	0.1
2.724554e-10	1.0000000347	0.1	2.724554e-10	0.0	0.1	2.724554e-10	0.0	0.1	2.724554e-10	0.0	0.1	2.724554e-10	0.0	0.1	2.724554e-10	0.0	0.1	2.724554e-10	0.0	0.1	2.724554e-10	0.0	0.1	2.724554e-10	0.0	0.1	2.724554e-10	0.0	0.1	2.724554e-10	0.0	0.1
2.852348e-10	1.0000000261	0.1	2.852348e-10	0.0	0.1	2.852348e-10	0.0	0.1	2.852348e-10	0.0	0.1	2.852348e-10	0.0	0.1	2.852348e-10	0.0	0.1	2.852348e-10	0.0	0.1	2.852348e-10	0.0	0.1	2.852348e-10	0.0	0.1	2.852348e-10	0.0	0.1	2.852348e-10	0.0	0.1
2.999958e-10	0.9999999538	0.1	2.999958e-10	0.0	0.1	2.999958e-10	0.0	0.1	2.999958e-10	0.0	0.1	2.999958e-10	0.0	0.1	2.999958e-10	0.0	0.1	2.999958e-10	0.0	0.1	2.999958e-10	0.0	0.1	2.999958e-10	0.0	0.1	2.999958e-10	0.0	0.1	2.999958e-10	0.0	0.1
3.147568e-10	0.9999999818	0.1	3.147568e-10	0.0	0.1	3.147568e-10	0.0	0.1	3.147568e-10	0.0	0.1	3.147568e-10	0.0	0.1	3.147568e-10	0.0	0.1	3.147568e-10	0.0	0.1	3.147568e-10	0.0	0.1	3.147568e-10	0.0	0.1	3.147568e-10	0.0	0.1	3.147568e-10	0.0	0.1
3.295178e-10	1.0000000349	0.1	3.295178e-10	0.0	0.1	3.295178e-10	0.0	0.1	3.295178e-10	0.0	0.1	3.295178e-10	0.0	0.1	3.295178e-10	0.0	0.1	3.295178e-10	0.0	0.1	3.295178e-10	0.0	0.1	3.295178e-10	0.0	0.1	3.295178e-10	0.0	0.1	3.295178e-10	0.0	0.1
3.442788e-10	0.9999999319	0.1	3.442788e-10	0.0	0.1	3.442788e-10	0.0	0.1	3.442788e-10	0.0	0.1	3.442788e-10	0.0	0.1	3.442788e-10	0.0	0.1	3.442788e-10	0.0	0.1	3.442788e-10	0.0	0.1	3.442788e-10	0.0	0.1	3.442788e-10	0.0	0.1	3.442788e-10	0.0	0.1
3.609016e-10	1.0000000946	0.1	3.609016e-10	0.0	0.1	3.609016e-10	0.0	0.1	3.609016e-10	0.0	0.1	3.609016e-10	0.0	0.1	3.609016e-10	0.0	0.1	3.609016e-10	0.0	0.1	3.609016e-10	0.0	0.1	3.609016e-10	0.0	0.1	3.609016e-10	0.0	0.1	3.609016e-10	0.0	0.1
3.787657e-10	0.9999999904	0.1	3.787657e-10	0.0	0.1	3.787657e-10	0.0	0.1	3.787657e-10	0.0	0.1	3.787657e-10	0.0	0.1	3.787657e-10	0.0	0.1	3.787657e-10	0.0	0.1	3.787657e-10	0.0	0.1	3.787657e-10	0.0	0.1	3.787657e-10	0.0	0.1	3.787657e-10	0.0	0.1
3.966298e-10	0.9999999982000001	0.1	3.966298e-10	0.0	0.1	3.966298e-10	0.0	0.1	3.966298e-10	0.0	0.1	3.966298e-10	0.0	0.1	3.966298e-10	0.0	0.1	3.966298e-10	0.0	0.1	3.966298e-10	0.0	0.1	3.966298e-10	0.0	0.1	3.966298e-10	0.0	0.1	3.966298e-10	0.0	0.1
4.144939e-10	1.0000000247	0.1	4.144939e-10	0.0	0.1	4.144939e-10	0.0	0.1	4.144939e-10	0.0	0.1	4.144939e-10	0.0	0.1	4.144939e-10	0.0	0.1	4.144939e-10	0.0	0.1	4.144939e-10	0.0	0.1	4.144939e-10	0.0	0.1	4.144939e-10	0.0	0.1	4.144939e-10	0.0	0.1
4.353716e-10	1.00000002	0.1	4.353716e-10	0.0	0.1	4.353716e-10	0.0	0.1	4.353716e-10	0.0	0.1	4.353716e-10	0.0	0.1	4.353716e-10	0.0	0.1	4.353716e-10	0.0	0.1	4.353716e-10	0.0	0.1	4.353716e-10	0.0	0.1	4.353716e-10	0.0	0.1	4.353716e-10	0.0	0.1
