Batch	m_SP	7	P4	R	W4_L	W3	P1	P2_L	P3											
1.123716e-09	9.872227289497298e-06	0.1	1.123716e-09	3.08148e-10	0.1	1.123716e-09	8.003845e-12	0.1	1.123716e-09	4.882346e-08	0.1	1.123716e-09	7.595649e-08	0.1	1.123716e-09	2.1250208e-09	0.1	1.123716e-09	4.514169e-10	0.1
3.091902e-09	9.6525255432352e-06	0.1	3.091902e-09	8.384187e-10	0.1	3.091902e-09	2.177711e-11	0.1	3.091902e-09	1.328404e-07	0.1	3.091902e-09	2.066648e-07	0.1	3.091902e-09	5.7818231e-09	0.1	3.091902e-09	1.228229e-09	0.1
6.335192e-09	9.301102267530401e-06	0.1	6.335192e-09	1.686608e-09	0.1	6.335192e-09	4.380799e-11	0.1	6.335192e-09	2.672288e-07	0.1	6.335192e-09	4.157379e-07	0.1	6.335192e-09	1.16310259e-08	0.1	6.335192e-09	2.470771e-09	0.1
1.174068e-08	8.743599568104799e-06	0.1	1.174068e-08	3.03219e-09	0.1	1.174068e-08	7.875819e-11	0.1	1.174068e-08	4.804249e-07	0.1	1.174068e-08	7.474153e-07	0.1	1.174068e-08	2.0910293999999998e-08	0.1	1.174068e-08	4.441962e-09	0.1
2.230771e-08	7.7484226669746e-06	0.1	2.230771e-08	5.434137e-09	0.1	2.230771e-08	1.411464e-10	0.1	2.230771e-08	8.609931e-07	0.1	2.230771e-08	1.33948e-06	0.1	2.230771e-08	3.7474373e-08	0.1	2.230771e-08	7.960658e-09	0.1
3.62445e-08	6.6069650547555e-06	0.1	3.62445e-08	8.189153e-09	0.1	3.62445e-08	2.127053e-10	0.1	3.62445e-08	1.297502e-06	0.1	3.62445e-08	2.018574e-06	0.1	3.62445e-08	5.6473247e-08	0.1	3.62445e-08	1.199658e-08	0.1
5.242779e-08	5.490784717055999e-06	0.1	5.242779e-08	1.088316e-08	0.1	5.242779e-08	2.826795e-10	0.1	5.242779e-08	1.724345e-06	0.1	5.242779e-08	2.68263e-06	0.1	5.242779e-08	7.5051403e-08	0.1	5.242779e-08	1.594312e-08	0.1
7.197637e-08	4.3909117218915e-06	0.1	7.197637e-08	1.353781e-08	0.1	7.197637e-08	3.516316e-10	0.1	7.197637e-08	2.144952e-06	0.1	7.197637e-08	3.336986e-06	0.1	7.197637e-08	9.335816699999999e-08	0.1	7.197637e-08	1.983202e-08	0.1
9.657288e-08	3.3144142660999e-06	0.1	9.657288e-08	1.613605e-08	0.1	9.657288e-08	4.191183e-10	0.1	9.657288e-08	2.556621e-06	0.1	9.657288e-08	3.977436e-06	0.1	9.657288e-08	1.11275914e-07	0.1	9.657288e-08	2.363827e-08	0.1
1.211694e-07	2.5018364726542e-06	0.1	1.211694e-07	1.809729e-08	0.1	1.211694e-07	4.700597e-10	0.1	1.211694e-07	2.867363e-06	0.1	1.211694e-07	4.460871e-06	0.1	1.211694e-07	1.24800864e-07	0.1	1.211694e-07	2.651136e-08	0.1
