Batch	m_SP	12	N7a_L	N1b	N1c	N1a	N_2	N3	N4	N5	N6	Flvln	Nphln	Azln																					
0.0	1.0000000500000001	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
1.491101e-15	1.00000002	0.1	1.491101e-15	0.0	0.1	1.491101e-15	0.0	0.1	1.491101e-15	0.0	0.1	1.491101e-15	0.0	0.1	1.491101e-15	0.0	0.1	1.491101e-15	0.0	0.1	1.491101e-15	0.0	0.1	1.491101e-15	0.0	0.1	1.491101e-15	0.0	0.1	1.491101e-15	0.0	0.1	1.491101e-15	0.0	0.1
1.118487e-14	1.0	0.1	1.118487e-14	0.0	0.1	1.118487e-14	0.0	0.1	1.118487e-14	0.0	0.1	1.118487e-14	0.0	0.1	1.118487e-14	0.0	0.1	1.118487e-14	0.0	0.1	1.118487e-14	0.0	0.1	1.118487e-14	0.0	0.1	1.118487e-14	0.0	0.1	1.118487e-14	0.0	0.1	1.118487e-14	0.0	0.1
2.90271e-14	0.99999996	0.1	2.90271e-14	0.0	0.1	2.90271e-14	0.0	0.1	2.90271e-14	0.0	0.1	2.90271e-14	0.0	0.1	2.90271e-14	0.0	0.1	2.90271e-14	0.0	0.1	2.90271e-14	0.0	0.1	2.90271e-14	0.0	0.1	2.90271e-14	0.0	0.1	2.90271e-14	0.0	0.1	2.90271e-14	0.0	0.1
5.862518e-14	0.9999999500000001	0.1	5.862518e-14	0.0	0.1	5.862518e-14	0.0	0.1	5.862518e-14	0.0	0.1	5.862518e-14	0.0	0.1	5.862518e-14	0.0	0.1	5.862518e-14	0.0	0.1	5.862518e-14	0.0	0.1	5.862518e-14	0.0	0.1	5.862518e-14	0.0	0.1	5.862518e-14	0.0	0.1	5.862518e-14	0.0	0.1
9.773596e-14	0.99999995	0.1	9.773596e-14	0.0	0.1	9.773596e-14	0.0	0.1	9.773596e-14	0.0	0.1	9.773596e-14	0.0	0.1	9.773596e-14	0.0	0.1	9.773596e-14	0.0	0.1	9.773596e-14	0.0	0.1	9.773596e-14	0.0	0.1	9.773596e-14	0.0	0.1	9.773596e-14	0.0	0.1	9.773596e-14	0.0	0.1
1.368467e-13	0.99999997	0.1	1.368467e-13	0.0	0.1	1.368467e-13	0.0	0.1	1.368467e-13	0.0	0.1	1.368467e-13	0.0	0.1	1.368467e-13	0.0	0.1	1.368467e-13	0.0	0.1	1.368467e-13	0.0	0.1	1.368467e-13	0.0	0.1	1.368467e-13	0.0	0.1	1.368467e-13	0.0	0.1	1.368467e-13	0.0	0.1
2.129773e-13	0.9999999900000001	0.1	2.129773e-13	0.0	0.1	2.129773e-13	0.0	0.1	2.129773e-13	0.0	0.1	2.129773e-13	0.0	0.1	2.129773e-13	0.0	0.1	2.129773e-13	0.0	0.1	2.129773e-13	0.0	0.1	2.129773e-13	0.0	0.1	2.129773e-13	0.0	0.1	2.129773e-13	0.0	0.1	2.129773e-13	0.0	0.1
3.500124e-13	1.0	0.1	3.500124e-13	0.0	0.1	3.500124e-13	0.0	0.1	3.500124e-13	0.0	0.1	3.500124e-13	0.0	0.1	3.500124e-13	0.0	0.1	3.500124e-13	0.0	0.1	3.500124e-13	0.0	0.1	3.500124e-13	0.0	0.1	3.500124e-13	0.0	0.1	3.500124e-13	0.0	0.1	3.500124e-13	0.0	0.1
5.146003e-13	0.99999996	0.1	5.146003e-13	0.0	0.1	5.146003e-13	0.0	0.1	5.146003e-13	0.0	0.1	5.146003e-13	0.0	0.1	5.146003e-13	0.0	0.1	5.146003e-13	0.0	0.1	5.146003e-13	0.0	0.1	5.146003e-13	0.0	0.1	5.146003e-13	0.0	0.1	5.146003e-13	0.0	0.1	5.146003e-13	0.0	0.1
