Batch	m_SP	7	P1	W4_L	W3	R	P2_L	P3	P4											
0.0	9.9999e-06	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
3.079861e-06	9.999857000430001e-06	0.1	3.079861e-06	4.6915709999999995e-114	0.1	3.079861e-06	1.563857e-114	0.1	3.079861e-06	1.246394e-12	0.1	3.079861e-06	3.49959879e-11	0.1	3.079861e-06	2.251954e-12	0.1	3.079861e-06	4.488269e-12	0.1
0.0005239671	9.9925900731e-06	0.1	0.0005239671	7.978722e-112	0.1	0.0005239671	2.659574e-112	0.1	0.0005239671	2.120348e-10	0.1	0.0005239671	5.951068e-09	0.1	0.0005239671	3.830473e-10	0.1	0.0005239671	7.633004e-10	0.1
0.001976148	9.97237727523e-06	0.1	0.001976148	3.0061379999999997e-111	0.1	0.001976148	1.002046e-111	0.1	0.001976148	8.018848e-10	0.1	0.001976148	2.23980926e-08	0.1	0.001976148	1.446286e-09	0.1	0.001976148	2.875997e-09	0.1
0.004302825	9.9402226027377e-06	0.1	0.004302825	6.534924e-111	0.1	0.004302825	2.178308e-111	0.1	0.004302825	1.769453e-09	0.1	0.004302825	4.84832265e-08	0.1	0.004302825	3.170782e-09	0.1	0.004302825	6.25301e-09	0.1
0.008083827	9.8889751203425e-06	0.1	0.008083827	1.2245358e-110	0.1	0.008083827	4.081786e-111	0.1	0.008083827	3.470859e-09	0.1	0.008083827	8.963382900000001e-08	0.1	0.008083827	6.095766e-09	0.1	0.008083827	1.172296e-08	0.1
0.01222841	9.8349126828674e-06	0.1	0.01222841	1.8471606e-110	0.1	0.01222841	6.157202e-111	0.1	0.01222841	5.642512e-09	0.1	0.01222841	1.32064136e-07	0.1	0.01222841	9.578889e-09	0.1	0.01222841	1.769885e-08	0.1
0.01742339	9.771267332056601e-06	0.1	0.01742339	2.6229084e-110	0.1	0.01742339	8.743028e-111	0.1	0.01742339	9.009255e-09	0.1	0.01742339	1.79995699e-07	0.1	0.01742339	1.445589e-08	0.1	0.01742339	2.51687e-08	0.1
0.02261836	9.7129329557601e-06	0.1	0.02261836	3.393825e-110	0.1	0.02261836	1.131275e-110	0.1	0.02261836	1.325834e-08	0.1	0.02261836	2.2119306600000002e-07	0.1	0.02261836	1.988612e-08	0.1	0.02261836	3.262436e-08	0.1
0.02969916	9.6423427185928e-06	0.1	0.02969916	4.4376e-110	0.1	0.02969916	1.4792e-110	0.1	0.02969916	2.062472e-08	0.1	0.02969916	2.6625346499999996e-07	0.1	0.02969916	2.789658e-08	0.1	0.02969916	4.277424e-08	0.1
