Batch	m_SP	5	T1a_L	C5H5	T4a_L	N1a_L	N7a_L							
1133.827	0.9816600511999999	0.1	1133.827	0.01832913	0.1	1133.827	1.074788406219338e-05	0.1	1133.827	2.50107538934e-08	0.1	1133.827	1.23977894e-14	0.1
1878.995	0.969879364	0.1	1878.995	0.03010285	0.1	1878.995	1.768338416685491e-05	0.1	1878.995	4.10764198053e-08	0.1	1878.995	2.0397674600000002e-14	0.1
3086.372	0.9512342583000002	0.1	3086.372	0.04873698	0.1	3086.372	2.86601176080165e-05	0.1	3086.372	6.65033528196e-08	0.1	3086.372	3.30590053e-14	0.1
5029.961	0.9223200624000001	0.1	5029.961	0.07763391	0.1	5029.961	4.5682328081618595e-05	0.1	5029.961	1.059342526577e-07	0.1	5029.961	5.26936107e-14	0.1
6973.55	0.8946877868	0.1	6973.55	0.10525	0.1	6973.55	6.19500195946213e-05	0.1	6973.55	1.4361730890920002e-07	0.1	6973.55	7.1457903e-14	0.1
8917.139	0.8682569421	0.1	8917.139	0.1316652	0.1	8917.139	7.751033431099819e-05	0.1	8917.139	1.79661851236e-07	0.1	8917.139	8.9406262e-14	0.1
10860.73	0.8429539936999999	0.1	10860.73	0.1569531	0.1	10860.73	9.240657869173319e-05	0.1	10860.73	2.1416811924400001e-07	0.1	10860.73	1.06588633e-13	0.1
13084.69	0.8152981161	0.1	13084.69	0.1845926	0.1	13084.69	0.0001086880723583342	0.1	13084.69	2.5188320069000004e-07	0.1	13084.69	1.25368849e-13	0.1
15729.2	0.7840916108	0.1	15729.2	0.2157807	0.1	15729.2	0.000127059926871602	0.1	15729.2	2.94440513465e-07	0.1	15729.2	1.46560206e-13	0.1
17353.62	0.76576928096	0.1	17353.62	0.2340922	0.1	17353.62	0.00013784662185381438	0.1	17353.62	3.19427124812e-07	0.1	17353.62	1.59002286e-13	0.1
19217.16	0.7454964790599999	0.1	19217.16	0.2543531	0.1	19217.16	0.0001497815953763029	0.1	19217.16	3.4707386227200004e-07	0.1	19217.16	1.72769075e-13	0.1
21439.4	0.72230780994	0.1	21439.4	0.2775279	0.1	21439.4	0.0001634331210706095	0.1	21439.4	3.78696773816e-07	0.1	21439.4	1.88515592e-13	0.1
23125.24	0.70539378778	0.1	23125.24	0.2944319	0.1	23125.24	0.00017339073593987568	0.1	23125.24	4.01762893531e-07	0.1	23125.24	2.0000140399999998e-13	0.1
24814.75	0.688999232	0.1	24814.75	0.3108168	0.1	24814.75	0.0001830424701041763	0.1	24814.75	4.24120698955e-07	0.1	24814.75	2.1113441200000002e-13	0.1
27055.33	0.6680726103100001	0.1	27055.33	0.3317311	0.1	27055.33	0.000195362379957637	0.1	27055.33	4.52658951815e-07	0.1	27055.33	2.25345061e-13	0.1
29183.61	0.6490100154199999	0.1	29183.61	0.3507824	0.1	29183.61	0.00020658491624898402	0.1	29183.61	4.78655209278e-07	0.1	29183.61	2.38289866e-13	0.1
31237.03	0.6313287167399999	0.1	31237.03	0.3684532	0.1	31237.03	0.00021699418248998797	0.1	31237.03	5.0276757533e-07	0.1	31237.03	2.50296638e-13	0.1
33835.3	0.60989896877	0.1	33835.3	0.3898704	0.1	33835.3	0.00022961027513244197	0.1	33835.3	5.31992092346e-07	0.1	33835.3	2.6484896400000004e-13	0.1
37250.86	0.58322438743	0.1	37250.86	0.4165291	0.1	37250.86	0.000245314023956543	0.1	37250.86	5.68368852685e-07	0.1	37250.86	2.82962779e-13	0.1
38104.74	0.57680632685	0.1	38104.74	0.4229434	0.1	38104.74	0.00024909243788513095	0.1	38104.74	5.771213357e-07	0.1	38104.74	2.87321038e-13	0.1
39224.12	0.5685380582399999	0.1	39224.12	0.4312068	0.1	39224.12	0.00025396015451901603	0.1	39224.12	5.88397193999e-07	0.1	39224.12	2.9293582499999997e-13	0.1
40668.59	0.55810511985	0.1	40668.59	0.4416335	0.1	40668.59	0.00026010219935893405	0.1	40668.59	6.026247301779999e-07	0.1	40668.59	3.00020498e-13	0.1
42705.43	0.5438305100799999	0.1	42705.43	0.4558997	0.1	42705.43	0.000268505916385868	0.1	42705.43	6.2209138809e-07	0.1	42705.43	3.09713882e-13	0.1
45005.3	0.52829951732	0.1	45005.3	0.4714216	0.1	45005.3	0.00027764936531269495	0.1	45005.3	6.432716263810001e-07	0.1	45005.3	3.20260542e-13	0.1
47480.53	0.5122436034800001	0.1	47480.53	0.487468	0.1	47480.53	0.00028710170178180406	0.1	47480.53	6.65167549007e-07	0.1	47480.53	3.31163617e-13	0.1
49955.75	0.4968340574999999	0.1	49955.75	0.5028683	0.1	49955.75	0.00029617359217137796	0.1	49955.75	6.86181836294e-07	0.1	49955.75	3.41627685e-13	0.1
52430.97	0.48203590681	0.1	52430.97	0.5176578	0.1	52430.97	0.00030488553266252197	0.1	52430.97	7.063626185310001e-07	0.1	52430.97	3.51676687e-13	0.1
54906.19	0.46781601815	0.1	54906.19	0.5318692	0.1	54906.19	0.00031325695728818404	0.1	54906.19	7.25754515991e-07	0.1	54906.19	3.61332927e-13	0.1
57917.98	0.45124978611	0.1	57917.98	0.5484256	0.1	57917.98	0.00032300976739672	0.1	57917.98	7.483463828329999e-07	0.1	57917.98	3.7258251999999996e-13	0.1
59715.66	0.44172743381	0.1	59715.66	0.5579425	0.1	59715.66	0.000328615879794365	0.1	59715.66	7.61332501491e-07	0.1	59715.66	3.79048904e-13	0.1
61513.34	0.43246567434	0.1	61513.34	0.5671987	0.1	61513.34	0.000334068404022466	0.1	61513.34	7.73962907995e-07	0.1	61513.34	3.85338256e-13	0.1
62867.05	0.42565749016	0.1	62867.05	0.5740028	0.1	62867.05	0.000338076507123312	0.1	62867.05	7.832473542320001e-07	0.1	62867.05	3.89961438e-13	0.1
63219.42	0.42390821023999997	0.1	63219.42	0.575751	0.1	63219.42	0.000339106321577586	0.1	63219.42	7.85632858682e-07	0.1	63219.42	3.91149308e-13	0.1
63669.77	0.42168625598000004	0.1	63669.77	0.5779718	0.1	63669.77	0.00034041449035404896	0.1	63669.77	7.886632370369999e-07	0.1	63669.77	3.92658254e-13	0.1
64288.96	0.41865555884000005	0.1	64288.96	0.5810006	0.1	64288.96	0.0003421986312457	0.1	64288.96	7.92796122071e-07	0.1	64288.96	3.94716291e-13	0.1
65208.82	0.41420510551	0.1	65208.82	0.5854484	0.1	65208.82	0.000344818727173001	0.1	65208.82	7.988653088319999e-07	0.1	65208.82	3.9773835300000004e-13	0.1
66566.28	0.40774873394	0.1	66566.28	0.5919011	0.1	66566.28	0.000348619703476878	0.1	66566.28	8.07670202165e-07	0.1	66566.28	4.02122836e-13	0.1
68165.37	0.40030835476	0.1	68165.37	0.599337	0.1	68165.37	0.000352999939775408	0.1	68165.37	8.178167436240001e-07	0.1	68165.37	4.0717525100000004e-13	0.1
70250.66	0.39086591983	0.1	70250.66	0.6087739	0.1	70250.66	0.000358558956213282	0.1	70250.66	8.30693791622e-07	0.1	70250.66	4.13587387e-13	0.1
72457.5	0.38118130551999996	0.1	72457.5	0.6184527	0.1	72457.5	0.00036426040665559	0.1	72457.5	8.43900761618e-07	0.1	72457.5	4.20163823e-13	0.1
74664.34	0.37180098464	0.1	74664.34	0.6278276	0.1	74664.34	0.00036978282024077296	0.1	74664.34	8.56693169104e-07	0.1	74664.34	4.26533762e-13	0.1
78636.66	0.35564238849	0.1	78636.66	0.6439765	0.1	78636.66	0.000379295649072004	0.1	78636.66	8.787290525779999e-07	0.1	78636.66	4.3750650600000003e-13	0.1
80843.5	0.34704816760999996	0.1	80843.5	0.6525657	0.1	80843.5	0.0003843552359193059	0.1	80843.5	8.90449223568e-07	0.1	80843.5	4.4334254e-13	0.1
82982.93	0.33896439595	0.1	82982.93	0.6606447	0.1	82982.93	0.00038911424810819895	0.1	82982.93	9.014732503420001e-07	0.1	82982.93	4.4883205500000003e-13	0.1
86327.96	0.32679192988	0.1	86327.96	0.67281	0.1	86327.96	0.000396280459803817	0.1	86327.96	9.18073290891e-07	0.1	86327.96	4.57097975e-13	0.1
90487.96	0.31240347133999996	0.1	90487.96	0.6871899	0.1	90487.96	0.00040475120189153297	0.1	90487.96	9.37695189744e-07	0.1	90487.96	4.66868771e-13	0.1
91751.45	0.3081895617	0.1	91751.45	0.6914013	0.1	91751.45	0.00040723195015271896	0.1	91751.45	9.434418245520001e-07	0.1	91751.45	4.69730244e-13	0.1
93260.24	0.30324912480999994	0.1	93260.24	0.6963388	0.1	93260.24	0.0004101404694642309	0.1	93260.24	9.501791853609999e-07	0.1	93260.24	4.730850939999999e-13	0.1
95856.92	0.29497281716	0.1	95856.92	0.7046103	0.1	95856.92	0.00041501293959459194	0.1	95856.92	9.614658637260002e-07	0.1	95856.92	4.787052829999999e-13	0.1
98578.11	0.28659510818	0.1	98578.11	0.712983	0.1	98578.11	0.000419945018008992	0.1	98578.11	9.72890832928e-07	0.1	98578.11	4.84394335e-13	0.1
100089.9	0.28206656352000004	0.1	100089.9	0.7175088	0.1	100089.9	0.00042261101378294303	0.1	100089.9	9.79066500335e-07	0.1	100089.9	4.87469512e-13	0.1
102711.5	0.27441849676999996	0.1	102711.5	0.7251524	0.1	102711.5	0.00042711356196385296	0.1	102711.5	9.8949638351e-07	0.1	102711.5	4.92663057e-13	0.1
105070.9	0.26774975127000006	0.1	105070.9	0.7318172	0.1	105070.9	0.000431039614431387	0.1	105070.9	9.98590758596e-07	0.1	105070.9	4.97191598e-13	0.1
106381.7	0.26412964656	0.1	106381.7	0.7354351	0.1	106381.7	0.00043317078287618703	0.1	106381.7	1.003527508498e-06	0.1	106381.7	4.99649929e-13	0.1
108277.5	0.25899807657	0.1	108277.5	0.7405637	0.1	108277.5	0.00043619187503108405	0.1	108277.5	1.010525640887e-06	0.1	108277.5	5.03134646e-13	0.1
110857.0	0.25220760348000004	0.1	110857.0	0.7473501	0.1	110857.0	0.00044018948704587196	0.1	110857.0	1.019785966978e-06	0.1	110857.0	5.0774579e-13	0.1
112864.6	0.24707007322000002	0.1	112864.6	0.7524846	0.1	112864.6	0.00044321410656313103	0.1	112864.6	1.0267921194150001e-06	0.1	112864.6	5.11234553e-13	0.1
114683.5	0.24252335199999997	0.1	114683.5	0.7570286	0.1	114683.5	0.00044589082546716804	0.1	114683.5	1.032992636973e-06	0.1	114683.5	5.14322013e-13	0.1
117227.0	0.23633199961999998	0.1	117227.0	0.7632164	0.1	117227.0	0.00044953586134024504	0.1	117227.0	1.041436188116e-06	0.1	117227.0	5.18526429e-13	0.1
118878.0	0.23241374142999996	0.1	118878.0	0.7671323	0.1	118878.0	0.000451842538262817	0.1	118878.0	1.046779700481e-06	0.1	118878.0	5.21187232e-13	0.1
120859.2	0.22781331863999998	0.1	120859.2	0.77173	0.1	120859.2	0.00045455088548905303	0.1	120859.2	1.053052818482e-06	0.1	120859.2	5.24311153e-13	0.1
122510.2	0.22406194449	0.1	122510.2	0.7754792	0.1	122510.2	0.00045675937108168	0.1	122510.2	1.05816961947e-06	0.1	122510.2	5.26858632e-13	0.1
124887.9	0.21878685049	0.1	124887.9	0.7807512	0.1	124887.9	0.000459864946140132	0.1	124887.9	1.065362943044e-06	0.1	124887.9	5.304408e-13	0.1
126740.4	0.21477836689	0.1	126740.4	0.7847573	0.1	126740.4	0.00046222481966608507	0.1	126740.4	1.0708291661550002e-06	0.1	126740.4	5.3316284e-13	0.1
128579.4	0.21088422663	0.1	128579.4	0.7886491	0.1	128579.4	0.00046451734509621903	0.1	128579.4	1.076139418321e-06	0.1	128579.4	5.3580721e-13	0.1
130755.1	0.20638379321000003	0.1	130755.1	0.7931469	0.1	130755.1	0.000467166857129493	0.1	130755.1	1.082277315496e-06	0.1	130755.1	5.3886326e-13	0.1
133298.0	0.20126547714	0.1	133298.0	0.7982621	0.1	133298.0	0.00047018010145960694	0.1	133298.0	1.089257467775e-06	0.1	133298.0	5.4233897e-13	0.1
135670.9	0.19662256824	0.1	135670.9	0.8029024	0.1	135670.9	0.000472913443320376	0.1	135670.9	1.095588796127e-06	0.1	135670.9	5.4549192e-13	0.1
137504.8	0.1931194492	0.1	137504.8	0.8064034	0.1	137504.8	0.00047497582752220304	0.1	137504.8	1.100366645064e-06	0.1	137504.8	5.478707100000001e-13	0.1
140460.2	0.1876255239	0.1	140460.2	0.8118941	0.1	140460.2	0.00047821013714070305	0.1	140460.2	1.107858400445e-06	0.1	140460.2	5.516014399999999e-13	0.1
142871.6	0.18327667436	0.1	142871.6	0.8162403	0.1	142871.6	0.000480770392762933	0.1	142871.6	1.113789376367e-06	0.1	142871.6	5.5455461e-13	0.1
145282.9	0.17904393206	0.1	145282.9	0.8204706	0.1	145282.9	0.00048326231719826004	0.1	145282.9	1.1195613013309999e-06	0.1	145282.9	5.5742892e-13	0.1
147900.5	0.17457598796	0.1	147900.5	0.8249359	0.1	147900.5	0.000485892694210598	0.1	147900.5	1.125654508238e-06	0.1	147900.5	5.6046302e-13	0.1
149770.3	0.17146298303	0.1	149770.3	0.828047	0.1	149770.3	0.000487725388221165	0.1	149770.3	1.1298999839519998e-06	0.1	149770.3	5.6257688e-13	0.1
152013.9	0.16781098417999998	0.1	152013.9	0.8316969	0.1	152013.9	0.000489875359643865	0.1	152013.9	1.1348806041179998e-06	0.1	152013.9	5.650568399999999e-13	0.1
154268.9	0.16422993522999998	0.1	154268.9	0.8352758	0.1	154268.9	0.0004919835436713411	0.1	154268.9	1.139763513699e-06	0.1	154268.9	5.6748862e-13	0.1
156480.3	0.16080243650000003	0.1	156480.3	0.8387013	0.1	156480.3	0.0004940013641746531	0.1	156480.3	1.144437412011e-06	0.1	156480.3	5.698161799999999e-13	0.1
158148.7	0.15827049764	0.1	158148.7	0.8412317	0.1	158148.7	0.000495491995160591	0.1	158148.7	1.147890562926e-06	0.1	158148.7	5.7153548e-13	0.1
160677.7	0.1545183678	0.1	160677.7	0.8449816	0.1	160677.7	0.000497700922788256	0.1	160677.7	1.153007403919e-06	0.1	160677.7	5.7408351e-13	0.1
163748.6	0.15009711505999998	0.1	163748.6	0.8494003	0.1	163748.6	0.0005003037619068179	0.1	163748.6	1.1590371704400001e-06	0.1	163748.6	5.7708578e-13	0.1
165454.6	0.14770277915	0.1	165454.6	0.8517932	0.1	165454.6	0.000501713348351542	0.1	165454.6	1.1623021402179998e-06	0.1	165454.6	5.787117600000001e-13	0.1
167842.8	0.14442321220999998	0.1	167842.8	0.8550708	0.1	167842.8	0.000503644122689041	0.1	167842.8	1.166774307308e-06	0.1	167842.8	5.8093872e-13	0.1
170551.2	0.14080267383999998	0.1	170551.2	0.8586892	0.1	170551.2	0.000505775632158867	0.1	170551.2	1.171712287215e-06	0.1	170551.2	5.833974e-13	0.1
173111.4	0.13747368219000003	0.1	173111.4	0.8620162	0.1	173111.4	0.000507735402558311	0.1	173111.4	1.1762520347129999e-06	0.1	173111.4	5.8565801e-13	0.1
175109.7	0.13493663927	0.1	175109.7	0.8645518	0.1	175109.7	0.0005092290198605539	0.1	175109.7	1.1797114556700002e-06	0.1	175109.7	5.873808e-13	0.1
177030.0	0.13254789139	0.1	177030.0	0.8669391	0.1	177030.0	0.0005106353889559489	0.1	177030.0	1.1829691354019998e-06	0.1	177030.0	5.890029500000001e-13	0.1
179271.3	0.12981928163	0.1	179271.3	0.8696661	0.1	179271.3	0.000512241710134598	0.1	179271.3	1.186690557941e-06	0.1	179271.3	5.9085583e-13	0.1
181900.9	0.12669757207000001	0.1	181900.9	0.872786	0.1	181900.9	0.0005140794896756881	0.1	181900.9	1.1909474937269998e-06	0.1	181900.9	5.929756600000001e-13	0.1
183564.1	0.12476632774	0.1	183564.1	0.8747161	0.1	183564.1	0.0005152164604188181	0.1	183564.1	1.19358128968e-06	0.1	183564.1	5.9428709e-13	0.1
186225.1	0.12174396216000002	0.1	186225.1	0.8777366	0.1	186225.1	0.000516995847801981	0.1	186225.1	1.197703044645e-06	0.1	186225.1	5.963395000000001e-13	0.1
188886.1	0.11880253248999999	0.1	188886.1	0.8806763	0.1	188886.1	0.000518727466178325	0.1	188886.1	1.2017145689420001e-06	0.1	188886.1	5.983369900000001e-13	0.1
190549.3	0.11700410019000002	0.1	190549.3	0.8824737	0.1	190549.3	0.0005197862556735309	0.1	190549.3	1.204166433798e-06	0.1	190549.3	5.9955818e-13	0.1
192212.4	0.11523571597999999	0.1	192212.4	0.884241	0.1	192212.4	0.000520827347313948	0.1	192212.4	1.2065787384049999e-06	0.1	192212.4	6.007590900000001e-13	0.1
193993.6	0.11337449364	0.1	193993.6	0.8861012	0.1	193993.6	0.000521923071716894	0.1	193993.6	1.20911688378e-06	0.1	193993.6	6.0202294e-13	0.1
195796.1	0.11152459876	0.1	195796.1	0.88795	0.1	195796.1	0.000523012153409167	0.1	195796.1	1.21163943906e-06	0.1	195796.1	6.0327922e-13	0.1
197028.0	0.11027937262000001	0.1	197028.0	0.8891945	0.1	197028.0	0.0005237452536094011	0.1	197028.0	1.2133374293459999e-06	0.1	197028.0	6.0412475e-13	0.1
198681.5	0.10863200902	0.1	198681.5	0.8908408	0.1	198681.5	0.000524715017747601	0.1	198681.5	1.215584412954e-06	0.1	198681.5	6.0524341e-13	0.1
200335.0	0.10701160732	0.1	200335.0	0.8924603	0.1	200335.0	0.000525668973212194	0.1	200335.0	1.217793986339e-06	0.1	200335.0	6.0634383e-13	0.1
202236.6	0.10518086702	0.1	202236.6	0.89429	0.1	202236.6	0.0005267467787183251	0.1	202236.6	1.2202905414609999e-06	0.1	202236.6	6.075869700000001e-13	0.1
202700.3	0.10473958308	0.1	202700.3	0.894731	0.1	202700.3	0.0005270065490756379	0.1	202700.3	1.2208925751060001e-06	0.1	202700.3	6.078866599999999e-13	0.1
203397.1	0.10408040556999999	0.1	203397.1	0.8953898	0.1	203397.1	0.000527394610945929	0.1	203397.1	1.2217909805509998e-06	0.1	203397.1	6.0833434e-13	0.1
204384.5	0.103154041	0.1	204384.5	0.8963156	0.1	204384.5	0.000527940041382151	0.1	204384.5	1.2230543282029998e-06	0.1	204384.5	6.0896333e-13	0.1
206212.7	0.10146246726000001	0.1	206212.7	0.8980061	0.1	206212.7	0.0005289358962549919	0.1	206212.7	1.225361622176e-06	0.1	206212.7	6.1011204e-13	0.1
208771.5	0.09914563781	0.1	208771.5	0.9003216	0.1	208771.5	0.000530299803907102	0.1	208771.5	1.228520551314e-06	0.1	208771.5	6.1168536e-13	0.1
211729.9	0.09653867381999999	0.1	211729.9	0.902927	0.1	211729.9	0.0005318345765384971	0.1	211729.9	1.232076612848e-06	0.1	211729.9	6.1345563e-13	0.1
212651.4	0.09574191345999998	0.1	212651.4	0.9037233	0.1	212651.4	0.000532303684940001	0.1	212651.4	1.23316319943e-06	0.1	212651.4	6.1399673e-13	0.1
212682.2	0.09571545602999999	0.1	212682.2	0.9037498	0.1	212682.2	0.0005323192825785719	0.1	212682.2	1.233198579648e-06	0.1	212682.2	6.1401463e-13	0.1
212753.9	0.09565373542000001	0.1	212753.9	0.9038114	0.1	212753.9	0.000532355564399249	0.1	212753.9	1.233282800158e-06	0.1	212753.9	6.140566e-13	0.1
212917.9	0.09551285404999998	0.1	212917.9	0.9039522	0.1	212917.9	0.000532438500133647	0.1	212917.9	1.2334751613220001e-06	0.1	212917.9	6.1415226e-13	0.1
213226.3	0.09524846085000001	0.1	213226.3	0.9042165	0.1	213226.3	0.000532594208529409	0.1	213226.3	1.233835953506e-06	0.1	213226.3	6.1433177e-13	0.1
213814.6	0.09474639422	0.1	213814.6	0.9047182	0.1	213814.6	0.0005328897086593389	0.1	213814.6	1.2345201676530001e-06	0.1	213814.6	6.1467276e-13	0.1
214991.2	0.09375085487000001	0.1	214991.2	0.9057132	0.1	214991.2	0.000533475832378687	0.1	214991.2	1.2358781258759998e-06	0.1	214991.2	6.153488e-13	0.1
216952.2	0.09211676548999999	0.1	216952.2	0.9073463	0.1	216952.2	0.0005344378576920961	0.1	216952.2	1.238106419374e-06	0.1	216952.2	6.164584500000001e-13	0.1
219283.7	0.09021391534999999	0.1	219283.7	0.909248	0.1	219283.7	0.000535558125672522	0.1	219283.7	1.240701735092e-06	0.1	219283.7	6.1775054e-13	0.1
221707.9	0.08828050222999999	0.1	221707.9	0.9111803	0.1	221707.9	0.0005366963235397849	0.1	221707.9	1.243337651063e-06	0.1	221707.9	6.1906355e-13	0.1
224283.0	0.08627571556000001	0.1	224283.0	0.9131839	0.1	224283.0	0.000537876640836286	0.1	224283.0	1.2460722876230001e-06	0.1	224283.0	6.204248500000001e-13	0.1
227596.1	0.08376827739	0.1	227596.1	0.9156899	0.1	227596.1	0.000539352790297764	0.1	227596.1	1.249491158335e-06	0.1	227596.1	6.2212759e-13	0.1
229521.9	0.08234701772	0.1	229521.9	0.9171103	0.1	229521.9	0.00054018950842348	0.1	229521.9	1.2514293400750002e-06	0.1	229521.9	6.2309274e-13	0.1
231536.4	0.08088800345	0.1	231536.4	0.9185684	0.1	231536.4	0.000541048468878456	0.1	231536.4	1.2534194921269998e-06	0.1	231536.4	6.2408355e-13	0.1
233905.7	0.07920741423000001	0.1	233905.7	0.920248	0.1	233905.7	0.0005420378010726401	0.1	233905.7	1.255711206009e-06	0.1	233905.7	6.2522472e-13	0.1
