Batch	m_SP	4	T1a_L	T4a_L	N1a_L	N7a_L					
0.0	1.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
3.686747e-13	0.9999982159999999	0.1	3.686747e-13	9.568247672e-12	0.1	3.686747e-13	3.2908606000000006e-09	0.1	3.686747e-13	3.2982637e-13	0.1
1.56316e-11	0.999926312	0.1	1.56316e-11	4.0609611419999996e-10	0.1	1.56316e-11	1.3952219239999999e-07	0.1	1.56316e-11	1.39858543e-11	0.1
5.625182e-11	0.9997351830000001	0.1	5.625182e-11	1.4652822097e-09	0.1	5.625182e-11	5.02002997e-07	0.1	5.625182e-11	5.0342940999999996e-11	0.1
1.175865e-10	0.999446688	0.1	1.175865e-10	3.0753183660000003e-09	0.1	1.175865e-10	1.049111616e-06	0.1	1.175865e-10	1.05277627e-10	0.1
2.718982e-10	0.9987218059999999	0.1	2.718982e-10	7.183250031e-09	0.1	2.718982e-10	2.42441625e-06	0.1	2.718982e-10	2.4368794e-10	0.1
4.870406e-10	0.9977134220000001	0.1	4.870406e-10	1.3048239876e-08	0.1	4.870406e-10	4.3391316e-06	0.1	4.870406e-10	4.3714864000000003e-10	0.1
7.581536e-10	0.99644613	0.1	7.581536e-10	2.0669651834e-08	0.1	7.581536e-10	6.74750972e-06	0.1	7.581536e-10	6.8177203e-10	0.1
9.575079e-10	0.9955166029999999	0.1	9.575079e-10	2.6439542029999998e-08	0.1	9.575079e-10	8.51531745e-06	0.1	9.575079e-10	8.622565600000001e-10	0.1
1.14022e-09	0.9946662989999999	0.1	1.14022e-09	3.1852248899999995e-08	0.1	1.14022e-09	1.0133260979999999e-05	0.1	1.14022e-09	1.0281378e-09	0.1
1.389266e-09	0.9935098859999999	0.1	1.389266e-09	3.942345671e-08	0.1	1.389266e-09	1.233512869e-05	0.1	1.389266e-09	1.2549716599999998e-09	0.1
1.72368e-09	0.9919613519999999	0.1	1.72368e-09	4.994432657e-08	0.1	1.72368e-09	1.52855212e-05	0.1	1.72368e-09	1.56091192e-09	0.1
2.079435e-09	0.990319416	0.1	2.079435e-09	6.158791457999999e-08	0.1	2.079435e-09	1.84165002e-05	0.1	2.079435e-09	1.8881246e-09	0.1
2.480024e-09	0.988476682	0.1	2.480024e-09	7.526300067000001e-08	0.1	2.480024e-09	2.1932681400000002e-05	0.1	2.480024e-09	2.2587918e-09	0.1
2.910502e-09	0.986503651	0.1	2.910502e-09	9.063349268999999e-08	0.1	2.910502e-09	2.57002934e-05	0.1	2.910502e-09	2.6598051e-09	0.1
3.34098e-09	0.9845382	0.1	3.34098e-09	1.0671282655000003e-07	0.1	3.34098e-09	2.9456751900000003e-05	0.1	3.34098e-09	3.0636810000000002e-09	0.1
3.806951e-09	0.9824190239999999	0.1	3.806951e-09	1.2492764377e-07	0.1	3.806951e-09	3.3510486100000004e-05	0.1	3.806951e-09	3.504169e-09	0.1
4.32616e-09	0.9800679800000001	0.1	4.32616e-09	1.4622873828e-07	0.1	4.32616e-09	3.8012338199999996e-05	0.1	4.32616e-09	3.9991504e-09	0.1
4.845369e-09	0.9777276189999999	0.1	4.845369e-09	1.6860401337999998e-07	0.1	4.845369e-09	4.2498519499999996e-05	0.1	4.845369e-09	4.4986420999999995e-09	0.1
5.431835e-09	0.975097162	0.1	5.431835e-09	1.9518797419000002e-07	0.1	5.431835e-09	4.754722849999999e-05	0.1	5.431835e-09	5.0684116e-09	0.1
6.063141e-09	0.9722814470000001	0.1	6.063141e-09	2.2537996878999998e-07	0.1	6.063141e-09	5.29601246e-05	0.1	6.063141e-09	5.6885388e-09	0.1
6.746861e-09	0.969250387	0.1	6.746861e-09	2.5994842010999997e-07	0.1	6.746861e-09	5.87972977e-05	0.1	6.746861e-09	6.3683345999999995e-09	0.1
7.509204e-09	0.9658938890000001	0.1	7.509204e-09	3.008189261e-07	0.1	7.509204e-09	6.52753406e-05	0.1	7.509204e-09	7.1366428e-09	0.1
8.33985e-09	0.962265041	0.1	8.33985e-09	3.4818718713000003e-07	0.1	8.33985e-09	7.22979095e-05	0.1	8.33985e-09	7.9865967e-09	0.1
9.272951e-09	0.9582244120000001	0.1	9.272951e-09	4.0498078275e-07	0.1	9.272951e-09	8.01428746e-05	0.1	9.272951e-09	8.957857800000001e-09	0.1
1.0334e-08	0.953676542	0.1	1.0334e-08	4.742427878e-07	0.1	1.0334e-08	8.900839309999999e-05	0.1	1.0334e-08	1.0084236399999999e-08	0.1
1.15297e-08	0.9486128199999999	0.1	1.15297e-08	5.583625574700002e-07	0.1	1.15297e-08	9.89303095e-05	0.1	1.15297e-08	1.1382598600000001e-08	0.1
1.29228e-08	0.9427969489999999	0.1	1.29228e-08	6.6461835041e-07	0.1	1.29228e-08	0.0001104011386	0.1	1.29228e-08	1.2935735800000001e-08	0.1
1.457201e-08	0.936031033	0.1	1.457201e-08	8.020823102000002e-07	0.1	1.457201e-08	0.0001238607728	0.1	1.457201e-08	1.48331318e-08	0.1
1.643473e-08	0.928548819	0.1	1.643473e-08	9.728264705e-07	0.1	1.643473e-08	0.00013891269669999998	0.1	1.643473e-08	1.70564016e-08	0.1
1.852167e-08	0.920371773	0.1	1.852167e-08	1.1839572556000003e-06	0.1	1.852167e-08	0.00015559604	0.1	1.852167e-08	1.9653445e-08	0.1
2.09519e-08	0.911130019	0.1	2.09519e-08	1.4566395021e-06	0.1	2.09519e-08	0.00017479662200000002	0.1	2.09519e-08	2.2826414000000002e-08	0.1
2.367075e-08	0.901154957	0.1	2.367075e-08	1.7963729707e-06	0.1	2.367075e-08	0.000196006504	0.1	2.367075e-08	2.6575898e-08	0.1
2.669377e-08	0.8905227099999999	0.1	2.669377e-08	2.2175868247999996e-06	0.1	2.669377e-08	0.000219278418	0.1	2.669377e-08	3.1005695e-08	0.1
3.037849e-08	0.878222173	0.1	3.037849e-08	2.7934434815e-06	0.1	3.037849e-08	0.00024724043499999997	0.1	3.037849e-08	3.6796746e-08	0.1
3.457982e-08	0.8650801	0.1	3.457982e-08	3.5342198456000003e-06	0.1	3.457982e-08	0.000278637887	0.1	3.457982e-08	4.3953404999999997e-08	0.1
