Batch	m_SP	2	P2_L	W4_L	
2.656444e-11	9.7581658810674e-06	0.1	2.656444e-11	3.588582e-08	0.1
5.621468e-11	9.496216273236e-06	0.1	5.621468e-11	7.51053e-08	0.1
1.27456e-10	8.8986339045648e-06	0.1	1.27456e-10	1.658545e-07	0.1
2.367259e-10	8.0625494577492e-06	0.1	2.367259e-10	2.959843e-07	0.1
3.045984e-10	7.5877963412463e-06	0.1	3.045984e-10	3.716309e-07	0.1
4.004523e-10	6.9697482681534e-06	0.1	4.004523e-10	4.721531e-07	0.1
5.401746e-10	6.1670313884784e-06	0.1	5.401746e-10	6.0642e-07	0.1
7.04479e-10	5.3517417663122e-06	0.1	7.04479e-10	7.474787e-07	0.1
8.98043e-10	4.5403935738777e-06	0.1	8.98043e-10	8.930448e-07	0.1
1.135497e-09	3.7239356441056e-06	0.1	1.135497e-09	1.045339e-06	0.1
1.37295e-09	3.06438396912405e-06	0.1	1.37295e-09	1.173084e-06	0.1
1.610404e-09	2.5287372568955002e-06	0.1	1.610404e-09	1.280234e-06	0.1
1.847857e-09	2.09167859658492e-06	0.1	1.847857e-09	1.370094e-06	0.1
2.085311e-09	1.7336103581080497e-06	0.1	2.085311e-09	1.445435e-06	0.1
2.342092e-09	1.41768530501556e-06	0.1	2.342092e-09	1.513246e-06	0.1
2.627866e-09	1.1354056432199e-06	0.1	2.627866e-09	1.574914e-06	0.1
2.913639e-09	9.1076253550398e-07	0.1	2.913639e-09	1.624712e-06	0.1
3.224151e-09	7.177648327047e-07	0.1	3.224151e-09	1.667975e-06	0.1
3.571768e-09	5.505381047289199e-07	0.1	3.571768e-09	1.705769e-06	0.1
3.919386e-09	4.2273918980007e-07	0.1	3.919386e-09	1.734782e-06	0.1
4.323267e-09	3.11357924009076e-07	0.1	4.323267e-09	1.760072e-06	0.1
4.741214e-09	2.2712091314972503e-07	0.1	4.741214e-09	1.779096e-06	0.1
5.176714e-09	1.6365433755023998e-07	0.1	5.176714e-09	1.793251e-06	0.1
5.682426e-09	1.1200370380848e-07	0.1	5.682426e-09	1.804501e-06	0.1
