Batch	m_SP	5	T1a_L	C5H5	T4a_L	N1a_L	N7a_L							
2.891573e-08	0.98910801	0.1	2.891573e-08	0.001471132	0.1	2.891573e-08	0.005525031401	0.1	2.891573e-08	2.39514899e-05	0.1	2.891573e-08	0.0007898878	0.1
3.126299e-08	0.98821637	0.1	3.126299e-08	0.001617156	0.1	3.126299e-08	0.006097059173999999	0.1	3.126299e-08	2.6364349799999998e-05	0.1	3.126299e-08	0.00086919023	0.1
3.361025e-08	0.98732523	0.1	3.361025e-08	0.00176354	0.1	3.361025e-08	0.006670997212000001	0.1	3.361025e-08	2.8783849700000002e-05	0.1	3.361025e-08	0.0009487185899999999	0.1
3.644144e-08	0.9862512600000001	0.1	3.644144e-08	0.001940386	0.1	3.644144e-08	0.007364838124	0.1	3.644144e-08	3.1707459e-05	0.1	3.644144e-08	0.001044825	0.1
3.927263e-08	0.9851785200000001	0.1	3.927263e-08	0.002117379	0.1	3.927263e-08	0.008059610157	0.1	3.927263e-08	3.4633982e-05	0.1	3.927263e-08	0.00114103276	0.1
4.210382e-08	0.98410699	0.1	4.210382e-08	0.002294398	0.1	4.210382e-08	0.00875473146	0.1	4.210382e-08	3.7561286e-05	0.1	4.210382e-08	0.00123726987	0.1
4.552156e-08	0.9828150899999999	0.1	4.552156e-08	0.002508015	0.1	4.552156e-08	0.00959377927	0.1	4.552156e-08	4.1094075e-05	0.1	4.552156e-08	0.00135341669	0.1
4.893931e-08	0.98152532	0.1	4.893931e-08	0.002721462	0.1	4.893931e-08	0.010432307836	0.1	4.893931e-08	4.4624251e-05	0.1	4.893931e-08	0.00146947976	0.1
5.264507e-08	0.98012893	0.1	5.264507e-08	0.002952636	0.1	5.264507e-08	0.011340586377	0.1	5.264507e-08	4.8447773999999996e-05	0.1	5.264507e-08	0.0015951884000000001	0.1
5.678286e-08	0.9785724600000001	0.1	5.678286e-08	0.003210387	0.1	5.678286e-08	0.01235336372	0.1	5.678286e-08	5.2710971e-05	0.1	5.678286e-08	0.0017353543	0.1
6.125653e-08	0.97689274	0.1	6.125653e-08	0.003488577	0.1	6.125653e-08	0.013446509160000002	0.1	6.125653e-08	5.7312311e-05	0.1	6.125653e-08	0.0018866395	0.1
6.623404e-08	0.9750277300000001	0.1	6.623404e-08	0.003797479	0.1	6.623404e-08	0.014660365299999999	0.1	6.623404e-08	6.2421669e-05	0.1	6.623404e-08	0.0020546265	0.1
7.1817e-08	0.9729410000000001	0.1	7.1817e-08	0.004143155	0.1	7.1817e-08	0.016018757010000002	0.1	7.1817e-08	6.8139337e-05	0.1	7.1817e-08	0.0022426152	0.1
7.780359e-08	0.97070919	0.1	7.780359e-08	0.004512874	0.1	7.780359e-08	0.01747163962	0.1	7.780359e-08	7.4254684e-05	0.1	7.780359e-08	0.0024436785	0.1
8.50727e-08	0.96800733	0.1	8.50727e-08	0.004960471	0.1	8.50727e-08	0.01923056947	0.1	8.50727e-08	8.1658201e-05	0.1	8.50727e-08	0.0026870964999999997	0.1
9.342253e-08	0.9649145800000001	0.1	9.342253e-08	0.00547282	0.1	9.342253e-08	0.02124395798	0.1	9.342253e-08	9.0132753e-05	0.1	9.342253e-08	0.0029657268	0.1
1.030186e-07	0.96137454	0.1	1.030186e-07	0.006059275	0.1	1.030186e-07	0.02354856175	0.1	1.030186e-07	9.9833053e-05	0.1	1.030186e-07	0.0032846594	0.1
1.147176e-07	0.9570792699999999	0.1	1.147176e-07	0.006770847	0.1	1.147176e-07	0.026344845659999998	0.1	1.147176e-07	0.000111602871	0.1	1.147176e-07	0.0036716341	0.1
