Batch	m_SP	4	T4a_L	T1a_L	N1a_L	N7a_L					
0.0	1.0000000100000002	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
4.447553e-13	0.9999983800000001	0.1	4.447553e-13	7.8246556e-10	0.1	4.447553e-13	1.13135072e-11	0.1	4.447553e-13	6.4055717e-07	0.1
2.055194e-11	0.99992591	0.1	2.055194e-11	3.6291349e-08	0.1	2.055194e-11	5.2387763e-10	0.1	2.055194e-11	2.9598374599999996e-05	0.1
7.553858e-11	0.9997278399999999	0.1	7.553858e-11	1.3473676999999998e-07	0.1	7.553858e-11	1.9364105999999997e-09	0.1	7.553858e-11	0.000108773417	0.1
1.487997e-10	0.99946389	0.1	1.487997e-10	2.6895984099999995e-07	0.1	1.487997e-10	3.84303465e-09	0.1	1.487997e-10	0.00021422577400000001	0.1
2.450886e-10	0.9991174600000001	0.1	2.450886e-10	4.5071456e-07	0.1	2.450886e-10	6.3917268e-09	0.1	2.450886e-10	0.00035275739	0.1
3.991509e-10	0.99856367	0.1	3.991509e-10	7.5422387e-07	0.1	3.991509e-10	1.0570517099999999e-08	0.1	3.991509e-10	0.00057423591	0.1
6.135287e-10	0.99779485	0.1	6.135287e-10	1.20278759e-06	0.1	6.135287e-10	1.65914247e-08	0.1	6.135287e-10	0.00088202965	0.1
9.151064e-10	0.99671648	0.1	9.151064e-10	1.8860285700000001e-06	0.1	9.151064e-10	2.54660501e-08	0.1	9.151064e-10	0.00131412793	0.1
1.268705e-09	0.99545739	0.1	1.268705e-09	2.7657721700000003e-06	0.1	1.268705e-09	3.64711643e-08	0.1	1.268705e-09	0.00181920337	0.1
1.635308e-09	0.99415877	0.1	1.635308e-09	3.7684834300000002e-06	0.1	1.635308e-09	4.8560291e-08	0.1	1.635308e-09	0.00234078244	0.1
2.001912e-09	0.9928673	0.1	2.001912e-09	4.86427256e-06	0.1	2.001912e-09	6.1335919e-08	0.1	2.001912e-09	0.0028599301800000003	0.1
2.444102e-09	0.99132035	0.1	2.444102e-09	6.3107122e-06	0.1	2.444102e-09	7.7650928e-08	0.1	2.444102e-09	0.0034824296500000004	0.1
2.905723e-09	0.98971869	0.1	2.905723e-09	7.9669451e-06	0.1	2.905723e-09	9.5727491e-08	0.1	2.905723e-09	0.0041274265	0.1
3.445064e-09	0.98786625	0.1	3.445064e-09	1.0091819599999999e-05	0.1	3.445064e-09	1.18180543e-07	0.1	3.445064e-09	0.0048739425	0.1
