Batch	m_SP	7	P3	W4_L	W3	R	P1	P2_L	P4											
2.363825e-11	9.7790102309991e-06	0.1	2.363825e-11	3.589998e-118	0.1	2.363825e-11	6.959186e-11	0.1	2.363825e-11	4.465685e-08	0.1	2.363825e-11	2.85706e-08	0.1	2.363825e-11	1.4689429e-07	0.1	2.363825e-11	6.626875e-10	0.1
5.045273e-11	9.5350297417046e-06	0.1	5.045273e-11	7.636041000000001e-118	0.1	5.045273e-11	1.481751e-10	0.1	5.045273e-11	9.446961e-08	0.1	5.045273e-11	6.211114e-08	0.1	5.045273e-11	3.0665848e-07	0.1	5.045273e-11	1.408899e-09	0.1
1.129885e-10	8.9921234809432e-06	0.1	1.129885e-10	1.6962552e-117	0.1	1.129885e-10	3.298711e-10	0.1	1.129885e-10	2.072575e-07	0.1	1.129885e-10	1.446393e-07	0.1	1.129885e-10	6.522668e-07	0.1	1.129885e-10	3.126131e-09	0.1
2.255528e-10	8.100334325495301e-06	0.1	2.255528e-10	3.336045e-117	0.1	2.255528e-10	6.508844e-10	0.1	2.255528e-10	3.989645e-07	0.1	2.255528e-10	3.062566e-07	0.1	2.255528e-10	1.1872728e-06	0.1	2.255528e-10	6.134515e-09	0.1
3.337365e-10	7.336482564139599e-06	0.1	3.337365e-10	4.864458e-117	0.1	3.337365e-10	9.513875e-10	0.1	3.337365e-10	5.704935e-07	0.1	3.337365e-10	4.741893e-07	0.1	3.337365e-10	1.6084666999999998e-06	0.1	3.337365e-10	8.924185e-09	0.1
4.165885e-10	6.8067010834086e-06	0.1	4.165885e-10	6.00342e-117	0.1	4.165885e-10	1.175816e-09	0.1	4.165885e-10	6.940736e-07	0.1	4.165885e-10	6.091508e-07	0.1	4.165885e-10	1.8773465e-06	0.1	4.165885e-10	1.099272e-08	0.1
5.304409e-10	6.148508061614001e-06	0.1	5.304409e-10	7.524093e-117	0.1	5.304409e-10	1.475717e-09	0.1	5.304409e-10	8.537099e-07	0.1	5.304409e-10	8.01164e-07	0.1	5.304409e-10	2.1807644e-06	0.1	5.304409e-10	1.373902e-08	0.1
6.915625e-10	5.3382848721300005e-06	0.1	6.915625e-10	9.589205999999999e-117	0.1	6.915625e-10	1.882635e-09	0.1	6.915625e-10	1.061214e-06	0.1	6.915625e-10	1.081133e-06	0.1	6.915625e-10	2.4993238000000003e-06	0.1	6.915625e-10	1.743651e-08	0.1
9.119625e-10	4.4223603930624e-06	0.1	9.119625e-10	1.2253299000000001e-116	0.1	9.119625e-10	2.405098e-09	0.1	9.119625e-10	1.314131e-06	0.1	9.119625e-10	1.469826e-06	0.1	9.119625e-10	2.7683337e-06	0.1	9.119625e-10	2.21428e-08	0.1
1.132362e-09	3.6854096148494e-06	0.1	1.132362e-09	1.4739219e-116	0.1	1.132362e-09	2.887824e-09	0.1	1.132362e-09	1.53613e-06	0.1	1.132362e-09	1.854739e-06	0.1	1.132362e-09	2.8935330999999997e-06	0.1	1.132362e-09	2.645793e-08	0.1
1.352762e-09	3.089678743892e-06	0.1	1.352762e-09	1.7056803e-116	0.1	1.352762e-09	3.331524e-09	0.1	1.352762e-09	1.731646e-06	0.1	1.352762e-09	2.227928e-06	0.1	1.352762e-09	2.9161557e-06	0.1	1.352762e-09	3.040251e-08	0.1
1.573162e-09	2.6056992168134998e-06	0.1	1.573162e-09	1.921677e-116	0.1	1.573162e-09	3.737638e-09	0.1	1.573162e-09	1.904367e-06	0.1	1.573162e-09	2.584233e-06	0.1	1.573162e-09	2.8671107000000003e-06	0.1	1.573162e-09	3.39997e-08	0.1
1.793562e-09	2.2104328430100004e-06	0.1	1.793562e-09	2.1230186999999998e-116	0.1	1.793562e-09	4.10807e-09	0.1	1.793562e-09	2.057377e-06	0.1	1.793562e-09	2.920526e-06	0.1	1.793562e-09	2.7694487e-06	0.1	1.793562e-09	3.727385e-08	0.1
2.013962e-09	1.8858377690615e-06	0.1	2.013962e-09	2.3108081999999998e-116	0.1	2.013962e-09	4.444988e-09	0.1	2.013962e-09	2.193265e-06	0.1	2.013962e-09	3.235148e-06	0.1	2.013962e-09	2.6402491e-06	0.1	2.013962e-09	4.024946e-08	0.1
2.243381e-09	1.6078214352326999e-06	0.1	2.243381e-09	2.493042e-116	0.1	2.243381e-09	4.762567e-09	0.1	2.243381e-09	2.31888e-06	0.1	2.243381e-09	3.538972e-06	0.1	2.243381e-09	2.4857398e-06	0.1	2.243381e-09	4.305556e-08	0.1
2.508873e-09	1.3462759207128e-06	0.1	2.508873e-09	2.6885724e-116	0.1	2.508873e-09	5.091305e-09	0.1	2.508873e-09	2.446779e-06	0.1	2.508873e-09	3.860653e-06	0.1	2.508873e-09	2.2945145e-06	0.1	2.508873e-09	4.596564e-08	0.1
2.774365e-09	1.1352449275648e-06	0.1	2.774365e-09	2.8692288e-116	0.1	2.774365e-09	5.382235e-09	0.1	2.774365e-09	2.558515e-06	0.1	2.774365e-09	4.151369e-06	0.1	2.774365e-09	2.1002697e-06	0.1	2.774365e-09	4.854992e-08	0.1
3.039857e-09	9.6351212366094e-07	0.1	3.039857e-09	3.036564e-116	0.1	3.039857e-09	5.639144e-09	0.1	3.039857e-09	2.656351e-06	0.1	3.039857e-09	4.412887e-06	0.1	3.039857e-09	1.9101488e-06	0.1	3.039857e-09	5.084328e-08	0.1
3.337783e-09	8.071432747455e-07	0.1	3.337783e-09	3.210231e-116	0.1	3.337783e-09	5.891306e-09	0.1	3.337783e-09	2.75193e-06	0.1	3.337783e-09	4.674194e-06	0.1	3.337783e-09	1.7071711000000001e-06	0.1	3.337783e-09	5.310972e-08	0.1
3.657332e-09	6.723890312622e-07	0.1	3.657332e-09	3.3818879999999996e-116	0.1	3.657332e-09	6.124301e-09	0.1	3.657332e-09	2.840182e-06	0.1	3.657332e-09	4.920134e-06	0.1	3.657332e-09	1.5054437e-06	0.1	3.657332e-09	5.522383e-08	0.1
3.976881e-09	5.6381189481999e-07	0.1	3.976881e-09	3.540339e-116	0.1	3.976881e-09	6.323456e-09	0.1	3.976881e-09	2.915901e-06	0.1	3.976881e-09	5.13434e-06	0.1	3.976881e-09	1.3221221e-06	0.1	3.976881e-09	5.705298e-08	0.1
4.336134e-09	4.6562583232704e-07	0.1	4.336134e-09	3.70485e-116	0.1	4.336134e-09	6.5125e-09	0.1	4.336134e-09	2.988405e-06	0.1	4.336134e-09	5.341868e-06	0.1	4.336134e-09	1.1383805e-06	0.1	4.336134e-09	5.881682e-08	0.1
4.721857e-09	3.8164480127466e-07	0.1	4.721857e-09	3.867747e-116	0.1	4.721857e-09	6.680449e-09	0.1	4.721857e-09	3.053793e-06	0.1	4.721857e-09	5.530751e-06	0.1	4.721857e-09	9.663758e-07	0.1	4.721857e-09	6.041736e-08	0.1
5.10758e-09	3.1454545497854e-07	0.1	5.10758e-09	4.018599e-116	0.1	5.10758e-09	6.817833e-09	0.1	5.10758e-09	3.108459e-06	0.1	5.10758e-09	5.689689e-06	0.1	5.10758e-09	8.18436e-07	0.1	5.10758e-09	6.176242e-08	0.1
5.575541e-09	2.5024342025938e-07	0.1	5.575541e-09	4.188129e-116	0.1	5.575541e-09	6.950511e-09	0.1	5.575541e-09	3.162983e-06	0.1	5.575541e-09	5.84892e-06	0.1	5.575541e-09	6.675527e-07	0.1	5.575541e-09	6.311041e-08	0.1
6.043502e-09	2.0008775824128e-07	0.1	6.043502e-09	4.3454760000000006e-116	0.1	6.043502e-09	7.052712e-09	0.1	6.043502e-09	3.207006e-06	0.1	6.043502e-09	5.977848e-06	0.1	6.043502e-09	5.436035e-07	0.1	6.043502e-09	6.420408e-08	0.1
