Batch	m_SP	13	P5	W1	W2	W3	W4	W5	W6	R	P1	P2	P3	P4	P6																							
1.364559e-10	9.73497164931e-06	0.1	1.364559e-10	8.37343e-09	0.1	1.364559e-10	1.366472e-13	0.1	1.364559e-10	2.668156e-11	0.1	1.364559e-10	9.051118e-08	0.1	1.364559e-10	1.407949e-07	0.1	1.364559e-10	2.119264e-11	0.1	1.364559e-10	1.456423e-09	0.1	1.364559e-10	1.121426e-08	0.1	1.364559e-10	1.112454e-08	0.1	1.364559e-10	1.410645e-09	0.1	1.364559e-10	2.39993e-14	0.1	1.364559e-10	5.386333e-18	0.1
2.929318e-10	9.43980260103e-06	0.1	2.929318e-10	1.771547e-08	0.1	2.929318e-10	2.890143e-13	0.1	2.929318e-10	5.645319e-11	0.1	2.929318e-10	1.915027e-07	0.1	2.929318e-10	2.978917e-07	0.1	2.929318e-10	5.378043e-11	0.1	2.929318e-10	3.079618e-09	0.1	2.929318e-10	2.39411e-08	0.1	2.929318e-10	2.295388e-08	0.1	2.929318e-10	2.913018e-09	0.1	2.929318e-10	5.074456e-14	0.1	2.929318e-10	1.126961e-17	0.1
6.555673e-10	8.789690223232099e-06	0.1	6.555673e-10	3.833965e-08	0.1	6.555673e-10	6.250665e-13	0.1	6.555673e-10	1.221937e-10	0.1	6.555673e-10	4.145009e-07	0.1	6.555673e-10	6.44772e-07	0.1	6.555673e-10	1.595301e-10	0.1	6.555673e-10	6.656713e-09	0.1	6.555673e-10	5.285214e-08	0.1	6.555673e-10	4.686942e-08	0.1	6.555673e-10	5.959138e-09	0.1	6.555673e-10	1.096759e-13	0.1	6.555673e-10	2.376354e-17	0.1
1.308311e-09	7.7302379238084e-06	0.1	1.308311e-09	7.209557e-08	0.1	1.308311e-09	1.174122e-12	0.1	1.308311e-09	2.298399e-10	0.1	1.308311e-09	7.796262e-07	0.1	1.308311e-09	1.212724e-06	0.1	1.308311e-09	4.352522e-10	0.1	1.308311e-09	1.24922e-08	0.1	1.308311e-09	1.026451e-07	0.1	1.308311e-09	7.933536e-08	0.1	1.308311e-09	1.01201e-08	0.1	1.308311e-09	2.057884e-13	0.1	1.308311e-09	4.261074e-17	0.1
1.936396e-09	6.8315533174454e-06	0.1	1.936396e-09	1.008755e-07	0.1	1.936396e-09	1.641294e-12	0.1	1.936396e-09	3.216725e-10	0.1	1.936396e-09	1.091094e-06	0.1	1.936396e-09	1.697198e-06	0.1	1.936396e-09	7.742428e-10	0.1	1.936396e-09	1.744837e-08	0.1	1.936396e-09	1.476052e-07	0.1	1.936396e-09	1.002586e-07	0.1	1.936396e-09	1.282849e-08	0.1	1.936396e-09	2.873929e-13	0.1	1.936396e-09	5.690137e-17	0.1
2.418701e-09	6.2130356263902e-06	0.1	2.418701e-09	1.207638e-07	0.1	2.418701e-09	1.963629e-12	0.1	2.418701e-09	3.851683e-10	0.1	2.418701e-09	1.306444e-06	0.1	2.418701e-09	2.032155e-06	0.1	2.418701e-09	1.06645e-09	0.1	2.418701e-09	2.086293e-08	0.1	2.418701e-09	1.800747e-07	0.1	2.418701e-09	1.109517e-07	0.1	2.418701e-09	1.422957e-08	0.1	2.418701e-09	3.436003e-13	0.1	2.418701e-09	6.568032e-17	0.1
3.08542e-09	5.4491544180580005e-06	0.1	3.08542e-09	1.454196e-07	0.1	3.08542e-09	2.362673e-12	0.1	3.08542e-09	4.639329e-10	0.1	3.08542e-09	1.57357e-06	0.1	3.08542e-09	2.447631e-06	0.1	3.08542e-09	1.496971e-09	0.1	3.08542e-09	2.508412e-08	0.1	3.08542e-09	2.219796e-07	0.1	3.08542e-09	1.197747e-07	0.1	3.08542e-09	1.540913e-08	0.1	3.08542e-09	4.130688e-13	0.1	3.08542e-09	7.513378e-17	0.1
4.017672e-09	4.5358972797767996e-06	0.1	4.017672e-09	1.750358e-07	0.1	4.017672e-09	2.841217e-12	0.1	4.017672e-09	5.586311e-10	0.1	4.017672e-09	1.894727e-06	0.1	4.017672e-09	2.947116e-06	0.1	4.017672e-09	2.118609e-09	0.1	4.017672e-09	3.013713e-08	0.1	4.017672e-09	2.748494e-07	0.1	4.017672e-09	1.23593e-07	0.1	4.017672e-09	1.596761e-08	0.1	4.017672e-09	4.962007e-13	0.1	4.017672e-09	8.402495e-17	0.1
5.279068e-09	3.5389171948784e-06	0.1	5.279068e-09	2.075431e-07	0.1	5.279068e-09	3.365607e-12	0.1	5.279068e-09	6.62726e-10	0.1	5.279068e-09	2.247753e-06	0.1	5.279068e-09	3.496112e-06	0.1	5.279068e-09	2.940951e-09	0.1	5.279068e-09	3.566199e-08	0.1	5.279068e-09	3.362903e-07	0.1	5.279068e-09	1.187162e-07	0.1	5.279068e-09	1.542135e-08	0.1	5.279068e-09	5.870606e-13	0.1	5.279068e-09	8.989815e-17	0.1
6.540464e-09	2.7610722845496e-06	0.1	6.540464e-09	2.330316e-07	0.1	6.540464e-09	3.776317e-12	0.1	6.540464e-09	7.445118e-10	0.1	6.540464e-09	2.525135e-06	0.1	6.540464e-09	3.927414e-06	0.1	6.540464e-09	3.69711e-09	0.1	6.540464e-09	3.99794e-08	0.1	6.540464e-09	3.871957e-07	0.1	6.540464e-09	1.077011e-07	0.1	6.540464e-09	1.406277e-08	0.1	6.540464e-09	6.580353e-13	0.1	6.540464e-09	9.073417e-17	0.1
7.80186e-09	2.1541963807004997e-06	0.1	7.80186e-09	2.529877e-07	0.1	7.80186e-09	4.097827e-12	0.1	7.80186e-09	8.08708e-10	0.1	7.80186e-09	2.742886e-06	0.1	7.80186e-09	4.265935e-06	0.1	7.80186e-09	4.364574e-09	0.1	7.80186e-09	4.335255e-08	0.1	7.80186e-09	4.289211e-07	0.1	7.80186e-09	9.422965e-08	0.1	7.80186e-09	1.236374e-08	0.1	7.80186e-09	7.134683e-13	0.1	7.80186e-09	8.821458e-17	0.1
9.063256e-09	1.6807113523455e-06	0.1	9.063256e-09	2.685891e-07	0.1	9.063256e-09	4.349398e-12	0.1	9.063256e-09	8.590561e-10	0.1	9.063256e-09	2.913697e-06	0.1	9.063256e-09	4.531419e-06	0.1	9.063256e-09	4.937767e-09	0.1	9.063256e-09	4.598749e-08	0.1	9.063256e-09	4.628346e-07	0.1	9.063256e-09	8.041956e-08	0.1	9.063256e-09	1.060017e-08	0.1	9.063256e-09	7.567571e-13	0.1	9.063256e-09	8.356395e-17	0.1
1.032465e-08	1.3112962312449999e-06	0.1	1.032465e-08	2.807673e-07	0.1	1.032465e-08	4.546169e-12	0.1	1.032465e-08	8.985154e-10	0.1	1.032465e-08	3.047602e-06	0.1	1.032465e-08	4.73948e-06	0.1	1.032465e-08	5.420449e-09	0.1	1.032465e-08	4.804546e-08	0.1	1.032465e-08	4.902138e-07	0.1	1.032465e-08	6.741269e-08	0.1	1.032465e-08	8.924043e-09	0.1	1.032465e-08	7.905582e-13	0.1	1.032465e-08	7.766338e-17	0.1
1.158605e-08	1.0230781552566e-06	0.1	1.158605e-08	2.902571e-07	0.1	1.158605e-08	4.700025e-12	0.1	1.158605e-08	9.29422e-10	0.1	1.158605e-08	3.152523e-06	0.1	1.158605e-08	4.902443e-06	0.1	1.158605e-08	5.82104e-09	0.1	1.158605e-08	4.965258e-08	0.1	1.158605e-08	5.121974e-07	0.1	1.158605e-08	5.575455e-08	0.1	1.158605e-08	7.410598e-09	0.1	1.158605e-08	8.169485e-13	0.1	1.158605e-08	7.113721e-17	0.1
1.300192e-08	7.743125921995201e-07	0.1	1.300192e-08	2.984196e-07	0.1	1.300192e-08	4.833086e-12	0.1	1.300192e-08	9.561928e-10	0.1	1.300192e-08	3.243452e-06	0.1	1.300192e-08	5.043598e-06	0.1	1.300192e-08	6.185667e-09	0.1	1.300192e-08	5.104089e-08	0.1	1.300192e-08	5.316612e-07	0.1	1.300192e-08	4.450507e-08	0.1	1.300192e-08	5.940411e-09	0.1	1.300192e-08	8.39741e-13	0.1	1.300192e-08	6.359846e-17	0.1
1.452078e-08	5.7427961257158e-07	0.1	1.452078e-08	3.049386e-07	0.1	1.452078e-08	4.94028e-12	0.1	1.452078e-08	9.777908e-10	0.1	1.452078e-08	3.316869e-06	0.1	1.452078e-08	5.157482e-06	0.1	1.452078e-08	6.493103e-09	0.1	1.452078e-08	5.215813e-08	0.1	1.452078e-08	5.476814e-07	0.1	1.452078e-08	3.45635e-08	0.1	1.452078e-08	4.632781e-09	0.1	1.452078e-08	8.580797e-13	0.1	1.452078e-08	5.569635e-17	0.1
1.603963e-08	4.2592258517274003e-07	0.1	1.603963e-08	3.097191e-07	0.1	1.603963e-08	5.019913e-12	0.1	1.603963e-08	9.938561e-10	0.1	1.603963e-08	3.371539e-06	0.1	1.603963e-08	5.242196e-06	0.1	1.603963e-08	6.730398e-09	0.1	1.603963e-08	5.298733e-08	0.1	1.603963e-08	5.598037e-07	0.1	1.603963e-08	2.660643e-08	0.1	1.603963e-08	3.579971e-09	0.1	1.603963e-08	8.716882e-13	0.1	1.603963e-08	4.827697e-17	0.1
1.755849e-08	3.1589145151512e-07	0.1	1.755849e-08	3.132051e-07	0.1	1.755849e-08	5.079055e-12	0.1	1.755849e-08	1.0058e-09	0.1	1.755849e-08	3.412247e-06	0.1	1.755849e-08	5.305185e-06	0.1	1.755849e-08	6.912189e-09	0.1	1.755849e-08	5.360269e-08	0.1	1.755849e-08	5.689449e-07	0.1	1.755849e-08	2.034028e-08	0.1	1.755849e-08	2.746491e-09	0.1	1.755849e-08	8.817857e-13	0.1	1.755849e-08	4.150029e-17	0.1
1.927019e-08	2.2556200901736e-07	0.1	1.927019e-08	3.159923e-07	0.1	1.927019e-08	5.127667e-12	0.1	1.927019e-08	1.015627e-09	0.1	1.927019e-08	3.445812e-06	0.1	1.927019e-08	5.357014e-06	0.1	1.927019e-08	7.065639e-09	0.1	1.927019e-08	5.410814e-08	0.1	1.927019e-08	5.765585e-07	0.1	1.927019e-08	1.493129e-08	0.1	1.927019e-08	2.023405e-09	0.1	1.927019e-08	8.900786e-13	0.1	1.927019e-08	3.47143e-17	0.1
