Batch	m_SP	5	W2	W1	Pr1	Pr2	Pr3							
2.175593e-08	0.9887275	0.1	2.175593e-08	0.003065577	0.1	2.175593e-08	0.004037065	0.1	2.175593e-08	5.828998e-05	0.1	2.175593e-08	8.095743e-06	0.1
4.528162e-08	0.9767318	0.1	4.528162e-08	0.006327825	0.1	4.528162e-08	0.008333134	0.1	4.528162e-08	0.0001203215	0.1	4.528162e-08	1.671082e-05	0.1
8.44911e-08	0.9571743	0.1	8.44911e-08	0.01164652	0.1	8.44911e-08	0.01533736	0.1	8.44911e-08	0.0002214607	0.1	8.44911e-08	3.075602e-05	0.1
1.514215e-07	0.9249955	0.1	1.514215e-07	0.02039757	0.1	1.514215e-07	0.02686173	0.1	1.514215e-07	0.0003878823	0.1	1.514215e-07	5.386126e-05	0.1
2.500864e-07	0.880159	0.1	2.500864e-07	0.03259081	0.1	2.500864e-07	0.04291925	0.1	2.500864e-07	0.0006197973	0.1	2.500864e-07	8.603896e-05	0.1
4.096248e-07	0.8135931	0.1	4.096248e-07	0.05069322	0.1	4.096248e-07	0.0667589	0.1	4.096248e-07	0.0009641896	0.1	4.096248e-07	0.0001337458	0.1
6.044565e-07	0.7410021	0.1	6.044565e-07	0.07043395	0.1	6.044565e-07	0.09275649	0.1	6.044565e-07	0.001339902	0.1	6.044565e-07	0.0001856113	0.1
8.967707e-07	0.647065	0.1	8.967707e-07	0.09597927	0.1	8.967707e-07	0.1263992	0.1	8.967707e-07	0.00182642	0.1	8.967707e-07	0.0002522838	0.1
1.189085e-06	0.5677538	0.1	1.189085e-06	0.1175469	0.1	1.189085e-06	0.1548041	0.1	1.189085e-06	0.002237605	0.1	1.189085e-06	0.0003079102	0.1
1.481399e-06	0.5001949	0.1	1.481399e-06	0.1359184	0.1	1.481399e-06	0.1790005	0.1	1.481399e-06	0.002588301	0.1	1.481399e-06	0.0003545151	0.1
1.773713e-06	0.4422109	0.1	1.773713e-06	0.151686	0.1	1.773713e-06	0.1997681	0.1	1.773713e-06	0.002889749	0.1	1.773713e-06	0.0003936568	0.1
2.089676e-06	0.3883723	0.1	2.089676e-06	0.1663262	0.1	2.089676e-06	0.2190516	0.1	2.089676e-06	0.003170166	0.1	2.089676e-06	0.0004289783	0.1
2.441112e-06	0.337333	0.1	2.441112e-06	0.180205	0.1	2.441112e-06	0.2373332	0.1	2.441112e-06	0.00343664	0.1	2.441112e-06	0.0004611793	0.1
2.792549e-06	0.2939246	0.1	2.792549e-06	0.1920086	0.1	2.792549e-06	0.2528822	0.1	2.792549e-06	0.003663943	0.1	2.792549e-06	0.0004871937	0.1
3.143985e-06	0.2567904	0.1	3.143985e-06	0.202106	0.1	3.143985e-06	0.2661847	0.1	3.143985e-06	0.003859056	0.1	3.143985e-06	0.0005080733	0.1
3.495421e-06	0.2248646	0.1	3.495421e-06	0.210787	0.1	3.495421e-06	0.277622	0.1	3.495421e-06	0.004027458	0.1	3.495421e-06	0.0005246634	0.1
3.846857e-06	0.1972991	0.1	3.846857e-06	0.2182823	0.1	3.846857e-06	0.2874982	0.1	3.846857e-06	0.004173506	0.1	3.846857e-06	0.000537652	0.1
4.198293e-06	0.1734099	0.1	4.198293e-06	0.2247778	0.1	4.198293e-06	0.2960578	0.1	4.198293e-06	0.004300708	0.1	4.198293e-06	0.0005476049	0.1
4.549729e-06	0.1526405	0.1	4.549729e-06	0.2304249	0.1	4.549729e-06	0.3035004	0.1	4.549729e-06	0.004411918	0.1	4.549729e-06	0.000554992	0.1
4.901165e-06	0.1345331	0.1	4.901165e-06	0.2353481	0.1	4.901165e-06	0.3099897	0.1	4.901165e-06	0.004509481	0.1	4.901165e-06	0.0005602059	0.1
5.252601e-06	0.118708	0.1	5.252601e-06	0.2396505	0.1	5.252601e-06	0.3156618	0.1	5.252601e-06	0.00459534	0.1	5.252601e-06	0.0005635773	0.1
5.604037e-06	0.1048483	0.1	5.604037e-06	0.2434185	0.1	5.604037e-06	0.3206301	0.1	5.604037e-06	0.004671115	0.1	5.604037e-06	0.0005653859	0.1
5.955473e-06	0.09268725	0.1	5.955473e-06	0.2467244	0.1	5.955473e-06	0.3249901	0.1	5.955473e-06	0.004738171	0.1	5.955473e-06	0.0005658693	0.1
6.30691e-06	0.08199929	0.1	6.30691e-06	0.2496297	0.1	6.30691e-06	0.3288226	0.1	6.30691e-06	0.004797658	0.1	6.30691e-06	0.00056523	0.1
6.658346e-06	0.07259252	0.1	6.658346e-06	0.2521865	0.1	6.658346e-06	0.3321963	0.1	6.658346e-06	0.004850559	0.1	6.658346e-06	0.0005636414	0.1
7.009782e-06	0.06430292	0.1	7.009782e-06	0.2544394	0.1	7.009782e-06	0.3351699	0.1	7.009782e-06	0.004897708	0.1	7.009782e-06	0.0005612521	0.1
7.361218e-06	0.05698969	0.1	7.361218e-06	0.2564267	0.1	7.361218e-06	0.3377938	0.1	7.361218e-06	0.004939826	0.1	7.361218e-06	0.0005581897	0.1
7.712654e-06	0.05053151	0.1	7.712654e-06	0.2581814	0.1	7.712654e-06	0.3401115	0.1	7.712654e-06	0.004977532	0.1	7.712654e-06	0.0005545641	0.1
8.06409e-06	0.04482347	0.1	8.06409e-06	0.259732	0.1	8.06409e-06	0.3421605	0.1	8.06409e-06	0.005011361	0.1	8.06409e-06	0.0005504697	0.1
8.415526e-06	0.03977457	0.1	8.415526e-06	0.2611032	0.1	8.415526e-06	0.3439733	0.1	8.415526e-06	0.005041776	0.1	8.415526e-06	0.0005459882	0.1
