Batch	m_SP	7	P3	R	W4_L	W3	P1	P2_L	P4											
1.189359e-11	9.73360166301e-06	0.1	1.189359e-11	4.368073e-09	0.1	1.189359e-11	2.3036380999999996e-07	0.1	1.189359e-11	6.032101e-11	0.1	1.189359e-11	1.082918e-08	0.1	1.189359e-11	2.0615749e-08	0.1	1.189359e-11	9.698162e-13	0.1
2.54463e-11	9.438788611170002e-06	0.1	2.54463e-11	9.203859e-09	0.1	2.54463e-11	4.8539399e-07	0.1	2.54463e-11	1.271009e-10	0.1	2.54463e-11	2.28179e-08	0.1	2.54463e-11	4.3438931000000004e-08	0.1	2.54463e-11	2.043476e-12	0.1
5.685419e-11	8.789439225767199e-06	0.1	5.685419e-11	1.985505e-08	0.1	5.685419e-11	1.0471177700000002e-06	0.1	5.685419e-11	2.741889e-10	0.1	5.685419e-11	4.922399e-08	0.1	5.685419e-11	9.370877e-08	0.1	5.685419e-11	4.408295e-12	0.1
1.133884e-10	7.7311149149507e-06	0.1	1.133884e-10	3.721466e-08	0.1	1.133884e-10	1.9626297e-06	0.1	1.133884e-10	5.139168e-10	0.1	1.133884e-10	9.226133e-08	0.1	1.133884e-10	1.75639928e-07	0.1	1.133884e-10	8.26254e-12	0.1
1.842101e-10	6.5832668499932e-06	0.1	1.842101e-10	5.604269e-08	0.1	1.842101e-10	2.9555845e-06	0.1	1.842101e-10	7.739231e-10	0.1	1.842101e-10	1.389392e-07	0.1	1.842101e-10	2.645015e-07	0.1	1.842101e-10	1.244281e-11	0.1
2.603692e-10	5.5383499544079e-06	0.1	2.603692e-10	7.318235e-08	0.1	2.603692e-10	3.8594972e-06	0.1	2.603692e-10	1.010614e-09	0.1	2.603692e-10	1.814312e-07	0.1	2.603692e-10	3.4539454e-07	0.1	2.603692e-10	1.624823e-11	0.1
3.489159e-10	4.5301283391975e-06	0.1	3.489159e-10	8.972013e-08	0.1	3.489159e-10	4.7316685999999995e-06	0.1	3.489159e-10	1.238993e-09	0.1	3.489159e-10	2.224311e-07	0.1	3.489159e-10	4.2344696999999996e-07	0.1	3.489159e-10	1.992001e-11	0.1
4.457209e-10	3.636647178476e-06	0.1	4.457209e-10	1.043758e-07	0.1	4.457209e-10	5.50458e-06	0.1	4.457209e-10	1.441382e-09	0.1	4.457209e-10	2.58765e-07	0.1	4.457209e-10	4.9261651e-07	0.1	4.457209e-10	2.317392e-11	0.1
5.42526e-10	2.9193886380424e-06	0.1	5.42526e-10	1.161409e-07	0.1	5.42526e-10	6.1250506e-06	0.1	5.42526e-10	1.603853e-09	0.1	5.42526e-10	2.879327e-07	0.1	5.42526e-10	5.4814372e-07	0.1	5.42526e-10	2.578606e-11	0.1
6.39331e-10	2.343595626352e-06	0.1	6.39331e-10	1.255856e-07	0.1	6.39331e-10	6.623146e-06	0.1	6.39331e-10	1.73428e-09	0.1	6.39331e-10	3.113477e-07	0.1	6.39331e-10	5.9271918e-07	0.1	6.39331e-10	2.788301e-11	0.1
7.400951e-10	1.8645394221305e-06	0.1	7.400951e-10	1.334435e-07	0.1	7.400951e-10	7.0375579999999994e-06	0.1	7.400951e-10	1.842795e-09	0.1	7.400951e-10	3.308288e-07	0.1	7.400951e-10	6.298057599999999e-07	0.1	7.400951e-10	2.962765e-11	0.1
8.566952e-10	1.431042973891e-06	0.1	8.566952e-10	1.405541e-07	0.1	8.566952e-10	7.412556399999999e-06	0.1	8.566952e-10	1.94099e-09	0.1	8.566952e-10	3.484571e-07	0.1	8.566952e-10	6.633653e-07	0.1	8.566952e-10	3.120638e-11	0.1
9.732954e-10	1.098332467388e-06	0.1	9.732954e-10	1.460116e-07	0.1	9.732954e-10	7.7003706e-06	0.1	9.732954e-10	2.016355e-09	0.1	9.732954e-10	3.61987e-07	0.1	9.732954e-10	6.891224e-07	0.1	9.732954e-10	3.241806e-11	0.1
1.089896e-09	8.429753486659e-07	0.1	1.089896e-09	1.502002e-07	0.1	1.089896e-09	7.921269800000001e-06	0.1	1.089896e-09	2.074199e-09	0.1	1.089896e-09	3.723712e-07	0.1	1.089896e-09	7.088910799999999e-07	0.1	1.089896e-09	3.334803e-11	0.1
1.206496e-09	6.469876065588e-07	0.1	1.206496e-09	1.534149e-07	0.1	1.206496e-09	8.0908112e-06	0.1	1.206496e-09	2.118594e-09	0.1	1.206496e-09	3.803412e-07	0.1	1.206496e-09	7.240637e-07	0.1	1.206496e-09	3.406179e-11	0.1
1.342407e-09	4.7527400957049996e-07	0.1	1.342407e-09	1.562315e-07	0.1	1.342407e-09	8.239353e-06	0.1	1.342407e-09	2.157491e-09	0.1	1.342407e-09	3.87324e-07	0.1	1.342407e-09	7.373570399999999e-07	0.1	1.342407e-09	3.468714e-11	0.1
1.483147e-09	3.4532963946702e-07	0.1	1.483147e-09	1.58363e-07	0.1	1.483147e-09	8.3517629e-06	0.1	1.483147e-09	2.186927e-09	0.1	1.483147e-09	3.926083e-07	0.1	1.483147e-09	7.4741682e-07	0.1	1.483147e-09	3.516038e-11	0.1
1.623886e-09	2.509133402904e-07	0.1	1.623886e-09	1.599117e-07	0.1	1.623886e-09	8.4334383e-06	0.1	1.623886e-09	2.208315e-09	0.1	1.623886e-09	3.964478e-07	0.1	1.623886e-09	7.547261000000001e-07	0.1	1.623886e-09	3.550423e-11	0.1
1.770359e-09	1.799545924611e-07	0.1	1.770359e-09	1.610756e-07	0.1	1.770359e-09	8.4948218e-06	0.1	1.770359e-09	2.22439e-09	0.1	1.770359e-09	3.993334e-07	0.1	1.770359e-09	7.6021941e-07	0.1	1.770359e-09	3.576265e-11	0.1
1.939765e-09	1.2251800129542e-07	0.1	1.939765e-09	1.620178e-07	0.1	1.939765e-09	8.5445082e-06	0.1	1.939765e-09	2.237401e-09	0.1	1.939765e-09	4.016691e-07	0.1	1.939765e-09	7.6466599e-07	0.1	1.939765e-09	3.597183e-11	0.1
