Batch	m_SP	4	T1a_L	T4a_L	N1a_L	N7a_L					
5.957044e-11	0.9999868780000001	0.1	5.957044e-11	1.8633399688e-11	0.1	5.957044e-11	9.30563483e-09	0.1	5.957044e-11	1.948551e-13	0.1
2.237119e-10	0.9999507599999999	0.1	2.237119e-10	7.016758933000001e-11	0.1	2.237119e-10	3.49453207e-08	0.1	2.237119e-10	7.3188695e-13	0.1
4.562318e-10	0.9998994609999999	0.1	4.562318e-10	1.4365217415e-10	0.1	4.562318e-10	7.12630282e-08	0.1	4.562318e-10	1.49295131e-12	0.1
8.399923e-10	0.999814813	0.1	8.399923e-10	2.6617645947e-10	0.1	8.399923e-10	1.311956104e-07	0.1	8.399923e-10	2.7498602000000003e-12	0.1
1.454009e-09	0.99967961	0.1	1.454009e-09	4.654577991e-10	0.1	1.454009e-09	2.2706859070000002e-07	0.1	1.454009e-09	4.763057999999999e-12	0.1
2.279962e-09	0.9994978210000001	0.1	2.279962e-09	7.398875269999999e-10	0.1	2.279962e-09	3.55997241e-07	0.1	2.279962e-09	7.4753889e-12	0.1
3.33964e-09	0.999264732	0.1	3.33964e-09	1.1028228971e-09	0.1	3.33964e-09	5.21351808e-07	0.1	3.33964e-09	1.0962577200000002e-11	0.1
4.399318e-09	0.999031817	0.1	4.399318e-09	1.478155098e-09	0.1	4.399318e-09	6.86643777e-07	0.1	4.399318e-09	1.44582171e-11	0.1
5.878752e-09	0.9987068949999999	0.1	5.878752e-09	2.0233078245999997e-09	0.1	5.878752e-09	9.17309906e-07	0.1	5.878752e-09	1.93530882e-11	0.1
7.358187e-09	0.9983822840000001	0.1	7.358187e-09	2.5936250590999996e-09	0.1	7.358187e-09	1.147861938e-06	0.1	7.358187e-09	2.4265402000000002e-11	0.1
8.837622e-09	0.9980581179999999	0.1	8.837622e-09	3.1896772863e-09	0.1	8.837622e-09	1.378302598e-06	0.1	8.837622e-09	2.9195647e-11	0.1
1.031706e-08	0.9977339479999999	0.1	1.031706e-08	3.812028406399999e-09	0.1	1.031706e-08	1.608634309e-06	0.1	1.031706e-08	3.41443e-11	0.1
1.205885e-08	0.997353018	0.1	1.205885e-08	4.5792045333e-09	0.1	1.205885e-08	1.879673764e-06	0.1	1.205885e-08	3.9994741e-11	0.1
1.386623e-08	0.9969581609999999	0.1	1.386623e-08	5.4155811823e-09	0.1	1.386623e-08	2.160764364e-06	0.1	1.386623e-08	4.6093934e-11	0.1
1.604638e-08	0.9964826800000002	0.1	1.604638e-08	6.4804857055e-09	0.1	1.604638e-08	2.49962231e-06	0.1	1.604638e-08	5.349076e-11	0.1
1.841198e-08	0.995967768	0.1	1.841198e-08	7.7071583578e-09	0.1	1.841198e-08	2.86705296e-06	0.1	1.841198e-08	6.156744700000001e-11	0.1
2.105577e-08	0.9953934689999999	0.1	2.105577e-08	9.168334072400001e-09	0.1	2.105577e-08	3.277385105e-06	0.1	2.105577e-08	7.0658424e-11	0.1
2.434624e-08	0.994681062	0.1	2.434624e-08	1.11243214792e-08	0.1	2.434624e-08	3.78764412e-06	0.1	2.434624e-08	8.2071826e-11	0.1
2.819407e-08	0.9938512629999999	0.1	2.819407e-08	1.3611942184100002e-08	0.1	2.819407e-08	4.38372859e-06	0.1	2.819407e-08	9.5563364e-11	0.1
3.271415e-08	0.992881555	0.1	3.271415e-08	1.68213146208e-08	0.1	3.271415e-08	5.08314057e-06	0.1	3.271415e-08	1.11621128e-10	0.1
3.843693e-08	0.991662363	0.1	3.843693e-08	2.13502143038e-08	0.1	3.843693e-08	5.96744003e-06	0.1	3.843693e-08	1.32293536e-10	0.1
4.575153e-08	0.9901200219999999	0.1	4.575153e-08	2.7936652221e-08	0.1	4.575153e-08	7.095833e-06	0.1	4.575153e-08	1.59308439e-10	0.1
5.411729e-08	0.9883804949999999	0.1	5.411729e-08	3.6631894421e-08	0.1	5.411729e-08	8.38395327e-06	0.1	5.411729e-08	1.91079043e-10	0.1
6.346285e-08	0.986472266	0.1	6.346285e-08	4.7903290187e-08	0.1	6.346285e-08	9.82010186e-06	0.1	6.346285e-08	2.2775712e-10	0.1
7.475526e-08	0.984221101	0.1	7.475526e-08	6.3856426724e-08	0.1	7.475526e-08	1.155180349e-05	0.1	7.475526e-08	2.7387918e-10	0.1
8.771346e-08	0.9817196920000001	0.1	8.771346e-08	8.5514599852e-08	0.1	8.771346e-08	1.3534632929999999e-05	0.1	8.771346e-08	3.2943395e-10	0.1
1.023632e-07	0.979007375	0.1	1.023632e-07	1.1459636397699998e-07	0.1	1.023632e-07	1.577149762e-05	0.1	1.023632e-07	3.9590091e-10	0.1
1.193368e-07	0.976030082	0.1	1.193368e-07	1.5478425313299998e-07	0.1	1.193368e-07	1.835794009e-05	0.1	1.193368e-07	4.7815811e-10	0.1
1.363105e-07	0.973240317	0.1	1.363105e-07	2.02357566664e-07	0.1	1.363105e-07	2.0939817e-05	0.1	1.363105e-07	5.6646007e-10	0.1
1.539642e-07	0.9705446510000001	0.1	1.539642e-07	2.6009156813499997e-07	0.1	1.539642e-07	2.3621282090000003e-05	0.1	1.539642e-07	6.651276999999999e-10	0.1
1.74338e-07	0.9676967770000001	0.1	1.74338e-07	3.37685320863e-07	0.1	1.74338e-07	2.671203548e-05	0.1	1.74338e-07	7.8814489e-10	0.1
1.97639e-07	0.964780482	0.1	1.97639e-07	4.4147165224e-07	0.1	1.97639e-07	3.0242630269999998e-05	0.1	1.97639e-07	9.4147462e-10	0.1
2.228915e-07	0.962013636	0.1	2.228915e-07	5.728216171099999e-07	0.1	2.228915e-07	3.40642074e-05	0.1	2.228915e-07	1.12359374e-09	0.1
2.48144e-07	0.959628025	0.1	2.48144e-07	7.244980342100001e-07	0.1	2.48144e-07	3.78804995e-05	0.1	2.48144e-07	1.32298552e-09	0.1
2.733965e-07	0.957589237	0.1	2.733965e-07	8.970869820100001e-07	0.1	2.733965e-07	4.16903222e-05	0.1	2.733965e-07	1.54025413e-09	0.1
2.98649e-07	0.955859438	0.1	2.98649e-07	1.09105748797e-06	0.1	2.98649e-07	4.5491973000000004e-05	0.1	2.98649e-07	1.77593572e-09	0.1
3.239015e-07	0.954401172	0.1	3.239015e-07	1.30677529582e-06	0.1	3.239015e-07	4.92833282e-05	0.1	3.239015e-07	2.0305209e-09	0.1
3.491539e-07	0.953178068	0.1	3.491539e-07	1.5445140031499999e-06	0.1	3.491539e-07	5.30620232e-05	0.1	3.491539e-07	2.3044738e-09	0.1
3.744064e-07	0.952156624	0.1	3.744064e-07	1.80446606818e-06	0.1	3.744064e-07	5.68255885e-05	0.1	3.744064e-07	2.5982391999999997e-09	0.1
3.996589e-07	0.9513064920000001	0.1	3.996589e-07	2.08675172668e-06	0.1	3.996589e-07	6.0571485e-05	0.1	3.996589e-07	2.9122565999999998e-09	0.1
4.22853e-07	0.950653563	0.1	4.22853e-07	2.36575369614e-06	0.1	4.22853e-07	6.39943597e-05	0.1	4.22853e-07	3.2188887e-09	0.1
4.493672e-07	0.950033187	0.1	4.493672e-07	2.7078370563999998e-06	0.1	4.493672e-07	6.78840129e-05	0.1	4.493672e-07	3.5912144000000002e-09	0.1
4.866604e-07	0.9493461480000001	0.1	4.866604e-07	3.2306602799e-06	0.1	4.866604e-07	7.33081277e-05	0.1	4.866604e-07	4.1551613e-09	0.1
5.299791e-07	0.9487574170000002	0.1	5.299791e-07	3.898716317e-06	0.1	5.299791e-07	7.953173040000001e-05	0.1	5.299791e-07	4.870897400000001e-09	0.1
5.748042e-07	0.9483217139999999	0.1	5.748042e-07	4.6579683633e-06	0.1	5.748042e-07	8.58748482e-05	0.1	5.748042e-07	5.6821987e-09	0.1
6.196293e-07	0.948011527	0.1	6.196293e-07	5.485264483500001e-06	0.1	6.196293e-07	9.21099774e-05	0.1	6.196293e-07	6.5674391e-09	0.1
6.644543e-07	0.9477898770000001	0.1	6.644543e-07	6.3793104109e-06	0.1	6.644543e-07	9.82288055e-05	0.1	6.644543e-07	7.5285337e-09	0.1
7.092794e-07	0.947630661	0.1	7.092794e-07	7.3386779068999994e-06	0.1	7.092794e-07	0.0001042241502	0.1	7.092794e-07	8.5672001e-09	0.1
7.541045e-07	0.947515145	0.1	7.541045e-07	8.3618281061e-06	0.1	7.541045e-07	0.000110089827	0.1	7.541045e-07	9.6849505e-09	0.1
7.989295e-07	0.9474304139999998	0.1	7.989295e-07	9.4471644599e-06	0.1	7.989295e-07	0.0001158206184	0.1	7.989295e-07	1.08830738e-08	0.1
