Batch	m_SP	7	W3	R	W4_L	P1	P2_L	P3	P4											
80.0151	0.9897927	0.1	80.0151	8.216072e-12	0.1	80.0151	2.7997832099999997e-06	0.1	80.0151	0.003783305	0.1	80.0151	8.709201235e-09	0.1	80.0151	7.931199e-12	0.1	80.0151	1.605467e-10	0.1
89.20295	0.9884308	0.1	89.20295	9.150469e-12	0.1	89.20295	3.1183930400000002e-06	0.1	89.20295	0.004415768	0.1	89.20295	9.700873118e-09	0.1	89.20295	8.833204e-12	0.1	89.20295	1.788018e-10	0.1
98.39081	0.9870536	0.1	98.39081	1.008281e-11	0.1	98.39081	3.4363108500000002e-06	0.1	98.39081	0.005065201	0.1	98.39081	1.0690477640000001e-08	0.1	98.39081	9.73322e-12	0.1	98.39081	1.970167e-10	0.1
107.5787	0.9856644	0.1	107.5787	1.101307e-11	0.1	107.5787	3.75353156e-06	0.1	107.5787	0.005728189	0.1	107.5787	1.1677999802e-08	0.1	107.5787	1.063124e-11	0.1	107.5787	2.151911e-10	0.1
118.6376	0.9839805	0.1	118.6376	1.213003e-11	0.1	118.6376	4.134424499999999e-06	0.1	118.6376	0.00654026	0.1	118.6376	1.2863804508e-08	0.1	118.6376	1.170948e-11	0.1	118.6376	2.370129e-10	0.1
129.6965	0.9822871	0.1	129.6965	1.324399e-11	0.1	129.6965	4.514302720000001e-06	0.1	129.6965	0.007364067	0.1	129.6965	1.4046508691000001e-08	0.1	129.6965	1.278482e-11	0.1	129.6965	2.587761e-10	0.1
140.7554	0.9805874	0.1	140.7554	1.435496e-11	0.1	140.7554	4.8931651700000005e-06	0.1	140.7554	0.008196567	0.1	140.7554	1.5226122353e-08	0.1	140.7554	1.385727e-11	0.1	140.7554	2.804808e-10	0.1
151.8143	0.9788837	0.1	151.8143	1.546294e-11	0.1	151.8143	5.27101681e-06	0.1	151.8143	0.009035376	0.1	151.8143	1.6402625494e-08	0.1	151.8143	1.492685e-11	0.1	151.8143	3.021272e-10	0.1
164.2472	0.9769658	0.1	164.2472	1.670503e-11	0.1	164.2472	5.69460694e-06	0.1	164.2472	0.009983628	0.1	164.2472	1.7721582012e-08	0.1	164.2472	1.612588e-11	0.1	164.2472	3.263936e-10	0.1
177.5959	0.974906	0.1	177.5959	1.803448e-11	0.1	177.5959	6.14799067e-06	0.1	177.5959	0.01100569	0.1	177.5959	1.9133343758e-08	0.1	177.5959	1.740924e-11	0.1	177.5959	3.523666e-10	0.1
190.9447	0.9728473	0.1	190.9447	1.935964e-11	0.1	190.9447	6.59992032e-06	0.1	190.9447	0.01203	0.1	190.9447	2.0540594758000002e-08	0.1	190.9447	1.868847e-11	0.1	190.9447	3.78256e-10	0.1
204.2935	0.970791	0.1	204.2935	2.068056e-11	0.1	204.2935	7.0504019e-06	0.1	204.2935	0.01305514	0.1	204.2935	2.1943365018e-08	0.1	204.2935	1.99636e-11	0.1	204.2935	4.040625e-10	0.1
