Batch	m_SP	7	P2_L	R	W4_L	W3	P1	P3	P4											
1.744051e-10	9.7045719341833e-06	0.1	1.744051e-10	6.490436e-09	0.1	1.744051e-10	1.9084643e-07	0.1	1.744051e-10	1.117541e-10	0.1	1.744051e-10	7.516371e-08	0.1	1.744051e-10	6.68168e-09	0.1	1.744051e-10	1.316925e-12	0.1
3.746374e-10	9.3931892537442e-06	0.1	3.746374e-10	1.371852e-08	0.1	3.746374e-10	4.0337161e-07	0.1	3.746374e-10	2.362048e-10	0.1	3.746374e-10	1.588566e-07	0.1	3.746374e-10	1.412275e-08	0.1	3.746374e-10	2.783526e-12	0.1
8.425064e-10	8.7040314341364e-06	0.1	8.425064e-10	2.971803e-08	0.1	8.425064e-10	8.737564200000001e-07	0.1	8.425064e-10	5.116615e-10	0.1	8.425064e-10	3.440611e-07	0.1	8.425064e-10	3.059371e-08	0.1	8.425064e-10	6.029895e-12	0.1
1.684671e-09	7.5885749132476e-06	0.1	1.684671e-09	5.562124e-08	0.1	1.684671e-09	1.6351774e-06	0.1	1.684671e-09	9.575739e-10	0.1	1.684671e-09	6.437513e-07	0.1	1.684671e-09	5.726024e-08	0.1	1.684671e-09	1.128583e-11	0.1
2.492723e-09	6.653036283304e-06	0.1	2.492723e-09	7.735321e-08	0.1	2.492723e-09	2.2738511e-06	0.1	2.492723e-09	1.331627e-09	0.1	2.492723e-09	8.95024e-07	0.1	2.492723e-09	7.963266e-08	0.1	2.492723e-09	1.569545e-11	0.1
3.109248e-09	6.017663024631e-06	0.1	3.109248e-09	9.211634e-08	0.1	3.109248e-09	2.7076454e-06	0.1	3.109248e-09	1.585703e-09	0.1	3.109248e-09	1.065633e-06	0.1	3.109248e-09	9.483088e-08	0.1	3.109248e-09	1.869106e-11	0.1
3.955155e-09	5.243522786211e-06	0.1	3.955155e-09	1.101082e-07	0.1	3.955155e-09	3.2362229e-06	0.1	3.955155e-09	1.89531e-09	0.1	3.955155e-09	1.273451e-06	0.1	3.955155e-09	1.13353e-07	0.1	3.955155e-09	2.234185e-11	0.1
5.153747e-09	4.3141508123296e-06	0.1	5.153747e-09	1.317147e-07	0.1	5.153747e-09	3.8708603e-06	0.1	5.153747e-09	2.267066e-09	0.1	5.153747e-09	1.522861e-06	0.1	5.153747e-09	1.355963e-07	0.1	5.153747e-09	2.672617e-11	0.1
6.79535e-09	3.30271356898879e-06	0.1	6.79535e-09	1.552386e-07	0.1	6.79535e-09	4.561627600000001e-06	0.1	6.79535e-09	2.671738e-09	0.1	6.79535e-09	1.794185e-06	0.1	6.79535e-09	1.598137e-07	0.1	6.79535e-09	3.149964e-11	0.1
8.436953e-09	2.5285223655573004e-06	0.1	8.436953e-09	1.732523e-07	0.1	8.436953e-09	5.0904417e-06	0.1	8.436953e-09	2.981561e-09	0.1	8.436953e-09	2.001777e-06	0.1	8.436953e-09	1.783584e-07	0.1	8.436953e-09	3.515505e-11	0.1
