Batch	m_SP	4	Pr3	W1	Pr1	Pr2	
8.454877000000e-11	9.755570443320e-06	1.000000000000e-01	8.454877000000e-11	2.429788000000e-07	1.000000000000e-01	8.454877000000e-11	3.485664000000e-10	1.000000000000e-01	8.454877000000e-11	5.597417000000e-10	1.000000000000e-01
1.815429000000e-10	9.482619172860e-06	1.000000000000e-01	1.815429000000e-10	5.144203000000e-07	1.000000000000e-01	1.815429000000e-10	7.379642000000e-10	1.000000000000e-01	1.815429000000e-10	1.185052000000e-09	1.000000000000e-01
4.047685000000e-10	8.883101168100e-06	1.000000000000e-01	4.047685000000e-10	1.110622000000e-06	1.000000000000e-01	4.047685000000e-10	1.593249000000e-09	1.000000000000e-01	4.047685000000e-10	2.558502000000e-09	1.000000000000e-01
8.065746000000e-10	7.897870020510e-06	1.000000000000e-01	8.065746000000e-10	2.090405000000e-06	1.000000000000e-01	8.065746000000e-10	2.998801000000e-09	1.000000000000e-01	8.065746000000e-10	4.815592000000e-09	1.000000000000e-01
1.319424000000e-09	6.797449024830e-06	1.000000000000e-01	1.319424000000e-09	3.184741000000e-06	1.000000000000e-01	1.319424000000e-09	4.568686000000e-09	1.000000000000e-01	1.319424000000e-09	7.336575000000e-09	1.000000000000e-01
1.876538000000e-09	5.775072248700e-06	1.000000000000e-01	1.876538000000e-09	4.201463000000e-06	1.000000000000e-01	1.876538000000e-09	6.027230000000e-09	1.000000000000e-01	1.876538000000e-09	9.678763000000e-09	1.000000000000e-01
2.525035000000e-09	4.777025229270e-06	1.000000000000e-01	2.525035000000e-09	5.193991000000e-06	1.000000000000e-01	2.525035000000e-09	7.451066000000e-09	1.000000000000e-01	2.525035000000e-09	1.196521000000e-08	1.000000000000e-01
3.234455000000e-09	3.881652183090e-06	1.000000000000e-01	3.234455000000e-09	6.084412000000e-06	1.000000000000e-01	3.234455000000e-09	8.728423000000e-09	1.000000000000e-01	3.234455000000e-09	1.401645000000e-08	1.000000000000e-01
3.943874000000e-09	3.154102458660e-06	1.000000000000e-01	3.943874000000e-09	6.807938000000e-06	1.000000000000e-01	3.943874000000e-09	9.766362000000e-09	1.000000000000e-01	3.943874000000e-09	1.568321000000e-08	1.000000000000e-01
4.653294000000e-09	2.562919370550e-06	1.000000000000e-01	4.653294000000e-09	7.395852000000e-06	1.000000000000e-01	4.653294000000e-09	1.060976000000e-08	1.000000000000e-01	4.653294000000e-09	1.703756000000e-08	1.000000000000e-01
5.420185000000e-09	2.047818521610e-06	1.000000000000e-01	5.420185000000e-09	7.908104000000e-06	1.000000000000e-01	5.420185000000e-09	1.134461000000e-08	1.000000000000e-01	5.420185000000e-09	1.821762000000e-08	1.000000000000e-01
6.273286000000e-09	1.595490044940e-06	1.000000000000e-01	6.273286000000e-09	8.357931000000e-06	1.000000000000e-01	6.273286000000e-09	1.198991000000e-08	1.000000000000e-01	6.273286000000e-09	1.925387000000e-08	1.000000000000e-01
7.126386000000e-09	1.243073569140e-06	1.000000000000e-01	7.126386000000e-09	8.708398000000e-06	1.000000000000e-01	7.126386000000e-09	1.249268000000e-08	1.000000000000e-01	7.126386000000e-09	2.006123000000e-08	1.000000000000e-01
7.979486000000e-09	9.684996149070e-07	1.000000000000e-01	7.979486000000e-09	8.981454000000e-06	1.000000000000e-01	7.979486000000e-09	1.288439000000e-08	1.000000000000e-01	7.979486000000e-09	2.069026000000e-08	1.000000000000e-01
8.832586000000e-09	7.545744541800e-07	1.000000000000e-01	8.832586000000e-09	9.194196000000e-06	1.000000000000e-01	8.832586000000e-09	1.318958000000e-08	1.000000000000e-01	8.832586000000e-09	2.118035000000e-08	1.000000000000e-01
9.825761000000e-09	5.642954569890e-07	1.000000000000e-01	9.825761000000e-09	9.383423000000e-06	1.000000000000e-01	9.825761000000e-09	1.346104000000e-08	1.000000000000e-01	9.825761000000e-09	2.161626000000e-08	1.000000000000e-01
1.085395000000e-08	4.176970229880e-07	1.000000000000e-01	1.085395000000e-08	9.529210000000e-06	1.000000000000e-01	1.085395000000e-08	1.367018000000e-08	1.000000000000e-01	1.085395000000e-08	2.195211000000e-08	1.000000000000e-01
1.188215000000e-08	3.091834081350e-07	1.000000000000e-01	1.188215000000e-08	9.637124000000e-06	1.000000000000e-01	1.188215000000e-08	1.382498000000e-08	1.000000000000e-01	1.188215000000e-08	2.220070000000e-08	1.000000000000e-01
1.291034000000e-08	2.288606113710e-07	1.000000000000e-01	1.291034000000e-08	9.717002000000e-06	1.000000000000e-01	1.291034000000e-08	1.393957000000e-08	1.000000000000e-01	1.291034000000e-08	2.238472000000e-08	1.000000000000e-01
1.414788000000e-08	1.593405065790e-07	1.000000000000e-01	1.414788000000e-08	9.786138000000e-06	1.000000000000e-01	1.414788000000e-08	1.403875000000e-08	1.000000000000e-01	1.414788000000e-08	2.254398000000e-08	1.000000000000e-01
1.538541000000e-08	1.109382906060e-07	1.000000000000e-01	1.538541000000e-08	9.834273000000e-06	1.000000000000e-01	1.538541000000e-08	1.410780000000e-08	1.000000000000e-01	1.538541000000e-08	2.265487000000e-08	1.000000000000e-01
