Batch	m_SP	5	W1	W2	Pr1	Pr2	Pr3							
5.534023e+27	1.0	0.1	5.534023e+27	2.882409e-20	0.1	5.534023e+27	3.810198e-10	0.1	5.534023e+27	8.688416e-09	0.1	5.534023e+27	4.968259e-26	0.1
1.383506e+28	1.0	0.1	1.383506e+28	2.904822e-20	0.1	1.383506e+28	6.847142e-10	0.1	1.383506e+28	2.172104e-08	0.1	1.383506e+28	0.0	0.1
3.043713e+28	0.9999999	0.1	3.043713e+28	2.915333e-20	0.1	3.043713e+28	7.839656e-10	0.1	3.043713e+28	4.778629e-08	0.1	3.043713e+28	0.0	0.1
5.415412e+28	0.9999998	0.1	5.415412e+28	2.915557e-20	0.1	5.415412e+28	7.899986e-10	0.1	5.415412e+28	8.502195e-08	0.1	5.415412e+28	0.0	0.1
6.416624e+28	0.9999998	0.1	6.416624e+28	2.915679e-20	0.1	6.416624e+28	7.924405e-10	0.1	6.416624e+28	1.00741e-07	0.1	6.416624e+28	0.0	0.1
9.086524e+28	0.9999997	0.1	9.086524e+28	2.915669e-20	0.1	9.086524e+28	7.923583e-10	0.1	9.086524e+28	1.426584e-07	0.1	9.086524e+28	0.0	0.1
1.843117e+29	0.9999994	0.1	1.843117e+29	2.915669e-20	0.1	1.843117e+29	7.923607e-10	0.1	1.843117e+29	2.893693e-07	0.1	1.843117e+29	0.0	0.1
4.780007e+29	0.9999985	0.1	4.780007e+29	2.915666e-20	0.1	4.780007e+29	7.923602e-10	0.1	4.780007e+29	7.504602e-07	0.1	4.780007e+29	0.0	0.1
1.225573e+30	0.9999962	0.1	1.225573e+30	2.915659e-20	0.1	1.225573e+30	7.923588e-10	0.1	1.225573e+30	1.924143e-06	0.1	1.225573e+30	7.83942e-34	0.1
2.934308e+30	0.9999908	0.1	2.934308e+30	2.915644e-20	0.1	2.934308e+30	7.923556e-10	0.1	2.934308e+30	4.606832e-06	0.1	2.934308e+30	7.697187e-33	0.1
6.778964e+30	0.9999787	0.1	6.778964e+30	2.915608e-20	0.1	6.778964e+30	7.923484e-10	0.1	6.778964e+30	1.06428e-05	0.1	6.778964e+30	4.968921e-32	0.1
1.703138e+31	0.9999465	0.1	1.703138e+31	2.915515e-20	0.1	1.703138e+31	7.923293e-10	0.1	1.703138e+31	2.673819e-05	0.1	1.703138e+31	3.409252e-31	0.1
4.095368e+31	0.9998714	0.1	4.095368e+31	2.915296e-20	0.1	4.095368e+31	7.922847e-10	0.1	4.095368e+31	6.429108e-05	0.1	4.095368e+31	2.034523e-30	0.1
9.563323e+31	0.9996998	0.1	9.563323e+31	2.914795e-20	0.1	9.563323e+31	7.921827e-10	0.1	9.563323e+31	0.0001501104	0.1	9.563323e+31	1.12308e-29	0.1
2.186622e+32	0.9993138	0.1	2.186622e+32	2.91367e-20	0.1	2.186622e+32	7.919533e-10	0.1	2.186622e+32	0.000343123	0.1	2.186622e+32	7.311687e-32	0.1
4.647202e+32	0.9985424	0.1	4.647202e+32	2.911421e-20	0.1	4.647202e+32	7.914948e-10	0.1	4.647202e+32	0.000728813	0.1	4.647202e+32	3.749344e-30	0.1
