Batch	m_SP	7	W4_L	R	W3	P1	P2_L	P3	P4											
6.979081e-10	0.9849425	0.1	6.979081e-10	0.0007587686	0.1	6.979081e-10	8.967265e-06	0.1	6.979081e-10	0.001765862	0.1	6.979081e-10	0.0034813686	0.1	6.979081e-10	0.0008415434	0.1	6.979081e-10	1.379579e-06	0.1
1.635217e-09	0.9669841	0.1	1.635217e-09	0.001753567	0.1	1.635217e-09	2.072397e-05	0.1	1.635217e-09	0.004081029	0.1	1.635217e-09	0.0080456846	0.1	1.635217e-09	0.001944865	0.1	1.635217e-09	3.188304e-06	0.1
3.509834e-09	0.9325007	0.1	3.509834e-09	0.003663767	0.1	3.509834e-09	4.329906e-05	0.1	3.509834e-09	0.008526584	0.1	3.509834e-09	0.01681003	0.1	3.509834e-09	0.00406345	0.1	3.509834e-09	6.661394e-06	0.1
6.050269e-09	0.888604	0.1	6.050269e-09	0.00609541	0.1	6.050269e-09	7.203666e-05	0.1	6.050269e-09	0.01418568	0.1	6.050269e-09	0.027966848	0.1	6.050269e-09	0.006760363	0.1	6.050269e-09	1.108256e-05	0.1
9.506689e-09	0.8335976	0.1	9.506689e-09	0.009142476	0.1	9.506689e-09	0.0001080474	0.1	9.506689e-09	0.02127703	0.1	9.506689e-09	0.041947345	0.1	9.506689e-09	0.01013984	0.1	9.506689e-09	1.662268e-05	0.1
1.47338e-08	0.7593695	0.1	1.47338e-08	0.01325432	0.1	1.47338e-08	0.0001566419	0.1	1.47338e-08	0.03084641	0.1	1.47338e-08	0.060813222	0.1	1.47338e-08	0.01470024	0.1	1.47338e-08	2.409876e-05	0.1
2.186743e-08	0.6724624	0.1	2.186743e-08	0.01806851	0.1	2.186743e-08	0.0002135369	0.1	2.186743e-08	0.04205035	0.1	2.186743e-08	0.082901619	0.1	2.186743e-08	0.02003962	0.1	2.186743e-08	3.285185e-05	0.1
3.138163e-08	0.5768075	0.1	3.138163e-08	0.02336728	0.1	3.138163e-08	0.0002761588	0.1	3.138163e-08	0.05438204	0.1	3.138163e-08	0.107213337	0.1	3.138163e-08	0.02591644	0.1	3.138163e-08	4.248599e-05	0.1
4.149098e-08	0.4944183	0.1	4.149098e-08	0.02793121	0.1	4.149098e-08	0.0003300961	0.1	4.149098e-08	0.06500354	0.1	4.149098e-08	0.128153507	0.1	4.149098e-08	0.03097825	0.1	4.149098e-08	5.078404e-05	0.1
5.160033e-08	0.4269814	0.1	5.160033e-08	0.03166686	0.1	5.160033e-08	0.0003742447	0.1	5.160033e-08	0.07369741	0.1	5.160033e-08	0.145293271	0.1	5.160033e-08	0.03512143	0.1	5.160033e-08	5.757614e-05	0.1
6.170969e-08	0.3710242	0.1	6.170969e-08	0.03476659	0.1	6.170969e-08	0.0004108778	0.1	6.170969e-08	0.08091132	0.1	6.170969e-08	0.15951541900000002	0.1	6.170969e-08	0.03855931	0.1	6.170969e-08	6.321202e-05	0.1
7.181904e-08	0.3240643	0.1	7.181904e-08	0.03736792	0.1	7.181904e-08	0.0004416208	0.1	7.181904e-08	0.08696533	0.1	7.181904e-08	0.17145083	0.1	7.181904e-08	0.04144442	0.1	7.181904e-08	6.794171e-05	0.1
8.400494e-08	0.2768643	0.1	8.400494e-08	0.03998255	0.1	8.400494e-08	0.000472521	0.1	8.400494e-08	0.09305028	0.1	8.400494e-08	0.18344721000000003	0.1	8.400494e-08	0.04434428	0.1	8.400494e-08	7.269559e-05	0.1
9.619083e-08	0.2377723	0.1	9.619083e-08	0.04214803	0.1	9.619083e-08	0.0004981131	0.1	9.619083e-08	0.09808996	0.1	9.619083e-08	0.19338281	0.1	9.619083e-08	0.046746	0.1	9.619083e-08	7.663284e-05	0.1
1.083767e-07	0.2050856	0.1	1.083767e-07	0.04395871	0.1	1.083767e-07	0.0005195119	0.1	1.083767e-07	0.1023039	0.1	1.083767e-07	0.20169053	0.1	1.083767e-07	0.0487542	0.1	1.083767e-07	7.992498e-05	0.1
1.205626e-07	0.1775362	0.1	1.205626e-07	0.0454848	0.1	1.205626e-07	0.0005375476	0.1	1.205626e-07	0.1058555	0.1	1.205626e-07	0.2086925	0.1	1.205626e-07	0.05044678	0.1	1.205626e-07	8.269969e-05	0.1
1.327485e-07	0.1541604	0.1	1.327485e-07	0.04677969	0.1	1.327485e-07	0.0005528509	0.1	1.327485e-07	0.1088691	0.1	1.327485e-07	0.21463375	0.1	1.327485e-07	0.05188294	0.1	1.327485e-07	8.505405e-05	0.1
1.449344e-07	0.1342128	0.1	1.449344e-07	0.04788468	0.1	1.449344e-07	0.0005659098	0.1	1.449344e-07	0.1114407	0.1	1.449344e-07	0.21970365	0.1	1.449344e-07	0.05310847	0.1	1.449344e-07	8.706312e-05	0.1
1.571203e-07	0.117108	0.1	1.571203e-07	0.0488322	0.1	1.571203e-07	0.0005771078	0.1	1.571203e-07	0.1136458	0.1	1.571203e-07	0.22405097000000002	0.1	1.571203e-07	0.05415935	0.1	1.571203e-07	8.878588e-05	0.1
1.693062e-07	0.1023797	0.1	1.693062e-07	0.04964807	0.1	1.693062e-07	0.0005867499	0.1	1.693062e-07	0.1155446	0.1	1.693062e-07	0.22779433	0.1	1.693062e-07	0.05506423	0.1	1.693062e-07	9.026928e-05	0.1
1.814921e-07	0.08965214	0.1	1.814921e-07	0.05035311	0.1	1.814921e-07	0.0005950821	0.1	1.814921e-07	0.1171854	0.1	1.814921e-07	0.23102918	0.1	1.814921e-07	0.05584618	0.1	1.814921e-07	9.155117e-05	0.1
1.93678e-07	0.07861958	0.1	1.93678e-07	0.05096425	0.1	1.93678e-07	0.0006023048	0.1	1.93678e-07	0.1186077	0.1	1.93678e-07	0.23383324	0.1	1.93678e-07	0.05652399	0.1	1.93678e-07	9.266234e-05	0.1
2.058639e-07	0.06903058	0.1	2.058639e-07	0.05149543	0.1	2.058639e-07	0.0006085823	0.1	2.058639e-07	0.1198439	0.1	2.058639e-07	0.23627043	0.1	2.058639e-07	0.05711312	0.1	2.058639e-07	9.362813e-05	0.1
2.180498e-07	0.06067684	0.1	2.180498e-07	0.05195819	0.1	2.180498e-07	0.0006140512	0.1	2.180498e-07	0.1209209	0.1	2.180498e-07	0.23839355999999998	0.1	2.180498e-07	0.05762636	0.1	2.180498e-07	9.44695e-05	0.1
2.302357e-07	0.05338444	0.1	2.302357e-07	0.05236215	0.1	2.302357e-07	0.0006188253	0.1	2.302357e-07	0.121861	0.1	2.302357e-07	0.24024705999999998	0.1	2.302357e-07	0.05807438	0.1	2.302357e-07	9.520397e-05	0.1
2.424216e-07	0.04700727	0.1	2.424216e-07	0.05271541	0.1	2.424216e-07	0.0006230002	0.1	2.424216e-07	0.1226831	0.1	2.424216e-07	0.24186783	0.1	2.424216e-07	0.05846618	0.1	2.424216e-07	9.584626e-05	0.1
2.546075e-07	0.04142182	0.1	2.546075e-07	0.05302481	0.1	2.546075e-07	0.0006266568	0.1	2.546075e-07	0.1234032	0.1	2.546075e-07	0.24328746	0.1	2.546075e-07	0.05880934	0.1	2.546075e-07	9.640882e-05	0.1
2.667934e-07	0.03652316	0.1	2.667934e-07	0.05329617	0.1	2.667934e-07	0.0006298638	0.1	2.667934e-07	0.1240347	0.1	2.667934e-07	0.24453256	0.1	2.667934e-07	0.0591103	0.1	2.667934e-07	9.69022e-05	0.1
2.789793e-07	0.03222173	0.1	2.789793e-07	0.05353445	0.1	2.789793e-07	0.0006326798	0.1	2.789793e-07	0.1245893	0.1	2.789793e-07	0.24562573000000001	0.1	2.789793e-07	0.05937457	0.1	2.789793e-07	9.733543e-05	0.1
2.911652e-07	0.02844078	0.1	2.911652e-07	0.05374389	0.1	2.911652e-07	0.0006351551	0.1	2.911652e-07	0.1250767	0.1	2.911652e-07	0.24658677	0.1	2.911652e-07	0.05960687	0.1	2.911652e-07	9.771624e-05	0.1
3.033511e-07	0.02511427	0.1	3.033511e-07	0.05392816	0.1	3.033511e-07	0.0006373328	0.1	3.033511e-07	0.1255055	0.1	3.033511e-07	0.24743225000000002	0.1	3.033511e-07	0.05981124	0.1	3.033511e-07	9.805128e-05	0.1
3.15537e-07	0.02218522	0.1	3.15537e-07	0.05409042	0.1	3.15537e-07	0.0006392503	0.1	3.15537e-07	0.1258831	0.1	3.15537e-07	0.24817667999999998	0.1	3.15537e-07	0.05999119	0.1	3.15537e-07	9.834628e-05	0.1
3.277229e-07	0.0196043	0.1	3.277229e-07	0.05423339	0.1	3.277229e-07	0.00064094	0.1	3.277229e-07	0.1262159	0.1	3.277229e-07	0.24883258	0.1	3.277229e-07	0.06014976	0.1	3.277229e-07	9.860623e-05	0.1
3.399088e-07	0.01732872	0.1	3.399088e-07	0.05435944	0.1	3.399088e-07	0.0006424297	0.1	3.399088e-07	0.1265092	0.1	3.399088e-07	0.24941097	0.1	3.399088e-07	0.06028957	0.1	3.399088e-07	9.883542e-05	0.1
3.520947e-07	0.01532125	0.1	3.520947e-07	0.05447065	0.1	3.520947e-07	0.0006437439	0.1	3.520947e-07	0.126768	0.1	3.520947e-07	0.24992119000000002	0.1	3.520947e-07	0.0604129	0.1	3.520947e-07	9.903761e-05	0.1
3.642806e-07	0.01354942	0.1	3.642806e-07	0.0545688	0.1	3.642806e-07	0.0006449039	0.1	3.642806e-07	0.1269965	0.1	3.642806e-07	0.2503715	0.1	3.642806e-07	0.06052176	0.1	3.642806e-07	9.921606e-05	0.1
3.764665e-07	0.01198492	0.1	3.764665e-07	0.05465546	0.1	3.764665e-07	0.0006459281	0.1	3.764665e-07	0.1271982	0.1	3.764665e-07	0.25076921	0.1	3.764665e-07	0.06061788	0.1	3.764665e-07	9.937363e-05	0.1
