Batch	m_SP	7	P2_L	W4_L	W3	R	P1	P3	P4											
3.444712e-11	9.772588567021501e-06	0.1	3.444712e-11	5.20443e-118	0.1	3.444712e-11	1.032312e-10	0.1	3.444712e-11	3.018759e-08	0.1	3.444712e-11	1.164615e-07	0.1	3.444712e-11	6.168824e-08	0.1	3.444712e-11	8.547646e-10	0.1
7.254594e-11	9.547714177467599e-06	0.1	7.254594e-11	1.088349e-117	0.1	7.254594e-11	2.155838e-10	0.1	7.254594e-11	6.330377e-08	0.1	7.254594e-11	2.427313e-07	0.1	7.254594e-11	1.261155e-07	0.1	7.254594e-11	1.786237e-09	0.1
1.654874e-10	9.0267771418452e-06	0.1	1.654874e-10	2.4406719e-117	0.1	1.654874e-10	4.818714e-10	0.1	1.654874e-10	1.428605e-07	0.1	1.654874e-10	5.400475e-07	0.1	1.654874e-10	2.676594e-07	0.1	1.654874e-10	3.998822e-09	0.1
3.126246e-10	8.2752935600572e-06	0.1	3.126246e-10	4.489773e-117	0.1	3.126246e-10	8.818974e-10	0.1	3.126246e-10	2.651089e-07	0.1	3.126246e-10	9.817429e-07	0.1	3.126246e-10	4.514057e-07	0.1	3.126246e-10	7.33551e-09	0.1
4.518132e-10	7.637482263038401e-06	0.1	4.518132e-10	6.330591e-117	0.1	4.518132e-10	1.23753e-09	0.1	4.518132e-10	3.764284e-07	0.1	4.518132e-10	1.369758e-06	0.1	4.518132e-10	5.865007e-07	0.1	4.518132e-10	1.03148e-08	0.1
5.587553e-10	7.189994097618699e-06	0.1	5.587553e-10	7.684278e-117	0.1	5.587553e-10	1.49667e-09	0.1	5.587553e-10	4.590343e-07	0.1	5.587553e-10	1.649935e-06	0.1	5.587553e-10	6.687376e-07	0.1	5.587553e-10	1.249335e-08	0.1
7.053606e-10	6.6297061652544e-06	0.1	7.053606e-10	9.4593e-117	0.1	7.053606e-10	1.833218e-09	0.1	7.053606e-10	5.681008e-07	0.1	7.053606e-10	2.010836e-06	0.1	7.053606e-10	7.558453e-07	0.1	7.053606e-10	1.533226e-08	0.1
9.074194e-10	5.945272066488e-06	0.1	9.074194e-10	1.1762709e-116	0.1	9.074194e-10	2.264022e-09	0.1	9.074194e-10	7.104953e-07	0.1	9.074194e-10	2.468411e-06	0.1	9.074194e-10	8.361906e-07	0.1	9.074194e-10	1.898223e-08	0.1
1.177785e-09	5.1622156200979e-06	0.1	1.177785e-09	1.4607807e-116	0.1	1.177785e-09	2.785827e-09	0.1	1.177785e-09	8.868455e-07	0.1	1.177785e-09	3.017016e-06	0.1	1.177785e-09	8.892893e-07	0.1	1.177785e-09	2.342785e-08	0.1
1.44815e-09	4.5023412396808e-06	0.1	1.44815e-09	1.7208987e-116	0.1	1.44815e-09	3.251448e-09	0.1	1.44815e-09	1.047492e-06	0.1	1.44815e-09	3.502468e-06	0.1	1.44815e-09	8.985904e-07	0.1	1.44815e-09	2.741883e-08	0.1
1.718516e-09	3.941409068149199e-06	0.1	1.718516e-09	1.9592628000000003e-116	0.1	1.718516e-09	3.666918e-09	0.1	1.718516e-09	1.193234e-06	0.1	1.718516e-09	3.933373e-06	0.1	1.718516e-09	8.788744e-07	0.1	1.718516e-09	3.100083e-08	0.1
1.988881e-09	3.4609000525826998e-06	0.1	1.988881e-09	2.1781983e-116	0.1	1.988881e-09	4.0375e-09	0.1	1.988881e-09	1.325011e-06	0.1	1.988881e-09	4.316736e-06	0.1	1.988881e-09	8.406632e-07	0.1	1.988881e-09	3.421455e-08	0.1
2.259246e-09	3.0465294835051e-06	0.1	2.259246e-09	2.3797659e-116	0.1	2.259246e-09	4.367832e-09	0.1	2.259246e-09	1.443833e-06	0.1	2.259246e-09	4.658359e-06	0.1	2.259246e-09	7.91389e-07	0.1	2.259246e-09	3.709648e-08	0.1
2.584422e-09	2.62017710143512e-06	0.1	2.584422e-09	2.6017686e-116	0.1	2.584422e-09	4.71761e-09	0.1	2.584422e-09	1.571035e-06	0.1	2.584422e-09	5.020801e-06	0.1	2.584422e-09	7.246968e-07	0.1	2.584422e-09	4.016945e-08	0.1
2.909598e-09	2.2584937190230997e-06	0.1	2.909598e-09	2.8041045e-116	0.1	2.909598e-09	5.02144e-09	0.1	2.909598e-09	1.682739e-06	0.1	2.909598e-09	5.337044e-06	0.1	2.909598e-09	6.554667e-07	0.1	2.909598e-09	4.286107e-08	0.1
3.234774e-09	1.94999266873686e-06	0.1	3.234774e-09	2.9892336e-116	0.1	3.234774e-09	5.284891e-09	0.1	3.234774e-09	1.780614e-06	0.1	3.234774e-09	5.613106e-06	0.1	3.234774e-09	5.874448e-07	0.1	3.234774e-09	4.521679e-08	0.1
3.62791e-09	1.63539213483472e-06	0.1	3.62791e-09	3.193134e-116	0.1	3.62791e-09	5.556445e-09	0.1	3.62791e-09	1.882692e-06	0.1	3.62791e-09	5.900478e-06	0.1	3.62791e-09	5.099072e-07	0.1	3.62791e-09	4.767355e-08	0.1
4.021046e-09	1.37325561043298e-06	0.1	4.021046e-09	3.3783090000000003e-116	0.1	4.021046e-09	5.783677e-09	0.1	4.021046e-09	1.969319e-06	0.1	4.021046e-09	6.144281e-06	0.1	4.021046e-09	4.393409e-07	0.1	4.021046e-09	4.976051e-08	0.1
4.447464e-09	1.13725630100376e-06	0.1	4.447464e-09	3.5612429999999997e-116	0.1	4.447464e-09	5.987579e-09	0.1	4.447464e-09	2.048376e-06	0.1	4.447464e-09	6.366995e-06	0.1	4.447464e-09	3.714998e-07	0.1	4.447464e-09	5.166867e-08	0.1
4.923805e-09	9.218845411543e-07	0.1	4.923805e-09	3.7471500000000004e-116	0.1	4.923805e-09	6.171414e-09	0.1	4.923805e-09	2.121273e-06	0.1	4.923805e-09	6.572753e-06	0.1	4.923805e-09	3.063136e-07	0.1	4.923805e-09	5.343306e-08	0.1
5.421046e-09	7.407490176555002e-07	0.1	5.421046e-09	3.9240990000000005e-116	0.1	5.421046e-09	6.322485e-09	0.1	5.421046e-09	2.183034e-06	0.1	5.421046e-09	6.747538e-06	0.1	5.421046e-09	2.492931e-07	0.1	5.421046e-09	5.493351e-08	0.1
6.001891e-09	5.7382154392164e-07	0.1	6.001891e-09	4.1129310000000006e-116	0.1	6.001891e-09	6.456357e-09	0.1	6.001891e-09	2.240236e-06	0.1	6.001891e-09	6.909918e-06	0.1	6.001891e-09	1.951517e-07	0.1	6.001891e-09	5.632992e-08	0.1
6.607676e-09	4.3965647371964e-07	0.1	6.607676e-09	4.2936149999999993e-116	0.1	6.607676e-09	6.557335e-09	0.1	6.607676e-09	2.286354e-06	0.1	6.607676e-09	7.04127e-06	0.1	6.607676e-09	1.506501e-07	0.1	6.607676e-09	5.74629e-08	0.1
7.313225e-09	3.2234109065730005e-07	0.1	7.313225e-09	4.487919e-116	0.1	7.313225e-09	6.636866e-09	0.1	7.313225e-09	2.326748e-06	0.1	7.313225e-09	7.156696e-06	0.1	7.313225e-09	1.111011e-07	0.1	7.313225e-09	5.846352e-08	0.1
8.018774e-09	2.3625977650360803e-07	0.1	8.018774e-09	4.669041e-116	0.1	8.018774e-09	6.685675e-09	0.1	8.018774e-09	2.356406e-06	0.1	8.018774e-09	7.241709e-06	0.1	8.018774e-09	8.174763e-08	0.1	8.018774e-09	5.920647e-08	0.1
8.871662e-09	1.62222141859288e-07	0.1	8.871662e-09	4.875006e-116	0.1	8.871662e-09	6.715066e-09	0.1	8.871662e-09	2.381914e-06	0.1	8.871662e-09	7.315032e-06	0.1	8.871662e-09	5.630089e-08	0.1	8.871662e-09	5.985564e-08	0.1
9.724549e-09	1.11341121935688e-07	0.1	9.724549e-09	5.070627e-116	0.1	9.724549e-09	6.721627e-09	0.1	9.724549e-09	2.399438e-06	0.1	9.724549e-09	7.365528e-06	0.1	9.724549e-09	3.871684e-08	0.1	9.724549e-09	6.03122e-08	0.1
