Batch	m_SP	5	W2	W1	Pr1	Pr2	Pr3							
50009740.0	0.9830065	0.1	50009740.0	0.01377311	0.1	50009740.0	0.001610166	0.1	50009740.0	2.333502e-08	0.1	50009740.0	1.062156e-15	0.1
96825020.0	0.9673843	0.1	96825020.0	0.02643481	0.1	96825020.0	0.0030904	0.1	96825020.0	4.478703e-08	0.1	96825020.0	1.795889e-15	0.1
172925400.0	0.9425649	0.1	172925400.0	0.04655073	0.1	172925400.0	0.005442082	0.1	172925400.0	7.886833e-08	0.1	172925400.0	2.39805e-15	0.1
285975600.0	0.9069664	0.1	285975600.0	0.07540312	0.1	285975600.0	0.008815113	0.1	285975600.0	1.277513e-07	0.1	285975600.0	2.607454e-15	0.1
494614200.0	0.8450414	0.1	494614200.0	0.1255929	0.1	494614200.0	0.01468263	0.1	494614200.0	2.127851e-07	0.1	494614200.0	2.562753e-15	0.1
747208100.0	0.7761184	0.1	747208100.0	0.1814546	0.1	747208100.0	0.02121322	0.1	747208100.0	3.074285e-07	0.1	747208100.0	2.451307e-15	0.1
1065735000.0	0.6976946	0.1	1065735000.0	0.2450166	0.1	1065735000.0	0.02864402	0.1	1065735000.0	4.15118e-07	0.1	1065735000.0	2.316933e-15	0.1
1384262000.0	0.6276767	0.1	1384262000.0	0.3017656	0.1	1384262000.0	0.03527835	0.1	1384262000.0	5.112647e-07	0.1	1384262000.0	2.190968e-15	0.1
1702788000.0	0.5650729	0.1	1702788000.0	0.3525056	0.1	1702788000.0	0.04121018	0.1	1702788000.0	5.972307e-07	0.1	1702788000.0	2.073677e-15	0.1
2021315000.0	0.5090253	0.1	2021315000.0	0.3979318	0.1	2021315000.0	0.0465208	0.1	2021315000.0	6.741938e-07	0.1	2021315000.0	1.964038e-15	0.1
2378155000.0	0.453106	0.1	2378155000.0	0.4432539	0.1	2378155000.0	0.05181925	0.1	2378155000.0	7.509806e-07	0.1	2378155000.0	1.849194e-15	0.1
2760537000.0	0.4002546	0.1	2760537000.0	0.4860897	0.1	2760537000.0	0.05682703	0.1	2760537000.0	8.235548e-07	0.1	2760537000.0	1.735006e-15	0.1
3142918000.0	0.3537859	0.1	3142918000.0	0.5237523	0.1	3142918000.0	0.06123003	0.1	3142918000.0	8.873645e-07	0.1	3142918000.0	1.62873e-15	0.1
3525300000.0	0.3128816	0.1	3525300000.0	0.5569049	0.1	3525300000.0	0.06510578	0.1	3525300000.0	9.435331e-07	0.1	3525300000.0	1.529648e-15	0.1
3907682000.0	0.2768389	0.1	3907682000.0	0.5861173	0.1	3907682000.0	0.06852091	0.1	3907682000.0	9.930262e-07	0.1	3907682000.0	1.437727e-15	0.1
4290064000.0	0.2450512	0.1	4290064000.0	0.6118811	0.1	4290064000.0	0.07153285	0.1	4290064000.0	1.036676e-06	0.1	4290064000.0	1.351976e-15	0.1
4672446000.0	0.216994	0.1	4672446000.0	0.6346212	0.1	4672446000.0	0.07419132	0.1	4672446000.0	1.075204e-06	0.1	4672446000.0	1.271813e-15	0.1
5054828000.0	0.1922123	0.1	5054828000.0	0.6547066	0.1	5054828000.0	0.07653943	0.1	5054828000.0	1.109233e-06	0.1	5054828000.0	1.196854e-15	0.1
5437209000.0	0.1703101	0.1	5437209000.0	0.6724582	0.1	5437209000.0	0.0786147	0.1	5437209000.0	1.139309e-06	0.1	5437209000.0	1.126714e-15	0.1
5819591000.0	0.1509423	0.1	5819591000.0	0.6881557	0.1	5819591000.0	0.08044984	0.1	5819591000.0	1.165904e-06	0.1	5819591000.0	1.061035e-15	0.1
6201973000.0	0.1338073	0.1	6201973000.0	0.7020435	0.1	6201973000.0	0.08207341	0.1	6201973000.0	1.189433e-06	0.1	6201973000.0	9.994909e-16	0.1
6584355000.0	0.1186412	0.1	6584355000.0	0.7143355	0.1	6584355000.0	0.08351043	0.1	6584355000.0	1.210259e-06	0.1	6584355000.0	9.417832e-16	0.1
6966737000.0	0.1052128	0.1	6966737000.0	0.7252191	0.1	6966737000.0	0.08478279	0.1	6966737000.0	1.228699e-06	0.1	6966737000.0	8.876413e-16	0.1
7349119000.0	0.09331896	0.1	7349119000.0	0.734859	0.1	7349119000.0	0.08590976	0.1	7349119000.0	1.245031e-06	0.1	7349119000.0	8.368181e-16	0.1
