Batch	m_SP	2	N7a_L	N1a_L	
4.447553e-13	0.9999999820269452	0.1	4.447553e-13	1.7622771100000004e-17	0.1
1.144334e-11	0.9999999497040818	0.1	1.144334e-11	4.534222400000001e-16	0.1
5.264087e-11	1.000000031196745	0.1	5.264087e-11	2.08569983e-15	0.1
2.405423e-10	0.9999999564180001	0.1	2.405423e-10	9.5262962e-15	0.1
6.961228e-10	1.0000000427923599	0.1	6.961228e-10	2.75307888e-14	0.1
1.226666e-09	1.0000000192222	0.1	1.226666e-09	4.84324732e-14	0.1
2.069939e-09	1.00000000347894	0.1	2.069939e-09	8.151152199999999e-14	0.1
3.19122e-09	0.99999996637458	0.1	3.19122e-09	1.25230872e-13	0.1
4.499796e-09	1.00000000239791	0.1	4.499796e-09	1.75886903e-13	0.1
6.012194e-09	1.00000001778879	0.1	6.012194e-09	2.3397013e-13	0.1
8.090139e-09	0.99999994653671	0.1	8.090139e-09	3.1302310100000005e-13	0.1
1.107894e-08	0.99999990894102	0.1	1.107894e-08	4.2535566199999995e-13	0.1
1.622536e-08	0.9999998749154599	0.1	1.622536e-08	6.15541061e-13	0.1
2.519286e-08	0.99999987327108	0.1	2.519286e-08	9.39368908e-13	0.1
3.796209e-08	0.99999979020814	0.1	3.796209e-08	1.389266969e-12	0.1
5.355065e-08	0.9999997750774999	0.1	5.355065e-08	1.927823901e-12	0.1
6.984405e-08	0.99999968223241	0.1	6.984405e-08	2.4835295159999996e-12	0.1
8.613744e-08	0.99999958471022	0.1	8.613744e-08	3.034741347e-12	0.1
1.024308e-07	0.99999949445451	0.1	1.024308e-07	3.582844098e-12	0.1
1.187242e-07	0.99999938641862	0.1	1.187242e-07	4.128523354e-12	0.1
1.350176e-07	0.99999930456406	0.1	1.350176e-07	4.672145311e-12	0.1
1.51311e-07	0.99999922185909	0.1	1.51311e-07	5.213924014000001e-12	0.1
1.696226e-07	0.9999991142129799	0.1	1.696226e-07	5.820779956e-12	0.1
1.892796e-07	0.99999908765854	0.1	1.892796e-07	6.469984305e-12	0.1
2.089366e-07	0.99999893421897	0.1	2.089366e-07	7.116987913e-12	0.1
2.285936e-07	0.99999886187047	0.1	2.285936e-07	7.761883719e-12	0.1
2.482505e-07	0.99999880359418	0.1	2.482505e-07	8.404745246999999e-12	0.1
2.703035e-07	0.99999862535174	0.1	2.703035e-07	9.123616128e-12	0.1
2.939539e-07	0.99999850615315	0.1	2.939539e-07	9.89186442e-12	0.1
3.176042e-07	0.99999840600296	0.1	3.176042e-07	1.0657391047e-11	0.1
3.412545e-07	0.99999834788937	0.1	3.412545e-07	1.1420249246e-11	0.1
3.668772e-07	0.99999820479733	0.1	3.668772e-07	1.2243753446000002e-11	0.1
3.954585e-07	0.99999808472271	0.1	3.954585e-07	1.3158747507e-11	0.1
4.240399e-07	0.99999785166946	0.1	4.240399e-07	1.4069997355e-11	0.1
4.526212e-07	0.99999777763147	0.1	4.526212e-07	1.4977527458e-11	0.1
4.869994e-07	0.9999975795999001	0.1	4.869994e-07	1.6064253076e-11	0.1
5.213776e-07	0.99999745057886	0.1	5.213776e-07	1.7145691078999998e-11	0.1
5.557557e-07	0.99999719856484	0.1	5.557557e-07	1.8221878451e-11	0.1
5.976205e-07	0.9999970655539201	0.1	5.976205e-07	1.9525400066e-11	0.1
6.394852e-07	0.99999684854725	0.1	6.394852e-07	2.0821242416e-11	0.1
