Batch	m_SP	7	P4	R	W4_L	W3	P1	P2_L	P3											
9.021867e-11	9.74906650836e-06	0.1	9.021867e-11	2.894934e-12	0.1	9.021867e-11	1.1892748099999998e-08	0.1	9.021867e-11	2.315947e-07	0.1	9.021867e-11	7.255428e-09	0.1	9.021867e-11	2.81731328e-11	0.1	9.021867e-11	3.003494e-12	0.1
1.935591e-10	9.46947230433e-06	0.1	1.935591e-10	6.121801e-12	0.1	1.935591e-10	2.5149126e-08	0.1	1.935591e-10	4.897441e-07	0.1	1.935591e-10	1.534276e-08	0.1	1.935591e-10	5.9576603e-11	0.1	1.935591e-10	6.351369e-12	0.1
4.319063e-10	8.8548014511e-06	0.1	4.319063e-10	1.321586e-11	0.1	4.319063e-10	5.4292424000000004e-08	0.1	4.319063e-10	1.057269e-06	0.1	4.319063e-10	3.312226e-08	0.1	4.319063e-10	1.2861512900000002e-10	0.1	4.319063e-10	1.371146e-11	0.1
8.609313e-10	7.847191742562899e-06	0.1	8.609313e-10	2.484492e-11	0.1	8.609313e-10	1.02066037e-07	0.1	8.609313e-10	1.987594e-06	0.1	8.609313e-10	6.226758e-08	0.1	8.609313e-10	2.41787616e-10	0.1	8.609313e-10	2.57766e-11	0.1
1.405469e-09	6.7316880092644e-06	0.1	1.405469e-09	3.771923e-11	0.1	1.405469e-09	1.54955279e-07	0.1	1.405469e-09	3.017538e-06	0.1	1.405469e-09	9.453381e-08	0.1	1.405469e-09	3.67078846e-10	0.1	1.405469e-09	3.91337e-11	0.1
1.995236e-09	5.7016784124664e-06	0.1	1.995236e-09	4.960682e-11	0.1	1.995236e-09	2.03790992e-07	0.1	1.995236e-09	3.968546e-06	0.1	1.995236e-09	1.243271e-07	0.1	1.995236e-09	4.8276738e-10	0.1	1.995236e-09	5.146708e-11	0.1
2.681472e-09	4.6998550609894e-06	0.1	2.681472e-09	6.11691e-11	0.1	2.681472e-09	2.512903e-07	0.1	2.681472e-09	4.893528e-06	0.1	2.681472e-09	1.533051e-07	0.1	2.681472e-09	5.9529009e-10	0.1	2.681472e-09	6.346294e-11	0.1
3.43202e-09	3.804536193335e-06	0.1	3.43202e-09	7.15022e-11	0.1	3.43202e-09	2.9374003e-07	0.1	3.43202e-09	5.720176e-06	0.1	3.43202e-09	1.792024e-07	0.1	3.43202e-09	6.958504700000001e-10	0.1	3.43202e-09	7.418354e-11	0.1
4.182568e-09	3.0797745859788e-06	0.1	4.182568e-09	7.986686e-11	0.1	4.182568e-09	3.2810299000000003e-07	0.1	4.182568e-09	6.389349e-06	0.1	4.182568e-09	2.001663e-07	0.1	4.182568e-09	7.7725433e-10	0.1	4.182568e-09	8.286187e-11	0.1
4.933117e-09	2.493079570329e-06	0.1	4.933117e-09	8.663805e-11	0.1	4.933117e-09	3.5591998e-07	0.1	4.933117e-09	6.931044e-06	0.1	4.933117e-09	2.171366e-07	0.1	4.933117e-09	8.431507e-10	0.1	4.933117e-09	8.988698e-11	0.1
5.744048e-09	1.9841257617108003e-06	0.1	5.744048e-09	9.251201e-11	0.1	5.744048e-09	3.8005086e-07	0.1	5.744048e-09	7.400961e-06	0.1	5.744048e-09	2.318582e-07	0.1	5.744048e-09	9.0031532e-10	0.1	5.744048e-09	9.598121e-11	0.1
6.645555e-09	1.5393092988850002e-06	0.1	6.645555e-09	9.764574e-11	0.1	6.645555e-09	4.0114086e-07	0.1	6.645555e-09	7.811659e-06	0.1	6.645555e-09	2.447246e-07	0.1	6.645555e-09	9.5027611e-10	0.1	6.645555e-09	1.013075e-10	0.1
7.547062e-09	1.1942156994516e-06	0.1	7.547062e-09	1.016286e-10	0.1	7.547062e-09	4.1750281e-07	0.1	7.547062e-09	8.130284e-06	0.1	7.547062e-09	2.547066e-07	0.1	7.547062e-09	9.8903642e-10	0.1	7.547062e-09	1.054396e-10	0.1
8.448568e-09	9.2648755707987e-07	0.1	8.448568e-09	1.047185e-10	0.1	8.448568e-09	4.3019656000000004e-07	0.1	8.448568e-09	8.377478e-06	0.1	8.448568e-09	2.624507e-07	0.1	8.448568e-09	1.0191071e-09	0.1	8.448568e-09	1.086454e-10	0.1
9.350075e-09	7.1878069648257e-07	0.1	9.350075e-09	1.071157e-10	0.1	9.350075e-09	4.4004453e-07	0.1	9.350075e-09	8.569253e-06	0.1	9.350075e-09	2.684586e-07	0.1	9.350075e-09	1.04243644e-09	0.1	9.350075e-09	1.111325e-10	0.1
1.040215e-08	5.344912946829599e-07	0.1	1.040215e-08	1.092426e-10	0.1	1.040215e-08	4.4878222e-07	0.1	1.040215e-08	8.739408e-06	0.1	1.040215e-08	2.737893e-07	0.1	1.040215e-08	1.06313563e-09	0.1	1.040215e-08	1.133392e-10	0.1
1.149187e-08	3.9326174936225996e-07	0.1	1.149187e-08	1.108726e-10	0.1	1.149187e-08	4.5547829e-07	0.1	1.149187e-08	8.869805e-06	0.1	1.149187e-08	2.778744e-07	0.1	1.149187e-08	1.07899757e-09	0.1	1.149187e-08	1.150303e-10	0.1
1.258158e-08	2.8934961966822e-07	0.1	1.258158e-08	1.120718e-10	0.1	1.258158e-08	4.604051e-07	0.1	1.258158e-08	8.965747e-06	0.1	1.258158e-08	2.8088e-07	0.1	1.258158e-08	1.09066866e-09	0.1	1.258158e-08	1.162745e-10	0.1
1.36713e-08	2.1289430716604999e-07	0.1	1.36713e-08	1.129542e-10	0.1	1.36713e-08	4.6403011e-07	0.1	1.36713e-08	9.036338e-06	0.1	1.36713e-08	2.830915e-07	0.1	1.36713e-08	1.0992562599999999e-09	0.1	1.36713e-08	1.1719e-10	0.1
1.498753e-08	1.4696188627698e-07	0.1	1.498753e-08	1.137152e-10	0.1	1.498753e-08	4.6715611e-07	0.1	1.498753e-08	9.097213e-06	0.1	1.498753e-08	2.849986e-07	0.1	1.498753e-08	1.1066617000000001e-09	0.1	1.498753e-08	1.179795e-10	0.1
1.630377e-08	1.0144845507014999e-07	0.1	1.630377e-08	1.142404e-10	0.1	1.630377e-08	4.6931409e-07	0.1	1.630377e-08	9.139236e-06	0.1	1.630377e-08	2.863151e-07	0.1	1.630377e-08	1.1117735e-09	0.1	1.630377e-08	1.185245e-10	0.1
