Batch	m_SP	5	T1a_L	C5H5	T4a_L	N1a_L	N7a_L							
0.004440672	0.9885599080999999	0.1	0.004440672	0.01143489	0.1	0.004440672	2.467630188213e-06	0.1	0.004440672	3.1539103972e-07	0.1	0.004440672	1.32474023e-12	0.1
0.00540811	0.9860936032000001	0.1	0.00540811	0.01390008	0.1	0.00540811	3.3620585823648e-06	0.1	0.00540811	3.8338467003000004e-07	0.1	0.00540811	1.7948498100000001e-12	0.1
0.006416905	0.9835318208	0.1	0.006416905	0.01646087	0.1	0.006416905	4.321703110218e-06	0.1	0.006416905	4.5401489494e-07	0.1	0.006416905	2.2986412199999996e-12	0.1
0.007591125	0.9805621658000001	0.1	0.007591125	0.01942907	0.1	0.007591125	5.453901686442e-06	0.1	0.007591125	5.3588226638e-07	0.1	0.007591125	2.89264301e-12	0.1
0.008966723	0.9771004607	0.1	0.008966723	0.0228893	0.1	0.008966723	6.786460811892001e-06	0.1	0.008966723	6.313206059600001e-07	0.1	0.008966723	3.591527e-12	0.1
0.01059267	0.9730322611000001	0.1	0.01059267	0.02695579	0.1	0.01059267	8.359715422562001e-06	0.1	0.01059267	7.434803512000001e-07	0.1	0.01059267	4.4165147000000004e-12	0.1
0.01255872	0.9681466542	0.1	0.01255872	0.03183921	0.1	0.01255872	1.0252663490635e-05	0.1	0.01255872	8.781721478000001e-07	0.1	0.01255872	5.4090782e-12	0.1
0.01501396	0.9620967528	0.1	0.01501396	0.03788652	0.1	0.01501396	1.2598341463495e-05	0.1	0.01501396	1.0449658653000001e-06	0.1	0.01501396	6.6390013999999995e-12	0.1
0.01818535	0.9543650337	0.1	0.01818535	0.04561474	0.1	0.01818535	1.5596567651922e-05	0.1	0.01818535	1.2581213498e-06	0.1	0.01818535	8.211067099999999e-12	0.1
0.02323085	0.9422536403	0.1	0.02323085	0.0577208	0.1	0.02323085	2.0293366155642997e-05	0.1	0.02323085	1.5920247896000002e-06	0.1	0.02323085	1.06737487e-11	0.1
0.03231274	0.9210206971	0.1	0.03231274	0.0789444	0.1	0.03231274	2.8527550863031002e-05	0.1	0.03231274	2.1774021582e-06	0.1	0.03231274	1.49911869e-11	0.1
0.04835193	0.8852118071	0.1	0.04835193	0.1147375	0.1	0.04835193	4.2414291823450005e-05	0.1	0.04835193	3.1646293202000004e-06	0.1	0.04835193	2.2272448600000003e-11	0.1
0.07377351	0.8325078099000001	0.1	0.07377351	0.1674183	0.1	0.07377351	6.285299448213e-05	0.1	0.07377351	4.6176426595e-06	0.1	0.07377351	3.2989101e-11	0.1
0.1128083	0.7600466489	0.1	0.1128083	0.2398475	0.1	0.1128083	9.095353173588999e-05	0.1	0.1128083	6.6153461866000005e-06	0.1	0.1128083	4.7723089e-11	0.1
0.1737946	0.6637140310999999	0.1	0.1737946	0.3361377	0.1	0.1737946	0.00012831153159926	0.1	0.1737946	9.271172418e-06	0.1	0.1737946	6.731106e-11	0.1
0.2508049	0.5648188035	0.1	0.2508049	0.4349893	0.1	0.2508049	0.00016666324743344	0.1	0.2508049	1.1997640586e-05	0.1	0.2508049	8.7420058e-11	0.1
0.3384981	0.4750911668	0.1	0.3384981	0.5246773	0.1	0.3384981	0.00020145974268287	0.1	0.3384981	1.4471372045000001e-05	0.1	0.3384981	1.05664957e-10	0.1
0.4261912	0.4032896608	0.1	0.4261912	0.5964473	0.1	0.4261912	0.00022930444715666998	0.1	0.4261912	1.6450889289e-05	0.1	0.4261912	1.2026488e-10	0.1
0.5138843	0.34487527570000004	0.1	0.5138843	0.6548358	0.1	0.5138843	0.00025195764431660997	0.1	0.5138843	1.8061332095e-05	0.1	0.5138843	1.32142575e-10	0.1
0.6015774	0.29671004129999995	0.1	0.6015774	0.7029799	0.1	0.6015774	0.00027063623481585	0.1	0.6015774	1.9389221756999997e-05	0.1	0.6015774	1.41936419e-10	0.1
0.6892705	0.2565540227	0.1	0.6892705	0.7431182	0.1	0.6892705	0.00028620880106002	0.1	0.6892705	2.0496291046000002e-05	0.1	0.6892705	1.50101603e-10	0.1
0.7769636	0.2227656811	0.1	0.7769636	0.7768917	0.1	0.7769636	0.00029931196092396	0.1	0.7769636	2.1427818394000002e-05	0.1	0.7769636	1.56971981e-10	0.1
0.8646567	0.19411426719999997	0.1	0.8646567	0.8055304	0.1	0.8646567	0.00031042305951565	0.1	0.8646567	2.221771462e-05	0.1	0.8646567	1.62797841e-10	0.1
0.9523498	0.1696589088	0.1	0.9523498	0.829975	0.1	0.9523498	0.00031990679691044	0.1	0.9523498	2.2891928409999996e-05	0.1	0.9523498	1.6777052599999999e-10	0.1
1.040043	0.1486678867	0.1	1.040043	0.8509568	0.1	1.040043	0.0003280471714499	0.1	1.040043	2.3470635631e-05	0.1	1.040043	1.72038731e-10	0.1
1.127736	0.13056368910000002	0.1	1.127736	0.869053	0.1	1.127736	0.00033506806271685997	0.1	1.127736	2.3969758545000003e-05	0.1	1.127736	1.7572003999999999e-10	0.1
1.215429	0.1148844946	0.1	1.215429	0.8847253	0.1	1.215429	0.0003411484466171	0.1	1.215429	2.440202096e-05	0.1	1.215429	1.78908147e-10	0.1
1.303122	0.10125672177999999	0.1	1.303122	0.8983471	0.1	1.303122	0.00034643332851714995	0.1	1.303122	2.4777735339e-05	0.1	1.303122	1.8167916000000002e-10	0.1
1.390815	0.08937498634	0.1	1.390815	0.9102236	0.1	1.390815	0.00035104106389063	0.1	1.390815	2.5105307879e-05	0.1	1.390815	1.84095197e-10	0.1
1.478509	0.07898741802	0.1	1.478509	0.9206066	0.1	1.478509	0.00035506941045905	0.1	1.478509	2.5391686567e-05	0.1	1.478509	1.86207359e-10	0.1
1.566202	0.06988455027	0.1	1.566202	0.9297054	0.1	1.566202	0.0003585994622663	0.1	1.566202	2.5642645221999997e-05	0.1	1.566202	1.88058335e-10	0.1
1.653895	0.06189084776	0.1	1.653895	0.9376956	0.1	1.653895	0.0003616994949004	0.1	1.653895	2.5863018532999997e-05	0.1	1.653895	1.89683691e-10	0.1
1.741588	0.05485836097	0.1	1.741588	0.944725	0.1	1.741588	0.0003644266718516	0.1	1.741588	2.6056903079e-05	0.1	1.741588	1.91113658e-10	0.1
1.829281	0.048661543239999994	0.1	1.829281	0.9509191	0.1	1.829281	0.00036682985523029993	0.1	1.829281	2.6227741352e-05	0.1	1.829281	1.9237372e-10	0.1
1.934731	0.042166366309999995	0.1	1.934731	0.9574114	0.1	1.934731	0.0003693486603933	0.1	1.934731	2.6406809793e-05	0.1	1.934731	1.93694382e-10	0.1
2.040182	0.03656834956	0.1	2.040182	0.9630069	0.1	2.040182	0.0003715195414204	0.1	2.040182	2.6561143720999998e-05	0.1	2.040182	1.9483267999999998e-10	0.1
2.145632	0.03173615289	0.1	2.145632	0.967837	0.1	2.145632	0.0003733934846596	0.1	2.145632	2.6694370648e-05	0.1	2.145632	1.9581530600000002e-10	0.1
