Batch	m_SP	7	P2_L	R	W4_L	W3	P1	P3	P4											
4.033217e-12	9.7428821641322e-06	0.1	4.033217e-12	3.16389e-08	0.1	4.033217e-12	1.304366e-08	0.1	4.033217e-12	2.274075e-10	0.1	4.033217e-12	1.210417e-07	0.1	4.033217e-12	7.205645e-08	0.1	4.033217e-12	8.835535e-10	0.1
8.908878e-12	9.4616999235924e-06	0.1	8.908878e-12	6.887813e-08	0.1	8.908878e-12	2.83951e-08	0.1	8.908878e-12	4.950377e-10	0.1	8.908878e-12	2.634843e-07	0.1	8.908878e-12	1.568687e-07	0.1	8.908878e-12	1.9234e-09	0.1
1.841764e-11	8.9365030105584e-06	0.1	1.841764e-11	1.384437e-07	0.1	1.841764e-11	5.706961e-08	0.1	1.841764e-11	9.949012e-10	0.1	1.841764e-11	5.29505e-07	0.1	1.841764e-11	3.153079e-07	0.1	1.841764e-11	3.865604e-09	0.1
3.532212e-11	8.0739108294616e-06	0.1	3.532212e-11	2.527295e-07	0.1	3.532212e-11	1.041684e-07	0.1	3.532212e-11	1.815839e-09	0.1	3.532212e-11	9.663242e-07	0.1	3.532212e-11	5.756102e-07	0.1	3.532212e-11	7.055457e-09	0.1
5.864523e-11	7.0190332798047e-06	0.1	5.864523e-11	3.925438e-07	0.1	5.864523e-11	1.617715e-07	0.1	5.864523e-11	2.819685e-09	0.1	5.864523e-11	1.500338e-06	0.1	5.864523e-11	8.94077e-07	0.1	5.864523e-11	1.095624e-08	0.1
9.073844e-11	5.7894065774874e-06	0.1	9.073844e-11	5.555998e-07	0.1	9.073844e-11	2.289254e-07	0.1	9.073844e-11	3.989693e-09	0.1	9.073844e-11	2.122547e-06	0.1	9.073844e-11	1.265512e-06	0.1	9.073844e-11	1.550306e-08	0.1
1.228317e-10	4.7755237277045e-06	0.1	1.228317e-10	6.901186e-07	0.1	1.228317e-10	2.843042e-07	0.1	1.228317e-10	4.954296e-09	0.1	1.228317e-10	2.635346e-06	0.1	1.228317e-10	1.571967e-06	0.1	1.228317e-10	1.925194e-08	0.1
1.710854e-10	3.5756628244491004e-06	0.1	1.710854e-10	8.494085e-07	0.1	1.710854e-10	3.498511e-07	0.1	1.710854e-10	6.095679e-09	0.1	1.710854e-10	3.241889e-06	0.1	1.710854e-10	1.934889e-06	0.1	1.710854e-10	2.36883e-08	0.1
2.193391e-10	2.6776158612546e-06	0.1	2.193391e-10	9.687098e-07	0.1	2.193391e-10	3.989185e-07	0.1	2.193391e-10	6.949828e-09	0.1	2.193391e-10	3.6956e-06	0.1	2.193391e-10	2.206729e-06	0.1	2.193391e-10	2.700858e-08	0.1
2.675929e-10	2.0053464645403203e-06	0.1	2.675929e-10	1.05807e-06	0.1	2.675929e-10	4.356552e-07	0.1	2.675929e-10	7.589149e-09	0.1	2.675929e-10	4.035071e-06	0.1	2.675929e-10	2.410365e-06	0.1	2.675929e-10	2.949401e-08	0.1
3.158466e-10	1.5020162478182401e-06	0.1	3.158466e-10	1.12501e-06	0.1	3.158466e-10	4.631638e-07	0.1	3.158466e-10	8.067755e-09	0.1	3.158466e-10	4.289119e-06	0.1	3.158466e-10	2.562921e-06	0.1	3.158466e-10	3.135481e-08	0.1
3.641004e-10	1.12511978367841e-06	0.1	3.641004e-10	1.175159e-06	0.1	3.641004e-10	4.837647e-07	0.1	3.641004e-10	8.4261e-09	0.1	3.641004e-10	4.479277e-06	0.1	3.641004e-10	2.677217e-06	0.1	3.641004e-10	3.274815e-08	0.1
4.123541e-10	8.4286386926037e-07	0.1	4.123541e-10	1.212731e-06	0.1	4.123541e-10	4.991943e-07	0.1	4.123541e-10	8.694439e-09	0.1	4.123541e-10	4.621635e-06	0.1	4.123541e-10	2.762854e-06	0.1	4.123541e-10	3.37916e-08	0.1
4.606079e-10	6.314612815798e-07	0.1	4.606079e-10	1.240882e-06	0.1	4.606079e-10	5.107517e-07	0.1	4.606079e-10	8.895403e-09	0.1	4.606079e-10	4.728225e-06	0.1	4.606079e-10	2.827022e-06	0.1	4.606079e-10	3.45731e-08	0.1
5.088616e-10	4.7311115147665e-07	0.1	5.088616e-10	1.261975e-06	0.1	5.088616e-10	5.194095e-07	0.1	5.088616e-10	9.045923e-09	0.1	5.088616e-10	4.808044e-06	0.1	5.088616e-10	2.875104e-06	0.1	5.088616e-10	3.515848e-08	0.1
5.649771e-10	3.3820603876962e-07	0.1	5.649771e-10	1.279951e-06	0.1	5.649771e-10	5.267859e-07	0.1	5.649771e-10	9.17415e-09	0.1	5.649771e-10	4.876027e-06	0.1	5.649771e-10	2.916083e-06	0.1	5.649771e-10	3.565719e-08	0.1
6.230581e-10	2.3895893911176e-07	0.1	6.230581e-10	1.29318e-06	0.1	6.230581e-10	5.322131e-07	0.1	6.230581e-10	9.268478e-09	0.1	6.230581e-10	4.92603e-06	0.1	6.230581e-10	2.94624e-06	0.1	6.230581e-10	3.602407e-08	0.1
6.81139e-10	1.68846229227379e-07	0.1	6.81139e-10	1.302528e-06	0.1	6.81139e-10	5.360474e-07	0.1	6.81139e-10	9.335112e-09	0.1	6.81139e-10	4.961346e-06	0.1	6.81139e-10	2.967552e-06	0.1	6.81139e-10	3.628326e-08	0.1
7.441589e-10	1.15840023327259e-07	0.1	7.441589e-10	1.309596e-06	0.1	7.441589e-10	5.389463e-07	0.1	7.441589e-10	9.385486e-09	0.1	7.441589e-10	4.988041e-06	0.1	7.441589e-10	2.983668e-06	0.1	7.441589e-10	3.647921e-08	0.1
