Batch	m_SP	5	C5H5	T1a_L	T4a_L	N1a_L	N7a_L							
9.759604e-10	0.9896893	0.1	9.759604e-10	0.0101492961	0.1	9.759604e-10	5.19039484e-07	0.1	9.759604e-10	7.7536527e-05	0.1	9.759604e-10	1.34552915e-07	0.1
1.574448e-09	0.983471	0.1	1.574448e-09	0.016270303	0.1	1.574448e-09	9.189979e-07	0.1	1.574448e-09	0.000124298456	0.1	1.574448e-09	2.1900084000000002e-07	0.1
2.429431e-09	0.9747221	0.1	2.429431e-09	0.024882394999999998	0.1	2.429431e-09	1.595719869e-06	0.1	2.429431e-09	0.000190091104	0.1	2.429431e-09	3.4211252e-07	0.1
3.589471e-09	0.9630975	0.1	3.589471e-09	0.03632527000000001	0.1	3.589471e-09	2.706027867e-06	0.1	3.589471e-09	0.00027750965	0.1	3.589471e-09	5.1360194e-07	0.1
4.915111e-09	0.9501483	0.1	4.915111e-09	0.049072052	0.1	4.915111e-09	4.233122471e-06	0.1	4.915111e-09	0.00037488934	0.1	4.915111e-09	7.1544921e-07	0.1
6.351152e-09	0.936508	0.1	6.351152e-09	0.062499227000000004	0.1	6.351152e-09	6.178786539000001e-06	0.1	6.351152e-09	0.00047746688	0.1	6.351152e-09	9.4057532e-07	0.1
7.787193e-09	0.9232538	0.1	7.787193e-09	0.075546378	0.1	7.787193e-09	8.404806989999999e-06	0.1	7.787193e-09	0.0005771413	0.1	7.787193e-09	1.17173441e-06	0.1
9.457737e-09	0.9082996	0.1	9.457737e-09	0.09026700500000001	0.1	9.457737e-09	1.1315994325e-05	0.1	9.457737e-09	0.00068960024	0.1	9.457737e-09	1.44728952e-06	0.1
1.118691e-08	0.8933225	0.1	1.118691e-08	0.10501030700000001	0.1	1.118691e-08	1.4657019189999999e-05	0.1	1.118691e-08	0.0008022323500000001	0.1	1.118691e-08	1.7389409e-06	0.1
1.291608e-08	0.8788312	0.1	1.291608e-08	0.11927531000000001	0.1	1.291608e-08	1.829344608e-05	0.1	1.291608e-08	0.00091121068	0.1	1.291608e-08	2.0359928e-06	0.1
1.478414e-08	0.8636953	0.1	1.478414e-08	0.13417502	0.1	1.478414e-08	2.2512262120000002e-05	0.1	1.478414e-08	0.00102503797	0.1	1.478414e-08	2.3617321999999997e-06	0.1
1.686052e-08	0.8474717	0.1	1.686052e-08	0.15014544	0.1	1.686052e-08	2.750527268e-05	0.1	1.686052e-08	0.00114704521	0.1	1.686052e-08	2.7281994e-06	0.1
1.893691e-08	0.8318463	0.1	1.893691e-08	0.165527	0.1	1.893691e-08	3.2766684070000004e-05	0.1	1.893691e-08	0.00126455377	0.1	1.893691e-08	3.0977888e-06	0.1
2.10133e-08	0.8167868	0.1	2.10133e-08	0.18035164999999997	0.1	2.10133e-08	3.82483552e-05	0.1	2.10133e-08	0.00137780785	0.1	2.10133e-08	3.4690927e-06	0.1
2.334417e-08	0.8005181	0.1	2.334417e-08	0.19636652999999998	0.1	2.334417e-08	4.461073126999999e-05	0.1	2.334417e-08	0.00150015488	0.1	2.334417e-08	3.8864016e-06	0.1
2.58447e-08	0.7837709	0.1	2.58447e-08	0.21285262	0.1	2.58447e-08	5.1622345530000006e-05	0.1	2.58447e-08	0.0016261016	0.1	2.58447e-08	4.3329683e-06	0.1
2.834523e-08	0.76771	0.1	2.834523e-08	0.22866309000000004	0.1	2.834523e-08	5.876928215e-05	0.1	2.834523e-08	0.00174688786	0.1	2.834523e-08	4.7767674e-06	0.1
