Batch	m_SP	5	T1a_L	C5H5	T4a_L	N1a_L	N7a_L							
8.564961e-05	0.989419468	0.1	8.564961e-05	0.01057492	0.1	8.564961e-05	4.4982104149550004e-07	0.1	8.564961e-05	8.356121343e-07	0.1	8.564961e-05	2.7281763e-12	0.1
0.0001183934	0.9854189600000001	0.1	0.0001183934	0.01457347	0.1	0.0001183934	9.51560462904e-07	0.1	0.0001183934	1.1515710371e-06	0.1	0.0001183934	5.252624200000001e-12	0.1
0.0001511372	0.981442533	0.1	0.0001511372	0.01854788	0.1	0.0001511372	1.6185875224239998e-06	0.1	0.0001511372	1.4656224418e-06	0.1	0.0001511372	8.5040773e-12	0.1
0.0001878533	0.977012205	0.1	0.0001878533	0.02297599	0.1	0.0001878533	2.527875469063e-06	0.1	0.0001878533	1.8155240937000002e-06	0.1	0.0001878533	1.28567814e-11	0.1
0.0002293946	0.972035477	0.1	0.0002293946	0.02795013	0.1	0.0002293946	3.7171672081439996e-06	0.1	0.0002293946	2.2085720921e-06	0.1	0.0002293946	1.84828372e-11	0.1
0.0002796444	0.9660659279999999	0.1	0.0002796444	0.03391663	0.1	0.0002796444	5.322753015871001e-06	0.1	0.0002796444	2.680033953e-06	0.1	0.0002796444	2.6016132e-11	0.1
0.0003428828	0.9586307669999999	0.1	0.0003428828	0.04134804	0.1	0.0003428828	7.518165953581e-06	0.1	0.0003428828	3.267251314e-06	0.1	0.0003428828	3.6256249e-11	0.1
0.0004216259	0.94949126	0.1	0.0004216259	0.05048302	0.1	0.0004216259	1.041266464896e-05	0.1	0.0004216259	3.989081772e-06	0.1	0.0004216259	4.9701713e-11	0.1
0.0005187554	0.938395075	0.1	0.0005187554	0.06157371	0.1	0.0005187554	1.4099292388410001e-05	0.1	0.0005187554	4.865449643e-06	0.1	0.0005187554	6.678118e-11	0.1
0.0006240324	0.9265838989999999	0.1	0.0006240324	0.07337888	0.1	0.0006240324	1.813564486561e-05	0.1	0.0006240324	5.79827525e-06	0.1	0.0006240324	8.545261200000001e-11	0.1
0.0007415308	0.913659797	0.1	0.0007415308	0.0862965	0.1	0.0007415308	2.261793246878e-05	0.1	0.0007415308	6.8190027900000004e-06	0.1	0.0007415308	1.06170829e-10	0.1
0.0008785461	0.898922463	0.1	0.0008785461	0.1010264	0.1	0.0008785461	2.77671218238e-05	0.1	0.0008785461	7.982934539e-06	0.1	0.0008785461	1.29962436e-10	0.1
0.001034558	0.882564548	0.1	0.001034558	0.1173762	0.1	0.001034558	3.350201666128e-05	0.1	0.001034558	9.274868858e-06	0.1	0.001034558	1.56455602e-10	0.1
0.001211745	0.8645109740000001	0.1	0.001211745	0.1354206	0.1	0.001211745	3.983983049446e-05	0.1	0.001211745	1.0700710491e-05	0.1	0.001211745	1.85732011e-10	0.1
0.001440377	0.842003721	0.1	0.001440377	0.1579167	0.1	0.001440377	4.774495090746e-05	0.1	0.001440377	1.2478303912999999e-05	0.1	0.001440377	2.22247439e-10	0.1
0.001721678	0.8154644970000001	0.1	0.001721678	0.1844426	0.1	0.001721678	5.7067445577560005e-05	0.1	0.001721678	1.4574342883000001e-05	0.1	0.001721678	2.6530964e-10	0.1
0.002071117	0.7841525939999999	0.1	0.002071117	0.2157389	0.1	0.002071117	6.806676169017e-05	0.1	0.002071117	1.7047325651e-05	0.1	0.002071117	3.1611735999999997e-10	0.1
0.002552669	0.7437641550000001	0.1	0.002552669	0.2561071	0.1	0.002552669	8.225450656455e-05	0.1	0.002552669	2.0237144296e-05	0.1	0.002552669	3.8165296e-10	0.1
0.003311463	0.6859014179999999	0.1	0.003311463	0.3139407	0.1	0.003311463	0.0001025806484131	0.1	0.003311463	2.4807059392e-05	0.1	0.003311463	4.755428500000001e-10	0.1
0.00447081	0.609042554	0.1	0.00447081	0.3907611	0.1	0.00447081	0.00012957988671060002	0.1	0.00447081	3.0877280719999996e-05	0.1	0.00447081	6.0025689e-10	0.1
0.00612702	0.5184278662	0.1	0.00612702	0.4813304	0.1	0.00612702	0.00016141127903450002	0.1	0.00612702	3.803391678e-05	0.1	0.00612702	7.4729158e-10	0.1
0.007783229	0.4450221481	0.1	0.007783229	0.5546993	0.1	0.007783229	0.00018719743311749998	0.1	0.007783229	4.383140272e-05	0.1	0.007783229	8.6640218e-10	0.1
0.009439439	0.3846419839	0.1	0.009439439	0.6150493	0.1	0.009439439	0.0002084079673869	0.1	0.009439439	4.860015683e-05	0.1	0.009439439	9.6437729e-10	0.1
0.011427	0.3252994475	0.1	0.011427	0.6743621	0.1	0.011427	0.0002292539226978	0.1	0.011427	5.328694938e-05	0.1	0.011427	1.06066851e-09	0.1
0.01341457	0.2769425559	0.1	0.01341457	0.7226947	0.1	0.01341457	0.0002462408806973	0.1	0.01341457	5.710610811999999e-05	0.1	0.01341457	1.139134e-09	0.1
0.01540213	0.2370592898	0.1	0.01540213	0.762558	0.1	0.01540213	0.00026025126676130003	0.1	0.01540213	6.025604092e-05	0.1	0.01540213	1.20385003e-09	0.1
0.0173897	0.2038360388	0.1	0.0173897	0.7957646	0.1	0.0173897	0.0002719219471133	0.1	0.0173897	6.287996967000001e-05	0.1	0.0173897	1.2577593199999999e-09	0.1
0.01937726	0.1759307632	0.1	0.01937726	0.8236559	0.1	0.01937726	0.0002817246242842	0.1	0.01937726	6.508389852e-05	0.1	0.01937726	1.3030392599999999e-09	0.1
0.02136483	0.1523288601	0.1	0.02136483	0.847246	0.1	0.02136483	0.00029001561205399995	0.1	0.02136483	6.694794629000001e-05	0.1	0.02136483	1.34133712e-09	0.1
0.02335239	0.1322491533	0.1	0.02335239	0.8673156	0.1	0.02335239	0.000297069273947	0.1	0.02335239	6.853381552e-05	0.1	0.02335239	1.3739191499999999e-09	0.1
0.02533996	0.1150804957	0.1	0.02533996	0.8844757	0.1	0.02533996	0.0003031002585252	0.1	0.02533996	6.988977038000001e-05	0.1	0.02533996	1.40177762e-09	0.1
0.02732752	0.1003380646	0.1	0.02732752	0.8992107	0.1	0.02732752	0.0003082790019769	0.1	0.02732752	7.10541031e-05	0.1	0.02732752	1.4256991100000001e-09	0.1
0.02931509	0.0876325636	0.1	0.02931509	0.9119099	0.1	0.02931509	0.0003127422699405	0.1	0.02931509	7.205757387999999e-05	0.1	0.02931509	1.44631551e-09	0.1
0.03130265	0.07664791749999998	0.1	0.03130265	0.922889	0.1	0.03130265	0.0003166009844772	0.1	0.03130265	7.292512864e-05	0.1	0.03130265	1.46413887e-09	0.1
0.03329022	0.0671251013	0.1	0.03329022	0.932407	0.1	0.03329022	0.00031994615589329994	0.1	0.03329022	7.367721952999999e-05	0.1	0.03329022	1.4795911500000002e-09	0.1
0.03527778	0.0588500546	0.1	0.03527778	0.940678	0.1	0.03527778	0.0003228530410891	0.1	0.03527778	7.433078225e-05	0.1	0.03527778	1.49301873e-09	0.1
0.03726535	0.051644467160000006	0.1	0.03726535	0.9478799	0.1	0.03726535	0.00032538422118420004	0.1	0.03726535	7.489986641e-05	0.1	0.03726535	1.50471083e-09	0.1
0.03925291	0.04535889483	0.1	0.03925291	0.9541623	0.1	0.03925291	0.00032759229584700003	0.1	0.03925291	7.539629469e-05	0.1	0.03925291	1.51490959e-09	0.1
0.04124048	0.03986732696	0.1	0.04124048	0.9596512	0.1	0.04124048	0.00032952133764600007	0.1	0.04124048	7.583000505000001e-05	0.1	0.04124048	1.5238204699999998e-09	0.1
0.04322804	0.03506289292	0.1	0.04322804	0.9644532	0.1	0.04322804	0.00033120911483039997	0.1	0.04322804	7.620945385e-05	0.1	0.04322804	1.53161675e-09	0.1
0.04521561	0.03085461761	0.1	0.04521561	0.9686594	0.1	0.04521561	0.0003326874044488	0.1	0.04521561	7.654182493e-05	0.1	0.04521561	1.5384450099999999e-09	0.1
0.04720317	0.02716466545	0.1	0.04720317	0.9723475	0.1	0.04720317	0.00033398365348650004	0.1	0.04720317	7.683324974e-05	0.1	0.04720317	1.5444320999999999e-09	0.1
0.04919074	0.023926242599999998	0.1	0.04919074	0.9755843	0.1	0.04919074	0.0003351212610464	0.1	0.04919074	7.708901338e-05	0.1	0.04919074	1.549687e-09	0.1
0.0511783	0.021081797710000003	0.1	0.0511783	0.9784273	0.1	0.0511783	0.00033612046936860006	0.1	0.0511783	7.731366566e-05	0.1	0.0511783	1.5543027e-09	0.1
0.05316587	0.01858164602	0.1	0.05316587	0.9809262	0.1	0.05316587	0.0003369986248702	0.1	0.05316587	7.751112513e-05	0.1	0.05316587	1.5583595e-09	0.1
0.05515343	0.01638274981	0.1	0.05515343	0.983124	0.1	0.05515343	0.00033777110923360003	0.1	0.05515343	7.768479215e-05	0.1	0.05515343	1.5619273e-09	0.1
0.057141	0.014447752579999999	0.1	0.057141	0.985058	0.1	0.057141	0.0003384508398817	0.1	0.057141	7.783761388e-05	0.1	0.057141	1.56506772e-09	0.1
0.05912856	0.012744165390000001	0.1	0.05912856	0.9867607	0.1	0.05912856	0.0003390492505286	0.1	0.05912856	7.797216335000001e-05	0.1	0.05912856	1.56783188e-09	0.1
0.0611962	0.01118712551	0.1	0.0611962	0.988317	0.1	0.0611962	0.00033959623373150003	0.1	0.0611962	7.809513822e-05	0.1	0.0611962	1.5703578e-09	0.1
