Batch	m_SP	7	W4_L	W3	R	P1	P2_L	P3	P4											
4.843889e-11	0.9894202	0.1	4.843889e-11	7.370395e-06	0.1	4.843889e-11	0.0007172391	0.1	4.843889e-11	0.0006485837	0.1	4.843889e-11	0.0024937593	0.1	4.843889e-11	0.001051411	0.1	4.843889e-11	8.35176e-07	0.1
7.074431e-11	0.9849207	0.1	7.074431e-11	1.083435e-05	0.1	7.074431e-11	0.001046115	0.1	7.074431e-11	0.0009574682	0.1	7.074431e-11	0.0036118572	0.1	7.074431e-11	0.001521186	0.1	7.074431e-11	1.247274e-06	0.1
9.650738e-11	0.9797947	0.1	9.650738e-11	1.491935e-05	0.1	9.650738e-11	0.001426184	0.1	9.650738e-11	0.001329287	0.1	9.650738e-11	0.0048693262	0.1	9.650738e-11	0.002047278	0.1	9.650738e-11	1.76089e-06	0.1
1.274569e-10	0.9737511	0.1	1.274569e-10	1.997558e-05	0.1	1.274569e-10	0.001884398	0.1	1.274569e-10	0.001804451	0.1	1.274569e-10	0.006321518399999999	0.1	1.274569e-10	0.002650707	0.1	1.274569e-10	2.447575e-06	0.1
1.584064e-10	0.9678458	0.1	1.584064e-10	2.522458e-05	0.1	1.584064e-10	0.002345745	0.1	1.584064e-10	0.002318062	0.1	1.584064e-10	0.0076994513	0.1	1.584064e-10	0.003217798	0.1	1.584064e-10	3.22706e-06	0.1
1.89356e-10	0.9620893	0.1	1.89356e-10	3.069127e-05	0.1	1.89356e-10	0.00281132	0.1	1.89356e-10	0.002876244	0.1	1.89356e-10	0.008994484	0.1	1.89356e-10	0.003744484	0.1	1.89356e-10	4.113311e-06	0.1
2.203055e-10	0.9564884	0.1	2.203055e-10	3.639282e-05	0.1	2.203055e-10	0.003281854	0.1	2.203055e-10	0.003483329	0.1	2.203055e-10	0.010200626	0.1	2.203055e-10	0.004228162	0.1	2.203055e-10	5.116221e-06	0.1
2.51255e-10	0.9510464	0.1	2.51255e-10	4.233882e-05	0.1	2.51255e-10	0.003757721	0.1	2.51255e-10	0.004141915	0.1	2.51255e-10	0.011314449999999998	0.1	2.51255e-10	0.004667627	0.1	2.51255e-10	6.241735e-06	0.1
2.822046e-10	0.9457632	0.1	2.822046e-10	4.853189e-05	0.1	2.822046e-10	0.004238962	0.1	2.822046e-10	0.004853005	0.1	2.822046e-10	0.012334875	0.1	2.822046e-10	0.005062913	0.1	2.822046e-10	7.492191e-06	0.1
3.177037e-10	0.9398952	0.1	3.177037e-10	5.593495e-05	0.1	3.177037e-10	0.004797231	0.1	3.177037e-10	0.005732729	0.1	3.177037e-10	0.013391613	0.1	3.177037e-10	0.005463343	0.1	3.177037e-10	9.079167e-06	0.1
3.562359e-10	0.9337489	0.1	3.562359e-10	6.431783e-05	0.1	3.562359e-10	0.005409936	0.1	3.562359e-10	0.00676238	0.1	3.562359e-10	0.014405885	0.1	3.562359e-10	0.005837286	0.1	3.562359e-10	1.098029e-05	0.1
3.947681e-10	0.9278217	0.1	3.947681e-10	7.303772e-05	0.1	3.947681e-10	0.006028305	0.1	3.947681e-10	0.00786498	0.1	3.947681e-10	0.015289903	0.1	3.947681e-10	0.006152986	0.1	3.947681e-10	1.305644e-05	0.1
4.333003e-10	0.9220981	0.1	4.333003e-10	8.206391e-05	0.1	4.333003e-10	0.006650677	0.1	4.333003e-10	0.009034244	0.1	4.333003e-10	0.016053762	0.1	4.333003e-10	0.006416281	0.1	4.333003e-10	1.529363e-05	0.1
4.718326e-10	0.9165613	0.1	4.718326e-10	9.136274e-05	0.1	4.718326e-10	0.007275238	0.1	4.718326e-10	0.01026318	0.1	4.718326e-10	0.01670858	0.1	4.718326e-10	0.006633306	0.1	4.718326e-10	1.767629e-05	0.1
5.103648e-10	0.9111948	0.1	5.103648e-10	0.0001008997	0.1	5.103648e-10	0.007900126	0.1	5.103648e-10	0.01154456	0.1	5.103648e-10	0.01726586	0.1	5.103648e-10	0.006810134	0.1	5.103648e-10	2.018842e-05	0.1
5.48897e-10	0.9059826	0.1	5.48897e-10	0.0001106413	0.1	5.48897e-10	0.008523506	0.1	5.48897e-10	0.01287134	0.1	5.48897e-10	0.017736889	0.1	5.48897e-10	0.006952517	0.1	5.48897e-10	2.281433e-05	0.1
5.874292e-10	0.9009097	0.1	5.874292e-10	0.0001205555	0.1	5.874292e-10	0.009143634	0.1	5.874292e-10	0.01423681	0.1	5.874292e-10	0.018132402000000002	0.1	5.874292e-10	0.007065731	0.1	5.874292e-10	2.553925e-05	0.1
6.259614e-10	0.8959628	0.1	6.259614e-10	0.0001306132	0.1	6.259614e-10	0.009758885	0.1	6.259614e-10	0.01563483	0.1	6.259614e-10	0.018462332999999997	0.1	6.259614e-10	0.0071545	0.1	6.259614e-10	2.83496e-05	0.1
6.644936e-10	0.8911296	0.1	6.644936e-10	0.0001407881	0.1	6.644936e-10	0.01036778	0.1	6.644936e-10	0.01705986	0.1	6.644936e-10	0.018735696	0.1	6.644936e-10	0.007222967	0.1	6.644936e-10	3.123318e-05	0.1
7.095697e-10	0.8856058	0.1	7.095697e-10	0.0001528083	0.1	7.095697e-10	0.01107024	0.1	7.095697e-10	0.01875465	0.1	7.095697e-10	0.018994442	0.1	7.095697e-10	0.007282064	0.1	7.095697e-10	3.468508e-05	0.1
7.562817e-10	0.880015	0.1	7.562817e-10	0.0001653657	0.1	7.562817e-10	0.01178512	0.1	7.562817e-10	0.02053569	0.1	7.562817e-10	0.019204476	0.1	7.562817e-10	0.007324276	0.1	7.562817e-10	3.833669e-05	0.1
8.137521e-10	0.8733031	0.1	8.137521e-10	0.0001809119	0.1	8.137521e-10	0.01264385	0.1	8.137521e-10	0.02275233	0.1	8.137521e-10	0.019397117	0.1	8.137521e-10	0.007355936	0.1	8.137521e-10	4.29133e-05	0.1
8.712225e-10	0.8667557	0.1	8.712225e-10	0.0001965221	0.1	8.712225e-10	0.01347714	0.1	8.712225e-10	0.02498821	0.1	8.712225e-10	0.019532281999999998	0.1	8.712225e-10	0.007371124	0.1	8.712225e-10	4.756337e-05	0.1
9.286929e-10	0.8603566	0.1	9.286929e-10	0.0002121602	0.1	9.286929e-10	0.0142829	0.1	9.286929e-10	0.02723594	0.1	9.286929e-10	0.019622882	0.1	9.286929e-10	0.007374624	0.1	9.286929e-10	5.227081e-05	0.1
9.861633e-10	0.8540929	0.1	9.861633e-10	0.0002277978	0.1	9.861633e-10	0.01505959	0.1	9.861633e-10	0.02948984	0.1	9.861633e-10	0.019679078	0.1	9.861633e-10	0.007369971	0.1	9.861633e-10	5.702327e-05	0.1
1.043634e-09	0.8479543	0.1	1.043634e-09	0.0002434133	0.1	1.043634e-09	0.01580606	0.1	1.043634e-09	0.0317456	0.1	1.043634e-09	0.019708778	0.1	1.043634e-09	0.007359749	0.1	1.043634e-09	6.181135e-05	0.1
1.101104e-09	0.8419327	0.1	1.101104e-09	0.00025899	0.1	1.101104e-09	0.01652157	0.1	1.101104e-09	0.03399998	0.1	1.101104e-09	0.019718133000000002	0.1	1.101104e-09	0.007345821	0.1	1.101104e-09	6.662794e-05	0.1
1.158575e-09	0.8360216	0.1	1.158575e-09	0.0002745151	0.1	1.158575e-09	0.01720569	0.1	1.158575e-09	0.03625055	0.1	1.158575e-09	0.01971189	0.1	1.158575e-09	0.007329511	0.1	1.158575e-09	7.146766e-05	0.1
1.218369e-09	0.8299829	0.1	1.218369e-09	0.0002906032	0.1	1.218369e-09	0.01788399	0.1	1.218369e-09	0.03858619	0.1	1.218369e-09	0.019692779	0.1	1.218369e-09	0.007311009	0.1	1.218369e-09	7.652334e-05	0.1
1.287463e-09	0.8231402	0.1	1.287463e-09	0.0003090999	0.1	1.287463e-09	0.01862534	0.1	1.287463e-09	0.04127554	0.1	1.287463e-09	0.019658694	0.1	1.287463e-09	0.007288592	0.1	1.287463e-09	8.238644e-05	0.1
1.356556e-09	0.8164359	0.1	1.356556e-09	0.0003274878	0.1	1.356556e-09	0.01932167	0.1	1.356556e-09	0.04395321	0.1	1.356556e-09	0.019615165	0.1	1.356556e-09	0.007265724	0.1	1.356556e-09	8.826857e-05	0.1
1.42565e-09	0.8098643	0.1	1.42565e-09	0.0003457604	0.1	1.42565e-09	0.01997378	0.1	1.42565e-09	0.04661808	0.1	1.42565e-09	0.0195648	0.1	1.42565e-09	0.007242816	0.1	1.42565e-09	9.416679e-05	0.1
1.500527e-09	0.8028864	0.1	1.500527e-09	0.0003654267	0.1	1.500527e-09	0.02063179	0.1	1.500527e-09	0.04949074	0.1	1.500527e-09	0.019504701	0.1	1.500527e-09	0.007218199	0.1	1.500527e-09	0.0001005743	0.1
1.584082e-09	0.7952696	0.1	1.584082e-09	0.0003871995	0.1	1.584082e-09	0.02130816	0.1	1.584082e-09	0.05267673	0.1	1.584082e-09	0.019432863	0.1	1.584082e-09	0.007191119	0.1	1.584082e-09	0.0001077408	0.1
1.667636e-09	0.7878242	0.1	1.667636e-09	0.0004087865	0.1	1.667636e-09	0.02192595	0.1	1.667636e-09	0.05584156	0.1	1.667636e-09	0.01935757	0.1	1.667636e-09	0.007164462	0.1	1.667636e-09	0.0001149219	0.1
1.758264e-09	0.7799339	0.1	1.758264e-09	0.0004319871	0.1	1.758264e-09	0.02253299	0.1	1.758264e-09	0.05924998	0.1	1.758264e-09	0.019273229	0.1	1.758264e-09	0.007135946	0.1	1.758264e-09	0.0001227249	0.1
1.859502e-09	0.7713374	0.1	1.859502e-09	0.000457637	0.1	1.859502e-09	0.023138	0.1	1.859502e-09	0.06302711	0.1	1.859502e-09	0.019176803	0.1	1.859502e-09	0.00710442	0.1	1.859502e-09	0.0001314554	0.1
1.96074e-09	0.7629592	0.1	1.96074e-09	0.0004830023	0.1	1.96074e-09	0.02367099	0.1	1.96074e-09	0.06677191	0.1	1.96074e-09	0.019078789999999998	0.1	1.96074e-09	0.007073043	0.1	1.96074e-09	0.000140197	0.1
2.078954e-09	0.7534371	0.1	2.078954e-09	0.000512257	0.1	2.078954e-09	0.02420935	0.1	2.078954e-09	0.07110337	0.1	2.078954e-09	0.018962962	0.1	2.078954e-09	0.007036348	0.1	2.078954e-09	0.0001504134	0.1
2.201413e-09	0.7438523	0.1	2.201413e-09	0.0005421452	0.1	2.201413e-09	0.02468012	0.1	2.201413e-09	0.075543	0.1	2.201413e-09	0.018841847999999998	0.1	2.201413e-09	0.006998034	0.1	2.201413e-09	0.000161001	0.1
2.333816e-09	0.7337882	0.1	2.333816e-09	0.00057398	0.1	2.333816e-09	0.02509982	0.1	2.333816e-09	0.08028846	0.1	2.333816e-09	0.018709946999999998	0.1	2.333816e-09	0.006956052	0.1	2.333816e-09	0.000172446	0.1
2.481137e-09	0.7229301	0.1	2.481137e-09	0.0006088106	0.1	2.481137e-09	0.02547042	0.1	2.481137e-09	0.08550104	0.1	2.481137e-09	0.018562296	0.1	2.481137e-09	0.006908504	0.1	2.481137e-09	0.0001851682	0.1
2.628458e-09	0.712404	0.1	2.628458e-09	0.0006430159	0.1	2.628458e-09	0.02575256	0.1	2.628458e-09	0.09064173	0.1	2.628458e-09	0.018413930000000002	0.1	2.628458e-09	0.006860009	0.1	2.628458e-09	0.0001978671	0.1
2.793735e-09	0.7009599	0.1	2.793735e-09	0.0006806435	0.1	2.793735e-09	0.02597891	0.1	2.793735e-09	0.09632255	0.1	2.793735e-09	0.018246923999999998	0.1	2.793735e-09	0.006804507	0.1	2.793735e-09	0.0002120737	0.1
2.970983e-09	0.6890817	0.1	2.970983e-09	0.0007201191	0.1	2.970983e-09	0.02613242	0.1	2.970983e-09	0.1023124	0.1	2.970983e-09	0.018067492	0.1	2.970983e-09	0.00674383	0.1	2.970983e-09	0.0002272483	0.1
3.155483e-09	0.6771159	0.1	3.155483e-09	0.0007602482	0.1	3.155483e-09	0.02621121	0.1	3.155483e-09	0.1084342	0.1	3.155483e-09	0.017880773	0.1	3.155483e-09	0.00667963	0.1	3.155483e-09	0.0002429621	0.1
3.368993e-09	0.6637331	0.1	3.368993e-09	0.0008054716	0.1	3.368993e-09	0.02621934	0.1	3.368993e-09	0.115374	0.1	3.368993e-09	0.017665296	0.1	3.368993e-09	0.006604374	0.1	3.368993e-09	0.0002610248	0.1
3.600466e-09	0.649739	0.1	3.600466e-09	0.0008530437	0.1	3.600466e-09	0.02614937	0.1	3.600466e-09	0.122723	0.1	3.600466e-09	0.017433111	0.1	3.600466e-09	0.006522098	0.1	3.600466e-09	0.00028044	0.1
3.858883e-09	0.6346924	0.1	3.858883e-09	0.0009043964	0.1	3.858883e-09	0.02599839	0.1	3.858883e-09	0.1307143	0.1	3.858883e-09	0.017176481	0.1	3.858883e-09	0.006429995	0.1	3.858883e-09	0.0003018881	0.1
4.117301e-09	0.6202017	0.1	4.117301e-09	0.0009539395	0.1	4.117301e-09	0.02579137	0.1	4.117301e-09	0.1384838	0.1	4.117301e-09	0.016923334999999998	0.1	4.117301e-09	0.006338194	0.1	4.117301e-09	0.0003230781	0.1
4.375718e-09	0.606222	0.1	4.375718e-09	0.001001725	0.1	4.375718e-09	0.02554471	0.1	4.375718e-09	0.1460358	0.1	4.375718e-09	0.016674277	0.1	4.375718e-09	0.006247159	0.1	4.375718e-09	0.0003439958	0.1
