Batch	m_SP	5	Pr1	W1	W2	Pr2	Pr3							
0.6383568	9.835056648450001e-06	0.1	0.6383568	1.638109e-07	0.1	0.6383568	6.536495e-11	0.1	0.6383568	7.881898e-10	0.1	0.6383568	1.826159e-10	0.1
1.294579	9.66906930834e-06	0.1	1.294579	3.281074e-07	0.1	1.294579	6.445287e-11	0.1	1.294579	2.31605e-09	0.1	1.294579	3.493862e-10	0.1
2.023715	9.48863311272e-06	0.1	2.023715	5.05878e-07	0.1	2.023715	6.346048e-11	0.1	2.023715	4.845909e-09	0.1	2.023715	4.898613e-10	0.1
2.957588	9.2635173639e-06	0.1	2.957588	7.264036e-07	0.1	2.957588	6.222088e-11	0.1	2.957588	9.32824e-09	0.1	2.957588	6.029028e-10	0.1
4.437333	8.92011679794e-06	0.1	4.437333	1.059884e-06	0.1	4.437333	6.032646e-11	0.1	4.437333	1.917165e-08	0.1	4.437333	6.883876e-10	0.1
6.141704	8.543904560100002e-06	0.1	6.141704	1.42078e-06	0.1	6.141704	5.824586e-11	0.1	6.141704	3.445404e-08	0.1	6.141704	7.318514e-10	0.1
7.565721	8.2446517281765e-06	0.1	7.565721	1.704201e-06	0.1	7.565721	5.658669e-11	0.1	7.565721	5.026915e-08	0.1	7.565721	7.550596e-10	0.1
9.816175	7.798116238230501e-06	0.1	9.816175	2.12046e-06	0.1	9.816175	5.410331e-11	0.1	9.816175	8.052751e-08	0.1	9.816175	7.844403e-10	0.1
13.31641	7.163022652740499e-06	0.1	13.31641	2.696829e-06	0.1	13.31641	5.055335e-11	0.1	13.31641	1.392315e-07	0.1	13.31641	8.218279e-10	0.1
18.52081	6.3374993568472e-06	0.1	18.52081	3.412474e-06	0.1	18.52081	4.590064e-11	0.1	18.52081	2.490851e-07	0.1	18.52081	8.647869e-10	0.1
24.15126	5.58134195344e-06	0.1	24.15126	4.024941e-06	0.1	24.15126	4.158967e-11	0.1	24.15126	3.92759e-07	0.1	24.15126	8.986468e-10	0.1
31.42752	4.777463358351601e-06	0.1	31.42752	4.613921e-06	0.1	31.42752	3.69356e-11	0.1	31.42752	6.07646e-07	0.1	31.42752	9.282783e-10	0.1
39.80099	4.044666912650099e-06	0.1	39.80099	5.070418e-06	0.1	39.80099	3.260115e-11	0.1	39.80099	8.839402e-07	0.1	39.80099	9.482412e-10	0.1
48.17447	3.4707101276112e-06	0.1	48.17447	5.348036e-06	0.1	48.17447	2.911485e-11	0.1	48.17447	1.180282e-06	0.1	48.17447	9.5749e-10	0.1
56.54794	3.017975292885e-06	0.1	56.54794	5.493021e-06	0.1	56.54794	2.628027e-11	0.1	56.54794	1.488039e-06	0.1	56.54794	9.591103e-10	0.1
64.92142	2.6579066363316e-06	0.1	64.92142	5.540305e-06	0.1	64.92142	2.394812e-11	0.1	64.92142	1.800833e-06	0.1	64.92142	9.552272e-10	0.1
73.29489	2.3688253368666e-06	0.1	73.29489	5.516247e-06	0.1	73.29489	2.200484e-11	0.1	73.29489	2.113985e-06	0.1	73.29489	9.473499e-10	0.1
81.66836	2.1342615348288e-06	0.1	81.66836	5.44071e-06	0.1	81.66836	2.036401e-11	0.1	81.66836	2.424099e-06	0.1	81.66836	9.365735e-10	0.1
90.04184	1.9416993401052e-06	0.1	90.04184	5.328642e-06	0.1	90.04184	1.895976e-11	0.1	90.04184	2.728745e-06	0.1	90.04184	9.237046e-10	0.1
99.11186	1.7695288188687999e-06	0.1	99.11186	5.178975e-06	0.1	99.11186	1.764766e-11	0.1	99.11186	3.050599e-06	0.1	99.11186	9.080963e-10	0.1
109.2267	1.6114424063823998e-06	0.1	109.2267	4.989828e-06	0.1	109.2267	1.638377e-11	0.1	109.2267	3.397853e-06	0.1	109.2267	8.893095e-10	0.1
119.3416	1.4802387204517e-06	0.1	119.3416	4.787275e-06	0.1	119.3416	1.52827e-11	0.1	119.3416	3.731629e-06	0.1	119.3416	8.696117e-10	0.1
129.4564	1.369220693716e-06	0.1	129.4564	4.578646e-06	0.1	129.4564	1.430847e-11	0.1	129.4564	4.051296e-06	0.1	129.4564	8.494091e-10	0.1
141.6032	1.2558479155296001e-06	0.1	141.6032	4.327092e-06	0.1	141.6032	1.326955e-11	0.1	141.6032	4.416247e-06	0.1	141.6032	8.248842e-10	0.1
153.7499	1.1587448503224e-06	0.1	153.7499	4.079769e-06	0.1	153.7499	1.234329e-11	0.1	153.7499	4.760697e-06	0.1	153.7499	8.003939e-10	0.1
165.8966	1.0738577845025999e-06	0.1	165.8966	3.840217e-06	0.1	165.8966	1.150687e-11	0.1	165.8966	5.08516e-06	0.1	165.8966	7.76169e-10	0.1
180.6535	9.832029601179e-07	0.1	180.6535	3.562535e-06	0.1	180.6535	1.058863e-11	0.1	180.6535	5.453524e-06	0.1	180.6535	7.473086e-10	0.1
195.4103	9.0310743067714e-07	0.1	195.4103	3.301147e-06	0.1	195.4103	9.759002e-12	0.1	195.4103	5.795035e-06	0.1	195.4103	7.192254e-10	0.1
211.9618	8.2309954788392e-07	0.1	211.9618	3.028031e-06	0.1	211.9618	8.916544e-12	0.1	211.9618	6.148189e-06	0.1	211.9618	6.887619e-10	0.1
229.7097	7.4660018089375e-07	0.1	229.7097	2.7584e-06	0.1	229.7097	8.101323e-12	0.1	229.7097	6.49435e-06	0.1	229.7097	6.57374e-10	0.1
249.7012	6.6988664571528e-07	0.1	249.7012	2.482093e-06	0.1	249.7012	7.277049e-12	0.1	249.7012	6.847403e-06	0.1	249.7012	6.236198e-10	0.1
271.1884	5.967989348817599e-07	0.1	271.1884	2.215141e-06	0.1	271.1884	6.487499e-12	0.1	271.1884	7.187476e-06	0.1	271.1884	5.892028e-10	0.1
296.3218	5.217398693925e-07	0.1	296.3218	1.938626e-06	0.1	296.3218	5.673951e-12	0.1	296.3218	7.539088e-06	0.1	296.3218	5.513053e-10	0.1
324.6112	4.4869836815544e-07	0.1	324.6112	1.668194e-06	0.1	324.6112	4.880728e-12	0.1	324.6112	7.8826e-06	0.1	324.6112	5.115273e-10	0.1
356.2675	3.7912149986312e-07	0.1	356.2675	1.40992e-06	0.1	356.2675	4.124364e-12	0.1	356.2675	8.210491e-06	0.1	356.2675	4.704626e-10	0.1
387.9238	3.203736729774e-07	0.1	387.9238	1.191585e-06	0.1	387.9238	3.485427e-12	0.1	387.9238	8.487611e-06	0.1	387.9238	4.32647e-10	0.1
409.5269	2.8560845902194e-07	0.1	409.5269	1.062322e-06	0.1	409.5269	3.107255e-12	0.1	409.5269	8.651663e-06	0.1	409.5269	4.085726e-10	0.1
435.7816	2.4840002999164e-07	0.1	435.7816	9.239488e-07	0.1	435.7816	2.702476e-12	0.1	435.7816	8.827272e-06	0.1	435.7816	3.811787e-10	0.1
468.8564	2.0834904129300002e-07	0.1	468.8564	7.749872e-07	0.1	468.8564	2.266754e-12	0.1	468.8564	9.016316e-06	0.1	468.8564	3.492684e-10	0.1
516.8077	1.6146999971648e-07	0.1	516.8077	6.006194e-07	0.1	516.8077	1.756736e-12	0.1	516.8077	9.237604e-06	0.1	516.8077	3.077019e-10	0.1
564.759	1.2513997223743998e-07	0.1	564.759	4.654857e-07	0.1	564.759	1.361483e-12	0.1	564.759	9.409104e-06	0.1	564.759	2.710812e-10	0.1
