Batch	m_SP	7	W4_L	W3	R	P1	P2_L	P3	P4											
5.100124	0.9891466560000001	0.1	5.100124	1.888574e-06	0.1	5.100124	1.481943e-08	0.1	5.100124	0.004600081	0.1	5.100124	4.9307867200000005e-08	0.1	5.100124	1.242555e-09	0.1	5.100124	9.395978e-14	0.1
5.730685	0.987926335	0.1	5.730685	2.115699e-06	0.1	5.730685	1.480574e-08	0.1	5.730685	0.005210738	0.1	5.730685	4.9262323100000003e-08	0.1	5.730685	1.241407e-09	0.1	5.730685	1.117226e-13	0.1
6.550764	0.9863426719999999	0.1	6.550764	2.408991e-06	0.1	6.550764	1.478797e-08	0.1	6.550764	0.00600325	0.1	6.550764	4.92032062e-08	0.1	6.550764	1.239917e-09	0.1	6.550764	1.36757e-13	0.1
7.590239	0.9843406729999999	0.1	7.590239	2.777364e-06	0.1	7.590239	1.476551e-08	0.1	7.590239	0.007005052	0.1	7.590239	4.91284755e-08	0.1	7.590239	1.238034e-09	0.1	7.590239	1.715594e-13	0.1
8.887735	0.9818503650000001	0.1	8.887735	3.23192e-06	0.1	8.887735	1.473757e-08	0.1	8.887735	0.008251264	0.1	8.887735	4.9035486999999995e-08	0.1	8.887735	1.235691e-09	0.1	8.887735	2.196618e-13	0.1
11.48273	0.976897798	0.1	11.48273	4.123769e-06	0.1	11.48273	1.468197e-08	0.1	11.48273	0.01072959	0.1	11.48273	4.88505154e-08	0.1	11.48273	1.231029e-09	0.1	11.48273	3.304503e-13	0.1
16.15371	0.9680768580000001	0.1	16.15371	5.67253e-06	0.1	16.15371	1.458289e-08	0.1	16.15371	0.01514377	0.1	16.15371	4.85208481e-08	0.1	16.15371	1.222722e-09	0.1	16.15371	5.720187e-13	0.1
24.84314	0.9519800359999999	0.1	24.84314	8.368973e-06	0.1	24.84314	1.440188e-08	0.1	24.84314	0.02319887	0.1	24.84314	4.79185894e-08	0.1	24.84314	1.207545e-09	0.1	24.84314	1.109374e-12	0.1
37.9293	0.928479548	0.1	37.9293	1.200991e-05	0.1	37.9293	1.413713e-08	0.1	37.9293	0.03495905	0.1	37.9293	4.7037697e-08	0.1	37.9293	1.185347e-09	0.1	37.9293	1.897488e-12	0.1
57.05918	0.8956413590000001	0.1	57.05918	1.652584e-05	0.1	57.05918	1.376616e-08	0.1	57.05918	0.05139194	0.1	57.05918	4.58033798e-08	0.1	57.05918	1.154242e-09	0.1	57.05918	2.646864e-12	0.1
79.23271	0.859675153	0.1	79.23271	2.073656e-05	0.1	79.23271	1.335836e-08	0.1	79.23271	0.0693903	0.1	79.23271	4.44465459e-08	0.1	79.23271	1.12005e-09	0.1	79.23271	3.084107e-12	0.1
106.6513	0.8180498049999999	0.1	106.6513	2.469822e-05	0.1	106.6513	1.288428e-08	0.1	106.6513	0.09022061	0.1	106.6513	4.2869159599999996e-08	0.1	106.6513	1.0803e-09	0.1	106.6513	3.408905e-12	0.1
134.0699	0.779284541	0.1	134.0699	2.755997e-05	0.1	134.0699	1.244051e-08	0.1	134.0699	0.1096196	0.1	134.0699	4.13926139e-08	0.1	134.0699	1.043091e-09	0.1	134.0699	3.565994e-12	0.1
163.8553	0.740097825	0.1	163.8553	2.969652e-05	0.1	163.8553	1.198944e-08	0.1	163.8553	0.1292294	0.1	163.8553	3.9891787999999996e-08	0.1	163.8553	1.00527e-09	0.1	163.8553	3.706671e-12	0.1
197.1908	0.6994886079999999	0.1	197.1908	3.116886e-05	0.1	197.1908	1.151906e-08	0.1	197.1908	0.1495509	0.1	197.1908	3.83267177e-08	0.1	197.1908	9.658303e-10	0.1	197.1908	3.688766e-12	0.1
248.7237	0.642649154	0.1	248.7237	3.208589e-05	0.1	248.7237	1.085493e-08	0.1	248.7237	0.1779939	0.1	248.7237	3.61169915e-08	0.1	248.7237	9.101454e-10	0.1	248.7237	3.713927e-12	0.1
304.8058	0.5878371349999999	0.1	304.8058	3.18641e-05	0.1	304.8058	1.020703e-08	0.1	304.8058	0.2054216	0.1	304.8058	3.3961274800000004e-08	0.1	304.8058	8.558214e-10	0.1	304.8058	3.648303e-12	0.1
360.888	0.539235505	0.1	360.888	3.089744e-05	0.1	360.888	9.625207e-09	0.1	360.888	0.229741	0.1	360.888	3.20254167e-08	0.1	360.888	8.070377e-10	0.1	360.888	3.538454e-12	0.1
416.9702	0.49590775899999995	0.1	416.9702	2.952556e-05	0.1	416.9702	9.09959e-09	0.1	416.9702	0.2514207	0.1	416.9702	3.02765612e-08	0.1	416.9702	7.629666e-10	0.1	416.9702	3.41061e-12	0.1
473.0523	0.457095746	0.1	473.0523	2.795806e-05	0.1	473.0523	8.622188e-09	0.1	473.0523	0.2708403	0.1	473.0523	2.86881256e-08	0.1	473.0523	7.229381e-10	0.1	473.0523	3.277e-12	0.1
534.8568	0.418814268	0.1	534.8568	2.615545e-05	0.1	534.8568	8.144126e-09	0.1	534.8568	0.2899936	0.1	534.8568	2.70974983e-08	0.1	534.8568	6.828542e-10	0.1	534.8568	3.128496e-12	0.1
605.2447	0.380119681	0.1	605.2447	2.412629e-05	0.1	605.2447	7.652281e-09	0.1	605.2447	0.3093529	0.1	605.2447	2.54610151e-08	0.1	605.2447	6.416147e-10	0.1	605.2447	2.964146e-12	0.1
679.075	0.34429895299999996	0.1	679.075	2.210383e-05	0.1	679.075	7.187698e-09	0.1	679.075	0.3272735	0.1	679.075	2.39152382e-08	0.1	679.075	6.02661e-10	0.1	679.075	2.800656e-12	0.1
766.6747	0.30711735300000004	0.1	766.6747	1.989548e-05	0.1	766.6747	6.693999e-09	0.1	766.6747	0.345874	0.1	766.6747	2.2272582e-08	0.1	766.6747	5.612659e-10	0.1	766.6747	2.620588e-12	0.1
854.2745	0.274771997	0.1	854.2745	1.790937e-05	0.1	854.2745	6.252892e-09	0.1	854.2745	0.3620543	0.1	854.2745	2.0804913800000002e-08	0.1	854.2745	5.242806e-10	0.1	854.2745	2.455814e-12	0.1
941.8743	0.24647578	0.1	941.8743	1.613748e-05	0.1	941.8743	5.856117e-09	0.1	941.8743	0.3762084	0.1	941.8743	1.9484746399999997e-08	0.1	941.8743	4.910123e-10	0.1	941.8743	2.305514e-12	0.1
985.6741	0.23364453000000002	0.1	985.6741	1.532637e-05	0.1	985.6741	5.672241e-09	0.1	985.6741	0.3826265	0.1	985.6741	1.88729566e-08	0.1	985.6741	4.755949e-10	0.1	985.6741	2.235402e-12	0.1
