Batch	m_SP	5	T1a_L	C5H5	T4a_L	N1a_L	N7a_L							
14.8504	0.9852232851	0.1	14.8504	3.184756e-06	0.1	14.8504	0.014771304324034	0.1	14.8504	2.464042544e-10	0.1	14.8504	7.7463655e-09	0.1
23.92406	0.9763024082999999	0.1	23.92406	5.107551e-06	0.1	23.92406	0.023690254141966002	0.1	23.92406	3.9517095100000003e-10	0.1	23.92406	1.24236207e-08	0.1
32.99772	0.9674624054	0.1	32.99772	7.012935e-06	0.1	32.99772	0.032528442316619	0.1	32.99772	5.425904217000001e-10	0.1	32.99772	1.70585323e-08	0.1
42.48319	0.9583065839000001	0.1	42.48319	8.986349e-06	0.1	42.48319	0.04168219713721	0.1	42.48319	6.952735371000001e-10	0.1	42.48319	2.1858922600000003e-08	0.1
53.61587	0.9476714696999999	0.1	53.61587	1.127865e-05	0.1	53.61587	0.05231510769441	0.1	53.61587	8.726286685e-10	0.1	53.61587	2.74350038e-08	0.1
64.74855	0.9371543032999999	0.1	64.74855	1.354551e-05	0.1	64.74855	0.06283001266213999	0.1	64.74855	1.0480153731e-09	0.1	64.74855	3.2949207e-08	0.1
75.88123	0.9267538238	0.1	75.88123	1.57872e-05	0.1	75.88123	0.07322819787506	0.1	75.88123	1.2214551565999998e-09	0.1	75.88123	3.8402198e-08	0.1
87.01391	0.9164688097000001	0.1	87.01391	1.800402e-05	0.1	87.01391	0.08351098957765	0.1	87.01391	1.3929708142e-09	0.1	87.01391	4.3794674e-08	0.1
98.14659	0.9062981100999998	0.1	98.14659	2.019623e-05	0.1	98.14659	0.09367964597922	0.1	98.14659	1.5625821010000002e-09	0.1	98.14659	4.9127299e-08	0.1
109.2793	0.8962400836000001	0.1	109.2793	2.236411e-05	0.1	109.2793	0.10373543728743999	0.1	109.2793	1.7303113319999998e-09	0.1	109.2793	5.4400738e-08	0.1
120.412	0.8862936692000001	0.1	120.412	2.450793e-05	0.1	120.412	0.11367962368258999	0.1	120.412	1.896178622e-09	0.1	120.412	5.9615645e-08	0.1
133.8032	0.8744757235000001	0.1	133.8032	2.705518e-05	0.1	133.8032	0.1254950718479	0.1	133.8032	2.09325866e-09	0.1	133.8032	6.581189800000001e-08	0.1
146.3634	0.8635343191999999	0.1	146.3634	2.941348e-05	0.1	146.3634	0.13643420130018002	0.1	146.3634	2.275720224e-09	0.1	146.3634	7.1548536e-08	0.1
153.3414	0.8575149755	0.1	153.3414	3.071088e-05	0.1	153.3414	0.14245222399317	0.1	153.3414	2.376099748e-09	0.1	153.3414	7.470448600000001e-08	0.1
162.0794	0.8500365175999999	0.1	162.0794	3.232278e-05	0.1	162.0794	0.1499290631051	0.1	162.0794	2.5008133380000003e-09	0.1	162.0794	7.8625503e-08	0.1
172.9471	0.8408263362999999	0.1	172.9471	3.430793e-05	0.1	172.9471	0.15913719199775	0.1	172.9471	2.6544036170000002e-09	0.1	172.9471	8.3454423e-08	0.1
187.6391	0.8285336165000001	0.1	187.6391	3.695751e-05	0.1	187.6391	0.17142738259211002	0.1	187.6391	2.8594011719999998e-09	0.1	187.6391	8.9899609e-08	0.1
198.3859	0.8196557289999999	0.1	198.3859	3.887104e-05	0.1	198.3859	0.18030339737385	0.1	198.3859	3.00745142e-09	0.1	198.3859	9.4554322e-08	0.1
211.2803	0.8091292340999999	0.1	211.2803	4.113991e-05	0.1	211.2803	0.19082765722640999	0.1	211.2803	3.182993975e-09	0.1	211.2803	1.0007343399999998e-07	0.1
227.3961	0.7961627383000001	0.1	227.3961	4.393469e-05	0.1	227.3961	0.20379129088474998	0.1	227.3961	3.399226502e-09	0.1	227.3961	1.06871828e-07	0.1
243.5119	0.7834040624999999	0.1	243.5119	4.668468e-05	0.1	243.5119	0.21654725550688003	0.1	243.5119	3.611992669e-09	0.1	243.5119	1.1356124500000001e-07	0.1
259.6277	0.7708499936	0.1	259.6277	4.93906e-05	0.1	259.6277	0.22909872003463	0.1	259.6277	3.821349817e-09	0.1	259.6277	1.20143434e-07	0.1
273.721	0.7600362662	0.1	273.721	5.172135e-05	0.1	273.721	0.23991003526026	0.1	273.721	4.001679369e-09	0.1	273.721	1.25813058e-07	0.1
284.7803	0.7516569446	0.1	284.7803	5.352743e-05	0.1	284.7803	0.24828762106011001	0.1	284.7803	4.141416619e-09	0.1	284.7803	1.30206481e-07	0.1
299.6467	0.7405383784000001	0.1	299.6467	5.592391e-05	0.1	299.6467	0.25940373049119997	0.1	299.6467	4.326832079e-09	0.1	299.6467	1.36035933e-07	0.1
315.4649	0.7288886965	0.1	315.4649	5.843489e-05	0.1	315.4649	0.27105096505855003	0.1	315.4649	4.521106025e-09	0.1	315.4649	1.4214399600000002e-07	0.1
331.2831	0.7174223022	0.1	331.2831	6.090636e-05	0.1	331.2831	0.28251499661555	0.1	331.2831	4.712323903e-09	0.1	331.2831	1.4815591300000002e-07	0.1
347.1013	0.7061361827999999	0.1	347.1013	6.333895e-05	0.1	347.1013	0.2937986921522	0.1	347.1013	4.900533746e-09	0.1	347.1013	1.54073222e-07	0.1
359.7558	0.6972351943	0.1	359.7558	6.525744e-05	0.1	359.7558	0.30269766569428	0.1	359.7558	5.048966866e-09	0.1	359.7558	1.58740048e-07	0.1
368.2151	0.6913478621	0.1	368.2151	6.652641e-05	0.1	368.2151	0.30858376825649	0.1	368.2151	5.147147429e-09	0.1	368.2151	1.6182680999999998e-07	0.1
378.8753	0.6839994760999999	0.1	378.8753	6.811028e-05	0.1	378.8753	0.31593064991394004	0.1	378.8753	5.26969098e-09	0.1	378.8753	1.6567970099999999e-07	0.1
391.191	0.6756070046	0.1	391.191	6.991917e-05	0.1	391.191	0.32432120004912	0.1	391.191	5.409645083e-09	0.1	391.191	1.7007988599999998e-07	0.1
399.9879	0.6696754712	0.1	399.9879	7.119762e-05	0.1	399.9879	0.33025142442523997	0.1	399.9879	5.508558367e-09	0.1	399.9879	1.7318976e-07	0.1
