Batch	m_SP	7	W3	W4_L	R	P1	P2_L	P3	P4											
5.050468e-07	0.9831341	0.1	5.050468e-07	2.779494e-06	0.1	5.050468e-07	3.251925e-06	0.1	5.050468e-07	0.008227938	0.1	5.050468e-07	2.76257741e-05	0.1	5.050468e-07	3.366361e-06	0.1	5.050468e-07	0.0001685394	0.1
1.056973e-06	0.9651844	0.1	1.056973e-06	5.697483e-06	0.1	1.056973e-06	6.715236e-06	0.1	1.056973e-06	0.01698477	0.1	1.056973e-06	5.7031780000000004e-05	0.1	1.056973e-06	6.949679e-06	0.1	1.056973e-06	0.0003478634	0.1
1.93631e-06	0.9375791	0.1	1.93631e-06	1.010216e-05	0.1	1.93631e-06	1.205014e-05	0.1	1.93631e-06	0.03045261	0.1	1.93631e-06	0.000102242104	0.1	1.93631e-06	1.246076e-05	0.1	1.93631e-06	0.0006234423	0.1
3.179132e-06	0.9005166	0.1	3.179132e-06	1.585174e-05	0.1	3.179132e-06	1.923977e-05	0.1	3.179132e-06	0.04853552	0.1	3.179132e-06	0.00016284453799999998	0.1	3.179132e-06	1.985711e-05	0.1	3.179132e-06	0.000992697	0.1
4.910328e-06	0.8523841	0.1	4.910328e-06	2.302329e-05	0.1	4.910328e-06	2.865295e-05	0.1	4.910328e-06	0.07202263	0.1	4.910328e-06	0.00024118928299999998	0.1	4.910328e-06	2.944906e-05	0.1	4.910328e-06	0.001470055	0.1
6.917082e-06	0.8011511	0.1	6.917082e-06	3.026642e-05	0.1	6.917082e-06	3.882216e-05	0.1	6.917082e-06	0.09702842	0.1	6.917082e-06	0.00032377328	0.1	6.917082e-06	3.962504e-05	0.1	6.917082e-06	0.001973709	0.1
9.154031e-06	0.7491246	0.1	9.154031e-06	3.71793e-05	0.1	9.154031e-06	4.938859e-05	0.1	9.154031e-06	0.1224305	0.1	9.154031e-06	0.00040624695	0.1	9.154031e-06	4.989667e-05	0.1	9.154031e-06	0.002477878	0.1
1.139098e-05	0.7017933	0.1	1.139098e-05	4.305136e-05	0.1	1.139098e-05	5.930188e-05	0.1	1.139098e-05	0.1455515	0.1	1.139098e-05	0.00047946684999999997	0.1	1.139098e-05	5.915641e-05	0.1	1.139098e-05	0.002927292	0.1
1.380957e-05	0.6552352	0.1	1.380957e-05	4.840955e-05	0.1	1.380957e-05	6.943519e-05	0.1	1.380957e-05	0.168309	0.1	1.380957e-05	0.00054913396	0.1	1.380957e-05	6.814874e-05	0.1	1.380957e-05	0.003357463	0.1
1.650061e-05	0.6083474	0.1	1.650061e-05	5.335282e-05	0.1	1.650061e-05	8.014678e-05	0.1	1.650061e-05	0.1912469	0.1	1.650061e-05	0.00061612674	0.1	1.650061e-05	7.704005e-05	0.1	1.650061e-05	0.003774741	0.1
