Batch	m_SP	7	P2_L	W4_L	W3	R	P1	P3	P4											
2.097478e-09	9.835899294450302e-06	0.1	2.097478e-09	3.169152e-118	0.1	2.097478e-09	1.056384e-118	0.1	2.097478e-09	1.837636e-08	0.1	2.097478e-09	7.097978e-08	0.1	2.097478e-09	3.787539e-08	0.1	2.097478e-09	5.593192e-10	0.1
6.263108e-09	9.5883693110274e-06	0.1	6.263108e-09	9.378672e-118	0.1	6.263108e-09	3.126224e-118	0.1	6.263108e-09	5.461888e-08	0.1	6.263108e-09	2.095447e-07	0.1	6.263108e-09	1.094833e-07	0.1	6.263108e-09	1.655978e-09	0.1
1.36911e-08	9.1668010767255e-06	0.1	1.36911e-08	2.0178428999999998e-117	0.1	1.36911e-08	6.726143e-118	0.1	1.36911e-08	1.18389e-07	0.1	1.36911e-08	4.489742e-07	0.1	1.36911e-08	2.259086e-07	0.1	1.36911e-08	3.565744e-09	0.1
2.557588e-08	8.541204630935999e-06	0.1	2.557588e-08	3.675729e-117	0.1	2.557588e-08	1.225243e-117	0.1	2.557588e-08	2.1806e-07	0.1	2.557588e-08	8.128375e-07	0.1	2.557588e-08	3.849846e-07	0.1	2.557588e-08	6.50373e-09	0.1
4.251965e-08	7.741890771547201e-06	0.1	4.251965e-08	5.898357e-117	0.1	4.251965e-08	1.966119e-117	0.1	4.251965e-08	3.549353e-07	0.1	4.251965e-08	1.294157e-06	0.1	4.251965e-08	5.620924e-07	0.1	4.251965e-08	1.045519e-08	0.1
6.781456e-08	6.719339811452499e-06	0.1	6.781456e-08	8.932413e-117	0.1	6.781456e-08	2.977471e-117	0.1	6.781456e-08	5.474618e-07	0.1	6.781456e-08	1.940577e-06	0.1	6.781456e-08	7.402075e-07	0.1	6.781456e-08	1.587462e-08	0.1
9.310948e-08	5.8629559762656e-06	0.1	9.310948e-08	1.1658705e-116	0.1	9.310948e-08	3.886235e-117	0.1	9.310948e-08	7.25656e-07	0.1	9.310948e-08	2.512599e-06	0.1	9.310948e-08	8.4143e-07	0.1	9.310948e-08	2.077156e-08	0.1
1.184044e-07	5.1391621710885e-06	0.1	1.184044e-07	1.4109423e-116	0.1	1.184044e-07	4.703141e-117	0.1	1.184044e-07	8.896905e-07	0.1	1.184044e-07	3.021067e-06	0.1	1.184044e-07	8.882635e-07	0.1	1.184044e-07	2.519736e-08	0.1
1.436993e-07	4.5222582019595e-06	0.1	1.436993e-07	1.6312878e-116	0.1	1.436993e-07	5.437626e-117	0.1	1.436993e-07	1.040026e-06	0.1	1.436993e-07	3.474645e-06	0.1	1.436993e-07	8.972368e-07	0.1	1.436993e-07	2.919723e-08	0.1
1.689942e-07	3.9924327874217e-06	0.1	1.689942e-07	1.8294135e-116	0.1	1.689942e-07	6.098045e-117	0.1	1.689942e-07	1.17731e-06	0.1	1.689942e-07	3.880361e-06	0.1	1.689942e-07	8.804427e-07	0.1	1.689942e-07	3.28114e-08	0.1
1.942891e-07	3.5342908732845e-06	0.1	1.942891e-07	2.0075508e-116	0.1	1.942891e-07	6.691836e-117	0.1	1.942891e-07	1.3023e-06	0.1	1.942891e-07	4.24401e-06	0.1	1.942891e-07	8.466832e-07	0.1	1.942891e-07	3.607594e-08	0.1
