Batch	m_SP	7	W3	W4_L	R	P1	P2_L	P3	P4											
2.535968e-05	0.9896072	0.1	2.535968e-05	6.266737e-06	0.1	2.535968e-05	4.654577e-07	0.1	2.535968e-05	0.005077982	0.1	2.535968e-05	4.8140578e-06	0.1	2.535968e-05	4.811597e-07	0.1	2.535968e-05	2.991187e-05	0.1
2.884188e-05	0.9881997	0.1	2.884188e-05	7.122722e-06	0.1	2.884188e-05	5.294088e-07	0.1	2.884188e-05	0.005773932	0.1	2.884188e-05	5.4588993e-06	0.1	2.884188e-05	5.457847e-07	0.1	2.884188e-05	3.380756e-05	0.1
3.358703e-05	0.9862857	0.1	3.358703e-05	8.288092e-06	0.1	3.358703e-05	6.166749e-07	0.1	3.358703e-05	0.006721084	0.1	3.358703e-05	6.3286450000000005e-06	0.1	3.358703e-05	6.330619e-07	0.1	3.358703e-05	3.899764e-05	0.1
3.968434e-05	0.9838331	0.1	3.968434e-05	9.784597e-06	0.1	3.968434e-05	7.290826e-07	0.1	3.968434e-05	0.00793577	0.1	3.968434e-05	7.4292693e-06	0.1	3.968434e-05	7.437264e-07	0.1	3.968434e-05	4.544475e-05	0.1
4.714497e-05	0.9808431	0.1	4.714497e-05	1.161585e-05	0.1	4.714497e-05	8.671691e-07	0.1	4.714497e-05	0.00941794	0.1	4.714497e-05	8.7467602e-06	0.1	4.714497e-05	8.765824e-07	0.1	4.714497e-05	5.295868e-05	0.1
5.645313e-05	0.9771303	0.1	5.645313e-05	1.390358e-05	0.1	5.645313e-05	1.040504e-06	0.1	5.645313e-05	0.01126009	0.1	5.645313e-05	1.03396425e-05	0.1	5.645313e-05	1.037889e-06	0.1	5.645313e-05	6.170315e-05	0.1
6.576128e-05	0.9734378	0.1	6.576128e-05	1.619774e-05	0.1	6.576128e-05	1.215229e-06	0.1	6.576128e-05	0.01309379	0.1	6.576128e-05	1.18696048e-05	0.1	6.576128e-05	1.193673e-06	0.1	6.576128e-05	6.970541e-05	0.1
7.545844e-05	0.969613	0.1	7.545844e-05	1.859757e-05	0.1	7.545844e-05	1.398934e-06	0.1	7.545844e-05	0.01499465	0.1	7.545844e-05	1.33903628e-05	0.1	7.545844e-05	1.349504e-06	0.1	7.545844e-05	7.723139e-05	0.1
8.671158e-05	0.9652028	0.1	8.671158e-05	2.139816e-05	0.1	8.671158e-05	1.614442e-06	0.1	8.671158e-05	0.01718798	0.1	8.671158e-05	1.50549799e-05	0.1	8.671158e-05	1.521412e-06	0.1	8.671158e-05	8.493536e-05	0.1
9.796471e-05	0.9608232	0.1	9.796471e-05	2.421811e-05	0.1	9.796471e-05	1.832555e-06	0.1	9.796471e-05	0.01936758	0.1	9.796471e-05	1.66067418e-05	0.1	9.796471e-05	1.683159e-06	0.1	9.796471e-05	9.157662e-05	0.1
0.0001106207	0.955934	0.1	0.0001106207	2.741453e-05	0.1	0.0001106207	2.080984e-06	0.1	0.0001106207	0.02180232	0.1	0.0001106207	1.8213399500000003e-05	0.1	0.0001106207	1.852438e-06	0.1	0.0001106207	9.786767e-05	0.1
