Batch	m_SP	5	Azln	N1a_L	N7a_L	Nphln	Flvln							
2.312689e-11	9.86496034941e-06	0.1	2.312689e-11	5.41032393e-13	0.1	2.312689e-11	1.34887942e-07	0.1	2.312689e-11	1.825877e-13	0.1	2.312689e-11	2.411674e-16	0.1
4.695209e-11	9.72784972053e-06	0.1	4.695209e-11	1.0907674490000002e-12	0.1	4.695209e-11	2.7197044999999996e-07	0.1	4.695209e-11	7.116748e-13	0.1	4.695209e-11	4.862186e-16	0.1
9.213289e-11	9.47305226853e-06	0.1	9.213289e-11	2.1123590169999998e-12	0.1	9.213289e-11	5.267154899999999e-07	0.1	9.213289e-11	2.631904e-12	0.1	9.213289e-11	9.416058e-16	0.1
1.592022e-10	9.107069928390001e-06	0.1	1.592022e-10	3.57974127e-12	0.1	1.592022e-10	8.926235700000001e-07	0.1	1.592022e-10	7.588407e-12	0.1	1.592022e-10	1.59571e-15	0.1
2.262715e-10	8.75522644686e-06	0.1	2.262715e-10	4.99043297e-12	0.1	2.262715e-10	1.24439526e-06	0.1	2.262715e-10	1.489823e-11	0.1	2.262715e-10	2.224544e-15	0.1
3.469962e-10	8.15580944109e-06	0.1	3.469962e-10	7.39375417e-12	0.1	3.469962e-10	1.8436905599999999e-06	0.1	3.469962e-10	3.343643e-11	0.1	3.469962e-10	3.295854e-15	0.1
5.616179e-10	7.1897031022500005e-06	0.1	5.616179e-10	1.126728985e-11	0.1	5.616179e-10	2.8096004e-06	0.1	5.616179e-10	8.097316e-11	0.1	5.616179e-10	5.022532e-15	0.1
8.298951e-10	6.141377585610001e-06	0.1	8.298951e-10	1.547047616e-11	0.1	8.298951e-10	3.8577151e-06	0.1	8.298951e-10	1.607689e-10	0.1	8.298951e-10	6.896157e-15	0.1
1.194343e-09	4.957753421970001e-06	0.1	1.194343e-09	2.0216133940000002e-11	0.1	1.194343e-09	5.0411021e-06	0.1	1.194343e-09	2.935096e-10	0.1	1.194343e-09	9.011597e-15	0.1
1.55879e-09	4.00224797712e-06	0.1	1.55879e-09	2.4047166790000003e-11	0.1	1.55879e-09	5.9964175e-06	0.1	1.55879e-09	4.419369e-10	0.1	1.55879e-09	1.071933e-14	0.1
1.923238e-09	3.2308966907100003e-06	0.1	1.923238e-09	2.71398494e-11	0.1	1.923238e-09	6.767617400000001e-06	0.1	1.923238e-09	5.962049e-10	0.1	1.923238e-09	1.209793e-14	0.1
2.287685e-09	2.60820791766e-06	0.1	2.287685e-09	2.9636473700000004e-11	0.1	2.287685e-09	7.3901861e-06	0.1	2.287685e-09	7.494932e-10	0.1	2.287685e-09	1.321084e-14	0.1
2.652132e-09	2.1055289445e-06	0.1	2.652132e-09	3.16519333e-11	0.1	2.652132e-09	7.8927671e-06	0.1	2.652132e-09	8.972374e-10	0.1	2.652132e-09	1.410926e-14	0.1
3.01658e-09	1.69973200251e-06	0.1	3.01658e-09	3.3278951e-11	0.1	3.01658e-09	8.298487e-06	0.1	3.01658e-09	1.036538e-09	0.1	3.01658e-09	1.483452e-14	0.1
3.395958e-09	1.3601603982600002e-06	0.1	3.395958e-09	3.46404366e-11	0.1	3.395958e-09	8.6379933e-06	0.1	3.395958e-09	1.170774e-09	0.1	3.395958e-09	1.544142e-14	0.1
3.835059e-09	1.05090449085e-06	0.1	3.835059e-09	3.5880380199999996e-11	0.1	3.835059e-09	8.9471933e-06	0.1	3.835059e-09	1.3113e-09	0.1	3.835059e-09	1.599415e-14	0.1
4.27416e-09	8.119623802950001e-07	0.1	4.27416e-09	3.68383947e-11	0.1	4.27416e-09	9.1860913e-06	0.1	4.27416e-09	1.43571e-09	0.1	4.27416e-09	1.64212e-14	0.1
4.713261e-09	6.27348326454e-07	0.1	4.713261e-09	3.75785916e-11	0.1	4.713261e-09	9.3706711e-06	0.1	4.713261e-09	1.544569e-09	0.1	4.713261e-09	1.675115e-14	0.1
5.152362e-09	4.847095528560001e-07	0.1	5.152362e-09	3.81504909e-11	0.1	5.152362e-09	9.5132852e-06	0.1	5.152362e-09	1.638922e-09	0.1	5.152362e-09	1.700609e-14	0.1
5.662351e-09	3.59227107693e-07	0.1	5.662351e-09	3.86536034e-11	0.1	5.662351e-09	9.638745e-06	0.1	5.662351e-09	1.732016e-09	0.1	5.662351e-09	1.723036e-14	0.1
6.190061e-09	2.63472465249e-07	0.1	6.190061e-09	3.90375326e-11	0.1	6.190061e-09	9.734484e-06	0.1	6.190061e-09	1.811906e-09	0.1	6.190061e-09	1.74015e-14	0.1
6.717771e-09	1.93241867562e-07	0.1	6.717771e-09	3.93191182e-11	0.1	6.717771e-09	9.8047021e-06	0.1	6.717771e-09	1.877439e-09	0.1	6.717771e-09	1.752702e-14	0.1
7.245482e-09	1.41731782668e-07	0.1	7.245482e-09	3.95256381e-11	0.1	7.245482e-09	9.8562038e-06	0.1	7.245482e-09	1.930845e-09	0.1	7.245482e-09	1.761908e-14	0.1
