Batch	m_SP	2	P2_L	W4_L	
6.941212e-13	9.895132493392e-06	0.1	6.941212e-13	1.00039537e-07	0.1
2.429144e-12	9.638287330398001e-06	0.1	2.429144e-12	3.4557727000000005e-07	0.1
5.311904e-12	9.226233571638e-06	0.1	5.311904e-12	7.3963575e-07	0.1
9.250864e-12	8.691618764148001e-06	0.1	9.250864e-12	1.2511784799999998e-06	0.1
1.578193e-11	7.872758054382372e-06	0.1	1.578193e-11	2.0353215e-06	0.1
2.738199e-11	6.6043176505469596e-06	0.1	2.738199e-11	3.2515542e-06	0.1
4.021051e-11	5.43860708180036e-06	0.1	4.021051e-11	4.3711007e-06	0.1
5.488171e-11	4.3559040089616e-06	0.1	5.488171e-11	5.4126447000000004e-06	0.1
6.955291e-11	3.48909331889124e-06	0.1	6.955291e-11	6.2478283e-06	0.1
8.422411e-11	2.79502633932744e-06	0.1	8.422411e-11	6.9175178e-06	0.1
9.889531e-11	2.239207787088996e-06	0.1	9.889531e-11	7.454492e-06	0.1
1.141673e-10	1.777840856889246e-06	0.1	1.141673e-10	7.9007281e-06	0.1
1.318423e-10	1.3613265206487957e-06	0.1	1.318423e-10	8.30403e-06	0.1
1.495173e-10	1.0424794014907079e-06	0.1	1.495173e-10	8.6130881e-06	0.1
1.671923e-10	7.98368502630474e-07	0.1	1.671923e-10	8.8499202e-06	0.1
1.848673e-10	6.114579782993341e-07	0.1	1.848673e-10	9.0314028e-06	0.1
2.05501e-10	4.4788830247353e-07	0.1	2.05501e-10	9.1903408e-06	0.1
2.268742e-10	3.24455763414295e-07	0.1	2.268742e-10	9.3103624e-06	0.1
2.482475e-10	2.3505350131705812e-07	0.1	2.482475e-10	9.3973462e-06	0.1
2.704996e-10	1.6805257246352482e-07	0.1	2.704996e-10	9.4625677e-06	0.1
2.962666e-10	1.139539826871912e-07	0.1	2.962666e-10	9.5152558e-06	0.1
