Batch	m_SP	4	N7a_L	T1a_L	T4a_L	N1a_L					
1.598033e-11	9.74239864813e-06	0.1	1.598033e-11	1.38009024e-12	0.1	1.598033e-11	2.57079668e-07	0.1	1.598033e-11	1.054741585e-20	0.1
3.420289e-11	9.457078754642e-06	0.1	3.420289e-11	2.91020639e-12	0.1	3.420289e-11	5.420433409999999e-07	0.1	3.420289e-11	4.7155800099999994e-20	0.1
7.639641e-11	8.828538345701597e-06	0.1	7.639641e-11	6.2821747e-12	0.1	7.639641e-11	1.16979732e-06	0.1	7.639641e-11	2.22442671e-19	0.1
1.523447e-10	7.801838360112001e-06	0.1	1.523447e-10	1.17937997e-11	0.1	1.523447e-10	2.19521238e-06	0.1	1.523447e-10	8.005667500000001e-19	0.1
2.476572e-10	6.682347440378201e-06	0.1	2.476572e-10	1.7808632099999997e-11	0.1	2.476572e-10	3.31330224e-06	0.1	2.476572e-10	1.87046987e-18	0.1
3.59358e-10	5.5748170614288e-06	0.1	3.59358e-10	2.37644168e-11	0.1	3.59358e-10	4.4194453700000005e-06	0.1	3.59358e-10	3.41878266e-18	0.1
4.845661e-10	4.5515355774677995e-06	0.1	4.845661e-10	2.92718997e-11	0.1	4.845661e-10	5.44144389e-06	0.1	4.845661e-10	5.32466934e-18	0.1
5.921089e-10	3.8248003124638e-06	0.1	5.921089e-10	3.31863147e-11	0.1	5.921089e-10	6.167268429999999e-06	0.1	5.921089e-10	6.98283246e-18	0.1
6.976348e-10	3.2251335160396e-06	0.1	6.976348e-10	3.6418450899999996e-11	0.1	6.976348e-10	6.766182260000001e-06	0.1	6.976348e-10	8.559254049999999e-18	0.1
8.667882e-10	2.4544168666808795e-06	0.1	8.667882e-10	4.05761604e-11	0.1	8.667882e-10	7.53593095e-06	0.1	8.667882e-10	1.088844047e-17	0.1
1.035942e-09	1.8683550771510998e-06	0.1	1.035942e-09	4.3741693e-11	0.1	1.035942e-09	8.1212563e-06	0.1	1.035942e-09	1.29113529e-17	0.1
1.205095e-09	1.42249904245014e-06	0.1	1.205095e-09	4.6153764e-11	0.1	1.205095e-09	8.5665501e-06	0.1	1.205095e-09	1.46114571e-17	0.1
1.374248e-09	1.08318916978332e-06	0.1	1.374248e-09	4.79933259e-11	0.1	1.374248e-09	8.9054306e-06	0.1	1.374248e-09	1.60062362e-17	0.1
1.543402e-09	8.249001473670859e-07	0.1	1.543402e-09	4.9397699700000005e-11	0.1	1.543402e-09	9.1633937e-06	0.1	1.543402e-09	1.71290977e-17	0.1
1.712555e-09	6.282484443798079e-07	0.1	1.712555e-09	5.0471154999999996e-11	0.1	1.712555e-09	9.359794600000001e-06	0.1	1.712555e-09	1.8018959800000003e-17	0.1
1.881708e-09	4.78504711114372e-07	0.1	1.881708e-09	5.12929234e-11	0.1	1.881708e-09	9.509346400000001e-06	0.1	1.881708e-09	1.8714462199999998e-17	0.1
2.072128e-09	3.5220656684777763e-07	0.1	2.072128e-09	5.1991374699999995e-11	0.1	2.072128e-09	9.6354821e-06	0.1	2.072128e-09	1.9308844600000003e-17	0.1
2.276724e-09	2.5340736157140356e-07	0.1	2.276724e-09	5.2544167e-11	0.1	2.276724e-09	9.7341513e-06	0.1	2.276724e-09	1.97727013e-17	0.1
2.481321e-09	1.8232926530176078e-07	0.1	2.481321e-09	5.29486262e-11	0.1	2.481321e-09	9.8051346e-06	0.1	2.481321e-09	2.0098896000000002e-17	0.1
2.685918e-09	1.311914271089802e-07	0.1	2.685918e-09	5.32465131e-11	0.1	2.685918e-09	9.856201600000001e-06	0.1	2.685918e-09	2.03227171e-17	0.1
