Batch	m_SP	7	W3	W4_L	R	P1	P2_L	P3	P4											
1.246906e-06	0.9899405	0.1	1.246906e-06	2.1599765e-05	0.1	1.246906e-06	5.641051e-07	0.1	1.246906e-06	0.004455821	0.1	1.246906e-06	8.6481848e-06	0.1	1.246906e-06	6.484565e-07	0.1	1.246906e-06	0.0002521301	0.1
1.388934e-06	0.9888251	0.1	1.388934e-06	2.4120561999999997e-05	0.1	1.388934e-06	6.33675e-07	0.1	1.388934e-06	0.005005617	0.1	1.388934e-06	9.5096184e-06	0.1	1.388934e-06	7.162843e-07	0.1	1.388934e-06	0.0002540331	0.1
1.530962e-06	0.9877111	0.1	1.530962e-06	2.665332e-05	0.1	1.530962e-06	7.042292e-07	0.1	1.530962e-06	0.005556767	0.1	1.530962e-06	1.03320779e-05	0.1	1.530962e-06	7.816555e-07	0.1	1.530962e-06	0.0002550831	0.1
1.67299e-06	0.9865983	0.1	1.67299e-06	2.9198790000000002e-05	0.1	1.67299e-06	7.757676e-07	0.1	1.67299e-06	0.006108641	0.1	1.67299e-06	1.1113916e-05	0.1	1.67299e-06	8.444144e-07	0.1	1.67299e-06	0.0002556217	0.1
1.821138e-06	0.985439	0.1	1.821138e-06	3.186798e-05	0.1	1.821138e-06	8.514368e-07	0.1	1.821138e-06	0.006684578	0.1	1.821138e-06	1.1885103599999999e-05	0.1	1.821138e-06	9.069798e-07	0.1	1.821138e-06	0.0002558602	0.1
1.993766e-06	0.9840901	0.1	1.993766e-06	3.499655e-05	0.1	1.993766e-06	9.409557e-07	0.1	1.993766e-06	0.007355572	0.1	1.993766e-06	1.2726011700000001e-05	0.1	1.993766e-06	9.760616e-07	0.1	1.993766e-06	0.0002558997	0.1
2.166394e-06	0.9827434	0.1	2.166394e-06	3.8144629999999996e-05	0.1	2.166394e-06	1.031912e-06	0.1	2.166394e-06	0.008026066	0.1	2.166394e-06	1.35050869e-05	0.1	2.166394e-06	1.040999e-06	0.1	2.166394e-06	0.0002557981	0.1
2.367859e-06	0.9811747	0.1	2.367859e-06	4.184227e-05	0.1	2.367859e-06	1.139853e-06	0.1	2.367859e-06	0.008807573	0.1	2.367859e-06	1.43377072e-05	0.1	2.367859e-06	1.11159e-06	0.1	2.367859e-06	0.0002555878	0.1
2.576534e-06	0.9795535	0.1	2.576534e-06	4.569729e-05	0.1	2.576534e-06	1.253645e-06	0.1	2.576534e-06	0.009615643	0.1	2.576534e-06	1.5116387100000001e-05	0.1	2.576534e-06	1.178968e-06	0.1	2.576534e-06	0.0002553187	0.1
2.818756e-06	0.9776763	0.1	2.818756e-06	5.020055e-05	0.1	2.818756e-06	1.38819e-06	0.1	2.818756e-06	0.01055158	0.1	2.818756e-06	1.5919501e-05	0.1	2.818756e-06	1.250197e-06	0.1	2.818756e-06	0.0002549771	0.1
3.069365e-06	0.9757397	0.1	3.069365e-06	5.488697e-05	0.1	3.069365e-06	1.530056e-06	0.1	3.069365e-06	0.01151744	0.1	3.069365e-06	1.6645207e-05	0.1	3.069365e-06	1.316521e-06	0.1	3.069365e-06	0.00025461	0.1
3.363754e-06	0.9734719	0.1	3.363754e-06	6.0419660000000004e-05	0.1	3.363754e-06	1.699979e-06	0.1	3.363754e-06	0.01264866	0.1	3.363754e-06	1.73748363e-05	0.1	3.363754e-06	1.385725e-06	0.1	3.363754e-06	0.0002541728	0.1
3.669088e-06	0.9711279	0.1	3.669088e-06	6.617969e-05	0.1	3.669088e-06	1.879714e-06	0.1	3.669088e-06	0.01381798	0.1	3.669088e-06	1.80087263e-05	0.1	3.669088e-06	1.448691e-06	0.1	3.669088e-06	0.0002537177	0.1
4.040016e-06	0.9682918	0.1	4.040016e-06	7.31921e-05	0.1	4.040016e-06	2.102463e-06	0.1	4.040016e-06	0.01523305	0.1	4.040016e-06	1.8636527900000002e-05	0.1	4.040016e-06	1.514846e-06	0.1	4.040016e-06	0.0002531657	0.1
4.456448e-06	0.9651224	0.1	4.456448e-06	8.106481000000001e-05	0.1	4.456448e-06	2.357742e-06	0.1	4.456448e-06	0.01681455	0.1	4.456448e-06	1.91901387e-05	0.1	4.456448e-06	1.577966e-06	0.1	4.456448e-06	0.0002525482	0.1
4.924763e-06	0.9615765	0.1	4.924763e-06	8.989448000000001e-05	0.1	4.924763e-06	2.650651e-06	0.1	4.924763e-06	0.01858404	0.1	4.924763e-06	1.96647343e-05	0.1	4.924763e-06	1.637844e-06	0.1	4.924763e-06	0.000251857	0.1
5.479271e-06	0.9574031	0.1	5.479271e-06	0.00010028689	0.1	5.479271e-06	3.004354e-06	0.1	5.479271e-06	0.02066687	0.1	5.479271e-06	2.00780635e-05	0.1	5.479271e-06	1.697342e-06	0.1	5.479271e-06	0.0002510431	0.1
6.170855e-06	0.9522356	0.1	6.170855e-06	0.00011311507	0.1	6.170855e-06	3.454185e-06	0.1	6.170855e-06	0.02324599	0.1	6.170855e-06	2.04397066e-05	0.1	6.170855e-06	1.759384e-06	0.1	6.170855e-06	0.0002500349	0.1
7.006011e-06	0.9460503	0.1	7.006011e-06	0.00012836507	0.1	7.006011e-06	4.007424e-06	0.1	7.006011e-06	0.02633327	0.1	7.006011e-06	2.0735237600000002e-05	0.1	7.006011e-06	1.822613e-06	0.1	7.006011e-06	0.0002488275	0.1
8.005121e-06	0.9387286	0.1	8.005121e-06	0.00014622102	0.1	8.005121e-06	4.679247e-06	0.1	8.005121e-06	0.02998796	0.1	8.005121e-06	2.09758708e-05	0.1	8.005121e-06	1.888107e-06	0.1	8.005121e-06	0.0002473973	0.1
9.208722e-06	0.9300191	0.1	9.208722e-06	0.000167143	0.1	9.208722e-06	5.496015e-06	0.1	9.208722e-06	0.03433561	0.1	9.208722e-06	2.11838843e-05	0.1	9.208722e-06	1.95845e-06	0.1	9.208722e-06	0.0002456948	0.1
1.046934e-05	0.9210244	0.1	1.046934e-05	0.00018836378	0.1	1.046934e-05	6.351601e-06	0.1	1.046934e-05	0.03882589	0.1	1.046934e-05	2.1355928e-05	0.1	1.046934e-05	2.025932e-06	0.1	1.046934e-05	0.0002439349	0.1
1.195803e-05	0.9105665	0.1	1.195803e-05	0.00021253262	0.1	1.195803e-05	7.350325e-06	0.1	1.195803e-05	0.04404684	0.1	1.195803e-05	2.15292772e-05	0.1	1.195803e-05	2.099886e-06	0.1	1.195803e-05	0.0002418868	0.1
1.374754e-05	0.8982251	0.1	1.374754e-05	0.00024035822	0.1	1.374754e-05	8.516924e-06	0.1	1.374754e-05	0.05020855	0.1	1.374754e-05	2.17129388e-05	0.1	1.374754e-05	2.182173e-06	0.1	1.374754e-05	0.0002394668	0.1
1.586683e-05	0.8839245	0.1	1.586683e-05	0.0002716674	0.1	1.586683e-05	9.826596e-06	0.1	1.586683e-05	0.05734895	0.1	1.586683e-05	2.19057884e-05	0.1	1.586683e-05	2.271528e-06	0.1	1.586683e-05	0.0002366587	0.1
1.836796e-05	0.8674723	0.1	1.836796e-05	0.0003064605	0.1	1.836796e-05	1.124308e-05	0.1	1.836796e-05	0.06556442	0.1	1.836796e-05	2.21050994e-05	0.1	1.836796e-05	2.366934e-06	0.1	1.836796e-05	0.0002334227	0.1
2.197118e-05	0.8445455	0.1	2.197118e-05	0.0003527694	0.1	2.197118e-05	1.300091e-05	0.1	2.197118e-05	0.07701431	0.1	2.197118e-05	2.23454421e-05	0.1	2.197118e-05	2.487479e-06	0.1	2.197118e-05	0.0002289028	0.1
2.66808e-05	0.815884	0.1	2.66808e-05	0.0004070659	0.1	2.66808e-05	1.479126e-05	0.1	2.66808e-05	0.09133051	0.1	2.66808e-05	2.25869695e-05	0.1	2.66808e-05	2.619014e-06	0.1	2.66808e-05	0.0002232346	0.1
3.212801e-05	0.7844548	0.1	3.212801e-05	0.00046187379999999996	0.1	3.212801e-05	1.624863e-05	0.1	3.212801e-05	0.1070322	0.1	3.212801e-05	2.27785026e-05	0.1	3.212801e-05	2.740269e-06	0.1	3.212801e-05	0.0002169946	0.1
3.757522e-05	0.754735	0.1	3.757522e-05	0.0005089444	0.1	3.757522e-05	1.722169e-05	0.1	3.757522e-05	0.1218827	0.1	3.757522e-05	2.2890756e-05	0.1	3.757522e-05	2.834417e-06	0.1	3.757522e-05	0.0002110685	0.1
4.418716e-05	0.7207729	0.1	4.418716e-05	0.0005568095000000001	0.1	4.418716e-05	1.797639e-05	0.1	4.418716e-05	0.1388565	0.1	4.418716e-05	2.2939323e-05	0.1	4.418716e-05	2.919694e-06	0.1	4.418716e-05	0.0002042634	0.1
4.836668e-05	0.7004123	0.1	4.836668e-05	0.0005823686	0.1	4.836668e-05	1.829413e-05	0.1	4.836668e-05	0.1490343	0.1	4.836668e-05	2.2928716e-05	0.1	4.836668e-05	2.960296e-06	0.1	4.836668e-05	0.0002001654	0.1
5.328467e-05	0.6774765	0.1	5.328467e-05	0.0006082705999999999	0.1	5.328467e-05	1.856011e-05	0.1	5.328467e-05	0.1605009	0.1	5.328467e-05	2.2881927e-05	0.1	5.328467e-05	2.997221e-06	0.1	5.328467e-05	0.0001955312	0.1
5.869498e-05	0.6534418	0.1	5.869498e-05	0.000632068	0.1	5.869498e-05	1.87538e-05	0.1	5.869498e-05	0.1725188	0.1	5.869498e-05	2.2793998e-05	0.1	5.869498e-05	3.026419e-06	0.1	5.869498e-05	0.0001906534	0.1
6.477026e-05	0.6278447	0.1	6.477026e-05	0.0006535854000000001	0.1	6.477026e-05	1.888025e-05	0.1	6.477026e-05	0.1853199	0.1	6.477026e-05	2.2657341e-05	0.1	6.477026e-05	3.047359e-06	0.1	6.477026e-05	0.0001854324	0.1
7.159263e-05	0.6007235	0.1	7.159263e-05	0.0006720159	0.1	7.159263e-05	1.89365e-05	0.1	7.159263e-05	0.1988856	0.1	7.159263e-05	2.2464901000000002e-05	0.1	7.159263e-05	3.058632e-06	0.1	7.159263e-05	0.0001798683	0.1
7.963017e-05	0.5707928	0.1	7.963017e-05	0.0006870743999999999	0.1	7.963017e-05	1.891547e-05	0.1	7.963017e-05	0.2138594	0.1	7.963017e-05	2.2196388e-05	0.1	7.963017e-05	3.058576e-06	0.1	7.963017e-05	0.0001736859	0.1
8.766771e-05	0.5428563	0.1	8.766771e-05	0.0006960798999999999	0.1	8.766771e-05	1.882316e-05	0.1	8.766771e-05	0.2278383	0.1	8.766771e-05	2.1893151000000002e-05	0.1	8.766771e-05	3.047114e-06	0.1	8.766771e-05	0.0001678715	0.1
0.0001017061	0.4983197	0.1	0.0001017061	0.0007002725	0.1	0.0001017061	1.854014e-05	0.1	0.0001017061	0.2501289	0.1	0.0001017061	2.1305421e-05	0.1	0.0001017061	3.006846e-06	0.1	0.0001017061	0.0001585028	0.1
0.0001170863	0.4549361	0.1	0.0001170863	0.0006922981000000001	0.1	0.0001170863	1.811175e-05	0.1	0.0001170863	0.2718489	0.1	0.0001170863	2.0609775000000002e-05	0.1	0.0001170863	2.942387e-06	0.1	0.0001170863	0.0001492403	0.1
0.0001344795	0.4116472	0.1	0.0001344795	0.0006725165999999999	0.1	0.0001344795	1.753944e-05	0.1	0.0001344795	0.2935279	0.1	0.0001344795	1.9793568e-05	0.1	0.0001344795	2.853787e-06	0.1	0.0001344795	0.0001398371	0.1
0.0001518727	0.373532	0.1	0.0001518727	0.0006454403	0.1	0.0001518727	1.691775e-05	0.1	0.0001518727	0.3126211	0.1	0.0001518727	1.89721099e-05	0.1	0.0001518727	2.755867e-06	0.1	0.0001518727	0.0001313975	0.1
0.0001692659	0.3397938	0.1	0.0001692659	0.0006140855000000001	0.1	0.0001692659	1.627551e-05	0.1	0.0001692659	0.3295258	0.1	0.0001692659	1.81624471e-05	0.1	0.0001692659	2.653583e-06	0.1	0.0001692659	0.0001237761	0.1
0.000186659	0.3097892	0.1	0.000186659	0.0005805389	0.1	0.000186659	1.563092e-05	0.1	0.000186659	0.3445629	0.1	0.000186659	1.73749393e-05	0.1	0.000186659	2.550129e-06	0.1	0.000186659	0.0001168558	0.1
0.0002054777	0.2809257	0.1	0.0002054777	0.0005434198	0.1	0.0002054777	1.494406e-05	0.1	0.0002054777	0.3590308	0.1	0.0002054777	1.6554795000000002e-05	0.1	0.0002054777	2.439248e-06	0.1	0.0002054777	0.0001100476	0.1
0.0002264344	0.2525437	0.1	0.0002264344	0.0005024923	0.1	0.0002264344	1.42025e-05	0.1	0.0002264344	0.3732599	0.1	0.0002264344	1.56851844e-05	0.1	0.0002264344	2.318969e-06	0.1	0.0002264344	0.00010318	0.1
0.0002473912	0.2275387	0.1	0.0002473912	0.00046299380000000003	0.1	0.0002473912	1.349214e-05	0.1	0.0002473912	0.3857979	0.1	0.0002473912	1.48636526e-05	0.1	0.0002473912	2.203322e-06	0.1	0.0002473912	9.695824e-05	0.1
0.000268348	0.2054159	0.1	0.000268348	0.0004255283	0.1	0.000268348	1.281634e-05	0.1	0.000268348	0.3968923	0.1	0.000268348	1.4090104800000001e-05	0.1	0.000268348	2.092991e-06	0.1	0.000268348	9.129235e-05	0.1
0.0002893048	0.18577	0.1	0.0002893048	0.0003904086	0.1	0.0002893048	1.217624e-05	0.1	0.0002893048	0.4067457	0.1	0.0002893048	1.33631551e-05	0.1	0.0002893048	1.988264e-06	0.1	0.0002893048	8.610874e-05	0.1
0.0003102616	0.1682657	0.1	0.0003102616	0.0003577583	0.1	0.0003102616	1.157164e-05	0.1	0.0003102616	0.4155259	0.1	0.0003102616	1.26806805e-05	0.1	0.0003102616	1.889176e-06	0.1	0.0003102616	8.134658e-05	0.1
0.000327027	0.1556149	0.1	0.000327027	0.000333421	0.1	0.000327027	1.111284e-05	0.1	0.000327027	0.4218721	0.1	0.000327027	1.21650303e-05	0.1	0.000327027	1.813893e-06	0.1	0.000327027	7.780592e-05	0.1
0.0003375054	0.1482579	0.1	0.0003375054	0.0003190001	0.1	0.0003375054	1.083696e-05	0.1	0.0003375054	0.4255629	0.1	0.0003375054	1.18557999e-05	0.1	0.0003375054	1.768593e-06	0.1	0.0003375054	7.570346e-05	0.1
0.0003495938	0.1402539	0.1	0.0003495938	0.0003030991	0.1	0.0003495938	1.052878e-05	0.1	0.0003495938	0.4295784	0.1	0.0003495938	1.1510994699999999e-05	0.1	0.0003495938	1.71796e-06	0.1	0.0003495938	7.33759e-05	0.1
0.0003640686	0.1313012	0.1	0.0003640686	0.0002850646	0.1	0.0003640686	1.017349e-05	0.1	0.0003640686	0.4340701	0.1	0.0003640686	1.11142649e-05	0.1	0.0003640686	1.659558e-06	0.1	0.0003640686	7.071778e-05	0.1
0.0003826833	0.1207114	0.1	0.0003826833	0.0002634141	0.1	0.0003826833	9.737683e-06	0.1	0.0003826833	0.4393834	0.1	0.0003826833	1.06286418e-05	0.1	0.0003826833	1.587878e-06	0.1	0.0003826833	6.74901e-05	0.1
0.0004099779	0.1068526	0.1	0.0004099779	0.00023460182	0.1	0.0004099779	9.13903e-06	0.1	0.0004099779	0.4463373	0.1	0.0004099779	9.9631313e-06	0.1	0.0004099779	1.489349e-06	0.1	0.0004099779	6.310717e-05	0.1
0.0004372726	0.09471995	0.1	0.0004372726	0.00020897760000000002	0.1	0.0004372726	8.584781e-06	0.1	0.0004372726	0.4524256	0.1	0.0004372726	9.3483496e-06	0.1	0.0004372726	1.398072e-06	0.1	0.0004372726	5.909324e-05	0.1
0.000477185	0.07959012	0.1	0.000477185	0.00017656779000000002	0.1	0.000477185	7.846354e-06	0.1	0.000477185	0.4600185	0.1	0.000477185	8.5309349e-06	0.1	0.000477185	1.276394e-06	0.1	0.000477185	5.379776e-05	0.1
0.0005170973	0.06702565	0.1	0.0005170973	0.00014932523000000001	0.1	0.0005170973	7.183839e-06	0.1	0.0005170973	0.4663245	0.1	0.0005170973	7.7988423e-06	0.1	0.0005170973	1.16717e-06	0.1	0.0005170973	4.908602e-05	0.1
0.0005570097	0.05654912	0.1	0.0005570097	0.00012641936	0.1	0.0005570097	6.587723e-06	0.1	0.0005570097	0.4715831	0.1	0.0005570097	7.1409452e-06	0.1	0.0005570097	1.068857e-06	0.1	0.0005570097	4.487014e-05	0.1
