# T[K]         C5H5         T1a_L         N1a_L         N7a_L         T4a_L         sum_k_Pr_i
7.00e+02	1.11e-09	5.70e-06	6.68e-14	2.86e-11	5.70e-06	5.70e-06
8.00e+02	8.23e-07	9.89e-04	1.41e-10	4.21e-08	9.90e-04	9.90e-04
9.00e+02	1.43e-04	5.15e-02	5.95e-08	1.29e-05	5.17e-02	5.17e-02
1.00e+03	9.16e-03	1.18e+00	8.14e-06	1.31e-03	1.19e+00	1.19e+00
1.10e+03	2.87e-01	1.51e+01	4.88e-04	5.97e-02	1.54e+01	1.55e+01
1.20e+03	5.22e+00	1.27e+02	1.56e-02	1.48e+00	1.33e+02	1.33e+02
1.30e+03	6.21e+01	7.72e+02	3.02e-01	2.28e+01	8.61e+02	8.57e+02
1.40e+03	5.13e+02	3.58e+03	3.84e+00	2.36e+02	6.13e+03	4.33e+03
1.50e+03	3.15e+03	1.34e+04	3.46e+01	1.76e+03	3.43e+04	1.83e+04
1.60e+03	1.53e+04	4.24e+04	2.37e+02	1.03e+04	1.40e+05	6.82e+04
1.70e+03	6.16e+04	1.18e+05	1.31e+03	4.85e+04	4.53e+05	2.29e+05
1.80e+03	2.05e+05	2.82e+05	5.78e+03	1.87e+05	1.35e+06	6.79e+05
1.90e+03	5.94e+05	6.11e+05	2.18e+04	6.20e+05	3.45e+06	1.85e+06
2.00e+03	1.53e+06	1.22e+06	7.18e+04	1.81e+06	7.90e+06	4.64e+06
