Batch	m_SP	4	T4a_L	T1a_L	N1a_L	N7a_L					
0.0	0.99999997	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
1.991334e-13	0.99999383	0.1	1.991334e-13	4.6811264e-09	0.1	1.991334e-13	1.7217082999999999e-10	0.1	1.991334e-13	2.67221156e-06	0.1
8.621649e-12	0.9997315800000001	0.1	8.621649e-12	2.0328283899999998e-07	0.1	8.621649e-12	7.4709743e-09	0.1	8.621649e-12	0.000115674371	0.1
3.112134e-11	0.99903157	0.1	3.112134e-11	7.3972648e-07	0.1	3.112134e-11	2.71304675e-08	0.1	3.112134e-11	0.00041733945	0.1
6.466957e-11	0.99798929	0.1	6.466957e-11	1.55551874e-06	0.1	6.466957e-11	5.6879609e-08	0.1	6.466957e-11	0.00086657269	0.1
1.501663e-10	0.9953422299999999	0.1	1.501663e-10	3.7203691400000003e-06	0.1	1.501663e-10	1.35039964e-07	0.1	1.501663e-10	0.00200827336	0.1
2.505377e-10	0.992251	0.1	2.505377e-10	6.4180078000000006e-06	0.1	2.505377e-10	2.310587e-07	0.1	2.505377e-10	0.0033425376	0.1
3.77687e-10	0.98836187	0.1	3.77687e-10	1.00746879e-05	0.1	3.77687e-10	3.5921088e-07	0.1	3.77687e-10	0.0050227543	0.1
5.394254e-10	0.98346014	0.1	5.394254e-10	1.5106538599999999e-05	0.1	5.394254e-10	5.3256333e-07	0.1	5.394254e-10	0.0071426784000000005	0.1
7.112761e-10	0.97831083	0.1	7.112761e-10	2.0910119e-05	0.1	7.112761e-10	7.2915446e-07	0.1	7.112761e-10	0.0093721593	0.1
9.235762e-10	0.9720380900000001	0.1	9.235762e-10	2.8712652600000002e-05	0.1	9.235762e-10	9.89155e-07	0.1	9.235762e-10	0.0120909933	0.1
1.135876e-09	0.9658683499999999	0.1	1.135876e-09	3.71926372e-05	0.1	1.135876e-09	1.26745772e-06	0.1	1.135876e-09	0.0147675922	0.1
1.348176e-09	0.9598078500000001	0.1	1.348176e-09	4.63255675e-05	0.1	1.348176e-09	1.5633503299999997e-06	0.1	1.348176e-09	0.0173988715	0.1
1.569673e-09	0.9536061499999998	0.1	1.569673e-09	5.652298800000001e-05	0.1	1.569673e-09	1.89001089e-06	0.1	1.569673e-09	0.0200927492	0.1
