Batch	m_SP	13	W6	W1	W2	W3	W4	W5	R	P1	P2	P3	P4	P5	P6																							
1.102385e-10	0.9883455	0.1	1.102385e-10	1.092749e-110	0.1	1.102385e-10	2.061547e-10	0.1	1.102385e-10	1.278477e-06	0.1	1.102385e-10	1.092749e-110	0.1	1.102385e-10	1.715314e-06	0.1	1.102385e-10	1.017557e-08	0.1	1.102385e-10	0.00582434	0.1	1.102385e-10	1.387929e-06	0.1	1.102385e-10	1.206136e-08	0.1	1.102385e-10	1.869269e-09	0.1	1.102385e-10	2.916663e-09	0.1	1.102385e-10	2.017494e-14	0.1
2.700541e-10	0.9718073	0.1	2.700541e-10	2.64342e-110	0.1	2.700541e-10	5.011837e-10	0.1	2.700541e-10	3.092559e-06	0.1	2.700541e-10	2.64342e-110	0.1	2.700541e-10	4.148365e-06	0.1	2.700541e-10	2.473805e-08	0.1	2.700541e-10	0.01408931	0.1	2.700541e-10	3.357941e-06	0.1	2.700541e-10	2.932193e-08	0.1	2.700541e-10	4.601024e-09	0.1	2.700541e-10	7.090634e-09	0.1	2.700541e-10	4.906273e-14	0.1
5.896852e-10	0.9399455	0.1	5.896852e-10	5.630982e-110	0.1	5.896852e-10	1.077954e-09	0.1	5.896852e-10	6.587039e-06	0.1	5.896852e-10	5.630982e-110	0.1	5.896852e-10	8.832142e-06	0.1	5.896852e-10	5.322369e-08	0.1	5.896852e-10	0.03001223	0.1	5.896852e-10	7.154908e-06	0.1	5.896852e-10	6.308309e-08	0.1	5.896852e-10	1.013963e-08	0.1	5.896852e-10	1.525507e-08	0.1	5.896852e-10	1.057544e-13	0.1
1.052239e-09	0.896512	0.1	1.052239e-09	9.70403e-110	0.1	1.052239e-09	1.88248e-09	0.1	1.052239e-09	1.134964e-05	0.1	1.052239e-09	9.70403e-110	0.1	1.052239e-09	1.520873e-05	0.1	1.052239e-09	9.305206e-08	0.1	1.052239e-09	0.05171812	0.1	1.052239e-09	1.233443e-05	0.1	1.052239e-09	1.102831e-07	0.1	1.052239e-09	1.832365e-08	0.1	1.052239e-09	2.667046e-08	0.1	1.052239e-09	1.859119e-13	0.1
1.71252e-09	0.8394558	0.1	1.71252e-09	1.505603e-109	0.1	1.71252e-09	2.972711e-09	0.1	1.71252e-09	1.760398e-05	0.1	1.71252e-09	1.505603e-109	0.1	1.71252e-09	2.356916e-05	0.1	1.71252e-09	1.473681e-07	0.1	1.71252e-09	0.08023198	0.1	1.71252e-09	1.914492e-05	0.1	1.71252e-09	1.746445e-07	0.1	1.71252e-09	3.032839e-08	0.1	1.71252e-09	4.223981e-08	0.1	1.71252e-09	2.983285e-13	0.1
2.73733e-09	0.7608409	0.1	2.73733e-09	2.243522e-109	0.1	2.73733e-09	4.540365e-09	0.1	2.73733e-09	2.621707e-05	0.1	2.73733e-09	2.243522e-109	0.1	2.73733e-09	3.505352e-05	0.1	2.73733e-09	2.266924e-07	0.1	2.73733e-09	0.1195198	0.1	2.73733e-09	2.854112e-05	0.1	2.73733e-09	2.686255e-07	0.1	2.73733e-09	4.964186e-08	0.1	2.73733e-09	6.498589e-08	0.1	2.73733e-09	4.733986e-13	0.1
4.146936e-09	0.6688888	0.1	4.146936e-09	3.107979e-109	0.1	4.146936e-09	6.47673e-09	0.1	4.146936e-09	3.628307e-05	0.1	4.146936e-09	3.107979e-109	0.1	4.146936e-09	4.842244e-05	0.1	4.146936e-09	3.280123e-07	0.1	4.146936e-09	0.1654728	0.1	4.146936e-09	3.954995e-05	0.1	4.146936e-09	3.886425e-07	0.1	4.146936e-09	7.740148e-08	0.1	4.146936e-09	9.406504e-08	0.1	4.146936e-09	7.267233e-13	0.1
6.086515e-09	0.565958	0.1	6.086515e-09	4.078941e-109	0.1	6.086515e-09	8.785462e-09	0.1	6.086515e-09	4.753644e-05	0.1	6.086515e-09	4.078941e-109	0.1	6.086515e-09	6.327933e-05	0.1	6.086515e-09	4.567832e-07	0.1	6.086515e-09	0.2169125	0.1	6.086515e-09	5.189581e-05	0.1	6.086515e-09	5.41123e-07	0.1	6.086515e-09	1.175405e-07	0.1	6.086515e-09	1.310866e-07	0.1	6.086515e-09	1.119414e-12	0.1
8.158587e-09	0.4784208	0.1	8.158587e-09	4.909801e-109	0.1	8.158587e-09	1.08737e-08	0.1	8.158587e-09	5.708954e-05	0.1	8.158587e-09	4.909801e-109	0.1	8.158587e-09	7.578906e-05	0.1	8.158587e-09	5.851844e-07	0.1	8.158587e-09	0.2606591	0.1	8.158587e-09	6.240992e-05	0.1	8.158587e-09	6.930577e-07	0.1	8.158587e-09	1.625472e-07	0.1	8.158587e-09	1.680927e-07	0.1	8.158587e-09	1.6146e-12	0.1
1.023066e-08	0.4079491	0.1	1.023066e-08	5.58475e-109	0.1	1.023066e-08	1.264142e-08	0.1	1.023066e-08	6.476333e-05	0.1	1.023066e-08	5.58475e-109	0.1	1.023066e-08	8.574124e-05	0.1	1.023066e-08	7.075301e-07	0.1	1.023066e-08	0.2958774	0.1	1.023066e-08	7.08773e-05	0.1	1.023066e-08	8.376483e-07	0.1	1.023066e-08	2.094556e-07	0.1	1.023066e-08	2.034446e-07	0.1	1.023066e-08	2.199283e-12	0.1
1.230273e-08	0.3503167	0.1	1.230273e-08	6.143368e-109	0.1	1.230273e-08	1.414492e-08	0.1	1.230273e-08	7.102285e-05	0.1	1.230273e-08	6.143368e-109	0.1	1.230273e-08	9.376986e-05	0.1	1.230273e-08	8.261039e-07	0.1	1.230273e-08	0.3246792	0.1	1.230273e-08	7.779584e-05	0.1	1.230273e-08	9.775232e-07	0.1	1.230273e-08	2.580499e-07	0.1	1.230273e-08	2.377856e-07	0.1	1.230273e-08	2.877809e-12	0.1
1.43748e-08	0.3025753	0.1	1.43748e-08	6.613157e-109	0.1	1.43748e-08	1.542894e-08	0.1	1.43748e-08	7.619254e-05	0.1	1.43748e-08	6.613157e-109	0.1	1.43748e-08	0.000100317	0.1	1.43748e-08	9.42428e-07	0.1	1.43748e-08	0.3485379	0.1	1.43748e-08	8.351409e-05	0.1	1.43748e-08	1.114405e-06	0.1	1.43748e-08	3.081673e-07	0.1	1.43748e-08	2.715373e-07	0.1	1.43748e-08	3.650235e-12	0.1
1.644688e-08	0.262605	0.1	1.644688e-08	7.013798e-109	0.1	1.644688e-08	1.652946e-08	0.1	1.644688e-08	8.05057e-05	0.1	1.644688e-08	7.013798e-109	0.1	1.644688e-08	0.0001057004	0.1	1.644688e-08	1.057536e-06	0.1	1.644688e-08	0.3685131	0.1	1.644688e-08	8.828357e-05	0.1	1.644688e-08	1.249437e-06	0.1	1.644688e-08	3.596798e-07	0.1	1.644688e-08	3.049794e-07	0.1	1.644688e-08	4.514122e-12	0.1
